Gene = Galp
Position 2511: 3.402744548000684e-05
Position 16914: 3.25050431472224e-05
Position 2469: 3.0776200728258544e-05
Position 17735: 2.8501445982472226e-05
Position 3273: 2.707382505868294e-05
Position 3240: 2.6053724293725788e-05
Position 17494: 2.513962773136918e-05
Position 17466: 2.487601363989653e-05
Position 14988: 2.276435814290708e-05
Position 770: 2.1855769281118543e-05
Position 361: 1.73503198129652e-05
Position 1333: 1.598155351234148e-05
Position 369: 1.4718317503077718e-05
Position 1331: 1.4662677294363778e-05
Position 5860: 1.4475257427522307e-05
Position 1625: 1.3239968470998258e-05
Position 399: 1.110287443915089e-05
Position 5590: 1.082539481320986e-05
Position 17036: 6.884900394187879e-06
Position 665: 6.2879875131926726e-06
Position 15044: 5.501116486209884e-06
Position 332: 3.4753267615475907e-06
Position 2704: 2.9007153797430266e-06
Position 13291: 2.3794915108406164e-06
Position 814: 2.1091278217486423e-06
Position 409: 2.0823467463868034e-06
Position 616: 1.7138838055470082e-06
Position 145: 1.6555758670485503e-06
Position 262: 1.479389623211754e-06
Position 205: 1.427413227578621e-06
Position 427: 1.1845455767091584e-06
Position 743: 1.0469529261674377e-06
Position 11498: 9.996389027548722e-07
Position 9117: 8.643314997643565e-07
Position 9316: 8.071082102624136e-07
Position 417: 7.856188890973524e-07
Position 424: 7.082831584922019e-07
Position 8833: 6.196860714831475e-07
Position 602: 5.169299260740091e-07
Position 8359: 4.357994850039027e-07
Position 310: 4.048787830914625e-07
Position 307: 3.06344906146974e-07
Position 7847: 2.9558377906362975e-07
Position 6733: 2.9533306262976447e-07
Position 414: 2.74875032469873e-07
Position 421: 2.4488774204191064e-07
Position 972: 2.401507567064785e-07
Position 8005: 2.3650672026711936e-07
Position 738: 2.1666790735183011e-07
Position 674: 2.1584052282709537e-07
Position 1212: 2.1348863217625467e-07
Position 460: 1.8960358302600484e-07
Position 6471: 1.8676192872878288e-07
Position 623: 1.5434560199373464e-07
Position 8618: 1.4765101289374165e-07
Position 907: 1.2571420525487583e-07
Position 6193: 1.0476848161052428e-07
Position 1511: 9.284460657271383e-08
Position 7181: 8.424934407076642e-08
Position 605: 8.318335958552306e-08
Position 382: 8.239002145847782e-08
Position 6103: 7.494707240580163e-08
Position 252: 4.034971423519229e-08
Position 226: 3.5054048522102056e-08
Position 5940: 2.7911979815474083e-08
Position 322: 2.646859722001835e-08
Position 234: 2.2934702223038374e-08
Position 419: 2.184660452277595e-08
Position 239: 1.3507080257007397e-08
Position 224: 1.1213906771152685e-08
Position 411: 9.832159571438322e-09
Position 7767: 7.399271713521683e-09
Position 93: 4.519049403799034e-09
Position 269: 3.3357241353252326e-09
Position 290: 3.3152636820117502e-09
Position 470: 9.299161099008073e-10
Position 267: 9.114406384599938e-10
Position 281: 3.9780952397668276e-10
Position 285: 2.503677263171131e-10
Position 98: 2.023018091976661e-10
Position 911: 2.0001307003284247e-10
Position 597: 4.001501187794671e-11
Position 109: 2.465617649045039e-13
