Gene = Iscu
Position 1089: 0.026737332371183534
Position 5307: 0.020756808593810506
Position 760: 0.014406038229469174
Position 1325: 0.013275941954634385
Position 1147: 0.011510918211101534
Position 3470: 0.010243391206215964
Position 4558: 0.01004697247691912
Position 3735: 0.009181859295604031
Position 2275: 0.006756257189144323
Position 4422: 0.006240520114606395
Position 609: 0.0061759400712794585
Position 1006: 0.006037051631283071
Position 2475: 0.005220684628255703
Position 3618: 0.005137253317100753
Position 4321: 0.004995065798977988
Position 454: 0.004950311821827074
Position 3980: 0.004692024264188299
Position 1281: 0.004679528215602516
Position 737: 0.004666735178839779
Position 4604: 0.004452982671926793
Position 475: 0.00439960041504659
Position 2155: 0.004074686036235285
Position 4356: 0.004049897509945031
Position 4592: 0.0036785311330945537
Position 990: 0.003675787919874768
Position 4886: 0.0035783749313287113
Position 3836: 0.0035167673101377038
Position 4176: 0.003507673964739851
Position 5324: 0.0034091833388397727
Position 952: 0.0032930244206065802
Position 1856: 0.0031999586971320324
Position 4862: 0.0030649254045282052
Position 1806: 0.0029273066924554825
Position 2948: 0.0024741164289464198
Position 2983: 0.002318819859502069
Position 4028: 0.0021997929819852413
Position 5093: 0.0020909351308277696
Position 5346: 0.001979393308990765
Position 4511: 0.0019753573084282175
Position 2005: 0.001949244671229472
Position 1712: 0.0018605994763545158
Position 4311: 0.0018242561976036574
Position 5096: 0.0015623729422093026
Position 4237: 0.0015405056014026943
Position 2317: 0.001493738244367201
Position 3928: 0.0014335079774482201
Position 4263: 0.001342971082836822
Position 1011: 0.0012140835613548122
Position 3986: 0.0011849340645959869
Position 436: 0.0011575922945524914
Position 2991: 0.0010562278119526155
Position 826: 0.0010115281929514886
Position 1928: 0.0009246965351966621
Position 1373: 0.0009109895662040976
Position 3418: 0.0008224397892721515
Position 1057: 0.0008163540804525944
Position 5370: 0.0008156809664680681
Position 1965: 0.0007767054766727024
Position 3925: 0.0007756531873959233
Position 3396: 0.0007268212371371841
Position 1722: 0.0007015595809693244
Position 1038: 0.0006809096916424495
Position 3341: 0.0006599262970351772
Position 2199: 0.0006581270658608032
Position 2451: 0.0006579690924026215
Position 2431: 0.0006328884512494348
Position 932: 0.0005903911378953439
Position 3391: 0.0005499537651067764
Position 442: 0.0005406894696024197
Position 5329: 0.0005293193550952088
Position 529: 0.0005148988634012112
Position 253: 0.0005036004350013517
Position 1861: 0.0004852718466135815
Position 2002: 0.0004646050093443733
Position 2352: 0.00044832475637306325
Position 763: 0.0004421573726785516
Position 3104: 0.0004329252452510705
Position 4452: 0.0004152755204462533
Position 1264: 0.0004029931377146111
Position 1975: 0.0003976083599986325
Position 4436: 0.00039497770684341856
Position 3802: 0.0003646067775790388
Position 3866: 0.00035996713065997805
Position 3440: 0.0003396525174833307
Position 5059: 0.0003393396797435412
Position 2666: 0.00032801685306294915
Position 459: 0.00031279455493121364
Position 2546: 0.00029500201450542295
Position 4577: 0.00029230778456698127
Position 687: 0.0002903869778449069
Position 1292: 0.00028371456499800684
Position 782: 0.0002799747382872822
Position 4328: 0.00026102014794388543
Position 1340: 0.0002567251286825929
Position 1749: 0.00025387847831623495
Position 2165: 0.0002448465958815652
Position 1986: 0.00023580355180121527
Position 4449: 0.0002335383949051061
Position 4963: 0.0002332742919634673
Position 1259: 0.00022521922756503328
Position 1094: 0.00021520872444235904
Position 1474: 0.0002022719485590605
Position 4291: 0.0001951182988873295
Position 261: 0.00019052077813081587
Position 1562: 0.00018322620525789812
Position 1221: 0.00017866604844077248
Position 4428: 0.00017801926857753471
Position 3668: 0.00017242291095185226
Position 669: 0.00016371052584109654
Position 2408: 0.00015627323795775432
Position 1336: 0.00015531798392338865
Position 1833: 0.00014951650721339963
Position 268: 0.00014943159896881408
Position 4185: 0.00014697401341696477
Position 1823: 0.00014513626944895168
Position 5378: 0.0001323581132120259
Position 1715: 0.0001303984408580361
Position 2411: 0.00012973096066352114
Position 1969: 0.00012514614149205784
Position 3762: 0.0001250513591268256
Position 1304: 0.00012329309392064008
Position 2025: 0.00011874338071390367
Position 3131: 0.000117065635891152
Position 3063: 0.00011549749146968017
Position 4325: 0.00011475845518567972
Position 3477: 0.00011390196531860225
Position 4123: 0.00011214637132632014
Position 2297: 0.00010766245562042682
Position 879: 0.00010563610142444958
Position 574: 0.00010275009614996229
Position 1885: 0.00010266818991161707
Position 5425: 0.00010016733527727395
Position 4293: 9.450817477659077e-05
Position 2213: 8.521709614229989e-05
Position 3944: 8.014872575052103e-05
Position 4064: 7.98142176386318e-05
Position 4737: 7.852490646384361e-05
Position 4515: 7.827107059069561e-05
Position 3023: 7.692930325808716e-05
Position 3940: 7.586258219125004e-05
Position 5031: 7.342541365572074e-05
Position 1946: 7.253621781335726e-05
Position 859: 6.97961830476935e-05
Position 2723: 6.907041382848475e-05
Position 1071: 6.749737906782107e-05
Position 1261: 6.27286791780733e-05
Position 3002: 5.8592802734050304e-05
Position 5462: 5.535961546206938e-05
Position 3884: 5.201564019059011e-05
Position 903: 5.0538149289666346e-05
Position 2037: 5.02317413551991e-05
Position 490: 4.9841917856001686e-05
Position 1476: 4.964598450927307e-05
Position 3453: 4.91592524413309e-05
Position 1981: 4.778513925207419e-05
Position 4609: 4.764601705431775e-05
Position 4641: 4.591602933962902e-05
Position 1953: 4.52585007927517e-05
Position 1064: 4.5126113023544504e-05
Position 3737: 4.4109209550247306e-05
Position 1869: 4.3528748160658535e-05
Position 3709: 4.30223435856135e-05
Position 3955: 4.1668979046758414e-05
Position 837: 4.1491458297866704e-05
Position 1389: 3.354606901315452e-05
Position 542: 3.0279892829491497e-05
Position 612: 2.9945658280609624e-05
Position 4032: 2.9020407996079545e-05
Position 424: 2.8045663628113688e-05
Position 1932: 2.48428931950492e-05
Position 5229: 2.1432859191025473e-05
Position 1470: 1.8873659769541254e-05
Position 4474: 1.727638038256495e-05
Position 1472: 1.4206268247973516e-05
Position 2067: 1.4102913572942603e-05
Position 557: 1.3671146663265437e-05
Position 180: 1.346405597962537e-05
Position 792: 1.3342420421546154e-05
Position 1628: 1.3000046580763739e-05
Position 3128: 7.3527050174047825e-06
Position 3752: 6.967542747093883e-06
Position 370: 6.48888519150459e-06
Position 4256: 6.168790755865465e-06
Position 163: 5.796220846039502e-06
Position 271: 5.688867505936846e-06
Position 3900: 5.1406163941018256e-06
Position 4067: 4.8379055624523846e-06
Position 3840: 4.54319683663984e-06
Position 3780: 3.862753237402169e-06
Position 3766: 3.405414693042568e-06
Position 4102: 2.98218093118211e-06
Position 3868: 2.51847184840137e-06
Position 532: 2.408603043063466e-06
Position 4181: 2.3904851499082883e-06
Position 4127: 2.1710626167847788e-06
Position 2507: 2.0466451675569636e-06
Position 4455: 1.24489214322956e-06
Position 694: 1.2229159206870156e-06
Position 1468: 1.1108194092484562e-06
Position 321: 8.389500802267647e-07
Position 193: 6.594557798796345e-07
Position 196: 5.721173980693723e-07
Position 2960: 4.3620092593693435e-07
Position 691: 4.3330176410948996e-07
Position 3809: 3.53216438553562e-07
Position 1276: 3.0596207933636207e-07
Position 2930: 3.0212679886029764e-07
Position 312: 2.951327641602913e-07
Position 3369: 2.2757725497096588e-07
Position 376: 2.2668424643220593e-07
Position 2371: 2.1211821136213156e-07
Position 2686: 1.4741386989956024e-07
Position 1747: 1.3732049070795339e-07
Position 2437: 1.3327576647999063e-07
Position 2752: 1.2295353164888565e-07
Position 1876: 1.1137664752402186e-07
Position 631: 9.946689204541656e-08
Position 1670: 8.060478905103989e-08
Position 801: 7.89226977522246e-08
Position 231: 5.071399371841682e-08
Position 2671: 5.0275671881685e-08
Position 2626: 3.5617061519730195e-08
Position 698: 3.2694773893252167e-08
Position 1742: 3.2457092934109457e-08
Position 2750: 3.1566526251115856e-08
Position 2651: 3.142727713122768e-08
Position 709: 2.842151638868025e-08
Position 3072: 1.967458682244902e-08
Position 329: 1.4585546438339793e-08
Position 2554: 1.4390810053124314e-08
Position 2648: 9.902612713530076e-09
Position 78: 9.24757023335699e-09
Position 211: 7.88603143241789e-09
Position 111: 6.50622507605747e-09
Position 2996: 6.494123032956757e-09
Position 2770: 6.071786456597642e-09
Position 141: 5.958829234816161e-09
Position 884: 5.173261598687346e-09
Position 866: 5.15062062169758e-09
Position 714: 5.019158923003798e-09
Position 2560: 4.322869633243813e-09
Position 2831: 3.2704649444559487e-09
Position 626: 1.8895404465284154e-09
Position 334: 9.965220723556558e-10
Position 341: 8.047360157721986e-10
Position 337: 7.840309450302135e-10
Position 98: 5.598037013752113e-10
Position 643: 2.1218063600703555e-10
