Gene = Hirip3
Position 1292: 9.654159237566996e-07
Position 715: 9.182913833416155e-07
Position 1941: 8.67154195883267e-07
Position 931: 8.256489392450589e-07
Position 730: 6.598537529012449e-07
Position 1396: 5.929586286102424e-07
Position 1074: 5.252990651323812e-07
Position 1161: 5.128289650126343e-07
Position 774: 4.326091574315627e-07
Position 1063: 4.1275313112555047e-07
Position 1300: 3.983186799752432e-07
Position 1471: 3.9566498389906635e-07
Position 566: 2.961925659602633e-07
Position 727: 1.975484786354301e-07
Position 131: 1.9398606209988415e-07
Position 1466: 1.8221583439418632e-07
Position 780: 1.42982607504022e-07
Position 748: 1.2785619364456485e-07
Position 1356: 1.2257153109146316e-07
Position 1409: 1.0560241231404282e-07
Position 771: 6.178414956600282e-08
Position 1490: 3.474676862125608e-08
Position 1998: 6.16819478656956e-09
Position 2015: 6.117744369078065e-09
Position 1136: 4.616913326139672e-09
Position 1302: 9.381386920919658e-10
Position 1067: 9.337087232095128e-10
Position 794: 1.7454245522406123e-10
Position 1313: 1.595273224008936e-11
Position 1363: 1.1755789175163024e-12
Position 1354: 8.996737209879748e-13
Position 1585: 4.2001319437948866e-13
Position 1546: 3.6516818915952526e-13
Position 1159: 1.3478078774315665e-13
Position 1435: 5.926372247603711e-19
Position 1432: 5.474506817866944e-19
