Gene = A830018L16Rik
Position 4767: 0.0065290499356402175
Position 11862: 0.006392059667278101
Position 573: 0.006020564026574144
Position 6634: 0.0059940283239384605
Position 2304: 0.005919328517269672
Position 7866: 0.005872328474686871
Position 5405: 0.005618323499575897
Position 7240: 0.0051769222190844585
Position 10865: 0.004803383649827945
Position 9730: 0.004517420563669659
Position 613: 0.004441722996028077
Position 12471: 0.004370989603160957
Position 6960: 0.004036951609288644
Position 5747: 0.004026736543001116
Position 10960: 0.003503577601898209
Position 6888: 0.003366216534135382
Position 4455: 0.002899344059585706
Position 3983: 0.002897056926426295
Position 12807: 0.0025567827641514483
Position 3866: 0.0023843040026594623
Position 403: 0.002366691507021435
Position 663: 0.0023164688635654443
Position 4123: 0.0021997431239800685
Position 3560: 0.0020435394567709774
Position 1103: 0.001962909729292337
Position 12545: 0.001906949752416012
Position 5163: 0.0019061047149222159
Position 1453: 0.0018137800642092662
Position 16802: 0.001785202122579225
Position 1232: 0.001646569837019357
Position 425: 0.0015600351917671167
Position 5442: 0.0015505442766415535
Position 12439: 0.0015390738273480355
Position 13671: 0.0014721810315936321
Position 625: 0.0014051170424022811
Position 4086: 0.0014003520433963847
Position 4195: 0.001268073602962777
Position 4286: 0.001261091486942236
Position 713: 0.0012493805549925634
Position 369: 0.0011798821260585108
Position 11099: 0.001149828373440632
Position 2782: 0.0011302382909983827
Position 1385: 0.0011052849883182395
Position 1096: 0.0010973912729965675
Position 3073: 0.0010858145400924593
Position 1344: 0.0010766279673683052
Position 1191: 0.0010552842258456786
Position 7244: 0.0010009573451387876
Position 8758: 0.0009799528290267176
Position 373: 0.0009734714109176103
Position 12315: 0.0008745536106357595
Position 1322: 0.0008078503726285206
Position 3753: 0.0007666954667796806
Position 1313: 0.0007254578736103701
Position 1229: 0.0007251139068450899
Position 354: 0.0007011503233111898
Position 5476: 0.0006735829630647272
Position 408: 0.0006599064806320204
Position 14999: 0.0006470175852900819
Position 6206: 0.0006109723051451911
Position 2683: 0.000606097464922471
Position 6249: 0.00051725540001938
Position 410: 0.000491050033913135
Position 11480: 0.0004895752738452167
Position 1047: 0.0004651216875162334
Position 1712: 0.00046465489557088844
Position 1145: 0.00046200409127230326
Position 1255: 0.00045141732699293714
Position 1407: 0.00045026146571189085
Position 3863: 0.00044960134550027064
Position 2431: 0.00043409991483293664
Position 1197: 0.0004190867189486955
Position 11208: 0.00038799851340788784
Position 315: 0.0003565847377582759
Position 1473: 0.0002976041985951928
Position 948: 0.0002926785151555694
Position 2435: 0.0002728119231784858
Position 1730: 0.00026065772962729334
Position 10522: 0.00025217871308054246
Position 1458: 0.0002469876300363415
Position 4422: 0.000246205652732238
Position 420: 0.00022599016834515045
Position 4487: 0.00017498379890778018
Position 731: 0.0001685440494374569
Position 405: 0.00016559145253233797
Position 2253: 0.00014638464759304858
Position 1152: 0.0001368554062475882
Position 1755: 0.00012090533066434132
Position 9309: 0.00011797332351553415
Position 347: 0.00011728890333428494
Position 9725: 0.00011456138904762951
Position 3324: 0.00011070411206169147
Position 5110: 0.00010912407605320836
Position 6363: 0.00010573916454257615
Position 9372: 9.495079590648876e-05
Position 514: 9.343917873747108e-05
Position 634: 8.84397849955033e-05
Position 2417: 8.651583459207269e-05
Position 1074: 8.174131967799129e-05
Position 11534: 8.1138387794024e-05
Position 591: 8.101140986348975e-05
Position 1002: 7.620016711450607e-05
Position 11289: 7.134709066613617e-05
Position 3356: 7.020369299432484e-05
Position 4811: 6.441028873306978e-05
Position 4782: 6.158757349006368e-05
Position 1423: 5.6471513148888136e-05
Position 4964: 5.54855490803534e-05
Position 4689: 5.5456092744098966e-05
Position 1678: 4.266514529964606e-05
Position 3678: 3.884161440941556e-05
Position 2226: 3.6959965359945414e-05
Position 537: 3.5522002527122964e-05
Position 1382: 2.9801560371582675e-05
Position 954: 2.9024308166144457e-05
Position 1011: 2.8567396793077897e-05
Position 1204: 2.74267319815452e-05
Position 532: 2.5755128856209377e-05
Position 1024: 2.573006942441611e-05
Position 1240: 2.3906941517907408e-05
Position 2064: 2.252929207179907e-05
Position 1110: 1.970250256770532e-05
Position 3955: 1.7278955130312728e-05
Position 657: 1.5966578707911306e-05
Position 2137: 1.542261834883484e-05
Position 3598: 1.4435213168304717e-05
Position 378: 1.410629027435568e-05
Position 7315: 1.395858269017492e-05
Position 721: 1.3387461940644611e-05
Position 1615: 1.2646763484317426e-05
Position 1201: 1.1442725459454296e-05
Position 1216: 9.443056856191753e-06
Position 1277: 9.052385171005837e-06
Position 3001: 8.150554016420488e-06
Position 1439: 6.492687215352054e-06
Position 1164: 6.179112666866126e-06
Position 765: 5.8758431316184946e-06
Position 2707: 5.704994916740285e-06
Position 293: 5.527848482305174e-06
Position 659: 5.412915515028787e-06
Position 757: 5.06303169397825e-06
Position 643: 4.308058797990835e-06
Position 3052: 3.98554652566781e-06
Position 505: 3.934746642213313e-06
Position 277: 3.53139234034825e-06
Position 799: 2.426479161056686e-06
Position 1576: 1.732774495584079e-06
Position 1767: 1.5678337643267505e-06
Position 1981: 1.5181822008450394e-06
Position 1260: 1.5129654101778988e-06
Position 1066: 1.5125840411350538e-06
Position 1061: 1.4242954453547676e-06
Position 2117: 1.384623893610982e-06
Position 3130: 1.3402389807758007e-06
Position 1735: 1.140733368494453e-06
Position 971: 1.0999176924627625e-06
Position 1264: 9.486639486584081e-07
Position 1157: 8.08781503555381e-07
Position 1175: 7.561432118437897e-07
Position 965: 7.162412573668989e-07
Position 1169: 7.115694768534901e-07
Position 1055: 5.808550639977743e-07
Position 3293: 4.895059979251601e-07
Position 2120: 4.7048241607140333e-07
Position 2828: 3.983262855051708e-07
Position 1173: 3.8467658148260053e-07
Position 2310: 3.780291619992177e-07
Position 2092: 3.399378217530267e-07
Position 2030: 3.397814598393981e-07
Position 2095: 3.39763548291656e-07
Position 386: 3.323803757283791e-07
Position 295: 2.64015551256799e-07
Position 736: 2.51707732571541e-07
Position 1058: 2.426889372142514e-07
Position 540: 1.8655849744358898e-07
Position 802: 1.6596810153933956e-07
Position 1429: 1.0516548470108589e-07
Position 1455: 9.258735298264918e-08
Position 165: 8.216517261557058e-08
Position 1571: 7.29836315302942e-08
Position 1063: 7.26751889762875e-08
Position 1825: 6.984324896807337e-08
Position 1475: 4.140895730763594e-08
Position 1468: 4.0237517053191433e-08
Position 2373: 3.0319215636314914e-08
Position 1592: 1.1919133863064346e-08
Position 1505: 9.913478162474762e-09
Position 1531: 9.211264599511999e-09
Position 1421: 6.539563331329693e-09
Position 1289: 6.066673786006756e-09
Position 1478: 4.736914677944854e-09
Position 286: 3.4900149201691494e-09
Position 744: 3.101519051112421e-09
Position 1553: 2.7311262826392044e-09
Position 813: 1.568056834830653e-09
Position 820: 1.53992241670576e-09
Position 830: 1.2519620140968251e-09
Position 839: 1.2412301810736745e-09
Position 172: 9.233080653444062e-10
Position 167: 5.331627262918955e-10
Position 110: 3.9695288763378194e-10
Position 776: 2.8711256160772725e-10
Position 121: 5.648660042673121e-11
Position 1786: 1.8473888026231084e-11
Position 246: 1.3488880550106078e-11
Position 219: 6.121652543190211e-12
Position 258: 5.899894825836816e-12
Position 177: 4.764085984798839e-12
Position 226: 4.325088383954975e-12
Position 224: 5.372501807942238e-14
Position 240: 4.3502173051008766e-14
