Gene = Dspp
Position 1951: 1.6712465205099952e-05
Position 184: 1.6072844878717434e-05
Position 1660: 1.6049273818003412e-05
Position 1352: 1.4723558207695632e-05
Position 1662: 1.2895131733521955e-05
Position 1930: 1.2115926725534594e-05
Position 1218: 1.1473164761690822e-05
Position 1664: 1.1320440810930665e-05
Position 797: 1.113790661351948e-05
Position 5044: 1.0712199607918451e-05
Position 1742: 1.0607563809074838e-05
Position 1666: 9.881338089422233e-06
Position 2430: 9.844093219625938e-06
Position 1711: 9.337249338996621e-06
Position 5848: 9.25022396207993e-06
Position 1281: 9.189195171532218e-06
Position 975: 8.31842839147605e-06
Position 2590: 8.012077818128569e-06
Position 1668: 7.214152528513657e-06
Position 4753: 4.499196430087725e-06
Position 1463: 4.253272726312232e-06
Position 1168: 3.7827066765000415e-06
Position 186: 3.356188154318144e-06
Position 3773: 2.619208811254782e-06
Position 333: 1.7749752986276742e-06
Position 1450: 3.681824544395843e-07
Position 371: 3.6692882302312123e-07
Position 3410: 3.290440427581683e-07
Position 674: 3.180699703415358e-07
Position 364: 3.0612846573164455e-07
Position 1017: 3.0163509033787527e-07
Position 761: 2.931190812891534e-07
Position 1327: 1.9218929864004038e-07
Position 36: 1.879557990679316e-07
Position 1670: 1.6804854073727254e-07
Position 972: 9.774941919192002e-08
Position 1718: 9.536948481085753e-08
Position 832: 9.214862251663195e-08
Position 1768: 8.966361443646433e-08
Position 1397: 8.634350396538523e-08
Position 988: 8.30488547172242e-08
Position 1297: 6.723980754480857e-08
Position 1672: 6.698440057770274e-08
Position 1197: 6.207222145874233e-08
Position 1674: 5.9408126597990966e-08
Position 1136: 5.910054159263604e-08
Position 1676: 5.200532001733736e-08
Position 942: 2.5847204496958335e-08
Position 912: 1.2668197218643178e-08
Position 440: 1.0195200190854229e-08
Position 449: 8.430621905666218e-09
Position 1678: 5.263106380668246e-09
Position 1195: 5.027127936427031e-09
Position 376: 3.709335731497176e-09
Position 397: 2.7483289553899372e-09
Position 462: 1.9612258013851695e-09
Position 812: 1.1586690899394034e-09
Position 513: 2.443891006277374e-10
Position 718: 2.403758559866168e-10
Position 473: 2.0292292044333258e-10
Position 817: 1.9821779784264385e-10
Position 671: 1.8131368176429213e-10
Position 638: 1.528602887606007e-10
Position 822: 1.4249455237061223e-10
Position 1680: 1.7519509242695805e-11
Position 1682: 2.7174324038996277e-12
Position 776: 3.9909228047267295e-13
Position 482: 3.4673777368973106e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4183: 0.8176999344318185
Position 9003: 0.6454898545437692
Position 4424: 0.5111721322851495
Position 3202: 0.5084618020247686
Position 4367: 0.35342850401434595
Position 3295: 0.1949704154769745
Position 8151: 0.17377655653759977
Position 2856: 0.17137999791810166
Position 3090: 0.15379433676913504
Position 2451: 0.14010568572736037
Position 2980: 0.13685782347309425
Position 4587: 0.11879067837267228
Position 6146: 0.10149873163778186
Position 6597: 0.08842522555475602
Position 4032: 0.08449921126627734
Position 4577: 0.07250343712618584
Position 8575: 0.0686912386845886
Position 5190: 0.06832632360064732
Position 2708: 0.057306206997699484
Position 8589: 0.05585234616839496
Position 5181: 0.05124844086385085
Position 8592: 0.04784611755574233
Position 9044: 0.042401832905469984
Position 2389: 0.034525225081589075
Position 2295: 0.03424663978068952
Position 5187: 0.031192043354400963
Position 8771: 0.03092372765156833
Position 3869: 0.02381358295691004
Position 2277: 0.021637627063053482
Position 4817: 0.021299046341967227
Position 4913: 0.020972981996148592
Position 2501: 0.02054503677492672
Position 5596: 0.019651395864957486
Position 3032: 0.018555484941883204
Position 4444: 0.017291308643732867
Position 3207: 0.016613801422519874
Position 4977: 0.015713690910377703
Position 4598: 0.014239740200184854
Position 1569: 0.014199409942848303
Position 2504: 0.013365409453440896
Position 5247: 0.012883242303388486
Position 5140: 0.012158213472813283
Position 2352: 0.011051714744306078
Position 531: 0.010859625374332061
Position 4390: 0.009732280303542975
Position 8407: 0.009466193880457482
Position 411: 0.009341860380509671
Position 5221: 0.009323161588384522
Position 5224: 0.008630954409915495
Position 3183: 0.008379290818725366
Position 2002: 0.007661378037147492
Position 1302: 0.007642601293796337
Position 5254: 0.0075040524227648195
Position 3972: 0.0072654914500994636
Position 2996: 0.007242256207015744
Position 4137: 0.006733056918256203
Position 2933: 0.006549998579801684
Position 7983: 0.005798209915468095
Position 2375: 0.005383206379806249
Position 2468: 0.005264220132834628
Position 2211: 0.005177087322575056
Position 2401: 0.0050149967736265125
Position 1811: 0.004949881968907671
Position 3000: 0.004042192808792183
Position 2131: 0.003789675166912077
Position 2177: 0.0037840009004197236
Position 5244: 0.0037632733159966526
Position 4316: 0.0031117490292187776
Position 6628: 0.002744098312736968
Position 5763: 0.0027132252316218143
Position 4614: 0.002531064009031423
Position 4920: 0.002308442710300595
Position 3460: 0.0022686806318859653
Position 5149: 0.002226065069174721
Position 158: 0.002102697763352413
Position 3622: 0.00207492772564451
Position 8365: 0.0020247420817351407
Position 6102: 0.001929879009374496
Position 6382: 0.0019259717016667727
Position 3094: 0.0019049152500495577
Position 2287: 0.0018929888709254186
Position 8687: 0.0018151551047372464
Position 2938: 0.0017537226018109796
Position 527: 0.001733655512812195
Position 4629: 0.001729795727950872
Position 5270: 0.0017187228385073766
Position 3509: 0.0016824279036839651
Position 457: 0.0016421144939472922
Position 1093: 0.0016083833545255985
Position 4473: 0.001567109438018671
Position 4192: 0.00147081210457975
Position 4008: 0.0014625846335138237
Position 6058: 0.0013623911268800352
Position 2239: 0.0013479974893991571
Position 3897: 0.0012450607220555181
Position 1357: 0.0012338531802598305
Position 3147: 0.0012100924218166923
Position 2454: 0.0012078469976933822
Position 5147: 0.001160624501040593
Position 4453: 0.00115835800689759
Position 3326: 0.001045035303294317
Position 4256: 0.0009557046096556578
Position 2739: 0.0009531957991191296
Position 911: 0.0009234160795314416
Position 4100: 0.0009115404323407821
Position 6652: 0.0008526035483225268
Position 6198: 0.0008010010853378623
Position 2245: 0.000772626256642254
Position 4748: 0.0007441830108150693
Position 1459: 0.0007088564212181371
Position 2471: 0.0006952811672193904
Position 3037: 0.0006809209199434733
Position 5142: 0.0006520840483736152
Position 4971: 0.0006464627487001175
Position 5925: 0.0006011986688461951
Position 4949: 0.0005986332386240513
Position 2032: 0.0005718779154095011
Position 1505: 0.0005389134640198037
Position 8253: 0.0005359904834704599
Position 2151: 0.0005326972260130077
Position 1230: 0.00047340856956487544
Position 890: 0.0004448766128557169
Position 194: 0.0003738295540138589
Position 5005: 0.00032651595222111266
Position 4108: 0.0003219093610928542
Position 4826: 0.00031017911440471015
Position 1141: 0.00030845389226291404
Position 2065: 0.00027795553013437214
Position 4430: 0.00026173033086498065
Position 4662: 0.0002492651679987979
Position 2360: 0.00023226163088177476
Position 1534: 0.00023219927204795279
Position 5882: 0.00022445988915176276
Position 1603: 0.00022430548527502766
Position 5852: 0.00022057417300658765
Position 6346: 0.00020668630747731784
Position 6547: 0.00020178955783095264
Position 4672: 0.000199802807132163
Position 5980: 0.0001459496054310188
Position 2465: 0.0001326957773804656
Position 2893: 0.00012935550143960257
Position 178: 0.00012253413868888854
Position 533: 0.00012155783265458125
Position 1823: 0.00010738658285737732
Position 2185: 8.788363529133307e-05
Position 4554: 7.525202745192149e-05
Position 4459: 7.06160338405514e-05
Position 2590: 6.734717756871826e-05
Position 4780: 6.656187917458524e-05
Position 4562: 6.5774585208831e-05
Position 3941: 6.414294599927601e-05
Position 300: 6.183953656440799e-05
Position 4690: 6.120335986027496e-05
Position 5061: 5.854591605960487e-05
Position 3641: 4.956238713789047e-05
Position 4665: 4.9017357149681664e-05
Position 1937: 4.5506388698059085e-05
Position 1000: 4.1512171601857654e-05
Position 2009: 4.1191764264392657e-05
Position 501: 3.536572477198239e-05
Position 917: 3.447303407457092e-05
Position 1855: 3.302734565026715e-05
Position 4728: 3.209359184495352e-05
Position 2481: 3.1796031154070004e-05
Position 2606: 2.623334835180594e-05
Position 626: 2.4955791264418375e-05
Position 4667: 2.4745988632605226e-05
Position 4480: 2.3265411310806464e-05
Position 1192: 1.8512814007487573e-05
Position 684: 1.770008282403359e-05
Position 1951: 1.3661664316710274e-05
Position 5021: 1.2917667501072543e-05
Position 446: 9.7390871081491e-06
Position 1988: 9.435183934463952e-06
Position 2562: 8.409240846406895e-06
Position 761: 7.73070330951947e-06
Position 1978: 7.029700846369502e-06
Position 651: 6.886053732507105e-06
Position 376: 6.718643167791295e-06
Position 942: 6.432525845473713e-06
Position 4725: 4.830120351796578e-06
Position 1958: 4.631460690843914e-06
Position 4833: 4.261638264820534e-06
Position 548: 3.862099623405498e-06
Position 2407: 3.841565095014278e-06
Position 562: 3.8122862061102744e-06
Position 4697: 3.6473504713908655e-06
Position 198: 3.609342455878991e-06
Position 426: 2.8099349102233433e-06
Position 386: 1.909413921688989e-06
Position 2041: 1.7074553460186182e-06
Position 480: 1.5399167200465251e-06
Position 774: 1.4547886331340338e-06
Position 857: 1.140178245649928e-06
Position 822: 1.070483626782467e-06
Position 1168: 9.518732320170171e-07
Position 272: 6.132016588848171e-07
Position 3543: 6.038605602071151e-07
Position 835: 5.1257601251206364e-08
Position 1420: 4.753736531710843e-08
Position 353: 3.9360664886911394e-08
Position 255: 3.565267335686499e-08
Position 1537: 2.9189686506263514e-08
Position 868: 2.3386216213885402e-08
Position 1407: 1.7129657244094347e-08
Position 1365: 1.3532539758092223e-08
Position 847: 1.3472412874527564e-08
Position 1382: 1.3290154782823006e-08
Position 1009: 6.600548770333013e-09
Position 1058: 4.626592184460207e-09
Position 440: 4.54622009824161e-09
Position 580: 4.358436824511326e-09
Position 878: 2.002360533328223e-10
Position 233: 1.76022704248332e-10
Position 143: 1.6358193491730187e-10
Position 636: 1.5091751845413618e-10
Position 575: 1.1629111047184225e-10
Position 362: 1.10810976704752e-10
Position 785: 3.182337622733183e-11
Position 832: 1.841841799763256e-11
Position 776: 1.7734355644339922e-11
Position 428: 1.4800585175489745e-11
Position 119: 2.2978860609832534e-12
Position 208: 4.725726341942054e-13
Position 220: 1.8348048860938788e-13
Position 691: 1.752757833054285e-13
Position 126: 1.4248376814727e-13
Position 252: 1.2155264487503393e-13
Position 666: 8.145759434254083e-14
Position 284: 7.286725733287443e-14
Position 573: 5.2031397913054024e-14
Position 312: 4.155173329498389e-14
Position 121: 2.2626211885470218e-14
Position 102: 2.7974253011549187e-16
Position 113: 1.0525803929289134e-16
Position 104: 9.813725004372796e-17
