Gene = Myocos
Position 8594: 0.09218927005653269
Position 9388: 0.08544551801588199
Position 7423: 0.08401691398363542
Position 5114: 0.08365396983748563
Position 4192: 0.08083465097493765
Position 9786: 0.06887256575085113
Position 6690: 0.06642817516472987
Position 1624: 0.05237538484361998
Position 9869: 0.05144057957173658
Position 9569: 0.049821373724530604
Position 6927: 0.044879288661571315
Position 6010: 0.0396574454651583
Position 9754: 0.03884793836802516
Position 10682: 0.038216181064007516
Position 963: 0.03664924016996075
Position 4098: 0.03646572988702557
Position 4550: 0.03504467532727819
Position 5889: 0.030045193509548374
Position 1641: 0.023491121892451148
Position 1610: 0.023357186807270003
Position 6960: 0.022603475371140137
Position 10699: 0.02225635203085024
Position 5173: 0.022032808123309343
Position 836: 0.021585653066839176
Position 667: 0.019059325169629552
Position 4195: 0.01898471009253676
Position 5053: 0.018061749647099754
Position 935: 0.017657166826010783
Position 1667: 0.016532706709088473
Position 371: 0.015462090845440741
Position 10222: 0.015256352763602505
Position 3743: 0.013396036352647132
Position 6602: 0.01331299932862649
Position 5707: 0.012187740179528143
Position 432: 0.011710663994967884
Position 3117: 0.011687307293329867
Position 198: 0.010602351884767639
Position 6598: 0.009886556654643537
Position 6276: 0.009693361283849346
Position 1678: 0.008994118088473786
Position 448: 0.008950149791445736
Position 482: 0.00876745279943404
Position 9123: 0.008532130624883234
Position 4991: 0.00794963312100911
Position 4095: 0.007713139722104813
Position 9553: 0.00710680322815113
Position 1056: 0.006568385900118945
Position 3623: 0.005503832670604586
Position 3058: 0.005251197876258835
Position 5211: 0.005082930324816441
Position 5086: 0.0049956339691040385
Position 8790: 0.004690168331413879
Position 9408: 0.004414558566199432
Position 3571: 0.004384539611392539
Position 5745: 0.004214399155305772
Position 814: 0.0038182832297559044
Position 9764: 0.0036506828712296697
Position 3888: 0.0035518468330879376
Position 869: 0.003462340536565967
Position 9505: 0.003288851134727086
Position 9742: 0.003219356379381142
Position 7477: 0.00317438457226682
Position 6453: 0.002945048383924805
Position 2133: 0.002419310131519398
Position 268: 0.002348518786370584
Position 396: 0.0020617992753745457
Position 1265: 0.0020057456629554837
Position 8550: 0.0019530455540562677
Position 4266: 0.0019300983329215773
Position 649: 0.0016520311208680543
Position 1888: 0.0014891888113902974
Position 671: 0.0014504288498921696
Position 271: 0.001374123047299432
Position 1358: 0.0013524674655124287
Position 1100: 0.0011671296928083864
Position 8353: 0.0011637098052401929
Position 4204: 0.000970774708069563
Position 7544: 0.000928558004255972
Position 4598: 0.0008389165145537387
Position 1722: 0.0006486568039077451
Position 1130: 0.0006463247012599173
Position 5689: 0.0006271103871353741
Position 4003: 0.0005277568207101444
Position 2957: 0.0004862636689798501
Position 1321: 0.00048271023222472607
Position 325: 0.0004653111032277212
Position 1319: 0.0004600634296173404
Position 2177: 0.0004424339688303851
Position 1029: 0.0004383264433639521
Position 7975: 0.00043337061512234133
Position 1670: 0.0004261700084948358
Position 2727: 0.0004238789134370605
Position 2839: 0.0003909644574596406
Position 1214: 0.0003672683431533104
Position 3071: 0.0003244136200572542
Position 1084: 0.00031757887381865063
Position 2148: 0.0002956371632016989
Position 691: 0.00027260286785784217
Position 1089: 0.0002713724700415334
Position 4634: 0.000257887267422455
Position 2961: 0.00025165695359202875
Position 2981: 0.00024643886481592544
Position 351: 0.00023913904088520568
Position 302: 0.00023716066852940942
Position 412: 0.00021812454199529984
Position 2436: 0.0002089343596076856
Position 1371: 0.00020340276485510591
Position 1352: 0.00020190446407387965
Position 3173: 0.00019982759466850798
Position 3060: 0.0001919638373014631
Position 2753: 0.00016466749021976735
Position 2242: 0.00016345019524343363
Position 158: 0.00016170211197531604
Position 2201: 0.00015618759602757163
Position 1327: 0.00014634765217600711
Position 240: 0.0001344696325230766
Position 1259: 0.00013425022832164643
Position 2583: 0.0001136566170107337
Position 1454: 0.00011358006892419272
Position 1702: 0.00010333470959931199
Position 530: 0.00010122391447677641
Position 3030: 9.654973789807649e-05
Position 501: 9.298622176405667e-05
Position 3473: 8.943212317152167e-05
Position 1256: 8.05353821662922e-05
Position 1970: 7.825096472834946e-05
Position 1926: 7.33294302242925e-05
Position 377: 7.189203409470954e-05
Position 574: 6.21270686382111e-05
Position 687: 5.953594977036448e-05
Position 2623: 5.426928832501664e-05
Position 400: 4.810873233786508e-05
Position 1118: 4.623463206743833e-05
Position 1102: 4.090787736398947e-05
Position 3672: 3.805233045688981e-05
Position 751: 3.773901161195936e-05
Position 943: 3.576222836773493e-05
Position 2903: 3.032588575287459e-05
Position 993: 2.9033403813164566e-05
Position 4042: 2.7994041554018754e-05
Position 342: 2.4102128849567416e-05
Position 5135: 2.3772452599904754e-05
Position 596: 2.1040897868636247e-05
Position 3248: 2.0356980396343362e-05
Position 2472: 1.973614946433579e-05
Position 4466: 1.9436840174423887e-05
Position 334: 1.8566209402841097e-05
Position 488: 1.833006670052169e-05
Position 1272: 1.5808777493029432e-05
Position 772: 1.4276669601272518e-05
Position 790: 1.3991254229482132e-05
Position 485: 1.3287881706799385e-05
Position 1385: 1.1976928850534346e-05
Position 2290: 1.0435887368640137e-05
Position 3147: 1.0130797486611214e-05
Position 988: 1.00235607828241e-05
Position 2689: 8.730151642113276e-06
Position 995: 8.727607635282425e-06
Position 1218: 8.450726824974654e-06
Position 3521: 8.274841252300948e-06
Position 912: 8.26048440590538e-06
Position 331: 8.148649088560474e-06
Position 518: 6.802497201873283e-06
Position 2012: 5.9468382925655766e-06
Position 2182: 5.671359788635034e-06
Position 4012: 4.5232179010797445e-06
Position 2347: 4.507829094282008e-06
Position 285: 4.211616598302813e-06
Position 4282: 4.169072266734976e-06
Position 551: 3.2857415632021836e-06
Position 155: 3.2238254163583075e-06
Position 1151: 2.9902307422483336e-06
Position 3755: 2.7383644849748594e-06
Position 3847: 2.71767099351727e-06
Position 1410: 2.381280085767719e-06
Position 1387: 1.9583760622062482e-06
Position 1269: 1.3683190702229476e-06
Position 976: 1.2120697069044584e-06
Position 3559: 1.1459377903861432e-06
Position 1685: 3.1687065922967924e-07
Position 1742: 2.728865855019095e-07
Position 214: 8.912387071643758e-08
Position 120: 5.696734824840839e-08
Position 110: 5.375569321888023e-08
Position 1958: 4.296203801206186e-08
Position 1945: 2.1755325969170605e-08
Position 2068: 1.8654480977845602e-08
Position 2254: 1.7007922175374874e-08
Position 218: 1.2642512711341961e-08
Position 125: 1.2176889885070882e-08
Position 221: 1.1563279741077912e-08
Position 165: 6.890396384381912e-09
Position 1844: 4.097399235025271e-09
Position 178: 2.786218131640345e-09
Position 226: 4.695341677221849e-10
Position 173: 3.1413383519451266e-10
Position 133: 1.824977448729395e-10
