Gene = Pan3
Position 1394: 0.0004987550104920406
Position 2021: 0.00044459337097320015
Position 5179: 0.0004372208197245958
Position 2637: 0.00040320315867012704
Position 2591: 0.00039850874581417626
Position 4121: 0.0003880749862893671
Position 2672: 0.0003722383053128318
Position 4828: 0.0003700764638952509
Position 5195: 0.0003306765727112371
Position 2302: 0.0003044112322622251
Position 1690: 0.00028480448961439286
Position 4758: 0.00021032189381521864
Position 5486: 0.00020309004443700262
Position 3963: 0.00020154200625395564
Position 5204: 0.00020066182988037116
Position 3888: 0.00017618958235701533
Position 2503: 0.0001625121664977962
Position 1526: 0.0001424217754464433
Position 1470: 0.00013170086043883255
Position 25101: 0.00011582657433096804
Position 2452: 0.00010663918117921416
Position 707: 0.00010349487450059502
Position 3781: 0.00010007402069091504
Position 4261: 9.985129453529607e-05
Position 4439: 9.871458148797518e-05
Position 2743: 9.496597142572717e-05
Position 2392: 8.811170456385215e-05
Position 1539: 7.67626376373364e-05
Position 1893: 6.922454124088936e-05
Position 1274: 6.898993598384547e-05
Position 2470: 6.722410416428618e-05
Position 955: 6.0743245446576635e-05
Position 1438: 5.722217104474144e-05
Position 4223: 5.452819389343273e-05
Position 3013: 5.443802096196349e-05
Position 1710: 4.894428959724987e-05
Position 2267: 4.7428760210669094e-05
Position 1472: 4.6285701053084076e-05
Position 953: 4.152349926775242e-05
Position 1229: 4.082686479610725e-05
Position 684: 4.060677976324377e-05
Position 1803: 3.602502623019961e-05
Position 2285: 3.561601774189335e-05
Position 1466: 3.4766027505736924e-05
Position 2521: 3.279446884679824e-05
Position 1316: 3.155036611517365e-05
Position 2364: 3.0030248227434222e-05
Position 598: 2.97512050771003e-05
Position 2435: 2.908125082899065e-05
Position 2032: 2.676620749372462e-05
Position 1731: 2.3183992950937478e-05
Position 740: 2.255983089290116e-05
Position 2474: 2.253272089786537e-05
Position 2432: 2.082083995790559e-05
Position 1398: 2.081369206671721e-05
Position 1660: 1.6491984185411755e-05
Position 4204: 1.592003572199436e-05
Position 5079: 1.4691147653915049e-05
Position 2104: 1.3948533407057984e-05
Position 4079: 1.3467012036111674e-05
Position 4228: 1.2932027358245075e-05
Position 3859: 1.2350528098614193e-05
Position 784: 1.2331486861816568e-05
Position 758: 1.0280925691822778e-05
Position 19645: 1.0186694469052732e-05
Position 1412: 9.662746805680955e-06
Position 972: 9.629138115869187e-06
Position 1331: 8.02963756267321e-06
Position 690: 7.4446806647219425e-06
Position 2497: 7.1924805518840504e-06
Position 604: 6.589582390411145e-06
Position 2447: 6.224621911811752e-06
Position 1553: 6.046217466113154e-06
Position 1421: 5.31933344885265e-06
Position 1403: 4.78904730734201e-06
Position 2517: 4.77800752039822e-06
Position 961: 4.396071337430381e-06
Position 1035: 3.8922236745392465e-06
Position 12631: 3.882323038746525e-06
Position 2155: 3.477411816368258e-06
Position 2093: 3.1955753861663838e-06
Position 1593: 2.870786250721619e-06
Position 5553: 2.5046172265264807e-06
Position 1426: 2.3246541053874907e-06
Position 13285: 2.3045769728514234e-06
Position 2255: 2.253077741543127e-06
Position 11429: 2.2204466961398374e-06
Position 650: 2.200550067418575e-06
Position 781: 2.0872288388477765e-06
Position 622: 1.8338296235914548e-06
Position 2379: 1.4638416899262155e-06
Position 1931: 1.3803439299468142e-06
Position 2322: 1.3174557663696585e-06
Position 2541: 1.2897653949212885e-06
Position 625: 1.1159116613740868e-06
Position 2121: 1.022059377998465e-06
Position 1476: 9.70685083803715e-07
Position 2548: 9.68335108036256e-07
Position 1245: 9.572799017043398e-07
Position 571: 9.367058668924574e-07
Position 8196: 7.792120769167849e-07
Position 911: 7.211877117604728e-07
Position 7514: 7.010316754202422e-07
Position 2641: 6.127929107617384e-07
Position 2533: 6.021827303905047e-07
Position 2530: 5.73962135276014e-07
Position 918: 5.669913617104765e-07
Position 318: 4.905226937442687e-07
Position 2677: 4.556764240124723e-07
Position 631: 4.5333659681704755e-07
Position 11360: 4.4563135140052687e-07
Position 8633: 4.1698307950260046e-07
Position 10881: 2.80263768721169e-07
Position 8123: 2.652851388324074e-07
Position 12247: 1.404888253296677e-07
Position 6556: 1.3046796242764263e-07
Position 2725: 1.2545170399079756e-07
Position 2779: 1.2333167220972767e-07
Position 7864: 9.832482906974185e-08
Position 3291: 7.052036842728591e-08
Position 8527: 6.900317197301811e-08
Position 6502: 6.838092373811814e-08
Position 9200: 5.871777025924243e-08
Position 7519: 4.775266792713676e-08
Position 8241: 4.758494322989376e-08
Position 8429: 3.932684530666178e-08
Position 8831: 3.726328510499153e-08
Position 7263: 3.5952374513479886e-08
Position 7109: 1.9986569239027143e-08
Position 7554: 1.817429013672943e-08
Position 7413: 1.695818396626179e-08
Position 6744: 1.6868445890828434e-08
Position 7079: 1.6616493606194286e-08
Position 9439: 1.1920907403167097e-08
Position 3354: 9.498267609503855e-09
Position 5912: 9.385507935514893e-09
Position 2262: 7.475115076985418e-09
Position 8308: 6.3405192040746306e-09
Position 2290: 5.440518042769855e-09
Position 3517: 5.107407847194406e-09
Position 3099: 3.31842554764632e-09
Position 5940: 3.276309169716993e-09
Position 3578: 3.22535422908446e-09
Position 3287: 2.673208261552845e-09
Position 2748: 2.1689127803325465e-09
Position 1127: 1.9610105218695302e-09
Position 6167: 1.9438142070418016e-09
Position 1416: 1.8481073728187259e-09
Position 1586: 1.7158367016969219e-09
Position 3457: 1.7145692180462644e-09
Position 1369: 1.6214696181100192e-09
Position 3328: 1.0776824518692267e-09
Position 3494: 5.912260126008252e-10
Position 5151: 5.721387827819796e-10
Position 1290: 5.323575032456458e-10
Position 3230: 4.797407226088197e-10
Position 3128: 3.3436662221667844e-10
Position 1155: 1.7061578866898876e-10
Position 577: 1.1731619415642177e-10
Position 426: 8.922181301262248e-11
Position 1151: 8.715626691057525e-11
Position 643: 6.336330568495151e-11
Position 192: 4.36080526481409e-11
Position 790: 3.842756644884658e-11
Position 152: 1.7717316359189467e-11
Position 1031: 1.2284491900949255e-11
Position 908: 8.945094724972915e-12
Position 237: 8.759101135448624e-12
Position 1555: 4.563798972450522e-12
Position 1354: 3.931371953997093e-12
Position 1414: 3.834573185479588e-12
Position 1124: 2.8860440238167367e-12
Position 2846: 1.1667946491595493e-12
Position 1040: 1.069347131021803e-12
Position 2871: 1.0487594603673997e-12
Position 1055: 1.4440333113484678e-13
Position 2938: 1.0051835084032266e-13
Position 2711: 9.739503557056847e-14
