Gene = Psenen
Position 562: 9.923442905041052e-05
Position 1074: 9.090822170139776e-05
Position 1258: 8.833852077791598e-05
Position 956: 7.038183735227777e-05
Position 753: 6.795912119385372e-05
Position 632: 5.6791277540734575e-05
Position 743: 5.1757252123478764e-05
Position 259: 4.962439513193004e-05
Position 584: 4.3681307577080264e-05
Position 1325: 3.6712349253402156e-05
Position 1001: 3.5324026975218286e-05
Position 159: 3.445393984814844e-05
Position 983: 3.298101246460342e-05
Position 663: 3.2487268828800775e-05
Position 705: 3.039649210421179e-05
Position 573: 2.9231493858138613e-05
Position 577: 2.8660599069273565e-05
Position 1065: 2.7522535283847207e-05
Position 896: 2.071821705575181e-05
Position 960: 2.001809279087625e-05
Position 928: 1.4862378829699355e-05
Position 656: 1.3133390398323445e-05
Position 625: 1.1482324011865547e-05
Position 510: 1.0821808124874368e-05
Position 396: 9.184489946957158e-06
Position 764: 7.3661803063545386e-06
Position 1025: 7.1095967177640054e-06
Position 714: 6.32246396616919e-06
Position 670: 5.829035553423101e-06
Position 591: 5.601504800585018e-06
Position 901: 4.0239061509470415e-06
Position 600: 3.6669880797027183e-06
Position 219: 3.3192002305689996e-06
Position 636: 3.2134627513748272e-06
Position 512: 3.146158277963879e-06
Position 759: 2.7924437290320253e-06
Position 167: 2.6788616987177995e-06
Position 994: 2.238667191036572e-06
Position 417: 2.161348077742215e-06
Position 659: 1.8890926947104436e-06
Position 1012: 1.7608557443465067e-06
Position 936: 1.5990689187268292e-06
Position 480: 1.1645847350239622e-06
Position 914: 1.0822344548078736e-06
Position 522: 9.886552080790956e-07
Position 588: 8.458520401415578e-07
Position 435: 8.02862901690124e-07
Position 677: 7.974843719198202e-07
Position 898: 7.362462178295092e-07
Position 570: 6.421151991173512e-07
Position 642: 5.533364161745749e-07
Position 464: 5.240580127341125e-07
Position 675: 4.868167312079877e-07
Position 903: 3.225144993953688e-07
Position 171: 1.4900580292010357e-07
Position 89: 1.453573598016458e-07
Position 411: 1.4477328352683034e-07
Position 92: 1.351931210089944e-07
Position 106: 9.58002743784763e-08
Position 769: 8.795225350370832e-08
Position 729: 8.679629338461938e-08
Position 248: 7.888237460311931e-08
Position 95: 7.876405964548162e-08
Position 223: 5.088105462704884e-08
Position 174: 3.4752171573659996e-08
Position 414: 3.4519232388707715e-08
Position 201: 1.8666902187596254e-08
Position 450: 5.8465716948043215e-09
Position 489: 5.402952263727239e-09
Position 199: 5.177653387978077e-09
Position 495: 2.9672858076792072e-09
Position 76: 1.4286973371547586e-09
Position 227: 3.6151103748493254e-10
Position 194: 3.033750110910775e-10
Position 727: 2.2936053049461966e-11
Position 505: 9.978927600671573e-12
Position 482: 1.8349169465355473e-12
Position 497: 1.0454900804380852e-15
