Gene = Tssc4
Position 166: 0.01607893142501782
Position 722: 0.012003072064265721
Position 1463: 0.010953206354274625
Position 702: 0.010612006132269758
Position 322: 0.010342180060169626
Position 1804: 0.00932755360456708
Position 1307: 0.008753644413929102
Position 1551: 0.007433782267753631
Position 971: 0.00730459409629171
Position 720: 0.007090887906638934
Position 1443: 0.006954574022700531
Position 1413: 0.006428904354237593
Position 976: 0.00617884414439943
Position 869: 0.004536660071357759
Position 808: 0.004484867178863354
Position 1695: 0.003928224721432644
Position 1542: 0.0032697156550841712
Position 1141: 0.0027060448039425513
Position 1728: 0.002616560734533758
Position 422: 0.0026048035323734575
Position 850: 0.0022378798828501054
Position 1195: 0.0020677339093849636
Position 1811: 0.0019568716463727763
Position 982: 0.0019397831407768633
Position 1754: 0.0014264615590450361
Position 432: 0.0013868977354558067
Position 932: 0.0013630740374324672
Position 359: 0.001252543954695018
Position 361: 0.001126873714974669
Position 1087: 0.0011235818289952065
Position 1152: 0.0010831257492230312
Position 948: 0.0010013364144968108
Position 129: 0.000980166485562654
Position 1284: 0.0008092271748301054
Position 81: 0.0008058492975928443
Position 1515: 0.0006931567379074099
Position 398: 0.0006422365812194078
Position 1583: 0.0005273459767911947
Position 152: 0.0005224640766584234
Position 1612: 0.00048138281291341197
Position 1215: 0.0004774949038850784
Position 1178: 0.00044992758708636317
Position 1469: 0.0004110487924355872
Position 1001: 0.00038285325568235084
Position 377: 0.00036131183799275034
Position 106: 0.0003099935079232274
Position 1667: 0.00029418897351681607
Position 848: 0.00028752689566548554
Position 817: 0.00027173671120581057
Position 1271: 0.00024842510623728127
Position 1586: 0.00023268576152567184
Position 1777: 0.00022302328980759265
Position 1008: 0.00021882269778910333
Position 1487: 0.00021762385459025727
Position 716: 0.00021748098631570227
Position 579: 0.00016662176188994826
Position 581: 0.0001651627683675515
Position 379: 0.00014835652451066137
Position 556: 0.00014430927941414126
Position 395: 0.0001398858824389168
Position 1518: 0.0001292874927879767
Position 752: 0.00011790542489127267
Position 596: 0.0001170988415128753
Position 887: 0.00011585003181407156
Position 1066: 0.00011479683649306986
Position 1353: 0.0001140812076030943
Position 1060: 0.00010919448991355734
Position 872: 0.00010759934690161683
Position 1091: 0.00010610661704120424
Position 1003: 0.00010085782895938955
Position 863: 0.00010031544155912862
Position 734: 8.572776239862165e-05
Position 1318: 8.026051485120619e-05
Position 1219: 6.634502916247029e-05
Position 834: 6.326448434280742e-05
Position 188: 6.031523906403531e-05
Position 955: 5.868951779072259e-05
Position 1226: 5.860799002271858e-05
Position 1789: 3.563619192281945e-05
Position 827: 3.23519337931627e-05
Position 175: 3.1430336104965754e-05
Position 1742: 3.087373546401433e-05
Position 179: 1.789015770169245e-05
Position 576: 1.3007130312814709e-05
Position 601: 8.192971769276038e-06
Position 285: 6.217790498043361e-06
Position 608: 3.1671724985046333e-06
Position 1427: 2.5017612839161514e-06
Position 860: 2.4711513090930915e-06
Position 639: 1.2292362762301826e-06
Position 407: 1.0584792866422652e-06
Position 296: 9.883958968537377e-07
Position 623: 6.470142490588636e-07
Position 227: 5.018399414127927e-07
Position 234: 4.1516243238820314e-07
Position 632: 4.119715458766478e-07
Position 615: 3.9114241737353833e-07
Position 243: 3.175435338744653e-08
Position 223: 3.0797717022039335e-08
Position 269: 1.1592263354365023e-08
