Gene = Arl6ip1
Position 6919: 9.776176086237811e-05
Position 1610: 9.539618942911145e-05
Position 7657: 9.515085467652321e-05
Position 2203: 8.188615276264777e-05
Position 2936: 7.496051164864026e-05
Position 5940: 6.49586040792737e-05
Position 633: 6.366829258825834e-05
Position 2464: 6.251270248171246e-05
Position 1931: 5.7779056052900226e-05
Position 4134: 5.0612020543980805e-05
Position 2629: 4.458236016516454e-05
Position 5573: 4.3031731096529835e-05
Position 696: 4.049236128100892e-05
Position 5133: 3.989367527396508e-05
Position 6288: 3.921071723921836e-05
Position 5320: 3.8950402517027486e-05
Position 2095: 3.8918633929125816e-05
Position 799: 3.664576876521768e-05
Position 6038: 3.560047354050511e-05
Position 2682: 3.5058033029602506e-05
Position 2653: 3.451376677529582e-05
Position 271: 3.374830374672823e-05
Position 1603: 3.0248983719840008e-05
Position 1699: 2.718383633630172e-05
Position 661: 2.703641945156513e-05
Position 4327: 2.481418888437963e-05
Position 1433: 2.4144984170454413e-05
Position 1709: 2.2499750739799736e-05
Position 1510: 2.2091289382014695e-05
Position 4232: 2.0695098495613278e-05
Position 2208: 1.8965072768353835e-05
Position 3505: 1.8624024200146884e-05
Position 550: 1.639666655679302e-05
Position 577: 1.632217476006097e-05
Position 1753: 1.6209414338675762e-05
Position 1886: 1.5279574695640598e-05
Position 3344: 1.5032253274654788e-05
Position 435: 1.2488892417815181e-05
Position 3786: 1.1110838521409184e-05
Position 2842: 1.0146645558340843e-05
Position 1430: 9.303309252987917e-06
Position 2866: 9.293730139456559e-06
Position 558: 8.767084064121962e-06
Position 2812: 8.578651998768226e-06
Position 619: 7.413813022288472e-06
Position 422: 6.658044562353999e-06
Position 920: 5.542162375575191e-06
Position 1265: 4.232087314009571e-06
Position 3591: 3.2296010395420744e-06
Position 3674: 2.9558972791848555e-06
Position 3658: 2.7392946605386637e-06
Position 817: 2.22634138874587e-06
Position 3593: 2.1897267589293534e-06
Position 3665: 6.151216383589765e-07
Position 3525: 1.455025198798561e-07
Position 401: 6.005167275578099e-08
Position 1103: 4.2449458937386057e-08
Position 1049: 3.824619186937154e-08
Position 2043: 3.684351086980437e-08
Position 844: 3.1301916716961785e-08
Position 571: 2.939040407714705e-08
Position 1020: 1.5305615993133618e-08
Position 448: 1.4242852709481078e-08
Position 1435: 1.4182308607262649e-08
Position 120: 1.229383038863801e-08
Position 1616: 8.447019160754112e-09
Position 455: 4.5854411657452e-09
Position 360: 4.197460785229698e-09
Position 148: 3.845608466640556e-09
Position 356: 2.319416463073024e-09
Position 386: 2.0310959342022413e-09
Position 180: 3.6253288894187825e-10
Position 366: 3.4112069404855096e-10
Position 224: 3.314619169017844e-10
Position 930: 2.840003305957538e-10
Position 211: 2.817175687675538e-10
Position 1030: 2.751305116781169e-10
Position 183: 2.356712658457902e-10
Position 383: 1.9262635375913386e-10
Position 166: 1.675119525716344e-10
Position 369: 1.1174161696994848e-10
Position 198: 2.362278720483394e-11
Position 67: 5.790184950974611e-12
