Gene = Spp2
Position 967: 3.9922124634540705e-09
Position 332: 3.5336274126499887e-09
Position 656: 3.4757802620956634e-09
Position 977: 2.9541266906093773e-09
Position 898: 2.6635105572499728e-09
Position 766: 2.5481699973780545e-09
Position 356: 1.527767961080482e-09
Position 343: 4.6409215196446765e-11
Position 667: 2.7811338616689984e-11
Position 341: 1.761210280852104e-11
Position 3316: 1.69683983577186e-11
Position 350: 1.6583370433515458e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13621: 0.9366282708715559
Position 5289: 0.8739023657038804
Position 355: 0.6621893395291837
Position 10276: 0.5770176633853269
Position 4147: 0.4403778982124426
Position 3830: 0.4165544416513923
Position 11425: 0.38638833697090036
Position 393: 0.3256776857172465
Position 1763: 0.29824456169141855
Position 17926: 0.2496382776854682
Position 19360: 0.22059945284264504
Position 17961: 0.18701065566578617
Position 1734: 0.13199986855729431
Position 10241: 0.08388324071867495
Position 7937: 0.07787616529585088
Position 12707: 0.058990418066536716
Position 5762: 0.05413289162809855
Position 1779: 0.052684850061640434
Position 11447: 0.045863142631745416
Position 4071: 0.0343328201637718
Position 7875: 0.03214818107469934
Position 19016: 0.029067845821970716
Position 2920: 0.028699076891671543
Position 19306: 0.027272105390805372
Position 18892: 0.02623794022525364
Position 11779: 0.02448150500180868
Position 4640: 0.02417198576513755
Position 17122: 0.022747154432847486
Position 19116: 0.02073424796985924
Position 11629: 0.020503722930831286
Position 9861: 0.020487951610776226
Position 11747: 0.019564922965944285
Position 17978: 0.019540528921859705
Position 4102: 0.01926467920290858
Position 16930: 0.01889765263700294
Position 4326: 0.018307334339258137
Position 12042: 0.017846357099931886
Position 3855: 0.016804353682943078
Position 13995: 0.016664194994504722
Position 13595: 0.015601781093281673
Position 18379: 0.015401875814606779
Position 5212: 0.015012096218161963
Position 16082: 0.014529712770577206
Position 15040: 0.01417749853027296
Position 14396: 0.01348385937906654
Position 5232: 0.01282363428967623
Position 18191: 0.012741669118519861
Position 3982: 0.01262107074244829
Position 11352: 0.01161745921853374
Position 15075: 0.011552719314803353
Position 14214: 0.01127759877205526
Position 7748: 0.010842354190923938
Position 5296: 0.0101328948278966
Position 15046: 0.009627592714434025
Position 2818: 0.00871613943184096
Position 4254: 0.008465405241474088
Position 1064: 0.007945100058713897
Position 17623: 0.007736626987655707
Position 1801: 0.0075209441071963186
Position 18957: 0.007487439530668447
Position 5251: 0.007159704655402048
Position 18726: 0.006997754472867112
Position 12075: 0.006716976321889164
Position 11313: 0.006325338262376477
Position 7759: 0.006253534303741072
Position 19202: 0.0062494235976298974
Position 3463: 0.006249405865871334
Position 2228: 0.00599146445347257
Position 13785: 0.005689960653568254
Position 12004: 0.005664363387566314
Position 5306: 0.005457749062239108
Position 1706: 0.005108122752366169
Position 5028: 0.005074457650950513
Position 5595: 0.005028496236849381
Position 18407: 0.004897161873692556
Position 14576: 0.004644513313035241
Position 1376: 0.004608513641594817
Position 18650: 0.004432745501770245
Position 10596: 0.004387369023978038
Position 2768: 0.004276231000162576
Position 5904: 0.004036131159956529
Position 3115: 0.003627809552271687
Position 187: 0.0035955768305516774
Position 2858: 0.003553833587210111
Position 7650: 0.0032747248154603712
Position 2585: 0.0032488962705043436
Position 1696: 0.0031957092764001993
Position 7723: 0.0031520383525973396
Position 13955: 0.002906465105486779
Position 1653: 0.0028325498429564574
Position 3138: 0.002754509911714194
Position 4521: 0.002643062182616167
Position 5810: 0.002380870571149394
Position 18700: 0.0023092663171984484
Position 1444: 0.00221019256573411
Position 3153: 0.0022074198303041947
Position 15474: 0.0021996950655245656
Position 13969: 0.002081237152379964
Position 17174: 0.0020636574050747836
Position 4323: 0.0018872227055642763
Position 2101: 0.0018866928881517348
Position 16534: 0.0018682552655954472
Position 10551: 0.0018252671691881379
Position 5882: 0.0017417291884576603
Position 3432: 0.001519372617966233
Position 5947: 0.0013877599899802932
Position 1226: 0.0013809377096114762
Position 18943: 0.0013313785681119065
Position 14826: 0.0013304742957998897
Position 16504: 0.0013151779176391683
Position 931: 0.0012448022354834753
Position 2722: 0.001194815541973214
Position 13426: 0.0011704198961221674
Position 13924: 0.0010993415792722356
Position 2466: 0.001097294404709753
Position 830: 0.0010815902396809093
Position 14668: 0.0010172988443132146
Position 10414: 0.0010131265366658596
Position 9821: 0.0009881547335708306
Position 17141: 0.0009654104781812577
Position 14595: 0.0009508383594618476
Position 2669: 0.0009500602916387639
Position 2748: 0.0009459945269411453
Position 14076: 0.0009358484982535233
Position 2624: 0.00092710854323609
Position 5220: 0.0009163348426108226
Position 5727: 0.0009040105090784769
Position 4504: 0.0008877711222311051
Position 14153: 0.0008837209487435124
Position 15490: 0.0008224529264631185
Position 1715: 0.0007758055026277874
Position 4187: 0.0007400222971862365
Position 397: 0.0007357904922440546
Position 2973: 0.0007208703094180666
Position 1311: 0.000644291073868005
Position 1789: 0.0006178615905075626
Position 15323: 0.0005871086087654775
Position 15279: 0.0004899806841337943
Position 3370: 0.00048597056950208005
Position 14807: 0.0004691723253739909
Position 14412: 0.00046245305247253433
Position 663: 0.00044270534020895654
Position 561: 0.00039169653521474527
Position 15623: 0.00036955695513245083
Position 15577: 0.0003680181420804352
Position 14616: 0.0003080367137907621
Position 12111: 0.0002911817261668421
Position 1660: 0.00027923023630254485
Position 1518: 0.00027711740044960914
Position 12151: 0.0002724552856370156
Position 14081: 0.0002548905897750891
Position 16341: 0.00025066250192572247
Position 589: 0.00024224110416401352
Position 16138: 0.0002395749291230025
Position 4013: 0.0002361195870566357
Position 3398: 0.00021452435862090587
Position 14708: 0.00021074453327805015
Position 1804: 0.00020602301027301513
Position 853: 0.00020312582375520138
Position 3686: 0.00020237445640857913
Position 3340: 0.0001911584999907247
Position 1742: 0.00019089276161173203
Position 12948: 0.00016989200497819553
Position 756: 0.00016250648927920985
Position 197: 0.0001548222168029779
Position 292: 0.0001396566159182069
Position 13794: 0.00011814951367180386
Position 2359: 0.00011393245064307734
Position 4430: 0.00011146791512275215
Position 7214: 9.363525847085176e-05
Position 2237: 9.098175551904975e-05
Position 194: 8.965536617165159e-05
Position 14490: 8.318694130457248e-05
Position 910: 7.174380431356689e-05
Position 12230: 6.695237759893867e-05
Position 1850: 6.595134225700741e-05
Position 5543: 6.483305064549587e-05
Position 792: 6.338035205171033e-05
Position 1289: 5.960065597743811e-05
Position 138: 5.672592206370276e-05
Position 1599: 5.492233812318374e-05
Position 1810: 5.066602654695176e-05
Position 2364: 4.736468291106169e-05
Position 2390: 4.5778484193561454e-05
Position 6936: 4.075185391185441e-05
Position 3183: 3.772215349549061e-05
Position 2078: 3.670813603611815e-05
Position 1270: 3.430015384371529e-05
Position 2180: 3.4284214496311465e-05
Position 2057: 3.115213625825341e-05
Position 2867: 3.1024756550559904e-05
Position 6084: 2.6685760381924352e-05
Position 1333: 2.415624047381514e-05
Position 2447: 2.2938001501017822e-05
Position 673: 2.2694981181322093e-05
Position 9312: 2.1840417495669666e-05
Position 141: 2.143639578966683e-05
Position 255: 2.034556508016698e-05
Position 10702: 1.9282349993643577e-05
Position 4828: 1.692643081361389e-05
Position 844: 1.6755387246073734e-05
Position 8711: 1.5488720289374242e-05
Position 8171: 1.3281145959811881e-05
Position 8292: 1.0573396606601766e-05
Position 986: 1.0549782933040728e-05
Position 933: 9.543616904931037e-06
Position 127: 9.408738871921883e-06
Position 8091: 9.353967710229297e-06
Position 125: 9.105636231633358e-06
Position 1251: 8.876202107853005e-06
Position 1082: 8.632644434433747e-06
Position 626: 8.606510420365383e-06
Position 209: 6.418237360204686e-06
Position 6901: 5.887126515266186e-06
Position 1042: 5.332782409224494e-06
Position 858: 5.09817396874966e-06
Position 404: 4.592640598976234e-06
Position 412: 4.2873813560752745e-06
Position 6976: 4.262832755639292e-06
Position 6871: 4.22672535952668e-06
Position 420: 4.108078397991069e-06
Position 6320: 3.9155949014550145e-06
Position 813: 3.7678918917683206e-06
Position 6493: 3.6939331848113957e-06
Position 432: 2.500066300168083e-06
Position 1176: 2.2778607048117765e-06
Position 875: 1.972005264008822e-06
Position 763: 1.913252038303355e-06
Position 1602: 1.8095475273613143e-06
Position 1465: 1.6960027377905655e-06
Position 1413: 1.6741972357031333e-06
Position 1000: 1.6646962463017672e-06
Position 4722: 1.6402725270639243e-06
Position 1606: 1.298845985732909e-06
Position 623: 1.2970152629550912e-06
Position 477: 1.2042129984931398e-06
Position 1583: 1.2034008370798902e-06
Position 2398: 1.1672483517558862e-06
Position 148: 1.0994216996271962e-06
Position 1554: 1.0588699600519788e-06
Position 1815: 1.0497752277256903e-06
Position 1045: 9.506532533359282e-07
Position 2473: 9.020178108356065e-07
Position 302: 8.844787383982836e-07
Position 2324: 8.818104928321064e-07
Position 1471: 7.931039489894721e-07
Position 1821: 6.128603657223502e-07
Position 628: 5.838196038333925e-07
Position 1589: 5.756449132518205e-07
Position 107: 3.5332333085316345e-07
Position 1159: 3.472305735064052e-07
Position 93: 3.115436122694559e-07
Position 152: 2.939850345646557e-07
Position 1615: 2.4064029240383605e-07
Position 2496: 1.1217307583912032e-07
Position 811: 9.227527949377169e-08
Position 86: 6.968354832919491e-08
Position 2193: 6.268612866053371e-08
Position 2367: 5.860111813010473e-08
Position 261: 5.551761435908953e-08
Position 1504: 2.5897035559862197e-08
Position 82: 2.199577839259064e-08
Position 1577: 2.1459862132100668e-08
Position 73: 1.9374834582049668e-08
Position 150: 1.3030264457416634e-08
Position 467: 1.187145057320054e-08
Position 111: 7.184085485809699e-09
Position 807: 5.636590973486092e-09
Position 77: 4.828250462986926e-09
Position 1566: 3.6102416446103883e-09
Position 1560: 3.5366572234684023e-09
Position 1546: 3.3973705380250944e-09
Position 990: 1.3882365933825825e-09
Position 1113: 1.2487752782873378e-09
Position 101: 1.2411219549140943e-09
Position 440: 6.526942775460565e-10
Position 1096: 5.773602746726409e-10
Position 479: 5.308403115326158e-10
Position 945: 4.028752174864978e-10
Position 558: 3.908430137804766e-10
Position 1005: 9.544202643248775e-11
Position 766: 9.04212400734485e-11
Position 947: 8.701534703279457e-11
Position 997: 8.325645254205854e-11
Position 481: 2.9094192066006587e-13
Position 507: 9.650539851133055e-16
