Gene = Arpin
Position 3573: 0.002238940760716841
Position 4001: 0.002082884169829129
Position 5514: 0.0018527673442578962
Position 5593: 0.0016444448823322143
Position 7170: 0.001397765754288872
Position 5688: 0.0012908577541616095
Position 797: 0.0012886406794189317
Position 2594: 0.0011871600006933788
Position 3911: 0.0011389062027498088
Position 1267: 0.0010979153907724904
Position 1229: 0.0010753722721873653
Position 7785: 0.0010542807069847005
Position 3050: 0.0010506970960053785
Position 8757: 0.0010060084493716192
Position 1037: 0.0009890571895700355
Position 7961: 0.0009533762530229819
Position 7806: 0.0009262539189999513
Position 214: 0.0008970755096207655
Position 5028: 0.0008713093750531473
Position 8519: 0.0008542134824766289
Position 1259: 0.0008015216793793743
Position 8199: 0.000726670086068351
Position 3243: 0.000719174943456673
Position 1664: 0.0006694192691730441
Position 2569: 0.0006328996967785087
Position 9515: 0.0005149238108541487
Position 8667: 0.0004980150037528051
Position 8231: 0.0004895428923298072
Position 612: 0.00048657344865938023
Position 970: 0.0004428930338511777
Position 1274: 0.0004251902801464267
Position 836: 0.00041339642025508324
Position 510: 0.0004075829702415043
Position 5609: 0.0004020254186389366
Position 6177: 0.00034132012599755624
Position 77: 0.0003390719331450958
Position 230: 0.00033192653494535176
Position 811: 0.000289812192678754
Position 1021: 0.0002897167302745009
Position 2050: 0.0002545118300058449
Position 1390: 0.00021804637735466472
Position 221: 0.00020830227254741373
Position 1957: 0.00019733138242396307
Position 2321: 0.000194235561862008
Position 1055: 0.00019107385269026163
Position 533: 0.00017452289180194282
Position 434: 0.00016981193555695202
Position 1449: 0.00016418703163213394
Position 2682: 0.000161222072642994
Position 1459: 0.00015741882361606772
Position 1338: 0.00015428477562004492
Position 1748: 0.00013700420459724212
Position 1005: 0.0001262567477032492
Position 4841: 0.00012160468084513585
Position 281: 0.00010919615596322415
Position 492: 0.00010282565244964386
Position 2658: 9.643332019632136e-05
Position 8135: 9.308652330134065e-05
Position 5451: 9.15012551622173e-05
Position 3708: 7.722032126606556e-05
Position 1156: 6.95000049852114e-05
Position 4104: 5.659857570337763e-05
Position 1128: 5.3381513191376374e-05
Position 725: 5.180537308613787e-05
Position 1596: 5.0988735247905243e-05
Position 958: 4.735932379956023e-05
Position 804: 4.3113450856173113e-05
Position 1310: 4.1350323633914585e-05
Position 23: 4.0456534371360245e-05
Position 1052: 3.907933863951237e-05
Position 4112: 3.902130798459531e-05
Position 1124: 3.868222532887148e-05
Position 157: 3.670865490106673e-05
Position 542: 3.540245070306989e-05
Position 4086: 3.3624944256174284e-05
Position 4120: 2.911350422512868e-05
Position 3836: 2.6192420407255082e-05
Position 4017: 2.5158626847604418e-05
Position 3712: 2.2703646180485357e-05
Position 4010: 1.9538393238135615e-05
Position 8235: 1.610601853454187e-05
Position 3645: 1.5727637525595385e-05
Position 3588: 1.4501637846638868e-05
Position 106: 1.102179611448314e-05
Position 4128: 1.0600305410849736e-05
Position 48: 9.854577925302682e-06
Position 7772: 9.40105074348374e-06
Position 7777: 9.391424173168781e-06
Position 357: 8.57439704402802e-06
Position 291: 7.937201834268088e-06
Position 368: 7.174292291401399e-06
Position 333: 6.120581601370223e-06
Position 7621: 5.932556852088579e-06
Position 284: 5.713286956163018e-06
Position 3518: 5.080876425698028e-06
Position 3964: 4.878582820562132e-06
Position 248: 4.2806946414536496e-06
Position 808: 4.278946138326697e-06
Position 991: 2.8896724428412137e-06
Position 1076: 2.8676118058295144e-06
Position 437: 2.3078861940401164e-06
Position 540: 1.9755563422054203e-06
Position 1074: 1.93987646452418e-06
Position 403: 1.6009325963913539e-06
Position 7670: 1.5189171554019782e-06
Position 6: 1.0166944487455062e-06
Position 1087: 9.411183253053405e-07
Position 741: 7.386790657304924e-07
Position 946: 7.302092005750862e-07
Position 570: 3.8680473111810784e-07
Position 813: 1.808482174505078e-07
Position 5159: 1.723855891564341e-07
Position 884: 7.612692549381749e-08
Position 1061: 7.196088936383624e-08
Position 780: 4.187132895655854e-08
Position 1538: 4.797281227246332e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7569: 0.9822021851135352
Position 3480: 0.9635389337094897
Position 8508: 0.7328509941619313
Position 5653: 0.7306212696515225
Position 1422: 0.25291867715122357
Position 5336: 0.24776757203040548
Position 3272: 0.23229028876014926
Position 6980: 0.13104606309722272
Position 3289: 0.12158151173809856
Position 4955: 0.11037976746431812
Position 884: 0.10402883003811235
Position 3874: 0.09708194010686401
Position 9677: 0.09106014663164423
Position 3137: 0.07603633757856508
Position 9238: 0.0754670419627368
Position 3346: 0.07149313591503961
Position 5697: 0.05737640237735682
Position 5427: 0.05733950028782753
Position 1228: 0.04899526836563408
Position 6345: 0.037246281949510074
Position 8097: 0.03570764127449713
Position 7858: 0.03419277167893433
Position 2506: 0.03218212148050963
Position 6348: 0.030514074214511133
Position 9514: 0.02892920168081351
Position 5680: 0.028196456815722873
Position 8756: 0.027107959578187197
Position 1382: 0.02570444726424861
Position 9478: 0.024523591232658234
Position 6248: 0.0205644400347914
Position 3973: 0.020228832785257184
Position 758: 0.017962950086736387
Position 8276: 0.014974402629260634
Position 2947: 0.013605415078248844
Position 8169: 0.013501031967203838
Position 6040: 0.01334167307023142
Position 5174: 0.0128618750084783
Position 7650: 0.012707715713162534
Position 3406: 0.012355753508187654
Position 7187: 0.01233819828433711
Position 2554: 0.012016457277710765
Position 8218: 0.011408051337176124
Position 8040: 0.011390292453343288
Position 6772: 0.010795308149128319
Position 2568: 0.010121847528954163
Position 8229: 0.009992562051789819
Position 3033: 0.009169679526780059
Position 9112: 0.008949741147148365
Position 1288: 0.008391973951143775
Position 3092: 0.00811242197801626
Position 6911: 0.007671385436829386
Position 7271: 0.0075350742386928946
Position 9359: 0.007228927601640399
Position 8934: 0.0071144549077961795
Position 7222: 0.006858825298296219
Position 3401: 0.006842614875737824
Position 1399: 0.006700882803748661
Position 3067: 0.0066907255806509264
Position 8868: 0.006645521872111293
Position 1513: 0.006636444004447001
Position 5447: 0.006626823942319974
Position 1366: 0.006562006763638483
Position 2458: 0.006526319417056763
Position 3246: 0.006313752970179892
Position 9027: 0.006231568272990602
Position 8417: 0.0059469600083923695
Position 4926: 0.005670632472330189
Position 6084: 0.005335000889707367
Position 3930: 0.005186662097359873
Position 8534: 0.005125265920474387
Position 3300: 0.004913732928069665
Position 5612: 0.004693052255883754
Position 2528: 0.0046771466973056786
Position 611: 0.004537387253335636
Position 8996: 0.004237356798330224
Position 8289: 0.004188405317879658
Position 2462: 0.003928885237244457
Position 6799: 0.003556881922604001
Position 7919: 0.0034189610406111554
Position 8183: 0.003340409108984001
Position 9887: 0.0032553116342928933
Position 1197: 0.003195972729471047
Position 7922: 0.0029054288472891853
Position 7249: 0.002856760443887944
Position 6129: 0.0026711664592038906
Position 2477: 0.002604204107982804
Position 5500: 0.0025997236402533204
Position 9040: 0.0025736738395805365
Position 1579: 0.002564027167324383
Position 3631: 0.0023913724571959687
Position 1128: 0.0022837241857152192
Position 8476: 0.0022618500763707944
Position 3896: 0.002137967086130392
Position 9974: 0.0019168486255482023
Position 2511: 0.001843388114756387
Position 3038: 0.0017285472825756588
Position 9728: 0.001554927515531274
Position 8018: 0.0013921618712677195
Position 6318: 0.0013839208649702932
Position 9497: 0.0013467728702280094
Position 4840: 0.0013336789004584982
Position 6149: 0.0013335465987539558
Position 8198: 0.0013020844695784562
Position 3047: 0.001276696632571126
Position 5038: 0.0012619891616780054
Position 1210: 0.0012572451269052605
Position 4031: 0.001190576332555432
Position 5512: 0.0010918542219054415
Position 8188: 0.0009897464973646828
Position 6055: 0.0009690311824548723
Position 2987: 0.0009596313374781841
Position 1459: 0.0009145060801125228
Position 5195: 0.0008976176173285735
Position 8365: 0.0008960619998880805
Position 888: 0.0008365387755593121
Position 5122: 0.0008145075767255413
Position 6890: 0.0007909444349944203
Position 2968: 0.0007841024540911313
Position 304: 0.0007590000484827663
Position 588: 0.0007543627249501811
Position 1368: 0.0007240104467733527
Position 3418: 0.0006842073512365028
Position 3883: 0.0006734075419000435
Position 3356: 0.0006564346289556306
Position 9597: 0.0006457542949901533
Position 8234: 0.0006175661366119835
Position 9546: 0.0006108474080746135
Position 8902: 0.0005885173391392937
Position 5359: 0.0005797920815393452
Position 773: 0.0005783583024115965
Position 819: 0.0005748287907672285
Position 3096: 0.0005694354456848881
Position 1266: 0.0005466180795450274
Position 7631: 0.0005387896509275167
Position 863: 0.0005162575081347961
Position 9783: 0.0005070553619721244
Position 5509: 0.0005054050575656953
Position 3531: 0.0004960228288486848
Position 2263: 0.00047523461890003815
Position 1516: 0.0004567693385600306
Position 1860: 0.00045184321242980785
Position 8139: 0.0004501021659002967
Position 1438: 0.00043889922676165625
Position 9120: 0.0004004235221451351
Position 5052: 0.00039169183708886096
Position 8590: 0.0003621798236892498
Position 274: 0.0003574293469241867
Position 7903: 0.0003288478929152777
Position 8539: 0.00032442021959795317
Position 7578: 0.0003053681505561971
Position 3362: 0.00030276965052032835
Position 3977: 0.0002803249078550526
Position 8133: 0.00027576195074313474
Position 8741: 0.00025992072763136447
Position 3651: 0.00023875114670995036
Position 5259: 0.00023666229562216767
Position 2319: 0.00022104407678402043
Position 1482: 0.00020502543703469875
Position 954: 0.00020373268620707793
Position 361: 0.00020154372671353393
Position 3910: 0.0001939957441484891
Position 1448: 0.0001936678572360539
Position 9077: 0.00019334986873102204
Position 8296: 0.0001845318465006232
Position 3753: 0.00015814990092645294
Position 1154: 0.00015702567131215746
Position 9919: 0.00015558736482828434
Position 916: 0.00015486321369169193
Position 596: 0.0001354499338184332
Position 5009: 0.00013175720461743365
Position 5199: 0.00012708945098537108
Position 3947: 0.00012450152338856467
Position 4759: 0.00012080044457128641
Position 3905: 0.0001105004484718112
Position 2183: 0.00011037176063426806
Position 5000: 0.00010744747128495415
Position 7862: 0.00010660301865124927
Position 132: 0.0001054834733106638
Position 804: 9.815918486799662e-05
Position 5365: 8.782691863565672e-05
Position 3698: 8.211665132979957e-05
Position 6602: 7.985139842254914e-05
Position 1619: 6.010254800405213e-05
Position 8760: 5.254421431282243e-05
Position 5656: 5.166840775246954e-05
Position 5281: 4.9429839053376824e-05
Position 919: 4.623604683044856e-05
Position 3552: 4.4256867781771135e-05
Position 3586: 4.3927275792797225e-05
Position 5787: 4.213469136392529e-05
Position 711: 3.614602618820221e-05
Position 2631: 3.4430586715434456e-05
Position 667: 2.994244354607838e-05
Position 153: 2.8825326659327398e-05
Position 860: 2.712205516222609e-05
Position 1258: 2.531345718826143e-05
Position 1273: 2.1175782459769184e-05
Position 6089: 2.036073523937136e-05
Position 3750: 1.886426986835325e-05
Position 3775: 1.595532890889608e-05
Position 3987: 1.5380757907044465e-05
Position 5818: 1.4862374595267773e-05
Position 431: 1.3684980577554884e-05
Position 4788: 1.3425357664693741e-05
Position 3797: 1.299517859757051e-05
Position 641: 1.1730803795384288e-05
Position 1441: 1.1487792006071412e-05
Position 923: 1.1486279028751566e-05
Position 3656: 1.096390452120812e-05
Position 3508: 1.0208475028596651e-05
Position 3502: 8.620430477183385e-06
Position 5685: 7.97103708268052e-06
Position 828: 6.901407779191724e-06
Position 365: 6.348790478265025e-06
Position 898: 5.372420229273076e-06
Position 1484: 4.678152498578605e-06
Position 205: 3.779417546492692e-06
Position 323: 3.5919096512771164e-06
Position 137: 2.781323463291938e-06
Position 3839: 2.6307977991059833e-06
Position 1087: 2.5728674649042764e-06
Position 545: 2.4663387450481698e-06
Position 162: 2.464733640794273e-06
Position 691: 1.992504957340625e-06
Position 241: 1.846592377915404e-06
Position 1244: 1.8280746317409845e-06
Position 4036: 1.7411163647546106e-06
Position 7887: 1.7310376958144212e-06
Position 119: 1.673472488606962e-06
Position 7860: 1.6728793778582438e-06
Position 503: 1.6213749221048857e-06
Position 713: 1.5429166560105347e-06
Position 96: 1.5311010503212949e-06
Position 437: 1.3283459733841384e-06
Position 681: 1.2979372433192094e-06
Position 929: 7.231192379354997e-07
Position 1468: 6.750547774583508e-07
Position 3666: 5.78374463957576e-07
Position 392: 4.865010468552769e-07
Position 1297: 3.2538044812586216e-07
Position 3708: 2.8121372350799273e-07
Position 522: 2.2486126816673204e-07
Position 1184: 2.2148112889014122e-07
Position 325: 2.0874405049438595e-07
Position 637: 1.6892400263376757e-07
Position 983: 1.364007182845663e-07
Position 958: 1.31265645090091e-07
Position 243: 1.3030177899500355e-07
Position 851: 1.2269245346501778e-07
Position 999: 6.08640436204612e-08
Position 381: 5.622483096383473e-08
Position 210: 1.9797840164426537e-08
Position 485: 1.238224015876136e-08
Position 475: 9.604067577350841e-09
Position 1543: 8.070706240137712e-09
Position 510: 5.466135998113363e-09
Position 834: 5.393704875388035e-09
Position 90: 4.501777148460513e-09
Position 164: 3.3851705606187557e-09
Position 448: 2.4281532544822584e-09
Position 991: 1.6159309102421364e-09
Position 403: 5.641978893577743e-11
Position 559: 3.8438413128569004e-12
Position 561: 2.6345252245911546e-14
