Gene = Selenot
Position 10256: 0.0015205660543922668
Position 11949: 0.0012415643654082257
Position 7963: 0.0012040200698010635
Position 3738: 0.0011938007972631902
Position 4976: 0.001168193456220545
Position 8652: 0.0011480170321151906
Position 7274: 0.001131945937559504
Position 5049: 0.0011302258365082098
Position 143: 0.0011120344531384224
Position 10795: 0.000965243992952725
Position 746: 0.0009593447669064336
Position 6493: 0.0009191660892734598
Position 6440: 0.0008731061424903651
Position 10733: 0.0008610139256799021
Position 2172: 0.0008504226169123118
Position 13339: 0.0008446958793579548
Position 14162: 0.0008180412102926758
Position 13620: 0.000797510896216544
Position 2122: 0.000768675435062751
Position 5097: 0.0007597819629398685
Position 12876: 0.0006886823031011917
Position 10240: 0.0006773634082766578
Position 8725: 0.0006454848904289618
Position 12435: 0.0006423519839609194
Position 8710: 0.0006245097781956408
Position 2263: 0.0006006916235550025
Position 8900: 0.0005771754425844425
Position 12704: 0.0005652895189533835
Position 5286: 0.0005648751909719771
Position 664: 0.0005584411846462224
Position 15955: 0.000546497374281211
Position 13352: 0.0005417126774300342
Position 14130: 0.000534529148176062
Position 12814: 0.000521355951119092
Position 8750: 0.0004646684110498948
Position 12909: 0.0004371511428294075
Position 12747: 0.0003913533448447022
Position 13032: 0.000352538143757483
Position 8965: 0.0003357539178466745
Position 11481: 0.00029290571208231725
Position 15019: 0.0002542898490425685
Position 9804: 0.0002518490345881787
Position 12823: 0.000251134204458784
Position 13702: 0.00024414535204086307
Position 12041: 0.00022585642002934358
Position 10928: 0.00019577241556695068
Position 9955: 0.00015739974020743033
Position 14159: 0.00014942430235099894
Position 14249: 0.000143009027882122
Position 14239: 0.0001428811111236305
Position 8754: 0.000142008070933175
Position 13986: 0.00013925122348329666
Position 13705: 0.00013539912970215724
Position 12919: 0.00012457166996856207
Position 12337: 0.00010447114195491367
Position 10324: 8.512418393014142e-05
Position 13497: 6.265595641565685e-05
Position 292: 6.265456305517177e-05
Position 9456: 5.506601330943629e-05
Position 3211: 5.4520270950609205e-05
Position 140: 4.8957650727635844e-05
Position 9902: 4.016147730821533e-05
Position 9831: 3.41019135633207e-05
Position 1059: 3.148090517227071e-05
Position 226: 3.0035388365340514e-05
Position 1488: 2.824301049088098e-05
Position 278: 2.8140713420993642e-05
Position 35: 2.7676299382602734e-05
Position 9957: 2.597770713897905e-05
Position 4746: 2.4933761911484255e-05
Position 582: 2.4523572368994532e-05
Position 677: 1.7318812654952066e-05
Position 4644: 1.3821605699679586e-05
Position 176: 1.303250946178754e-05
Position 9493: 1.0986304875069116e-05
Position 15012: 8.323972536884414e-06
Position 1291: 8.190111394982888e-06
Position 2176: 7.683669230830479e-06
Position 15036: 7.239503637379018e-06
Position 1607: 6.848584028103296e-06
Position 9447: 6.767213466280628e-06
Position 14371: 6.68947520394088e-06
Position 47: 6.14324950163935e-06
Position 264: 6.021917445148548e-06
Position 1069: 6.021406065299155e-06
Position 133: 5.443919610462526e-06
Position 9497: 3.748598448057198e-06
Position 9495: 3.6036940547750264e-06
Position 14325: 3.0180198801843964e-06
Position 1244: 2.5716894195197506e-06
Position 880: 2.5524929288544643e-06
Position 14182: 2.4329693743006386e-06
Position 14143: 2.1889640515686825e-06
Position 125: 2.1734860582737357e-06
Position 66: 2.1157495271528307e-06
Position 14303: 1.791867344499909e-06
Position 13725: 1.2337265085175157e-06
Position 523: 1.1355231759468556e-06
Position 14192: 9.082162198845421e-07
Position 8786: 8.724910207177858e-07
Position 13929: 5.955768016240904e-07
Position 706: 5.296662491216227e-07
Position 13692: 3.8556114319389017e-07
Position 39: 3.5455769374493913e-07
Position 927: 3.108084505810733e-07
Position 1904: 3.0268172918109727e-07
Position 695: 2.8124591332854746e-07
Position 1482: 2.652851130638432e-07
Position 813: 2.5232315346580446e-07
Position 303: 2.500897855607077e-07
Position 1232: 2.3643309303914105e-07
Position 89: 2.3121998196509096e-07
Position 509: 2.0882912677797933e-07
Position 1047: 2.052937269665703e-07
Position 374: 1.9381824907728498e-07
Position 668: 6.713361079137555e-08
Position 635: 5.453615506579303e-08
Position 846: 5.3174469581089236e-08
Position 25: 4.12775801195586e-08
Position 442: 3.723805972584669e-08
Position 450: 3.456677668350783e-08
Position 60: 5.8602099293142585e-09
Position 1309: 4.935032249103564e-09
Position 622: 1.5128083453195127e-10
Position 830: 1.2672499275807478e-10
Position 685: 1.259935998388524e-10
Position 1094: 1.1484754139101649e-10
Position 848: 1.0284109713779936e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8594: 0.9889749309533978
Position 11809: 0.9648334571557878
Position 13530: 0.9229074850671133
Position 14058: 0.6996608034532441
Position 9315: 0.6741892323523332
Position 10027: 0.6723825691476455
Position 6358: 0.23929092980465455
Position 9590: 0.21980673857318386
Position 6380: 0.14715021207181414
Position 14892: 0.07403151521342884
Position 6299: 0.06572076775174322
Position 15132: 0.058029074533613924
Position 5203: 0.05425449684121751
Position 9659: 0.05339794419377465
Position 9636: 0.05260773583839118
Position 9338: 0.05251730697972461
Position 4823: 0.03234209707607013
Position 9359: 0.026285115027302974
Position 2346: 0.024678752342525246
Position 12974: 0.023811835867419525
Position 10042: 0.020052691389502834
Position 1926: 0.020036886036831462
Position 9267: 0.02003568857247749
Position 9380: 0.01761397024503399
Position 5268: 0.017268032734830997
Position 16168: 0.01592452021745889
Position 15345: 0.014974529810800451
Position 16052: 0.014297956977836675
Position 11122: 0.014280137505934267
Position 10023: 0.013873765007085712
Position 7038: 0.013616336384277929
Position 16401: 0.012703377141614312
Position 14154: 0.011079866073534112
Position 9722: 0.011013467886001473
Position 1141: 0.009729228187417708
Position 14423: 0.009589206397418516
Position 1817: 0.00946206698330598
Position 15742: 0.009359333565706163
Position 11285: 0.007764207214801507
Position 12516: 0.007582179888972888
Position 10768: 0.0074785806662692215
Position 2253: 0.007421856779793473
Position 6802: 0.00734495230961083
Position 13986: 0.006819223669626127
Position 5666: 0.006339254306206116
Position 14956: 0.006326899585681523
Position 9350: 0.006115454422144999
Position 13031: 0.005959606425584516
Position 16105: 0.005952832731038452
Position 8884: 0.005891579239540205
Position 1766: 0.0058268156102514275
Position 2059: 0.005821669407337747
Position 15794: 0.005556013407774327
Position 3050: 0.005333855693362092
Position 2249: 0.005073982571418095
Position 13249: 0.004860644885834281
Position 11224: 0.004408481175022865
Position 12309: 0.004323534960893419
Position 4371: 0.004214134547194367
Position 16023: 0.004052462857945229
Position 7855: 0.0038878762840742504
Position 12875: 0.0037492371843488416
Position 613: 0.0037318589488702708
Position 11375: 0.003598393961530103
Position 15680: 0.0034857602754379954
Position 7166: 0.003480001137028602
Position 4683: 0.0033990527456560803
Position 13852: 0.0033395159422965636
Position 13808: 0.003213956438386753
Position 1993: 0.0031033988912964705
Position 11689: 0.0030329896862003195
Position 10591: 0.0030217522690010592
Position 14534: 0.0029167255545263088
Position 12887: 0.0029133515952079417
Position 2418: 0.0029090116969012
Position 6340: 0.0029011482656966336
Position 16428: 0.0026302890298908832
Position 1090: 0.0026242226831820954
Position 6423: 0.0025457741052449454
Position 8546: 0.0022849073812829406
Position 9857: 0.0022733687595542307
Position 10874: 0.002260053084684055
Position 9978: 0.0021989983649566493
Position 5540: 0.0020836784479145573
Position 14724: 0.001940762602280061
Position 5183: 0.0018968447346406616
Position 6129: 0.0018965741128010398
Position 9323: 0.0018368165559805695
Position 3102: 0.0018060595467758076
Position 16055: 0.0017766464305626276
Position 9880: 0.0017218080476437973
Position 16176: 0.0016727873315598477
Position 3072: 0.0016680479600175077
Position 416: 0.0016530019681512268
Position 11057: 0.0016436169495012542
Position 8551: 0.0016265001434690755
Position 6894: 0.001611684331352841
Position 13923: 0.001603156625944958
Position 7477: 0.0015821844070040341
Position 6440: 0.0015647493516030664
Position 1887: 0.0015636275906886427
Position 2294: 0.0015265647862000166
Position 13155: 0.0014925118208063686
Position 14291: 0.0014726923927816855
Position 15569: 0.0014601291761406354
Position 15608: 0.0014573550900305356
Position 15407: 0.0014134016143257395
Position 2268: 0.0013612447696123252
Position 9183: 0.0013198970267522725
Position 311: 0.001254124808164338
Position 3092: 0.0012506928926831345
Position 5508: 0.001250421825278332
Position 16239: 0.0011613358382793321
Position 13791: 0.0011475538337025301
Position 15091: 0.0011340276018342124
Position 6997: 0.0011199608232290202
Position 2319: 0.0011198502624929067
Position 13550: 0.0011150862081141123
Position 6988: 0.0011012782982956697
Position 2389: 0.001085415561160636
Position 13387: 0.0010191266106802717
Position 1748: 0.0009969085348143407
Position 10807: 0.0009877680308891697
Position 9105: 0.0009785507935807741
Position 980: 0.0009713574678660795
Position 5722: 0.0009699754738866793
Position 12374: 0.0009216201807762273
Position 13100: 0.0009099935772769025
Position 9407: 0.0009090780509506755
Position 629: 0.0008955208123101031
Position 2360: 0.0008735101901419335
Position 3110: 0.0008718543619428081
Position 3586: 0.0008220663243186056
Position 1020: 0.0008030753123592401
Position 487: 0.0007829900185631948
Position 8528: 0.0007737115451781787
Position 14843: 0.0007601245342322401
Position 5750: 0.0007598969050191507
Position 10630: 0.0007597723435357451
Position 1366: 0.000757449479051669
Position 1690: 0.0007210803660389567
Position 6273: 0.0006949925596615854
Position 14102: 0.0006627629669419614
Position 4856: 0.0006419931216926641
Position 4414: 0.000617693197944572
Position 1391: 0.0006081279399184267
Position 4271: 0.0006049041643624408
Position 13179: 0.0006000620243038796
Position 646: 0.0005886350217303807
Position 14002: 0.0005748621825215698
Position 14800: 0.0005737839890178729
Position 13309: 0.0005458136257567601
Position 4256: 0.0005321347769612263
Position 11075: 0.0005314048128726356
Position 14476: 0.0004974572356600852
Position 2923: 0.0004972716985589855
Position 11441: 0.0004942328681015011
Position 13539: 0.0004634967038549877
Position 15210: 0.0004496228883043003
Position 15870: 0.0004472101673106837
Position 4696: 0.0004302446570104084
Position 10058: 0.0004221959147179338
Position 4296: 0.00041421009054843266
Position 5118: 0.0004131507110881039
Position 2161: 0.0003995423128720113
Position 16199: 0.00039246358812721014
Position 12411: 0.00038853397476300457
Position 5161: 0.0003776159127975196
Position 6148: 0.0003709645288588399
Position 3024: 0.0003638553614669887
Position 3563: 0.00036108751674550707
Position 9228: 0.000354905522282906
Position 12814: 0.00034710717228152106
Position 6445: 0.0003417215502044534
Position 6232: 0.00033543392773150593
Position 16142: 0.000330853692681617
Position 9873: 0.0003265460360680257
Position 16301: 0.0003262609514526882
Position 1094: 0.00032623392223493387
Position 6261: 0.00031872680515689534
Position 15184: 0.000316628030258325
Position 12862: 0.00030934164415512765
Position 1768: 0.00030889414700186694
Position 14083: 0.0002985675474742312
Position 3161: 0.00029660527018735217
Position 15436: 0.0002794553358028183
Position 442: 0.00027831973789537486
Position 13143: 0.00027729624825129334
Position 1259: 0.00026562585872214994
Position 14380: 0.0002649126242416571
Position 1308: 0.0002616806698535538
Position 16425: 0.00025926041299511964
Position 10095: 0.00025905088910434633
Position 11592: 0.00025591276729664675
Position 16368: 0.0002518083359303048
Position 12337: 0.00025046148550342967
Position 2212: 0.00025043009896991885
Position 2316: 0.00024909836667122426
Position 1248: 0.0002424151101008021
Position 14182: 0.00024233470854564336
Position 11873: 0.00024121722087545332
Position 15233: 0.00024081532911037173
Position 336: 0.00023864607493328605
Position 15996: 0.00023544524726976012
Position 12145: 0.00022947147227809302
Position 1295: 0.00022324793952246066
Position 12553: 0.00022152408871534336
Position 1346: 0.00021225439758386903
Position 15886: 0.0002067465717027536
Position 2299: 0.00020519500065595348
Position 13823: 0.00020517696107805782
Position 517: 0.00020225885716287077
Position 13740: 0.00019984597561281686
Position 1902: 0.00019743078512593032
Position 3124: 0.00018364853982481735
Position 9690: 0.0001707869015052512
Position 492: 0.00016134616605954227
Position 2064: 0.0001607899884854952
Position 13221: 0.00014721690158483563
Position 13928: 0.00014719658730443836
Position 14066: 0.00014252909230556387
Position 5698: 0.00013789137523834337
Position 14918: 0.00013770723722348948
Position 15542: 0.0001337059438313294
Position 15207: 0.00013345354078958592
Position 9009: 0.00012960292835444316
Position 14831: 0.00012879213606286738
Position 14871: 0.0001270239861521877
Position 11165: 0.0001264371333724543
Position 10508: 0.00012411763945052097
Position 14517: 0.00012023712110818086
Position 880: 0.00011748161456686442
Position 13892: 0.00011343545124750993
Position 472: 0.00011292876466896359
Position 1269: 0.00010621364137909493
Position 14478: 0.00010620921343248823
Position 15026: 0.00010335069283448272
Position 1795: 9.887546196610379e-05
Position 8924: 9.863505078809726e-05
Position 13339: 9.830886540463387e-05
Position 1934: 9.371408999113979e-05
Position 9207: 8.054958796797745e-05
Position 8946: 7.612947346311442e-05
Position 936: 7.492001659573186e-05
Position 1196: 6.965520495159404e-05
Position 946: 6.593647110051794e-05
Position 2009: 6.291317262428483e-05
Position 9517: 6.157831022649893e-05
Position 8904: 5.864317852233209e-05
Position 14078: 5.506100556712084e-05
Position 572: 5.393357742737346e-05
Position 9812: 5.038288379160151e-05
Position 8933: 4.9250346349821684e-05
Position 13275: 4.886646907715188e-05
Position 2477: 4.648719881669702e-05
Position 13764: 4.435551458935254e-05
Position 16432: 4.3289728724633634e-05
Position 9668: 4.1555500184192666e-05
Position 12047: 4.043975042739212e-05
Position 13071: 3.967315517523632e-05
Position 1952: 3.813011227625149e-05
Position 11663: 3.620448199789398e-05
Position 4979: 3.3267655128599114e-05
Position 11708: 3.151423708596568e-05
Position 1028: 3.0044654619250343e-05
Position 8310: 2.912976465171733e-05
Position 9533: 2.779334097085637e-05
Position 1173: 2.4065675576325392e-05
Position 13826: 2.130525768692549e-05
Position 9166: 1.9392042233296955e-05
Position 5601: 1.7828957543368224e-05
Position 11971: 1.666850375980023e-05
Position 543: 1.6037797694003048e-05
Position 4442: 1.2272774354172093e-05
Position 3680: 8.036428673334572e-06
Position 12040: 7.997464217181834e-06
Position 1218: 7.371718638305904e-06
Position 2877: 6.098577237766887e-06
Position 1782: 5.359769491868912e-06
Position 2188: 5.194311927429507e-06
Position 1625: 5.0810476839932406e-06
Position 4539: 4.999539199316664e-06
Position 9911: 4.756283689054829e-06
Position 839: 3.7955131722749044e-06
Position 1022: 3.701447251737609e-06
Position 563: 3.4602999256911833e-06
Position 2014: 3.428912090404252e-06
Position 10062: 1.971389405545567e-06
Position 1145: 1.6093714488320705e-06
Position 1063: 1.5713040955541425e-06
Position 10081: 1.5636473906163066e-06
Position 3633: 1.411346275980818e-06
Position 3350: 1.199181249762485e-06
Position 1631: 1.1587968111330238e-06
Position 1674: 1.1572065295961907e-06
Position 374: 1.1048190586528628e-06
Position 2432: 1.0497312094206667e-06
Position 2192: 1.0205881306130881e-06
Position 3163: 9.978237761273307e-07
Position 1036: 8.865804745169503e-07
Position 553: 8.456170731823245e-07
Position 1199: 7.634716095899162e-07
Position 802: 7.374992074124884e-07
Position 1462: 6.207796462622131e-07
Position 986: 6.086302719453477e-07
Position 1833: 5.018153135893008e-07
Position 1845: 4.6755925065096077e-07
Position 338: 4.540535395960909e-07
Position 150: 2.401330668512797e-07
Position 706: 2.004972156022509e-07
Position 2176: 1.617837918167193e-07
Position 549: 1.4865568161510899e-07
Position 1787: 1.463307296734488e-07
Position 1610: 1.318201819256442e-07
Position 1607: 1.2890491997642665e-07
Position 1059: 6.127119513540539e-08
Position 1410: 5.8497050398085296e-08
Position 8253: 5.552476904330331e-08
Position 652: 4.769392744897803e-08
Position 10072: 3.961177343034674e-08
Position 1588: 2.38277001822485e-08
Position 154: 2.070029434570962e-08
Position 183: 7.940745362810714e-09
Position 1232: 6.823551259754601e-09
