Gene = LTO1
Position 4314: 0.0002672140986329227
Position 2256: 0.0002528610763491341
Position 3954: 0.0002501904109469256
Position 3223: 0.0002343016227503578
Position 5032: 0.00023260003772823331
Position 3424: 0.00021461858467512412
Position 2469: 0.00020780969953591982
Position 4768: 0.00020307661388120182
Position 1285: 0.0002020180419230342
Position 310: 0.00018367178619366163
Position 1956: 0.00017926736406068578
Position 4087: 0.00017478627315088908
Position 5560: 0.00016437216117534044
Position 3761: 0.00015716255423601992
Position 2406: 0.0001525702186473021
Position 5087: 0.00014206361935350048
Position 414: 0.0001383531250373475
Position 1075: 0.00013555069279072454
Position 1503: 0.00012641615175367578
Position 1035: 0.0001259642053910661
Position 2627: 0.00011858615021972532
Position 5479: 0.00011430546355656828
Position 6365: 0.00011323933167178569
Position 3601: 0.0001095101809142316
Position 1394: 9.526782133698869e-05
Position 537: 9.421164427962453e-05
Position 1624: 8.743866609240108e-05
Position 3716: 8.452333657715275e-05
Position 3180: 7.85900864434204e-05
Position 2400: 7.731357544330723e-05
Position 407: 7.63116876697182e-05
Position 2414: 7.071722215514134e-05
Position 1291: 6.815979833519684e-05
Position 630: 6.683181343225382e-05
Position 1340: 6.362523064053544e-05
Position 1117: 5.954328414869097e-05
Position 508: 5.8594666165442045e-05
Position 674: 5.817177591080108e-05
Position 1353: 5.713657899070145e-05
Position 4459: 5.530203176425124e-05
Position 4813: 5.504882656708447e-05
Position 2888: 5.462532768377991e-05
Position 2063: 5.197938520234506e-05
Position 2017: 5.195005964831275e-05
Position 4545: 4.880822186102726e-05
Position 4031: 4.8369071844494855e-05
Position 1966: 4.570659333577948e-05
Position 1131: 4.424469267843204e-05
Position 3163: 4.371321284386117e-05
Position 616: 4.357403070728533e-05
Position 2970: 3.5883279939392544e-05
Position 519: 3.574569762183806e-05
Position 1014: 3.427419979263728e-05
Position 3274: 3.1993292297770884e-05
Position 3812: 3.132564498770598e-05
Position 6313: 3.0603495384740775e-05
Position 2156: 2.7883613418767008e-05
Position 650: 2.714546153800575e-05
Position 4358: 2.694439525123409e-05
Position 1112: 2.5311386415463086e-05
Position 2153: 2.478460514393454e-05
Position 3857: 2.4610745712709962e-05
Position 2093: 2.3593421613840136e-05
Position 6593: 2.3086333999278002e-05
Position 1049: 2.2099656872224606e-05
Position 4421: 2.069682853298071e-05
Position 1365: 1.8992729073319773e-05
Position 4026: 1.712123012039362e-05
Position 4199: 1.619931661237256e-05
Position 1021: 1.5712734368124147e-05
Position 1362: 1.4894570591859423e-05
Position 3611: 1.4629946935222504e-05
Position 194: 1.4625744605593063e-05
Position 3966: 1.4461182945169055e-05
Position 1639: 1.433803154159072e-05
Position 2973: 1.3889386345672375e-05
Position 4555: 1.2774954676963392e-05
Position 1808: 1.2696979602670794e-05
Position 442: 1.214661920124665e-05
Position 2211: 1.17254004591592e-05
Position 2576: 1.1564844550679972e-05
Position 1179: 1.0367660596099634e-05
Position 842: 9.741570688652766e-06
Position 2097: 9.550570063150876e-06
Position 2078: 8.895747500362249e-06
Position 1372: 8.672112213162833e-06
Position 4612: 8.166991489139914e-06
Position 4634: 8.12163660093158e-06
Position 768: 7.288734217342531e-06
Position 1792: 6.629499422435089e-06
Position 1849: 6.551736718624053e-06
Position 1917: 6.201271698749359e-06
Position 1083: 5.684959233262412e-06
Position 734: 5.518270959138419e-06
Position 1168: 5.509607508187005e-06
Position 1186: 5.162871283454368e-06
Position 1289: 5.096701603326355e-06
Position 947: 4.846018623709544e-06
Position 3894: 3.651013304900224e-06
Position 800: 3.46925786537228e-06
Position 4591: 3.3849939085935517e-06
Position 3920: 3.3587906429019335e-06
Position 1718: 3.2937674530700303e-06
Position 936: 2.9986188970737798e-06
Position 2653: 2.802549119853147e-06
Position 2835: 2.69197929468896e-06
Position 684: 1.988253804699229e-06
Position 988: 1.8418334612983437e-06
Position 266: 1.697609255256805e-06
Position 3883: 1.4469495890958984e-06
Position 523: 1.2134858669402043e-06
Position 993: 1.1749894722080168e-06
Position 636: 1.11379566335942e-06
Position 136: 1.0752809747951064e-06
Position 4475: 1.0112640787048717e-06
Position 4931: 7.305727533016925e-07
Position 3607: 6.26660716940007e-07
Position 924: 6.105762175945972e-07
Position 676: 6.097280528126786e-07
Position 561: 5.093602904488563e-07
Position 778: 4.768787152408193e-07
Position 850: 4.263414896899315e-07
Position 1369: 3.8124005486326726e-07
Position 118: 3.6914998694835005e-07
Position 191: 3.3929207989440653e-07
Position 953: 3.357436557082795e-07
Position 1919: 2.633233590288631e-07
Position 1953: 2.186026447263767e-07
Position 171: 1.578661661908904e-07
Position 1517: 1.461056359180624e-07
Position 2043: 1.457864685671291e-07
Position 1764: 1.4467803500820138e-07
Position 1421: 8.196931859779723e-08
Position 1095: 7.673530312174e-08
Position 3023: 7.09626107242541e-08
Position 4999: 6.718668919329389e-08
Position 1195: 5.124934421011163e-08
Position 3182: 4.899624567607949e-08
Position 1984: 4.7530007398060025e-08
Position 1416: 3.89223274917626e-08
Position 1191: 3.275053546817574e-08
Position 1507: 2.275109419453468e-08
Position 1089: 2.1571689469158172e-08
Position 1135: 1.94392545876424e-08
Position 1581: 1.1173763128597439e-08
Position 1722: 9.734099913168092e-09
Position 1633: 9.34719884752296e-09
Position 1584: 6.7602150712560095e-09
Position 1528: 3.23431663406396e-09
Position 741: 2.901624122843596e-09
Position 839: 1.9372140621793294e-09
Position 1091: 1.6462176484273053e-10
Position 806: 2.094906574486553e-13
Position 277: 8.842037249341062e-14
