Gene = AB124611
Position 16962: 0.00122947642393726
Position 17224: 0.0009954417538624706
Position 15165: 0.0009927352369651233
Position 15065: 0.0008854755648765294
Position 2303: 0.0007898631431622259
Position 1862: 0.000788050912040626
Position 15870: 0.0007209600837803037
Position 1879: 0.0006822200868711302
Position 14594: 0.0004442762299758344
Position 13025: 0.00042763282966865133
Position 2411: 0.0003663461519004801
Position 2098: 0.0003514719652883079
Position 2482: 0.0003435875786897168
Position 11731: 0.0002526358486583078
Position 1986: 0.00024608193611848925
Position 1976: 0.00023917354543365828
Position 1961: 0.00019539905530304948
Position 1594: 0.00016846579571031168
Position 1273: 0.00016546470290182793
Position 1955: 0.00016147063413948692
Position 1151: 0.00015356502375929852
Position 391: 0.00014428910743087596
Position 184: 0.0001406821379638771
Position 15210: 0.00013561849727797523
Position 366: 0.0001296211613916854
Position 150: 0.00011718594653024177
Position 640: 8.79052051837556e-05
Position 14612: 5.876695582315649e-05
Position 375: 5.54478966213439e-05
Position 3264: 5.426727832595699e-05
Position 301: 4.7295634686406174e-05
Position 2458: 4.255308909453477e-05
Position 2750: 3.3199699466604895e-05
Position 2436: 3.168454430654535e-05
Position 111: 3.129177256717171e-05
Position 167: 3.0069401870931792e-05
Position 14688: 2.9676574930464417e-05
Position 2360: 2.899069397921538e-05
Position 3497: 2.8954733110621303e-05
Position 2870: 2.84215200785552e-05
Position 2342: 2.7787975161289738e-05
Position 2738: 2.708339739945711e-05
Position 3117: 2.689177009078841e-05
Position 550: 2.65803209771067e-05
Position 273: 2.5356067099738163e-05
Position 2814: 2.5200607291561317e-05
Position 1852: 2.5096145549665383e-05
Position 334: 2.4391104748904894e-05
Position 2328: 2.177580553755826e-05
Position 2401: 1.9623335122861666e-05
Position 279: 1.721807853341208e-05
Position 426: 1.713954243878027e-05
Position 554: 1.7095152379555183e-05
Position 552: 1.7072382624004297e-05
Position 431: 1.5817887157984483e-05
Position 2274: 1.5532102223373107e-05
Position 560: 1.495780568508211e-05
Position 3411: 1.4922747723807941e-05
Position 562: 1.4452654391872567e-05
Position 556: 1.3660690061952351e-05
Position 483: 1.334955689462025e-05
Position 2757: 1.2806068574336252e-05
Position 558: 1.2491414673482038e-05
Position 564: 1.1245134539283709e-05
Position 1015: 1.1028603805078653e-05
Position 1871: 1.058076863027874e-05
Position 3653: 1.012550543185764e-05
Position 1882: 9.361413366041086e-06
Position 3960: 8.46443736408762e-06
Position 3530: 8.166819950373177e-06
Position 3955: 7.63651439209758e-06
Position 3237: 7.441530147867991e-06
Position 223: 6.6055131219027975e-06
Position 3661: 4.3651575722253954e-06
Position 1354: 3.994990554250162e-06
Position 2294: 3.4040117109688052e-06
Position 3980: 2.1494010007794913e-06
Position 3865: 1.839667940470435e-06
Position 96: 9.85646169787831e-07
Position 2702: 9.521489342786231e-07
Position 3224: 7.389787753907618e-07
Position 3067: 7.002119989324348e-07
Position 3071: 4.113923297876169e-07
Position 4: 3.1283437399982833e-07
Position 35: 2.501275556627952e-07
Position 1216: 1.8827158739291118e-07
Position 1727: 1.1273295453195473e-07
Position 1597: 1.115210352581355e-08
Position 1569: 7.894847916397794e-09
Position 433: 1.677284051986862e-09
Position 394: 1.5275401206181095e-10
Position 566: 4.48152174167795e-11
Position 667: 1.2522718229198333e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2561: 0.9364577384472761
Position 14384: 0.9197323250025006
Position 9706: 0.8448589795275451
Position 13640: 0.7914782845398105
Position 12885: 0.6375030755637823
Position 17279: 0.5039539536503884
Position 7393: 0.24659421689326513
Position 15832: 0.20515719660237727
Position 15861: 0.13600522589107888
Position 2195: 0.1347500329867461
Position 14911: 0.10511235879380335
Position 14095: 0.10295468127871911
Position 271: 0.08681389120287789
Position 2228: 0.07809880383969779
Position 15646: 0.0703281024976932
Position 15598: 0.06513257426183569
Position 16706: 0.0637256725980553
Position 13918: 0.060068661805999436
Position 17071: 0.05190113044908285
Position 17649: 0.04329644255142777
Position 13459: 0.041525293631540894
Position 13081: 0.041360730403801345
Position 15930: 0.03875985653539638
Position 9522: 0.03839779275578822
Position 18767: 0.0370132494840627
Position 1358: 0.029558148550513186
Position 16281: 0.029434052638858118
Position 13845: 0.028934652902548746
Position 13940: 0.026320301874095155
Position 9670: 0.025928440909469393
Position 16848: 0.025894407922606524
Position 12833: 0.022583794978910856
Position 191: 0.02186217893783276
Position 14292: 0.020917625361522703
Position 16833: 0.020122299172540256
Position 7267: 0.017031294834505748
Position 14223: 0.01599427960504724
Position 10683: 0.013987830753650173
Position 16448: 0.013903734425071063
Position 10796: 0.013619942803676562
Position 13386: 0.013267233562800088
Position 19097: 0.012946137883090467
Position 18831: 0.012702374638833157
Position 15798: 0.01247493251484542
Position 358: 0.012455990637355198
Position 17056: 0.012337161332673754
Position 16340: 0.012285475983669795
Position 10816: 0.012208256693506414
Position 2231: 0.01212134943029855
Position 16605: 0.011552060483040959
Position 12622: 0.011111052055082817
Position 12625: 0.010723888966173309
Position 13576: 0.010213525499689029
Position 14175: 0.009609862985103221
Position 2648: 0.008836244540739523
Position 2766: 0.008171705080797918
Position 13253: 0.008121937240077705
Position 17815: 0.008074215036226011
Position 18020: 0.007708368510473971
Position 2353: 0.007573117677942907
Position 19003: 0.007405402971777796
Position 17460: 0.0066474253953146675
Position 13579: 0.006395758625771758
Position 17122: 0.006391640260470385
Position 4112: 0.006221196985589586
Position 7602: 0.006126113639780713
Position 2171: 0.005808100910097631
Position 1761: 0.00554113188386265
Position 16540: 0.005499118185220859
Position 17085: 0.005449985902886408
Position 8429: 0.005281814702000588
Position 3755: 0.005277498284013524
Position 17857: 0.005095659867232226
Position 7645: 0.004955681638237644
Position 2938: 0.004864320964494643
Position 14189: 0.004659643314647008
Position 13045: 0.004641649304796465
Position 3080: 0.004490961802845044
Position 2856: 0.004372560618713019
Position 2613: 0.0043002304054779155
Position 2334: 0.00426748519766258
Position 331: 0.004223634072434418
Position 1396: 0.004191766985780379
Position 2616: 0.004133657864592007
Position 7642: 0.0037201562824120296
Position 17412: 0.003626053538365212
Position 2975: 0.0035191851378792226
Position 17095: 0.0033252623851499556
Position 257: 0.003296145092903539
Position 9763: 0.0032644186077938303
Position 2690: 0.00324253380127552
Position 16760: 0.0028959664879972514
Position 10654: 0.00266812780214492
Position 2726: 0.0026377003313387158
Position 4730: 0.0025617539199064157
Position 18770: 0.002465387725072963
Position 334: 0.002416169378949213
Position 2244: 0.0023356157684882592
Position 2083: 0.0023325039951565905
Position 2050: 0.0022718851283679282
Position 15689: 0.0020666860228139594
Position 3833: 0.001936781225111944
Position 2654: 0.0018033127240282205
Position 443: 0.0017216015092574033
Position 15209: 0.00171416034939417
Position 2907: 0.0016631025338590072
Position 2015: 0.0015929572925269231
Position 2882: 0.0015907957998211194
Position 13107: 0.001513469253040623
Position 7067: 0.0014524592095370504
Position 2698: 0.001359699190045684
Position 4778: 0.001306699767943402
Position 1906: 0.0012113681302397164
Position 18915: 0.0012064748611154438
Position 16860: 0.0011094543246521998
Position 18963: 0.0011091677378380614
Position 3851: 0.0010660408320431463
Position 1371: 0.0010133807435995258
Position 2666: 0.0010101374045537062
Position 4139: 0.000983768154675266
Position 2716: 0.0009644451551891853
Position 1209: 0.0008958418900485106
Position 16021: 0.0008598568653119535
Position 4682: 0.0008372384602221612
Position 2121: 0.0007928856475410828
Position 17688: 0.0007700258729363131
Position 15436: 0.0007578759493898902
Position 2863: 0.000705262080353772
Position 15746: 0.000686635758916376
Position 17388: 0.0006852844923438527
Position 2916: 0.0006613554747687696
Position 3910: 0.0006430231063723565
Position 1326: 0.0006056493381969102
Position 1772: 0.0005486779698231508
Position 2696: 0.0004815508780986862
Position 7664: 0.0004536296372482288
Position 1375: 0.00043889170897664156
Position 234: 0.0004385060899746598
Position 2869: 0.00043335736244440515
Position 2020: 0.0004151407282828122
Position 1801: 0.0004024143396648577
Position 4828: 0.0003858452984333858
Position 16463: 0.00038269627346877987
Position 2399: 0.0003643257149398641
Position 1398: 0.0003434885957962131
Position 3006: 0.0003185222536314948
Position 14543: 0.0003179943262458891
Position 1413: 0.0003006499478897662
Position 629: 0.0002918229817533347
Position 1132: 0.000285834012761689
Position 16140: 0.000284860967385487
Position 291: 0.00027899353512044557
Position 14861: 0.00027866739771671115
Position 2342: 0.0002714698137619421
Position 2782: 0.00025512325453145126
Position 11644: 0.00025263584865830755
Position 15461: 0.00023975707915415204
Position 3784: 0.0002359848071317036
Position 296: 0.00023095429632101477
Position 2233: 0.0002290355520389099
Position 13684: 0.00021203876124012771
Position 15344: 0.00020367043552636723
Position 1175: 0.00020108845797308533
Position 1436: 0.0001884043261882288
Position 1695: 0.00018691261378639981
Position 16497: 0.00017393651455741387
Position 1642: 0.00016089017716167377
Position 1593: 0.000157928918331162
Position 1060: 0.0001555741107039829
Position 2979: 0.00015112219441784218
Position 16233: 0.00014595425650227185
Position 14572: 0.00013811610073948197
Position 1852: 0.00012382172989612475
Position 2860: 0.00011807213593492571
Position 14442: 0.00011660795899923287
Position 14498: 0.0001119294481160786
Position 373: 0.00010690032148698812
Position 2322: 0.00010648832799877048
Position 1302: 8.159982586678429e-05
Position 2258: 7.71779377079926e-05
Position 14119: 7.229520657568502e-05
Position 456: 6.557250449998056e-05
Position 2448: 6.470657561273762e-05
Position 1418: 4.59822186492033e-05
Position 604: 4.4560795917879686e-05
Position 1155: 4.170574437754284e-05
Position 1184: 3.9920941196466485e-05
Position 986: 3.965434142931729e-05
Position 2138: 3.8061433202128615e-05
Position 2367: 3.253957711534004e-05
Position 1804: 3.113484324334255e-05
Position 3236: 3.0918184681321496e-05
Position 2363: 2.8793006220707614e-05
Position 2955: 2.8741094532439942e-05
Position 2981: 2.864067424594158e-05
Position 2378: 2.3581806533416113e-05
Position 2416: 2.3234790891336358e-05
Position 14461: 2.2430647209850844e-05
Position 1197: 2.2087144501783766e-05
Position 1818: 2.1152371460020648e-05
Position 1263: 2.0977639899290744e-05
Position 2058: 1.8074568349513936e-05
Position 1268: 1.7686221560221724e-05
Position 403: 1.6456701437858978e-05
Position 2133: 1.6034276794959802e-05
Position 3331: 1.590930819820462e-05
Position 380: 1.5345484285923517e-05
Position 3522: 1.4221546012875189e-05
Position 2023: 1.3995798912329174e-05
Position 1443: 1.3978107091186744e-05
Position 850: 1.3959019195482926e-05
Position 1031: 1.3652798818812964e-05
Position 2471: 1.1841002216750657e-05
Position 1290: 1.1560138886315188e-05
Position 1871: 1.1011485484002383e-05
Position 1165: 1.0773931943623674e-05
Position 304: 1.0249776394271588e-05
Position 2135: 9.938320381645162e-06
Position 2090: 9.828804193434975e-06
Position 758: 8.388991803148446e-06
Position 802: 8.005695126823848e-06
Position 2068: 6.600449256697353e-06
Position 3300: 5.007776617109983e-06
Position 3932: 3.191902323447855e-06
Position 3368: 3.0493522566957203e-06
Position 3405: 2.904042377333367e-06
Position 3217: 2.6376289029397208e-06
Position 2842: 2.0587404118260884e-06
Position 3155: 1.7146899743277646e-06
Position 3529: 1.6323641093136313e-06
Position 3018: 1.6015886754849475e-06
Position 1827: 1.534173426518278e-06
Position 2623: 1.31962998664663e-06
Position 2984: 1.2915289741066854e-06
Position 2832: 1.2723915982699648e-06
Position 375: 6.223628381741303e-07
Position 2998: 6.114648107976327e-07
Position 3436: 5.775468628928197e-07
Position 1187: 5.232683053923463e-07
Position 1265: 4.514585877335376e-07
Position 1193: 3.757612323401733e-07
Position 2532: 3.4375019563560157e-07
Position 3015: 2.613142657253348e-07
Position 3138: 2.61075904130266e-07
Position 2507: 2.5018908198140683e-07
Position 2887: 2.374574701374367e-07
Position 3364: 2.050127089424457e-07
Position 2523: 1.865860068631508e-07
Position 997: 1.535502036534244e-07
Position 476: 1.2556658740451412e-07
Position 3415: 1.2404611574221838e-07
Position 907: 1.0570821391078167e-07
Position 2987: 9.762102629550374e-08
Position 773: 5.451428573220681e-08
Position 911: 5.096468509823691e-08
Position 391: 5.091679015664682e-08
Position 916: 3.726327895565445e-08
Position 1078: 2.1125699826379382e-08
Position 1189: 1.862306033573443e-08
Position 807: 1.392107151025858e-08
Position 1699: 1.2189022930887965e-08
Position 413: 1.1453305148753112e-08
Position 408: 1.0330588405074046e-08
Position 483: 7.726986065697418e-09
Position 1001: 6.7463459333068e-09
Position 649: 5.6707889439852344e-09
Position 1220: 4.545596387035041e-09
Position 1062: 4.471556776110792e-09
Position 1646: 4.381307674073114e-09
Position 646: 4.324489557506644e-09
Position 481: 4.237744563682003e-09
Position 618: 3.3709353604847104e-09
Position 1454: 2.52474503914368e-09
Position 824: 2.474232379003895e-09
Position 431: 5.592158393393132e-11
Position 864: 8.662348807671295e-12
Position 75: 8.000138824974918e-12
Position 70: 7.948824119813424e-12
Position 754: 4.724643730654461e-12
Position 421: 4.364390276619028e-12
Position 406: 2.693045667995516e-12
Position 154: 2.028388427420448e-12
Position 73: 1.4927403995898293e-12
Position 158: 1.0844305000890117e-12
Position 135: 5.913145062790563e-13
Position 165: 1.8627288000703826e-13
Position 142: 1.762662506602984e-13
Position 162: 4.064537102104978e-14
Position 111: 2.0740428737369597e-14
Position 167: 1.3072111593292848e-15
