Gene = Upk2
Position 1185: 1.835370204376491e-05
Position 1182: 1.5711241038763956e-05
Position 475: 1.3194138159207962e-05
Position 293: 1.240806171430701e-05
Position 453: 1.0019523199792562e-05
Position 976: 7.785440019589918e-06
Position 1253: 7.53310714787775e-06
Position 1464: 7.356979443116009e-06
Position 897: 6.849147372047898e-06
Position 462: 6.541887662450307e-06
Position 744: 6.012840987347497e-06
Position 909: 5.149518242575545e-06
Position 914: 4.327949708728275e-06
Position 380: 3.805141063333085e-06
Position 760: 3.5762439797654668e-06
Position 369: 2.3110239984798548e-06
Position 229: 2.035218965702717e-06
Position 455: 1.7064698423317154e-06
Position 918: 1.2913575486439083e-06
Position 256: 1.23838326969106e-06
Position 899: 1.039699131390406e-06
Position 468: 9.713784990895934e-07
Position 365: 8.265262069144061e-07
Position 202: 7.372940879523183e-07
Position 372: 5.902196502182686e-07
Position 237: 5.490065998567377e-07
Position 268: 5.412930017174311e-07
Position 263: 2.2438111591357342e-07
Position 388: 2.340478596297126e-08
Position 392: 2.204897525069367e-08
Position 510: 1.8959939134525855e-08
Position 536: 1.2259162271817938e-08
Position 528: 9.764614847068062e-09
Position 178: 2.93208779238236e-09
Position 396: 8.155569793180817e-10
Position 382: 7.096164892936308e-10
Position 188: 4.5635861507894017e-10
Position 515: 3.5029856121692446e-10
