Gene = Eloc
Position 444: 1.2252803769389535e-06
Position 481: 1.1918937787150305e-06
Position 109: 1.0488985982410078e-06
Position 2799: 8.761778325778623e-07
Position 1235: 8.550795733495747e-07
Position 2296: 6.278784220566866e-07
Position 2133: 6.271861297036363e-07
Position 609: 6.213231681046473e-07
Position 2550: 3.5424923591822047e-07
Position 289: 3.5397901545719373e-07
Position 1930: 2.7796307565696057e-07
Position 345: 1.386200395144775e-07
Position 1643: 3.789565681318163e-08
Position 1671: 2.9174021456246228e-08
Position 2026: 2.2487291229017263e-08
Position 1999: 2.0847151097647506e-08
Position 294: 2.0309668830981972e-08
Position 329: 1.8968225542969967e-08
Position 1375: 1.6471434921935838e-08
Position 1580: 1.5415435975092946e-08
Position 975: 1.4491731280063967e-08
Position 1970: 1.4322603501078584e-08
Position 1052: 1.3674887121116937e-08
Position 2042: 1.2987841453417834e-08
Position 477: 1.2834490755714143e-08
Position 1934: 1.2194632420127554e-08
Position 750: 1.0525413719393997e-08
Position 1448: 1.0100152191917038e-08
Position 111: 9.78968629994605e-09
Position 631: 9.487261372519854e-09
Position 264: 5.783788249429947e-09
Position 788: 3.649763363554656e-10
Position 282: 3.2615194707261707e-10
Position 360: 9.4275451216771e-11
Position 234: 8.021883728453477e-11
Position 574: 5.299594795246901e-11
Position 297: 4.6730731106487864e-11
Position 239: 3.678633354090405e-11
Position 350: 3.591525994900299e-11
Position 582: 3.571651938147739e-11
Position 440: 2.859465998463326e-11
Position 442: 1.9839298257817364e-11
Position 229: 1.932579443538881e-11
Position 187: 6.930831481702236e-12
Position 338: 6.52957714221435e-12
Position 194: 4.5353789724127546e-12
Position 352: 3.758347202998737e-12
Position 287: 2.56249394833313e-12
