Gene = H2afz
Position 630: 7.085789591472138e-07
Position 2161: 6.864675026693673e-07
Position 2153: 6.763685368042385e-07
Position 1090: 6.508660935960416e-07
Position 898: 6.332330633479826e-07
Position 1769: 4.142366158752356e-07
Position 2208: 3.9589540626461987e-07
Position 565: 3.784446002242635e-07
Position 2016: 2.3619894417133578e-07
Position 2031: 2.3455923869168268e-07
Position 609: 1.1684202751237105e-09
Position 1582: 4.489909196995022e-10
Position 2155: 2.5420657312862283e-11
Position 1841: 2.3859990252980133e-11
Position 787: 4.863569359873528e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9870684787287086
Position 1070: 0.788602918153924
Position 1523: 0.7371354090683386
Position 1592: 0.23693556679758976
Position 1032: 0.09224219809903889
Position 556: 0.07515736248857817
Position 645: 0.054856899555901485
Position 1411: 0.037585538612457337
Position 817: 0.007426549132828195
Position 1867: 0.005746461800494391
Position 1115: 0.00484156295180725
Position 1079: 0.00377797202222174
Position 855: 0.0032841983198569793
Position 1562: 0.002917210624618582
Position 1238: 0.0017988607224908933
Position 1870: 0.0011865763803352344
Position 2285: 0.0011660139848447832
Position 1720: 0.0009272570667962316
Position 708: 0.0008941585660578357
Position 1539: 0.0008646477502339988
Position 1497: 0.0007081197685106684
Position 1987: 0.0006785949069665738
Position 2008: 0.0006297864308567435
Position 657: 0.0005192966489297518
Position 2252: 0.0005086356350914442
Position 1769: 0.00035762189806440775
Position 1258: 0.000354667706179959
Position 373: 0.0003071780400876792
Position 436: 0.00027683251647545536
Position 2418: 0.00026706338609427255
Position 1120: 0.00022175486371252972
Position 1568: 0.00019615469091536453
Position 1268: 0.00014735493169576593
Position 1554: 0.00014496307549946816
Position 1415: 0.00013445988184788654
Position 1246: 0.00013336122523823903
Position 2153: 0.00011375894236436808
Position 576: 0.0001127573026010171
Position 2373: 0.00010425267390348746
Position 456: 0.00010146975688148673
Position 1800: 8.667781933893899e-05
Position 678: 8.640453638992055e-05
Position 1144: 8.321494324746063e-05
Position 2311: 8.197534931402771e-05
Position 1274: 6.994716241004239e-05
Position 2031: 5.19546973992952e-05
Position 666: 4.973747432933941e-05
Position 2089: 4.891644547995812e-05
Position 2085: 4.41691681513825e-05
Position 1635: 4.1338010094057185e-05
Position 723: 4.044063300556688e-05
Position 1723: 3.900398079434639e-05
Position 289: 3.6153349567018565e-05
Position 2172: 3.363679272092623e-05
Position 2136: 3.2605874499522815e-05
Position 1264: 3.199258786655778e-05
Position 712: 3.115387002931761e-05
Position 2429: 3.0627151990804155e-05
Position 2255: 2.7713698030237216e-05
Position 535: 2.6329099131446414e-05
Position 1474: 2.5727950945172144e-05
Position 1874: 2.4990798431219146e-05
Position 684: 2.481729134135636e-05
Position 851: 2.4721947490112982e-05
Position 823: 2.3334784204691263e-05
Position 287: 2.3296129526707213e-05
Position 491: 2.1013333023686573e-05
Position 1418: 1.9364473591199947e-05
Position 1452: 1.8951395294489838e-05
Position 342: 1.8536889713738654e-05
Position 690: 1.8065068351795883e-05
Position 1936: 1.7484499100880044e-05
Position 1431: 1.5797917329869605e-05
Position 2175: 1.5443022438769292e-05
Position 2105: 1.5429941232712848e-05
Position 347: 1.4762556168855315e-05
Position 380: 1.440909397630639e-05
Position 1961: 1.3951113203105505e-05
Position 417: 1.3835199333730005e-05
Position 2338: 1.2996559702386696e-05
Position 195: 1.2507809042971725e-05
Position 1614: 1.2477831940524714e-05
Position 1940: 1.2224060378367511e-05
Position 1291: 1.2150916452991668e-05
Position 1248: 1.1588950311804182e-05
Position 306: 1.1235023055554199e-05
Position 1478: 1.1206515728081147e-05
Position 2016: 1.0260484713137e-05
Position 1608: 9.892404789358202e-06
Position 876: 9.79081498809932e-06
Position 2193: 8.808784488332498e-06
Position 1213: 8.203819445592791e-06
Position 367: 7.951625343626744e-06
Position 1460: 7.521317816352706e-06
Position 1835: 7.335618769395574e-06
Position 189: 5.968248196036772e-06
Position 1725: 5.669545017323176e-06
Position 1532: 5.495929639811184e-06
Position 1732: 4.840245687657344e-06
Position 1218: 4.593688155277346e-06
Position 1780: 4.488660945828856e-06
Position 474: 4.450002496020585e-06
Position 127: 3.708603332536638e-06
Position 2261: 3.4858398022742446e-06
Position 105: 2.816533674463282e-06
Position 2384: 2.595980478387255e-06
Position 2190: 2.595285981552947e-06
Position 359: 2.202558724278327e-06
Position 2095: 1.793824300792308e-06
Position 1280: 1.7199529994085379e-06
Position 1178: 1.5882235138344303e-06
Position 130: 1.3706997001698397e-06
Position 1948: 1.1263898012136644e-06
Position 248: 1.1108119694553782e-06
Position 1737: 1.077672194709662e-06
Position 1227: 1.0613165118573417e-06
Position 1689: 9.832797757254392e-07
Position 337: 9.086289905208384e-07
Position 312: 9.018276723632656e-07
Position 1312: 6.511319684683988e-07
Position 2391: 5.857999916273364e-07
Position 1951: 5.514591708737231e-07
Position 743: 5.374986740236553e-07
Position 96: 5.233396150342669e-07
Position 2321: 4.982431892160396e-07
Position 1296: 3.5040824261017077e-07
Position 2208: 3.4958643460677806e-07
Position 1314: 3.2622604073109146e-07
Position 152: 2.4955890206591256e-07
Position 1131: 2.465651277540661e-07
Position 89: 1.318863812531137e-07
Position 471: 1.2163846135695157e-07
Position 256: 2.830721768537355e-08
Position 220: 2.674402806650659e-08
Position 206: 2.2577969488885946e-08
Position 1276: 5.936303070604163e-09
Position 1210: 5.678716056138825e-09
Position 731: 1.215348487620249e-09
Position 222: 2.969470134778578e-10
Position 1151: 1.3454823559518986e-10
Position 1146: 1.109087383814299e-10
