Gene = Leng1
Position 2180: 1.8932553128483777e-06
Position 2207: 1.3381716315931251e-06
Position 2280: 4.5975372474678594e-07
Position 2072: 2.7493941020517656e-07
Position 2289: 2.4144354467380805e-07
Position 2024: 1.5819133040173838e-07
Position 2469: 1.3313462632030027e-07
Position 2433: 1.2511535177650122e-07
Position 621: 7.609564080120337e-08
Position 4642: 5.437420319706908e-08
Position 2493: 4.480808217475803e-08
Position 694: 2.0369116343156202e-09
Position 1017: 8.347528594388765e-10
Position 4708: 2.5994922077954603e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4479: 0.9440772685098864
Position 1978: 0.8784301579677668
Position 2933: 0.32005996164541467
Position 2815: 0.24169279364131932
Position 2572: 0.09191627551555505
Position 1937: 0.08006954873866753
Position 4851: 0.0668375458349295
Position 5037: 0.06646090882464818
Position 2655: 0.047484575573189886
Position 4843: 0.025684542339508128
Position 2909: 0.023343018734627425
Position 5320: 0.022495306788991944
Position 4946: 0.019509847898747816
Position 5092: 0.019350216698033863
Position 2899: 0.019324590598951166
Position 1878: 0.019136151161814892
Position 4977: 0.01340804761906611
Position 1781: 0.012937835661652564
Position 1648: 0.01180461870934496
Position 4785: 0.011661169104281608
Position 1785: 0.011196039708881673
Position 5407: 0.009241069887642906
Position 413: 0.009239195484741301
Position 5041: 0.00861617378153133
Position 2767: 0.008436288916798911
Position 2002: 0.008333710897531422
Position 2085: 0.008296263441273545
Position 4938: 0.008274522492286877
Position 3476: 0.007508375869326874
Position 410: 0.007196086522308557
Position 4654: 0.007139290274211147
Position 4062: 0.006398654895669996
Position 1207: 0.005970782249778817
Position 4181: 0.0058791732879659095
Position 5572: 0.005803616574931807
Position 1171: 0.005793820469421337
Position 2248: 0.0048947900785249404
Position 722: 0.004857763210088572
Position 5232: 0.004630835348049253
Position 5022: 0.00404389179832208
Position 2945: 0.003891629741359119
Position 4678: 0.003749444479099065
Position 2940: 0.003516765694932397
Position 4493: 0.002882691019115272
Position 4968: 0.002882008251228751
Position 2917: 0.0027379732051988222
Position 1680: 0.0025293098097898545
Position 2597: 0.0024395514691328483
Position 4951: 0.002319664803730076
Position 2524: 0.0022046438224700656
Position 2981: 0.0021504303614672308
Position 3646: 0.0020646878690014346
Position 5465: 0.0020123569529308947
Position 5245: 0.001978093223602229
Position 1421: 0.0018408935072674153
Position 5273: 0.0015584331696803094
Position 1824: 0.0014040214319747872
Position 415: 0.0013074061584031206
Position 5490: 0.0012524843785087043
Position 3370: 0.0010487592349846051
Position 5479: 0.001026100473330256
Position 5375: 0.0010249529565495926
Position 2860: 0.0009717551965012027
Position 1800: 0.000966613150951783
Position 1720: 0.0009269167350866256
Position 4675: 0.0009255187836320194
Position 1361: 0.0009255064449033111
Position 4013: 0.0009199083225695344
Position 4820: 0.0008950181719346167
Position 3962: 0.0008843320254137352
Position 2623: 0.0008713065642296996
Position 4717: 0.0008520387133439067
Position 2818: 0.000795258287244703
Position 3192: 0.0007789685847999804
Position 5176: 0.0007710262829497103
Position 5128: 0.0007616115556755866
Position 1846: 0.000732080096661075
Position 4033: 0.000730835402452549
Position 5053: 0.0007272336746000643
Position 4909: 0.0006388348341830626
Position 4642: 0.0006275465769333513
Position 2989: 0.0006053633600317379
Position 5101: 0.0006026813297602678
Position 4167: 0.0005391692599599769
Position 289: 0.0005328748770203348
Position 4000: 0.0005196070714706911
Position 2024: 0.0005038910935319537
Position 3756: 0.0004991407938074745
Position 5523: 0.00048144132367658303
Position 371: 0.000458036063722742
Position 349: 0.00043057374616257683
Position 3386: 0.000416259919870562
Position 434: 0.0003844990794525424
Position 3661: 0.00038167355607674646
Position 2358: 0.0003776012145317161
Position 3965: 0.0003507322286735109
Position 808: 0.0003497959975435158
Position 5440: 0.000349343878543531
Position 3036: 0.000347352583688876
Position 2363: 0.0003455404712249262
Position 1221: 0.000332712603576528
Position 1685: 0.00032956565759449576
Position 2006: 0.0003120583591896371
Position 5172: 0.00029221678051822794
Position 4995: 0.0002852181125781184
Position 1054: 0.0002836818050133234
Position 3724: 0.00027861953221793544
Position 307: 0.0002783687117575732
Position 1464: 0.00027360811457486896
Position 2445: 0.00026271891077285644
Position 5059: 0.0002460779591937805
Position 1145: 0.00024388493083118032
Position 1626: 0.00023362183247975708
Position 1653: 0.00023346657682268187
Position 5516: 0.00022306402593716515
Position 4856: 0.00021277066689946578
Position 1503: 0.00019134871129866378
Position 2820: 0.00017992393742057442
Position 260: 0.00017984588678683107
Position 470: 0.00017931572802295227
Position 3678: 0.00014813958640476788
Position 2730: 0.0001439230228859667
Position 2039: 0.00013928883668815206
Position 3233: 0.00013852014602290326
Position 5002: 0.0001355503713448825
Position 377: 0.0001319919776429484
Position 967: 0.0001314125619115092
Position 2983: 0.00012935529516527316
Position 3413: 0.00012658806889443284
Position 464: 0.00012567828177189152
Position 2463: 0.0001240790668715813
Position 1117: 0.00012243011432971646
Position 2010: 0.00012153722973412845
Position 328: 0.00011933231525785295
Position 4066: 0.00011930711195666894
Position 2884: 0.0001182030480947678
Position 1227: 0.0001170989354890361
Position 5340: 0.00011641325223981497
Position 4498: 0.00011287180879371655
Position 5500: 0.00011037493619410219
Position 781: 0.00010841515570999652
Position 2459: 0.00010445213103500622
Position 1724: 9.745637620496879e-05
Position 2378: 9.497159080868531e-05
Position 2045: 9.469797306511621e-05
Position 4993: 9.420291348122917e-05
Position 647: 9.352529230681903e-05
Position 2042: 8.902493880186232e-05
Position 5107: 8.630947065090957e-05
Position 3440: 8.569218556136088e-05
Position 2862: 8.13273268827295e-05
Position 1557: 8.061648013368937e-05
Position 5487: 7.984707409880664e-05
Position 5590: 7.451039853455817e-05
Position 3199: 7.430903197525985e-05
Position 3258: 7.23256469102313e-05
Position 2717: 6.515389048232642e-05
Position 1223: 6.370291737743216e-05
Position 265: 6.220238779232988e-05
Position 5711: 6.184567065087704e-05
Position 357: 6.141988977159953e-05
Position 1848: 5.9554746024392896e-05
Position 1886: 5.6678919521468776e-05
Position 2089: 5.577595399285313e-05
Position 3138: 5.431170214980917e-05
Position 4141: 5.29320032340619e-05
Position 3334: 5.05024659385989e-05
Position 1269: 4.792553766223911e-05
Position 2959: 4.6185897521771726e-05
Position 390: 4.446786238821962e-05
Position 1007: 3.9843703986776274e-05
Position 3400: 3.903151253948565e-05
Position 2294: 3.81401118409959e-05
Position 1477: 3.642240878504381e-05
Position 635: 3.417600403709883e-05
Position 1029: 3.2520339274914315e-05
Position 1245: 3.1057987037966345e-05
Position 1179: 2.8016284658874415e-05
Position 935: 2.798802499804819e-05
Position 2051: 2.7361582063992038e-05
Position 3103: 2.550208614835208e-05
Position 4519: 2.5221523962838077e-05
Position 857: 2.4538958827771813e-05
Position 2867: 2.2575175936739017e-05
Position 3009: 2.241592112036766e-05
Position 359: 2.1142502848434182e-05
Position 2630: 2.0490267402154905e-05
Position 2032: 1.8768145896402148e-05
Position 485: 1.8635220773806233e-05
Position 2431: 1.742708817965601e-05
Position 215: 1.689838417935068e-05
Position 794: 1.592600005746257e-05
Position 2660: 1.5450600234849457e-05
Position 2426: 1.5084507578140138e-05
Position 338: 1.3066677901441931e-05
Position 3910: 1.2677191042584219e-05
Position 303: 1.2629170727253118e-05
Position 667: 1.2434551519501568e-05
Position 2383: 1.2034982498293916e-05
Position 491: 1.1464198538538726e-05
Position 2061: 1.010949882219999e-05
Position 1100: 1.0078883110171112e-05
Position 488: 9.40673762062921e-06
Position 1259: 9.08177576805794e-06
Position 1217: 8.988889148241169e-06
Position 978: 8.506800937033408e-06
Position 2108: 8.493902432924088e-06
Position 4401: 8.314785425810462e-06
Position 1240: 8.255455389880695e-06
Position 2103: 7.176063181631523e-06
Position 479: 6.280657756378582e-06
Position 674: 5.981484834354728e-06
Position 482: 5.854305081154906e-06
Position 2776: 4.189675087424209e-06
Position 4369: 4.10399049350276e-06
Position 1581: 4.046332433111726e-06
Position 4204: 3.889317329358027e-06
Position 1481: 3.593206197918016e-06
Position 940: 3.5491540519420363e-06
Position 147: 3.5240219121282615e-06
Position 843: 3.4603536413267834e-06
Position 1080: 3.240690216031655e-06
Position 2335: 3.1936676105870083e-06
Position 2342: 2.7351786144592386e-06
Position 4529: 2.7061011781111727e-06
Position 4348: 2.6898139725043225e-06
Position 2118: 2.663141951002611e-06
Position 518: 2.5037986408764057e-06
Position 522: 2.405191696367693e-06
Position 4327: 2.295671666893375e-06
Position 4360: 2.1361275376617818e-06
Position 4526: 2.0770813648928288e-06
Position 2276: 2.0310729882289566e-06
Position 736: 1.9527875626965505e-06
Position 871: 1.920796662035957e-06
Position 2231: 7.618801677236746e-07
Position 2992: 6.431492841008718e-07
Position 2953: 5.568127027745664e-07
Position 2217: 4.869366040652262e-07
Position 3108: 3.5739936709701443e-07
Position 3421: 3.214894006684303e-07
Position 1062: 3.0914789079753886e-07
Position 861: 2.6297911181201903e-07
Position 864: 2.623207761563384e-07
Position 3156: 2.5517991411490954e-07
Position 3144: 2.3679172309287305e-07
Position 3456: 2.1057300057973173e-07
Position 106: 1.8731648153379313e-07
Position 4571: 1.614252955954592e-07
Position 3698: 1.4350725124952955e-07
Position 1012: 1.2620616562279313e-07
Position 1398: 1.174941469679672e-07
Position 3172: 9.868750734941356e-08
Position 3153: 9.54887906593988e-08
Position 2872: 8.886431945073193e-08
Position 2260: 8.814893501798917e-08
Position 2262: 8.380739862011406e-08
Position 177: 8.337593141157755e-08
Position 676: 6.06702440222646e-08
Position 241: 4.6423429686833916e-08
Position 1274: 1.8041967584526882e-08
Position 3015: 1.6415488348675897e-08
Position 1376: 1.4574010359344373e-08
Position 153: 1.3786030210241273e-08
Position 524: 1.2826694832641497e-08
Position 200: 1.1911170321548991e-08
Position 233: 1.1830799676665229e-08
Position 1338: 1.0755710576393578e-08
Position 2870: 6.93493790453146e-09
Position 3018: 5.497912290746329e-09
Position 497: 5.371496256110024e-09
Position 820: 4.44261200374119e-09
Position 562: 2.699154873033983e-09
Position 192: 2.325380868007582e-09
Position 881: 1.934269811308595e-09
Position 545: 1.7830409783843776e-09
Position 124: 6.856770530861101e-10
Position 942: 4.871322411745303e-10
Position 2827: 3.990618787520621e-10
Position 174: 2.394103436395373e-10
Position 582: 2.2817646220167767e-10
Position 548: 1.9131640284266874e-10
Position 164: 1.2549878272869526e-10
Position 226: 9.431640500634576e-11
Position 529: 5.73904322401769e-11
Position 502: 5.2193723728617067e-11
Position 157: 4.4460047693505526e-11
Position 130: 3.614406697147671e-11
Position 99: 8.668482379258245e-12
Position 681: 5.112296664955405e-12
