Gene = Sprr2h
Position 532: 9.556423563312394e-05
Position 902: 8.47630237065952e-05
Position 900: 7.713465205763531e-05
Position 942: 7.481442938713291e-05
Position 464: 7.237628129146047e-05
Position 457: 7.19261577738236e-05
Position 736: 5.989431256921049e-05
Position 869: 4.954792590081108e-05
Position 316: 4.325424245925068e-05
Position 1298: 4.238215506360672e-05
Position 291: 4.053510654037572e-05
Position 985: 3.933565887625907e-05
Position 1282: 3.547660521209562e-05
Position 1437: 3.3810837803844167e-05
Position 884: 3.3807263409333506e-05
Position 124: 3.241882659908401e-05
Position 1285: 3.126717097396042e-05
Position 173: 2.71024269685755e-05
Position 155: 2.704735450591345e-05
Position 779: 2.671878412466343e-05
Position 1513: 2.6417173400648456e-05
Position 149: 2.1161793188380448e-05
Position 976: 1.9360643014743598e-05
Position 839: 1.38905655174975e-05
Position 599: 1.3616148297148407e-05
Position 1309: 1.3464414395718371e-05
Position 1516: 1.2601466379719405e-05
Position 1478: 1.1619129593579883e-05
Position 1304: 1.1403317380505138e-05
Position 1520: 1.0621359457432988e-05
Position 1274: 8.598023673440435e-06
Position 1378: 7.848853002453697e-06
Position 327: 7.801809750677505e-06
Position 1311: 7.277699291945918e-06
Position 99: 2.685544657847498e-07
Position 358: 1.289358682884661e-07
Position 363: 1.2705034092282506e-07
Position 175: 1.937322037873623e-08
Position 166: 1.2823560723783605e-08
Position 101: 8.793053151213017e-09
