Gene = Lair1
Position 620: 9.795937725939536e-08
Position 1718: 6.284219229043817e-08
Position 13: 1.1069781552713281e-08
Position 391: 4.503719935214921e-09
Position 510: 2.566094017376214e-09
Position 467: 7.896773406475282e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 2147: 0.8728104432079323
Position 10172: 0.28755434388658185
Position 1499: 0.20898821769250286
Position 12953: 0.1976895683175746
Position 1680: 0.19040946884072096
Position 10666: 0.182722693128673
Position 5054: 0.14304478629645845
Position 10275: 0.11968303454721196
Position 2502: 0.0984940216540301
Position 7659: 0.08955830105119146
Position 7220: 0.087785156569442
Position 7027: 0.0837165650029079
Position 1635: 0.08268522289568805
Position 7552: 0.08188300264520734
Position 2462: 0.0765510986983797
Position 8380: 0.06787291431930435
Position 9104: 0.06361973114091576
Position 10906: 0.06212570259395576
Position 13466: 0.05335273807958647
Position 12096: 0.05226746124530725
Position 6877: 0.04483852093788659
Position 1926: 0.03635022127836746
Position 10042: 0.033686100964566916
Position 1718: 0.031604241460349056
Position 14299: 0.029807614393039916
Position 10463: 0.02615892198820414
Position 12040: 0.02444012027829335
Position 6770: 0.023255987991918532
Position 10590: 0.018148020343433074
Position 11661: 0.014374416196140275
Position 8231: 0.013804506085535769
Position 5832: 0.013738149183889072
Position 6844: 0.013305900658551346
Position 6528: 0.012257098720944451
Position 4314: 0.010835772355195741
Position 5811: 0.01046189417404682
Position 2515: 0.01018166314332131
Position 6809: 0.009988985811810487
Position 4018: 0.007811000940495434
Position 6389: 0.0068167617269654255
Position 2083: 0.0063687014920388646
Position 12970: 0.006267842917403212
Position 1885: 0.0060433322228528475
Position 2053: 0.005212140143754037
Position 3805: 0.005136106095553996
Position 1323: 0.0048225963674962255
Position 5242: 0.004785917171284183
Position 3840: 0.0035039962879647875
Position 853: 0.003499140975448046
Position 6209: 0.003463982444078616
Position 3879: 0.0026390156708838985
Position 5855: 0.002573644600110991
Position 3062: 0.0023724622258361663
Position 158: 0.002361927658266814
Position 5497: 0.0022180352377059397
Position 6288: 0.0021928426108526245
Position 5089: 0.002075248478520284
Position 8796: 0.0020602402414429933
Position 2690: 0.001978906889893846
Position 2395: 0.001705866840098679
Position 5060: 0.0016294375369469087
Position 3610: 0.001520343826504274
Position 492: 0.001445884427783261
Position 637: 0.001355926206387643
Position 2035: 0.001202266819477836
Position 602: 0.001157246604423519
Position 1823: 0.0010842476907179286
Position 1043: 0.0009807994874675683
Position 2378: 0.0009196706548559905
Position 634: 0.0009176394226412468
Position 3096: 0.0008849371663165556
Position 1131: 0.0008715505946720787
Position 6989: 0.000870724271658667
Position 3276: 0.0008243566448836788
Position 656: 0.0008034056984207237
Position 5720: 0.0008009321513612959
Position 827: 0.0007859837611074887
Position 1026: 0.0007828274879494332
Position 9156: 0.0007789007515574012
Position 4700: 0.0006767939086253055
Position 771: 0.0005680977723053115
Position 1689: 0.0005026227019374698
Position 1361: 0.00044660088215037625
Position 6372: 0.00043685918250298224
Position 4773: 0.0004343961524114784
Position 1447: 0.0004154008748920254
Position 1829: 0.00028412065809284043
Position 5142: 0.0002729408277567676
Position 3816: 0.0002443334023517149
Position 824: 0.0002362146983301371
Position 3626: 0.00022987462754143535
Position 1734: 0.00017617593771378774
Position 2887: 0.0001761512822896087
Position 2415: 0.0001714780216188227
Position 1858: 0.0001616594516415684
Position 4444: 0.00015226343006361035
Position 3388: 0.00015167585365267506
Position 3571: 0.0001515632207869022
Position 4834: 0.00014777661158651574
Position 391: 0.00013536309283308673
Position 2814: 0.00013515059230780247
Position 3099: 0.00013137146311851638
Position 2506: 0.0001295675532523576
Position 3951: 0.00012698416147479614
Position 2207: 0.0001261209902643442
Position 1605: 0.00012554568274126152
Position 6080: 0.00011943022456060661
Position 3011: 0.00011884016274812461
Position 359: 0.00011527998033887454
Position 4347: 0.0001149365245575486
Position 2742: 0.00010204588040012646
Position 5471: 8.571725366493794e-05
Position 3032: 8.364129898579262e-05
Position 3548: 8.08514221497108e-05
Position 231: 7.95537245216632e-05
Position 568: 7.919887867794428e-05
Position 5281: 7.29575268528043e-05
Position 3434: 7.13018712318011e-05
Position 1504: 7.062994752215773e-05
Position 2183: 6.325568882141854e-05
Position 3191: 5.9639642995553546e-05
Position 435: 5.829831705891356e-05
Position 3987: 5.1733977069785235e-05
Position 170: 5.116365352475389e-05
Position 1609: 4.932321935198985e-05
Position 1472: 4.780916356424425e-05
Position 1770: 4.705964621432863e-05
Position 1932: 4.5061747252071724e-05
Position 1796: 4.4039068434947463e-05
Position 2090: 4.148501079474674e-05
Position 1111: 3.9910771027915887e-05
Position 2775: 3.635456512219108e-05
Position 2610: 3.394336290693325e-05
Position 831: 3.326954067771182e-05
Position 165: 3.309852801371393e-05
Position 1334: 3.217415577089678e-05
Position 1779: 2.9420343733558184e-05
Position 3883: 2.9345256694263902e-05
Position 1565: 2.6065142428272977e-05
Position 860: 2.101180983029053e-05
Position 1398: 2.0869300202935518e-05
Position 1188: 2.0597527754156165e-05
Position 2997: 1.932564093291001e-05
Position 1600: 1.781285068068182e-05
Position 2540: 1.7360797870401075e-05
Position 982: 1.6706559552808506e-05
Position 2324: 1.644956242616918e-05
Position 197: 1.4717887107682717e-05
Position 1210: 1.4574510096468516e-05
Position 255: 1.442527139135585e-05
Position 243: 1.4342386666225825e-05
Position 1246: 1.1832548451571904e-05
Position 340: 1.0868650474670392e-05
Position 1225: 7.665252201298211e-06
Position 2292: 5.8697426377240415e-06
Position 744: 5.353442506023107e-06
Position 2222: 4.405381657076783e-06
Position 912: 3.945190131524885e-06
Position 1402: 3.917165107073823e-06
Position 1222: 3.646795815760352e-06
Position 1456: 2.850902183064791e-06
Position 2418: 2.4191607500374475e-06
Position 699: 2.1147452430191905e-06
Position 4025: 1.844450305754838e-06
Position 3922: 1.7770480170864487e-06
Position 175: 1.711260948767977e-06
Position 863: 1.7041035018048827e-06
Position 2358: 1.5669049973531367e-06
Position 1163: 1.5500453268278024e-06
Position 685: 1.3970156394279113e-06
Position 1368: 1.3174912076865277e-06
Position 976: 1.272630973581614e-06
Position 2403: 1.2350610097424455e-06
Position 295: 1.1803641883346808e-06
Position 531: 1.0680203571691241e-06
Position 1293: 1.0036559202655505e-06
Position 2384: 5.917251429629781e-07
Position 142: 5.710727287558286e-07
Position 1150: 5.621969420226703e-07
Position 1281: 5.401332824168718e-07
Position 1341: 5.316934275294683e-07
Position 543: 4.655861269424195e-07
Position 501: 4.3381499096857586e-07
Position 1611: 3.2102413309501704e-07
Position 167: 2.788962117583901e-07
Position 187: 2.758903114262843e-07
Position 302: 2.42610733830395e-07
Position 1198: 1.5984233993438398e-07
Position 779: 1.23573859118231e-07
Position 138: 7.403076689128622e-08
Position 2915: 9.951343218065854e-09
Position 690: 3.544394974838601e-09
Position 783: 2.5094212357488053e-09
Position 909: 1.7793513638338745e-09
Position 687: 1.581835469268776e-09
Position 789: 1.4572845081336863e-09
Position 919: 1.3976488778090688e-09
Position 261: 1.330345927044717e-09
Position 127: 7.769123449125888e-10
Position 665: 5.275629646885059e-10
Position 276: 3.639174253163736e-10
Position 730: 2.9549583512260065e-10
Position 875: 2.263203693241167e-10
Position 280: 1.8701986612861705e-10
Position 692: 1.080699857147074e-10
Position 286: 4.08836338649771e-11
Position 400: 1.5082214930094262e-11
Position 306: 5.6173196978451925e-12
Position 551: 8.345862693893531e-13
Position 308: 5.60837258009146e-13
Position 87: 9.020525525198261e-15
Position 110: 7.825837575395717e-17
