Gene = Snrpd2
Position 286: 6.606816072285756e-06
Position 1406: 5.7653299402052355e-06
Position 1208: 5.553692629032915e-06
Position 542: 5.310662145687866e-06
Position 886: 5.175390101377093e-06
Position 759: 4.552230749513728e-06
Position 1664: 4.526342308130697e-06
Position 146: 4.435346321586044e-06
Position 1342: 4.390046520247897e-06
Position 1136: 4.0570351172025625e-06
Position 2471: 4.039940505003539e-06
Position 1238: 3.7689000484646562e-06
Position 1215: 3.4243551416062757e-06
Position 818: 3.368661411049869e-06
Position 1070: 3.3613138054775757e-06
Position 1027: 3.196933486561253e-06
Position 353: 3.0905637377896814e-06
Position 355: 2.822762693196294e-06
Position 1222: 2.4589707588020996e-06
Position 264: 2.384343725972365e-06
Position 936: 2.360449463019623e-06
Position 609: 2.163603281887159e-06
Position 1360: 2.113704464545438e-06
Position 139: 2.064878741459292e-06
Position 82: 1.8830260557919116e-06
Position 536: 1.6822548699034274e-06
Position 603: 1.563183260969793e-06
Position 89: 1.5072709349491527e-06
Position 1675: 5.215542042618433e-07
Position 1317: 3.3527573999276287e-07
Position 2455: 1.7187225485439947e-07
Position 741: 9.078592083974344e-08
Position 665: 7.29643082877802e-08
Position 655: 7.179982120665437e-08
Position 710: 3.174336795960501e-09
Position 177: 2.427418757194057e-09
Position 269: 2.1843753770276617e-09
Position 522: 1.7181699875935573e-09
Position 670: 1.198594794402141e-09
Position 616: 9.941093970002903e-10
Position 673: 6.964495546014249e-10
Position 207: 3.8224445795643336e-11
Position 213: 3.744534429954124e-11
Position 683: 1.647970662231791e-11
Position 472: 1.2060955519675729e-11
Position 1729: 7.532077675319153e-12
