Gene = Ubfd1
Position 1021: 3.794884490664173e-05
Position 257: 3.7199094129241965e-05
Position 369: 3.638195748343747e-05
Position 11470: 3.480083734614311e-05
Position 192: 3.460248274667231e-05
Position 884: 3.415817377831345e-05
Position 404: 2.8016591289401533e-05
Position 973: 2.66764948881204e-05
Position 4750: 2.638859306482893e-05
Position 269: 2.4897598117204926e-05
Position 5338: 2.0909026243975904e-05
Position 272: 1.735997733663888e-05
Position 314: 1.658270986889278e-05
Position 267: 1.1730670713336022e-05
Position 316: 1.1721043358999396e-05
Position 260: 8.297988010836941e-06
Position 433: 3.7329289056054854e-06
Position 372: 2.799538021267825e-06
Position 1915: 2.2811400446314568e-06
Position 1852: 2.2535255500765797e-06
Position 455: 2.1997353821771486e-06
Position 563: 1.5236938296459694e-06
Position 2009: 1.4427299060406074e-06
Position 1990: 1.2347348179340296e-06
Position 1193: 4.4357483575967797e-07
Position 527: 2.3450172947884198e-07
Position 6620: 8.057852399355615e-08
Position 965: 5.2412185635874604e-09
Position 887: 1.794069002158967e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8932: 0.9244496889499587
Position 11274: 0.9225211785864279
Position 4734: 0.810038924710881
Position 4526: 0.755835720612353
Position 13140: 0.48073701319114176
Position 1605: 0.4296894532758597
Position 488: 0.3964013433276651
Position 14682: 0.3056957727159089
Position 11840: 0.22824287732193388
Position 1625: 0.2225181594271634
Position 8167: 0.22110664502761068
Position 1734: 0.20878482903091794
Position 13854: 0.19319304520038574
Position 1898: 0.18140974576945648
Position 13882: 0.13778666778254028
Position 14063: 0.13669396917918616
Position 3640: 0.11735657687020142
Position 8046: 0.10009285349311471
Position 10937: 0.08291754372010772
Position 13413: 0.07488418193341102
Position 14497: 0.0678627358162192
Position 6487: 0.06595235930287167
Position 8287: 0.06112654707038036
Position 12518: 0.05558170973367674
Position 12782: 0.052165777034063776
Position 8807: 0.05115933795861313
Position 14294: 0.04804213816379655
Position 1553: 0.04762760675410759
Position 445: 0.046555710592972026
Position 8586: 0.04376462909917656
Position 4463: 0.03991046458709685
Position 6240: 0.03612794565855463
Position 11601: 0.0360527786412718
Position 7413: 0.032915880317746074
Position 1737: 0.030423867707573337
Position 4386: 0.029956793811390818
Position 8345: 0.029422601827217718
Position 13616: 0.029077608706496512
Position 13390: 0.02894215195360676
Position 8016: 0.028309295693298438
Position 13103: 0.02808222225349065
Position 5034: 0.024982396145301004
Position 3491: 0.024980212116380157
Position 14793: 0.024177741986790822
Position 14390: 0.02313235639018477
Position 14104: 0.02183701277988717
Position 8764: 0.020323712604446584
Position 6514: 0.020200802419569962
Position 10591: 0.01844960540874232
Position 3293: 0.018431113145189654
Position 13175: 0.017011244032642054
Position 12111: 0.016574410759425163
Position 8221: 0.015740851353480113
Position 667: 0.014944278610983202
Position 9576: 0.014742690046294422
Position 10851: 0.014282427696131677
Position 12067: 0.014108487840878018
Position 13907: 0.013056950430194355
Position 9789: 0.012913899007258992
Position 14588: 0.012808164427473673
Position 14009: 0.01274350125995816
Position 3557: 0.012182690402069958
Position 5443: 0.011941875141744843
Position 7335: 0.011763803523084477
Position 3030: 0.011672990616957273
Position 12635: 0.010491034043176539
Position 1628: 0.010268421820522958
Position 11408: 0.010100421180025647
Position 6203: 0.00998216880158078
Position 1766: 0.009716190568801865
Position 13471: 0.009279087793992235
Position 3609: 0.008387182459472092
Position 12497: 0.008064188583295577
Position 13195: 0.007354286337329327
Position 12943: 0.0072749009728776655
Position 12547: 0.007241716942926134
Position 6187: 0.007046100551185392
Position 628: 0.006962970950346774
Position 5341: 0.006676237983803276
Position 14040: 0.006310271953340629
Position 2171: 0.006213576644126288
Position 818: 0.00591048753468327
Position 11843: 0.005811224997312585
Position 1877: 0.0056321773707935984
Position 5385: 0.005163077332349713
Position 10456: 0.005111968945603999
Position 13001: 0.0050965780034776765
Position 1098: 0.005011723664783702
Position 8250: 0.004814986442473751
Position 4157: 0.004635093358242531
Position 10994: 0.0043228735332416805
Position 1656: 0.004271456890845287
Position 6099: 0.004205312012572195
Position 13290: 0.0039045519577416104
Position 9064: 0.0037551163215040475
Position 1170: 0.0035784961257185927
Position 10319: 0.003564659001389753
Position 13449: 0.0033805435658853036
Position 9100: 0.0030689922140697914
Position 8489: 0.003015031009125712
Position 1122: 0.0028584433154442697
Position 3541: 0.002840594698112673
Position 1752: 0.0027137646284212135
Position 14231: 0.0026671857642875936
Position 8130: 0.0026071302768480784
Position 1167: 0.0025034668872382956
Position 6522: 0.002464347443526256
Position 643: 0.002429407220096414
Position 9082: 0.002387515645319409
Position 13858: 0.002227727700285312
Position 941: 0.002144975488241486
Position 6588: 0.0021365785657445876
Position 9666: 0.002132913347883464
Position 1925: 0.0021049742258158833
Position 6610: 0.002073658891711556
Position 617: 0.0019838333257614325
Position 568: 0.001904822060921587
Position 3469: 0.001664340802787245
Position 777: 0.0016341975717247134
Position 6029: 0.0016299064684414442
Position 6115: 0.0016193373191500699
Position 2990: 0.001614403522658897
Position 7291: 0.0015564616640243855
Position 3261: 0.0015472494391813854
Position 2083: 0.0013597969873114155
Position 14988: 0.0013362960849726113
Position 5534: 0.0013014533526232855
Position 1501: 0.0012290703047028566
Position 1661: 0.0011716987455203628
Position 13024: 0.0011447541855408264
Position 11561: 0.0011289280876194715
Position 1449: 0.0011014677884020989
Position 12291: 0.0010966391625835499
Position 10459: 0.0010622681760778776
Position 12679: 0.0010620858776599165
Position 763: 0.0010069257759120446
Position 9104: 0.0009999017762907653
Position 538: 0.0009490606056180192
Position 8188: 0.0009291999993934527
Position 3466: 0.0008888201730557799
Position 2080: 0.0008568134983278742
Position 9744: 0.0008537746977038867
Position 5203: 0.0008436113697388058
Position 1296: 0.0008186886354128838
Position 3392: 0.0008071418272418104
Position 7808: 0.0008021519818782098
Position 712: 0.0007758729505835409
Position 13769: 0.0007713221258883599
Position 4583: 0.0007635911023016716
Position 678: 0.0007456617061048792
Position 13593: 0.0006987734149271189
Position 5461: 0.000639311694542713
Position 1807: 0.0006266093974593301
Position 1763: 0.0006112308758235549
Position 9995: 0.0006006804303554597
Position 730: 0.0005595692178121827
Position 2661: 0.0005378194355335562
Position 2013: 0.0005350056832745939
Position 3646: 0.000527016636942397
Position 1136: 0.000520102170921551
Position 2176: 0.0005164846775809993
Position 4737: 0.0005162712049376834
Position 4197: 0.0005078772539470622
Position 402: 0.0005045678213123194
Position 10534: 0.0004924278648346968
Position 1556: 0.00048462846166175843
Position 4049: 0.00047819630712874465
Position 745: 0.0004603881693153492
Position 3082: 0.0004406905353278674
Position 4171: 0.0004061690327096326
Position 5588: 0.0004035072568196553
Position 3527: 0.00039789255198633317
Position 3341: 0.0003945011349708905
Position 869: 0.0003894236512403003
Position 2912: 0.00038147732471139907
Position 3336: 0.0003676719173416102
Position 4003: 0.00036025305542240315
Position 12333: 0.0003553156273749811
Position 523: 0.0003500754422532247
Position 9242: 0.0003451478462326882
Position 919: 0.00034111435623593073
Position 3676: 0.0003289577310749226
Position 3369: 0.0003114435646094224
Position 575: 0.00031141193563428597
Position 9114: 0.00030854225987554754
Position 578: 0.0002750986521788574
Position 9934: 0.0002745164259257552
Position 399: 0.00027227862318522276
Position 5301: 0.0002711544370842653
Position 2115: 0.00027067451614704827
Position 6683: 0.0002503745624857408
Position 1990: 0.00022979854375505815
Position 2893: 0.00022442367612500542
Position 3315: 0.0002209962498029211
Position 2555: 0.00019820615642889426
Position 1641: 0.00019730049314921905
Position 7764: 0.00019446650588799468
Position 688: 0.00017044372543260761
Position 395: 0.00016599242550140834
Position 3358: 0.0001487031157069361
Position 1362: 0.0001470746066631659
Position 2042: 0.0001452825078587652
Position 584: 0.00013622883071918895
Position 2377: 0.00013547492870185284
Position 3659: 0.00012231637188677886
Position 11689: 0.00011913575854800912
Position 13352: 0.00011838748932945517
Position 1883: 0.00010653163900959714
Position 11283: 0.00010341826094462777
Position 6874: 9.940681831221748e-05
Position 2881: 9.665276435529955e-05
Position 2476: 9.380198603677692e-05
Position 4893: 9.172740781924207e-05
Position 496: 8.85698165151094e-05
Position 715: 8.662748166625344e-05
Position 5750: 8.539449413902248e-05
Position 973: 7.267144202536535e-05
Position 2303: 6.796892465699795e-05
Position 4669: 6.731442383719761e-05
Position 3929: 5.8877150390387005e-05
Position 590: 5.5247082464655074e-05
Position 9195: 5.208558436690147e-05
Position 6057: 4.481875321994079e-05
Position 1855: 4.4572581349147085e-05
Position 517: 4.3591281247529704e-05
Position 955: 4.345671940526577e-05
Position 1060: 4.188880748558964e-05
Position 1125: 4.17102128074513e-05
Position 4940: 4.1261542598004386e-05
Position 6287: 3.669595322087081e-05
Position 6064: 3.533565908001228e-05
Position 9730: 3.05881076600086e-05
Position 1452: 2.9053841339055784e-05
Position 5243: 2.834615173838347e-05
Position 1476: 2.795091098762402e-05
Position 2245: 2.7015328691508203e-05
Position 5664: 2.6685008916631084e-05
Position 799: 2.5669604741109295e-05
Position 5045: 2.2030780333041864e-05
Position 230: 2.1139593556893904e-05
Position 300: 2.083739950046017e-05
Position 503: 1.9938274223907712e-05
Position 994: 1.9312251360582983e-05
Position 2805: 1.7434210164996076e-05
Position 796: 1.3206222227055919e-05
Position 1142: 1.2926006699757891e-05
Position 5346: 1.2705338593933152e-05
Position 186: 1.261825499823254e-05
Position 2031: 8.1159822600336e-06
Position 598: 6.318597060810982e-06
Position 980: 5.917250617633646e-06
Position 1811: 5.891106825863664e-06
Position 802: 5.801826252654327e-06
Position 790: 5.7558078060368355e-06
Position 499: 5.594974247995299e-06
Position 3079: 5.530544376333547e-06
Position 348: 4.857927365059825e-06
Position 1796: 4.125276185769994e-06
Position 9153: 4.06213720445131e-06
Position 1413: 3.2005219743911526e-06
Position 201: 3.1108333240734065e-06
Position 3682: 3.0551202005598958e-06
Position 2035: 2.009572793051848e-06
Position 2383: 1.9915221691812775e-06
Position 1922: 1.6228885750424678e-06
Position 1459: 1.1722621627179129e-06
Position 4776: 6.748141205511394e-07
Position 1938: 4.4928732932097193e-07
Position 1868: 4.333854770782438e-07
Position 5602: 3.995261602043314e-07
Position 5626: 3.9433749727551324e-07
Position 2935: 3.844358350821698e-07
Position 1935: 3.7832614562736323e-07
Position 901: 3.3853108669348766e-07
Position 4875: 3.0393944045632226e-07
Position 2019: 2.7901233866533535e-07
Position 327: 1.742002757488081e-07
Position 5218: 8.374497281965571e-08
Position 2560: 4.373152456333491e-08
Position 350: 3.791924683257266e-08
Position 1021: 1.5378849477393056e-08
Position 314: 1.006491611482573e-08
Position 462: 8.596394295237363e-09
Position 1174: 8.133945435325957e-09
Position 830: 5.317609854042151e-09
Position 827: 2.5917132781738347e-09
