Gene = Diablo
Position 4026: 1.2993563131084302e-05
Position 6754: 1.2426424510444439e-05
Position 1530: 1.1920753898220425e-05
Position 6554: 1.094338169589677e-05
Position 4574: 1.0891276830912561e-05
Position 5729: 1.0509208516713614e-05
Position 6479: 9.904622996118666e-06
Position 4522: 8.142419123000125e-06
Position 371: 7.864395383366978e-06
Position 5713: 7.419688559135795e-06
Position 2975: 5.491142578469138e-06
Position 159: 4.7932657436108135e-06
Position 4382: 4.356245078732165e-06
Position 4258: 4.282749168294633e-06
Position 6721: 4.224375222663478e-06
Position 4193: 3.7106535009560014e-06
Position 3200: 3.3226499831057736e-06
Position 1803: 3.3223294508340783e-06
Position 3128: 3.2704647121021964e-06
Position 6464: 3.250045803685758e-06
Position 6724: 2.9349959496377335e-06
Position 2952: 2.8563861359318185e-06
Position 1228: 2.8411898661822996e-06
Position 1219: 2.828628320358088e-06
Position 602: 2.6150522594525827e-06
Position 3339: 2.564365291094956e-06
Position 522: 2.3918364054115762e-06
Position 3078: 2.2133859008575996e-06
Position 902: 1.940996979108321e-06
Position 4864: 1.573194048984642e-06
Position 907: 1.440536132039246e-06
Position 4824: 1.3902871131285773e-06
Position 900: 1.2015704795253809e-06
Position 5022: 9.69756584298919e-07
Position 5205: 9.694462589511664e-07
Position 937: 6.871589541053618e-07
Position 1719: 3.9931383404305943e-07
Position 876: 3.1631252515603703e-07
Position 2063: 1.3323856477842275e-07
Position 806: 1.0392772925915755e-07
Position 1533: 9.865753542524976e-08
Position 1676: 9.1975854033854e-08
Position 1013: 8.258445323254781e-08
Position 1717: 7.638829618833298e-08
Position 874: 6.849397343503677e-08
Position 1087: 5.816884775028005e-08
Position 1303: 5.463827820776546e-08
Position 932: 5.0522791990835926e-08
Position 6582: 4.8739493893711595e-08
Position 2026: 4.596313330964708e-08
Position 1317: 4.194146538183796e-08
Position 1391: 4.174011720864528e-08
Position 15: 6.02009618739985e-09
Position 353: 2.559235102812746e-09
Position 1019: 5.5450917365371595e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6110: 0.9617001569793177
Position 6342: 0.8566441386357783
Position 794: 0.8544548678140345
Position 4003: 0.7427708807502299
Position 11468: 0.6574685112169409
Position 12164: 0.21345493136325885
Position 12318: 0.19655820629287735
Position 11900: 0.14247386361563918
Position 6634: 0.1420205651506819
Position 4690: 0.11197301986711411
Position 2951: 0.10672214476402957
Position 9762: 0.09627248844969083
Position 12042: 0.07072164730434473
Position 7723: 0.0684622462297772
Position 12111: 0.0639044159154183
Position 11208: 0.05115982044423467
Position 3984: 0.04306764705469649
Position 5958: 0.03363989097244886
Position 847: 0.03127632702179624
Position 4067: 0.028160307188454716
Position 6738: 0.02474996338633401
Position 324: 0.024053344638212834
Position 12226: 0.023757109680249973
Position 2626: 0.022040013873289292
Position 5811: 0.01859932050499835
Position 11740: 0.018098806820247837
Position 7464: 0.015161903912179218
Position 6525: 0.014717392597460712
Position 3194: 0.014320049631343468
Position 7625: 0.010464926989199895
Position 9635: 0.009357472674201468
Position 364: 0.008667341065901654
Position 3281: 0.008455023360933941
Position 11842: 0.008005967483147478
Position 7669: 0.0071906535067504575
Position 6829: 0.006552719173444519
Position 12106: 0.0063260203565326375
Position 7557: 0.006150630122588235
Position 999: 0.005835922424767151
Position 8000: 0.005670537707938017
Position 1929: 0.005655779857623055
Position 10032: 0.005556968814641232
Position 6667: 0.005475748878942355
Position 1141: 0.005310831767608155
Position 3253: 0.005054127453485483
Position 11496: 0.0049441684770218175
Position 5991: 0.00493951377560543
Position 7646: 0.0045744125177451835
Position 735: 0.004508601590270162
Position 676: 0.004153137817534005
Position 6788: 0.004043587450323377
Position 9560: 0.003958253373073532
Position 2960: 0.003935803248227412
Position 415: 0.003718210609660761
Position 3888: 0.00365258428436668
Position 7690: 0.0034727493301178816
Position 259: 0.0031911110350909882
Position 2344: 0.0030894381290787476
Position 10288: 0.003032159115407969
Position 10387: 0.0029288119847261885
Position 11748: 0.002559235849687501
Position 11772: 0.0025061494266899144
Position 831: 0.002299072092316027
Position 2841: 0.002258524517838068
Position 12298: 0.0022385992091092854
Position 800: 0.00216235003870189
Position 612: 0.002064080427707611
Position 6975: 0.002040309184862299
Position 6793: 0.001988629120325535
Position 3835: 0.001939269718734552
Position 4617: 0.001911882716064658
Position 10262: 0.0018956610865524975
Position 754: 0.0018192482214550976
Position 1555: 0.001748581921386179
Position 218: 0.0016496633762419573
Position 6757: 0.0016169740813970184
Position 6837: 0.0015640774126945121
Position 5601: 0.001557673893873805
Position 11474: 0.0015351092935373069
Position 375: 0.0014509487807332735
Position 679: 0.0014151602543702757
Position 7525: 0.0013474823504576192
Position 9049: 0.0013422721896063838
Position 9450: 0.0013398990543266333
Position 6126: 0.0012970554429397956
Position 6570: 0.0012786661531008618
Position 1824: 0.0011985945661282982
Position 6360: 0.0011848668075991368
Position 6323: 0.0011361456491812256
Position 1159: 0.0011325972742039986
Position 11471: 0.0011272779603099302
Position 7302: 0.0011166650790125465
Position 702: 0.0009620792093941384
Position 5562: 0.0009098031316292758
Position 3966: 0.0008923050935098733
Position 6357: 0.000862046905114832
Position 11708: 0.0008576596403518211
Position 5451: 0.0008261458642004299
Position 381: 0.0008228935086013207
Position 11937: 0.0007837472169476265
Position 11872: 0.000780087463179397
Position 7481: 0.0007410554464430015
Position 1366: 0.0006872811113357868
Position 9214: 0.0006546500917400956
Position 7889: 0.0006468952918834027
Position 9982: 0.0006173144203310076
Position 921: 0.0006143570906964998
Position 953: 0.000611727912553892
Position 8953: 0.0005651501233650723
Position 12322: 0.0005459160964689069
Position 1613: 0.0005392530668829798
Position 3221: 0.0005211011991314309
Position 1400: 0.0004902872520264646
Position 4991: 0.0004775628971001497
Position 3154: 0.00046940769814848393
Position 6812: 0.0004608328326258856
Position 4589: 0.0004287367731028433
Position 1001: 0.000407793220970304
Position 2634: 0.0003910523682715315
Position 7250: 0.0003752119396449692
Position 10856: 0.00035102710815045296
Position 7601: 0.0003366439512222769
Position 9129: 0.0003324719060891337
Position 12427: 0.00033036538635047207
Position 10910: 0.00030979939801070987
Position 11224: 0.00029384370960536943
Position 1363: 0.00029238113104958365
Position 3795: 0.0002894647188428398
Position 340: 0.00027298391005379434
Position 10596: 0.00027190693396714845
Position 6031: 0.0002674788786399703
Position 3953: 0.0002583632733737589
Position 3031: 0.00025645596264641126
Position 5931: 0.00024920055334668747
Position 1625: 0.0002445106207427888
Position 6982: 0.00024344403572343858
Position 3051: 0.0002425597632786583
Position 3755: 0.0002357463305742797
Position 2265: 0.000228850177470339
Position 1647: 0.00022858926805852773
Position 9138: 0.00022101517191642882
Position 8158: 0.00021750989578045985
Position 742: 0.00021743902131485005
Position 9084: 0.00021609167693664567
Position 1978: 0.0002137671616041892
Position 7791: 0.00020378182559173093
Position 2904: 0.00020353486696825227
Position 6476: 0.00019732642702068574
Position 10682: 0.0001876476077974175
Position 804: 0.00017157893849021526
Position 222: 0.00017088208905869853
Position 2520: 0.00016938896905651756
Position 5407: 0.0001635647182813814
Position 7460: 0.000159411125811541
Position 1059: 0.000157644612851758
Position 2643: 0.00015734561885223528
Position 2870: 0.00013778583140351406
Position 2177: 0.0001234471538589948
Position 6803: 0.00012165932724933829
Position 10131: 0.00011783600721178598
Position 9262: 0.00011780464779018513
Position 5333: 0.00011637743810785985
Position 105: 0.00011607538447548293
Position 5474: 0.00010877547578306577
Position 377: 0.00010782873128254302
Position 334: 0.0001046188546046736
Position 3015: 0.00010221760254131696
Position 469: 9.80929855212175e-05
Position 527: 9.107294764270709e-05
Position 9291: 8.77576314738583e-05
Position 3168: 8.51895794027284e-05
Position 4693: 7.667445809898712e-05
Position 11062: 7.101567306030226e-05
Position 1714: 6.73421350115868e-05
Position 4544: 6.700981758205019e-05
Position 2991: 6.627092505801135e-05
Position 4696: 6.513008160775757e-05
Position 5823: 6.495671535991545e-05
Position 8849: 6.388252666854029e-05
Position 1512: 6.335418015808408e-05
Position 4715: 6.23147494844951e-05
Position 1013: 6.195624842690345e-05
Position 2720: 6.15101289919068e-05
Position 2892: 6.120070522560072e-05
Position 2383: 6.0192783189238854e-05
Position 9053: 5.901627975659301e-05
Position 169: 5.277493607515485e-05
Position 1652: 4.9336452819356586e-05
Position 441: 4.8184070395441177e-05
Position 2681: 4.104285035721227e-05
Position 5883: 4.001082189970152e-05
Position 7090: 3.8598050949049096e-05
Position 224: 3.698397727364142e-05
Position 3170: 3.5904829565038306e-05
Position 7022: 3.5798795010614366e-05
Position 8037: 3.57574838964542e-05
Position 1596: 3.4026045920399464e-05
Position 1938: 3.1145428414219174e-05
Position 7919: 3.007510040877352e-05
Position 6946: 2.8835823917168758e-05
Position 1663: 2.702102073658686e-05
Position 6881: 2.5988354728784272e-05
Position 1699: 2.500075775514031e-05
Position 7153: 2.4180138086569972e-05
Position 1147: 2.0770157629198373e-05
Position 379: 2.0638581250758365e-05
Position 1019: 1.9272181609911176e-05
Position 6530: 1.6499887717424735e-05
Position 4483: 1.606205358717091e-05
Position 1199: 1.5961371907239615e-05
Position 7519: 1.341852383146447e-05
Position 485: 1.142092488714754e-05
Position 5820: 9.420815719951372e-06
Position 4237: 9.040877501886358e-06
Position 6409: 8.302246159214556e-06
Position 2649: 6.744122417101166e-06
Position 2058: 6.090252340684497e-06
Position 4115: 6.083944508535514e-06
Position 6291: 5.597628257284947e-06
Position 2758: 5.031282135307925e-06
Position 4183: 4.853957111366585e-06
Position 509: 4.033261585272972e-06
Position 6289: 3.998185600137381e-06
Position 276: 3.993857789938963e-06
Position 6372: 3.688045759480117e-06
Position 2459: 3.627636112703208e-06
Position 507: 3.6062003743442526e-06
Position 635: 3.550269500156819e-06
Position 1428: 3.4409591294541795e-06
Position 3720: 3.2039642159313356e-06
Position 4440: 3.003780322729283e-06
Position 1829: 2.9873513344684794e-06
Position 3199: 2.5342594287922657e-06
Position 1569: 2.4502771194593106e-06
Position 1601: 1.9959646955842244e-06
Position 2242: 1.9825643852026003e-06
Position 1630: 1.230271573062181e-06
Position 2245: 1.22592400414291e-06
Position 1406: 1.0433132845444498e-06
Position 1193: 1.0195555419182908e-06
Position 1571: 1.0084446383853107e-06
Position 1242: 8.300585760886177e-07
Position 2889: 7.899980155710972e-07
Position 123: 4.005963273442109e-07
Position 960: 3.458640676596898e-07
Position 642: 3.1888452852739196e-07
Position 1727: 2.4657608042616795e-07
Position 1521: 1.4562983457207954e-07
Position 1575: 1.4209665500221224e-07
Position 2202: 1.3159555660816303e-07
Position 2174: 1.3116783527897052e-07
Position 1668: 1.2562925812486775e-07
Position 1615: 1.192992985182542e-07
Position 967: 1.035781387758107e-07
Position 744: 7.912322509429e-08
Position 120: 4.141372937381703e-08
Position 6378: 4.009013106265502e-08
Position 6394: 3.7651645801170806e-08
Position 1476: 3.6992761613504136e-08
Position 1619: 3.0800265179596925e-08
Position 1766: 3.075158676236251e-08
Position 1777: 2.3663141709945062e-08
Position 1309: 2.0309978138230987e-08
Position 1279: 1.5736013258629527e-08
Position 1042: 1.240571815419825e-08
Position 926: 1.2045499082586659e-08
Position 973: 1.1033644756855797e-08
Position 1215: 8.621417423344202e-09
Position 1994: 7.763720790693146e-09
Position 1634: 2.964592398421218e-09
Position 1373: 1.776819443037637e-09
Position 142: 1.9026836870394318e-10
Position 125: 1.481448013488277e-10
Position 1031: 8.730946815800687e-11
Position 1114: 6.45281359475035e-11
Position 1109: 5.4193218285269034e-11
Position 144: 4.4675539320944744e-11
Position 154: 6.593987851334021e-12
