Gene = Insc
Position 451: 0.05948573747863372
Position 7103: 0.0563920334748477
Position 2564: 0.05573254788108248
Position 4049: 0.054113975071316066
Position 11488: 0.05150759781317436
Position 4033: 0.04312250718571121
Position 11072: 0.040474272338706055
Position 8572: 0.038814926758964606
Position 7316: 0.03541243623013738
Position 12393: 0.03396236026434162
Position 3216: 0.030097896570009598
Position 12609: 0.021953579963068754
Position 14621: 0.02091430693419443
Position 11944: 0.019133864525528906
Position 6221: 0.018259913642455314
Position 1928: 0.016494200483752962
Position 6015: 0.015302116922635072
Position 8111: 0.015088566693189798
Position 3361: 0.013614396065304308
Position 2303: 0.011728794955054384
Position 5767: 0.009816567616933763
Position 3198: 0.00917570456347157
Position 1335: 0.008858992083916363
Position 677: 0.008686464714073961
Position 700: 0.007901496307474559
Position 1719: 0.007194011461344714
Position 2608: 0.006342025884639906
Position 8731: 0.005910520600919194
Position 7469: 0.005590914060046797
Position 5458: 0.005586141567750668
Position 3169: 0.0051873312414910154
Position 1510: 0.005175011352794045
Position 2452: 0.005174968506252954
Position 4088: 0.004241368946410626
Position 3131: 0.003967349935631145
Position 11582: 0.003937462227388821
Position 5809: 0.003876025543925841
Position 161: 0.003697159594633476
Position 5372: 0.0035709433724760726
Position 5610: 0.002868932865171285
Position 485: 0.0026133649813097817
Position 5109: 0.002581961679232297
Position 2153: 0.002347086101552299
Position 7012: 0.002316976487636654
Position 1446: 0.0022101622521672575
Position 9373: 0.0021192991974206205
Position 10496: 0.0020638442508106557
Position 6931: 0.002033107587436023
Position 2359: 0.002012042049631586
Position 515: 0.001959486960826364
Position 541: 0.001890005250426415
Position 3092: 0.0016716876056888169
Position 3678: 0.0013629649694287022
Position 2373: 0.0011490167658897573
Position 644: 0.0011230216937494748
Position 2757: 0.0010173831489556865
Position 4298: 0.0009219481980383016
Position 2701: 0.0009104301312956347
Position 494: 0.0008001460609889047
Position 3386: 0.0007825459398562233
Position 1208: 0.0007453447474039706
Position 3410: 0.0007281146958929633
Position 505: 0.0006730025623131146
Position 7357: 0.0006265015730445706
Position 6159: 0.0006226202859893647
Position 347: 0.0006037019144378493
Position 2502: 0.0005827696759512548
Position 5423: 0.0005602043445593943
Position 6068: 0.0005500256247543489
Position 2635: 0.0005137451064397229
Position 3921: 0.00048126979844354554
Position 778: 0.0004676583497529271
Position 1589: 0.0004459968978814255
Position 332: 0.0004151115702663055
Position 1144: 0.0003620739872851674
Position 6799: 0.00031442669776431516
Position 1037: 0.0002269988308148061
Position 2873: 0.00021924605553416224
Position 284: 0.00018162154001339823
Position 6182: 0.00017459841574630236
Position 1967: 0.00015925151325177995
Position 2056: 0.00015629330384503263
Position 1489: 0.00014736747641565072
Position 3898: 0.00013600174717326587
Position 239: 0.0001328929406779408
Position 329: 0.00012729476025843421
Position 4186: 0.00012199981081858246
Position 5615: 0.00012182614177724832
Position 1273: 9.764722488714632e-05
Position 1679: 9.61677802928037e-05
Position 2473: 9.557880686726874e-05
Position 1471: 8.354878791081012e-05
Position 810: 6.852697734245793e-05
Position 4657: 6.511488247231216e-05
Position 548: 6.506611649110632e-05
Position 2638: 6.173237124440768e-05
Position 411: 5.801190394588799e-05
Position 366: 5.5257677545534987e-05
Position 2079: 5.45212219369711e-05
Position 2454: 5.266792672072375e-05
Position 3957: 4.530131483656961e-05
Position 2641: 4.515630922177502e-05
Position 1820: 3.078844843145785e-05
Position 1399: 2.8799453258736696e-05
Position 1176: 2.7135821775202557e-05
Position 2189: 2.6134616417588157e-05
Position 1516: 2.497922709581519e-05
Position 877: 1.9287976914622263e-05
Position 135: 1.7787485961889098e-05
Position 1743: 1.7313569499474558e-05
Position 123: 1.6125833691421256e-05
Position 176: 1.4111172813779643e-05
Position 950: 1.2987897095721906e-05
Position 1749: 1.2809116550334075e-05
Position 1752: 1.243552507687618e-05
Position 1241: 1.1768305885655353e-05
Position 353: 8.072391712784459e-06
Position 389: 7.910425327851959e-06
Position 1403: 3.7727007168421125e-06
Position 128: 3.213911705209937e-06
Position 1433: 2.3319740247893395e-06
Position 531: 2.1039494858112794e-06
Position 1548: 1.7290978257814486e-06
Position 521: 1.6903089921267491e-06
Position 369: 1.5470270037567841e-06
Position 373: 1.3137246500945594e-06
Position 265: 7.231458208740416e-07
Position 379: 4.794548614747435e-07
Position 1540: 3.5164644829085087e-07
Position 1572: 3.0952849548129385e-07
Position 355: 2.48685439822131e-07
Position 1170: 2.2986956491968483e-07
Position 241: 1.8243922222437037e-07
Position 170: 1.4843497647457092e-07
Position 857: 1.1301934283855949e-07
Position 306: 7.140710681292767e-08
Position 245: 6.646375157576717e-08
Position 252: 6.471371967845992e-08
Position 566: 5.95886357079436e-08
Position 562: 4.462458559703255e-08
Position 299: 3.052850339602675e-08
Position 385: 2.4841685082612523e-08
Position 784: 1.8078964345032397e-08
Position 686: 1.653418286590125e-08
Position 744: 1.6376819113763966e-08
Position 573: 1.61299023049413e-08
Position 560: 1.4431724234708791e-08
Position 186: 6.4399687430013705e-09
Position 249: 9.36199992424829e-10
Position 105: 5.665023202837189e-10
Position 254: 5.007045074345144e-10
Position 720: 1.0906486395287993e-10
Position 733: 1.0871030322925907e-10
Position 812: 1.013224513267812e-10
Position 102: 2.0192649700753382e-11
Position 363: 1.0020314830925319e-11
