Gene = Nifk
Position 10819: 9.238056083379075e-05
Position 1230: 8.892939215727362e-05
Position 2158: 8.203649997907908e-05
Position 2153: 8.056103242965613e-05
Position 2776: 7.984837317887536e-05
Position 924: 7.678734859298883e-05
Position 1656: 7.507457761433186e-05
Position 1194: 6.094226590909378e-05
Position 10789: 5.4452689434700715e-05
Position 6208: 5.238191555158005e-05
Position 10621: 4.246781647117031e-05
Position 11140: 4.0903548381284465e-05
Position 10844: 2.9570842445798204e-05
Position 1871: 2.1401762469155657e-05
Position 911: 1.7511216474554596e-05
Position 368: 7.513851874354118e-06
Position 361: 6.988236144458399e-06
Position 670: 6.830224342805267e-06
Position 44: 6.449445930084476e-06
Position 468: 5.569300758584645e-06
Position 653: 5.396417781706669e-06
Position 813: 4.889060897412474e-06
Position 990: 4.757096937089731e-06
Position 1837: 4.664886827336962e-06
Position 1007: 4.655121096524481e-06
Position 450: 4.550917656452075e-06
Position 1844: 4.460854939116426e-06
Position 1021: 4.372726304961139e-06
Position 766: 3.905182447571435e-06
Position 558: 3.894707585524843e-06
Position 514: 3.77844249977961e-06
Position 797: 3.6772958898582796e-06
Position 640: 3.501632095201426e-06
Position 588: 3.0422775576315358e-06
Position 285: 1.8992522905791678e-06
Position 967: 1.891053934490616e-06
Position 222: 1.8649712139696935e-06
Position 625: 1.8644458432616667e-06
Position 287: 1.29535613348502e-06
Position 1935: 1.1406301349993991e-06
Position 11143: 1.1203396498453895e-06
Position 674: 1.0824256289401632e-06
Position 628: 1.072972150726072e-06
Position 545: 8.897614134606914e-07
Position 10816: 8.708479058382245e-07
Position 934: 6.702654364693301e-07
Position 565: 6.246612504767239e-07
Position 726: 5.486512298606093e-07
Position 26: 5.270680226389591e-07
Position 38: 4.910435812914847e-07
Position 85: 3.9686375873671347e-07
Position 631: 3.7154805126410565e-07
Position 840: 3.2896307269649923e-07
Position 3010: 2.513060081152684e-07
Position 411: 2.2814914193566885e-07
Position 318: 1.5983086181630918e-07
Position 1177: 1.5642345380401074e-07
Position 407: 1.277508917116782e-07
Position 320: 8.260024598831673e-08
Position 436: 7.81332102179049e-08
Position 116: 5.9004415827983924e-08
Position 932: 3.511051644090766e-08
Position 681: 2.1366786018178968e-08
Position 688: 2.070694186346303e-08
Position 6: 1.2920456037911167e-08
Position 393: 6.895105587245333e-09
Position 430: 1.8258564961142221e-09
Position 1043: 9.526128900542227e-10
Position 391: 3.5708135080853083e-13
Position 398: 3.316738963902126e-13
Position 956: 8.162756856461846e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10504: 0.9865417324000287
Position 10910: 0.950123879290129
Position 5785: 0.9264851472588113
Position 1742: 0.8965643035261813
Position 10722: 0.7553265750891481
Position 7513: 0.7071020628835913
Position 8766: 0.5878182448045008
Position 1958: 0.33836099438807926
Position 9338: 0.13527008197807405
Position 6508: 0.1190624098102644
Position 6523: 0.10276034347365903
Position 9880: 0.09398973246896761
Position 4823: 0.08058754682464214
Position 2849: 0.0685214903519809
Position 5012: 0.0643852489386186
Position 1087: 0.06382037192728646
Position 11232: 0.05022895999229864
Position 7222: 0.042360018587611556
Position 3671: 0.03847010440449274
Position 11289: 0.028572438387637695
Position 6579: 0.027043361302601404
Position 8951: 0.026886692649179
Position 720: 0.02618622816664684
Position 1010: 0.022414432955043744
Position 2825: 0.022359018710493884
Position 9202: 0.0219852184634152
Position 1782: 0.02133501945937144
Position 10292: 0.020220376029735428
Position 4867: 0.019351816459888135
Position 789: 0.018692596260019224
Position 8709: 0.017374597284275865
Position 7266: 0.01572174388157506
Position 3637: 0.014972606127842772
Position 307: 0.013617120928308413
Position 2355: 0.012883445856135121
Position 407: 0.012232363636462355
Position 976: 0.01155407113172632
Position 2302: 0.00964732437650239
Position 8804: 0.009639559669390724
Position 1748: 0.009129451708611113
Position 8564: 0.007111941178260112
Position 7594: 0.006671984927315525
Position 9725: 0.006428735802450435
Position 8906: 0.006298435207105794
Position 9156: 0.005844122181336768
Position 1116: 0.005682912778989318
Position 8919: 0.005636540343635841
Position 10545: 0.005605502802672553
Position 6354: 0.00519166870343282
Position 8866: 0.005109236879416978
Position 819: 0.005106955830639102
Position 11022: 0.004768931455851204
Position 3228: 0.004494157751850709
Position 2960: 0.0043398791799079016
Position 8616: 0.004227780888612162
Position 1819: 0.0039754906715728875
Position 5144: 0.003954099098603755
Position 5732: 0.003839924254436495
Position 1249: 0.003727771705039137
Position 7597: 0.0037065122732032707
Position 765: 0.003532649663965039
Position 4838: 0.0030353790546338534
Position 6078: 0.002947859767369745
Position 6124: 0.0027103183172724568
Position 10261: 0.002591360047517153
Position 3410: 0.0024555917034737983
Position 11772: 0.0024496302490460424
Position 1981: 0.002435357365450129
Position 9184: 0.002253418389192096
Position 6718: 0.002248789198911551
Position 314: 0.0021944192468091187
Position 10923: 0.002172041699718728
Position 2801: 0.002145412308081545
Position 1844: 0.0021357695371798
Position 668: 0.002125612728792939
Position 232: 0.0021016938773355865
Position 8583: 0.0020992323921666103
Position 1016: 0.0020158042031669728
Position 2037: 0.0019379077240585588
Position 3305: 0.0019269781954388708
Position 6332: 0.0019174658444342481
Position 6549: 0.0018798084952054172
Position 3712: 0.0018750728238690368
Position 2390: 0.0018210613277535297
Position 9707: 0.0017488890441571946
Position 11611: 0.001701575956917038
Position 378: 0.0016672057637682949
Position 2939: 0.001657514735334909
Position 3582: 0.0016280181416324841
Position 4400: 0.0014369690821355642
Position 8325: 0.0013790380350171298
Position 854: 0.0013232019892788066
Position 1192: 0.0012417532769173492
Position 10866: 0.0012370625995615002
Position 725: 0.0011417474645778088
Position 11331: 0.0010781820874462573
Position 7556: 0.0010727047325527405
Position 9988: 0.00101791444962349
Position 932: 0.000952700243696035
Position 414: 0.0009411090574974483
Position 1592: 0.0009297945857870012
Position 2534: 0.0008964497844145559
Position 7033: 0.0008783734615370547
Position 11848: 0.0008562160537431419
Position 10771: 0.0007733246964117839
Position 1177: 0.0007378039855099313
Position 11412: 0.0006625426804525526
Position 8257: 0.0006606410625644229
Position 2176: 0.000629346713165765
Position 1282: 0.0005988295200437805
Position 2573: 0.0005842555803091883
Position 6919: 0.0005568607582563042
Position 11496: 0.0005234716386298187
Position 326: 0.000522621175876183
Position 1964: 0.0005117326951252345
Position 11756: 0.0005103711051944919
Position 2592: 0.0005053832864766873
Position 872: 0.0005015021756699116
Position 10948: 0.0004922181191037323
Position 11307: 0.0004669296170156104
Position 3675: 0.0004275148994922299
Position 245: 0.00042311750801378537
Position 2703: 0.00041529461420865217
Position 6146: 0.00041527704138336416
Position 2605: 0.0004079676307447015
Position 4819: 0.0003983579645367
Position 6297: 0.00037977754803059246
Position 269: 0.0003777053204809238
Position 8224: 0.0003755005280389859
Position 4228: 0.0003578590128830807
Position 2775: 0.00035692338911037276
Position 952: 0.0003514167010408476
Position 11828: 0.00034630309488522295
Position 11876: 0.0003388653502583611
Position 6340: 0.00033672896977514057
Position 4995: 0.0003292507549685765
Position 5667: 0.00032355808045998437
Position 8116: 0.00029079078514484923
Position 7983: 0.00028520694815137646
Position 3108: 0.0002850872712478731
Position 3299: 0.0002834039368425111
Position 691: 0.0002708043578635074
Position 6084: 0.00026299473330488975
Position 7308: 0.000261246579448194
Position 6603: 0.00025749264653410973
Position 2277: 0.00023525742909018298
Position 1373: 0.0002265954490167599
Position 6104: 0.00021308948373916176
Position 5961: 0.00020774686193323597
Position 1485: 0.00020756295759623988
Position 1861: 0.0001918378958976943
Position 6311: 0.00019150938808208714
Position 1858: 0.00019067765062550458
Position 6360: 0.00019041669678619003
Position 2220: 0.00018577645179141384
Position 10885: 0.0001579351189909732
Position 6387: 0.00015587434429573937
Position 275: 0.00015303000229084017
Position 11171: 0.00014579668001010233
Position 10879: 0.00014519509174963942
Position 8176: 0.00014447373495811444
Position 1705: 0.00013940275792987886
Position 5996: 0.0001332719152332077
Position 11031: 0.00012598444092331234
Position 1089: 0.00012581320041407632
Position 241: 0.00012157319314841197
Position 917: 0.00012104451330193057
Position 1137: 0.00011601610376786855
Position 11176: 0.0001130151741099292
Position 830: 0.00011235947943400706
Position 2418: 0.0001112249731393372
Position 2502: 0.00011107130147506535
Position 1123: 0.00010971436541240075
Position 10735: 9.726842608788034e-05
Position 272: 9.001152665381876e-05
Position 679: 8.953401633759942e-05
Position 797: 8.328906217292209e-05
Position 11006: 8.180895028279779e-05
Position 532: 7.854030840389033e-05
Position 6223: 7.843479718055006e-05
Position 11380: 7.588055832911464e-05
Position 10179: 7.30482026981427e-05
Position 1563: 6.648796281739222e-05
Position 10669: 6.58624004804791e-05
Position 11452: 5.6252705532153157e-05
Position 674: 5.603249750451307e-05
Position 838: 5.4064515519239645e-05
Position 263: 5.296139903394359e-05
Position 6167: 5.1275961177946696e-05
Position 1218: 5.035328329688707e-05
Position 11236: 4.695183976351977e-05
Position 1553: 4.456816739200779e-05
Position 10946: 4.1279120218044885e-05
Position 3330: 4.087860963329067e-05
Position 6075: 4.0629497810227e-05
Position 11681: 3.858834443785026e-05
Position 1133: 3.7820674899526585e-05
Position 835: 3.756588416161757e-05
Position 11211: 3.694106042132536e-05
Position 2405: 3.583126902311741e-05
Position 11131: 3.5780498275653187e-05
Position 1754: 3.5701202884586046e-05
Position 1761: 3.498214844484326e-05
Position 3327: 3.2349726906255564e-05
Position 11784: 3.227772608871486e-05
Position 11125: 3.1512236993545386e-05
Position 250: 3.077420398986423e-05
Position 11028: 3.0504000490797776e-05
Position 1336: 3.0365285373052396e-05
Position 10268: 3.0124334607499716e-05
Position 2358: 2.9500542047682722e-05
Position 1194: 2.853366211619732e-05
Position 1393: 2.8259244005609326e-05
Position 11059: 2.7841852732616113e-05
Position 2807: 2.763187301390769e-05
Position 1414: 2.5528888814958967e-05
Position 1433: 2.4568107434964187e-05
Position 388: 2.3659656595646768e-05
Position 2006: 2.2678521557471438e-05
Position 6099: 2.252399352992136e-05
Position 6080: 2.0910710539053337e-05
Position 5883: 2.0763511565762124e-05
Position 1599: 2.0678980675056878e-05
Position 2240: 2.0038351839131845e-05
Position 2438: 1.8917329283166603e-05
Position 697: 1.8373795656728344e-05
Position 2772: 1.7810256903052373e-05
Position 1380: 1.6833982210510875e-05
Position 2552: 1.639424219032196e-05
Position 359: 1.5923086950005233e-05
Position 5566: 1.5085520822111564e-05
Position 1419: 1.5061406634949552e-05
Position 2226: 1.4163302379315956e-05
Position 5966: 1.3229065521580159e-05
Position 11527: 1.3215342387219206e-05
Position 2329: 1.2618522783725955e-05
Position 2471: 1.1607910897721391e-05
Position 444: 1.1503271692229697e-05
Position 10746: 1.1352245460134e-05
Position 877: 1.0943704967424335e-05
Position 1642: 9.816001982935048e-06
Position 1443: 9.520039646843804e-06
Position 558: 8.162554638381693e-06
Position 6848: 8.047274787031585e-06
Position 2432: 7.92671444727322e-06
Position 1254: 7.333455898844123e-06
Position 2541: 7.315987930798196e-06
Position 11478: 7.3129722780398255e-06
Position 293: 6.810460800631154e-06
Position 2832: 6.561699251078058e-06
Position 2732: 5.87357589784889e-06
Position 2010: 5.814515903588865e-06
Position 2609: 5.6453856307555855e-06
Position 588: 5.251255446528309e-06
Position 1578: 4.390431128155321e-06
Position 1627: 4.306636011817377e-06
Position 2044: 4.304726078464019e-06
Position 2422: 3.841096445633058e-06
Position 2233: 3.7853868214005764e-06
Position 2662: 3.5674643863608114e-06
Position 2665: 3.2112207421134502e-06
Position 2246: 3.138967915236752e-06
Position 1602: 2.6655633609468173e-06
Position 2143: 1.7466449841956217e-06
Position 1491: 1.4078084434859315e-06
Position 1876: 1.2814893129794855e-06
Position 1464: 1.0531769721275535e-06
Position 424: 7.500334889030495e-07
Position 2908: 6.495952311514953e-07
Position 104: 6.395041019401806e-07
Position 1515: 6.057241189427216e-07
Position 911: 5.515477959302267e-07
Position 565: 4.888866624653174e-07
Position 527: 4.286291036351772e-07
Position 2449: 3.366605242428412e-07
Position 2112: 3.1228242313883335e-07
Position 651: 2.6439040931236685e-07
Position 2073: 2.554317262122632e-07
Position 6300: 2.3746789401425636e-07
Position 2077: 2.1646907535558082e-07
Position 459: 2.081920544737799e-07
Position 6277: 2.0409158660417458e-07
Position 2051: 1.775545646118205e-07
Position 466: 1.7732488116960678e-07
Position 2057: 1.7534142771770798e-07
Position 137: 1.1440860637794215e-07
Position 421: 9.190593870546402e-08
Position 433: 5.31298319415767e-08
Position 479: 4.3854003777555494e-08
Position 144: 2.959480173208553e-08
Position 108: 2.8658025187293383e-08
Position 1152: 9.58852690993877e-09
Position 158: 8.57951664805245e-09
Position 116: 3.976446519365975e-09
Position 125: 3.4505474561489904e-09
Position 497: 3.0182882719434607e-09
Position 1145: 2.33794010289692e-09
Position 430: 2.299872342356693e-09
Position 215: 1.3131436349142694e-09
Position 608: 9.852799321147834e-10
Position 490: 9.292068411371462e-10
Position 468: 7.433825339090941e-10
Position 10836: 7.193177874099188e-10
Position 472: 1.5754411399817955e-10
Position 502: 1.243825305710024e-10
Position 484: 1.0916437692266656e-10
Position 155: 3.3238261747161613e-11
Position 598: 2.049401332707007e-15
Position 163: 1.3904007380323485e-16
Position 193: 1.288195788631571e-16
Position 122: 8.59267864566232e-17
