Gene = Akt1s1
Position 5075: 5.263951722192284e-05
Position 6025: 5.253627757426277e-05
Position 1366: 4.917876209424641e-05
Position 2468: 4.780782472589492e-05
Position 1952: 3.231189566802206e-05
Position 849: 3.170172691135209e-05
Position 1881: 2.580312519677335e-05
Position 4847: 2.0494171151997557e-05
Position 1502: 1.7988475983613412e-05
Position 4852: 1.4896059060678119e-05
Position 5395: 1.3058918644282071e-05
Position 861: 1.1988442868293815e-05
Position 1184: 1.1730034908706381e-05
Position 5493: 1.1708221436026095e-05
Position 445: 1.1426592163418114e-05
Position 235: 9.532158382318799e-06
Position 2254: 9.479611062053732e-06
Position 1294: 9.31071663338433e-06
Position 1684: 9.263450569271e-06
Position 1965: 8.298213102795976e-06
Position 1467: 7.94529363373163e-06
Position 237: 7.752528765715318e-06
Position 4221: 7.359525132892741e-06
Position 330: 7.270823745442778e-06
Position 511: 6.813864500862331e-06
Position 1151: 6.571448462345595e-06
Position 1359: 6.2160731325234825e-06
Position 273: 5.625321155438272e-06
Position 4867: 4.31700940192409e-06
Position 1900: 4.228094268681309e-06
Position 5077: 4.214852118250134e-06
Position 5088: 4.102443810775268e-06
Position 4698: 4.083285545746012e-06
Position 4980: 3.019140689314434e-06
Position 277: 2.642138833793405e-06
Position 337: 2.544396915874305e-06
Position 1588: 2.5330126084454573e-06
Position 339: 2.2810653532408247e-06
Position 987: 2.2127628395545e-06
Position 843: 1.628538514887989e-06
Position 187: 1.5457470579407379e-06
Position 342: 1.3535319261332493e-06
Position 1933: 1.2412130937178912e-06
Position 1738: 1.166862731891488e-06
Position 326: 1.0116263466248029e-06
Position 1742: 8.02142211141086e-07
Position 855: 8.015406238656497e-07
Position 1533: 6.235519839402491e-07
Position 1725: 5.033677480045121e-07
Position 4872: 4.7544938274550294e-07
Position 672: 3.1762839992766824e-07
Position 2076: 2.6985763700885775e-07
Position 837: 2.4120363141094e-07
Position 173: 1.6587177464122622e-07
Position 2067: 3.762486231927686e-08
Position 124: 1.0088622991264171e-08
Position 180: 4.6934403649937305e-09
Position 158: 2.2702520548791412e-10
Position 104: 8.769642330995192e-11
Position 150: 6.412850036577493e-11
Position 118: 6.33458949610944e-11
Position 148: 4.611825497748871e-11
Position 116: 2.0469421175302067e-11
Position 114: 1.921793620483616e-11
Position 131: 3.7522171658134245e-12
Position 134: 2.4258765030973574e-12
Position 129: 4.752752701580787e-13
