Gene = Ddias
Position 1443: 0.00010642175774552078
Position 579: 0.00010428217729689258
Position 7791: 0.00010217810350317331
Position 2900: 0.00010106415053585886
Position 371: 9.589163341802667e-05
Position 2040: 8.929851704148597e-05
Position 9026: 8.19838420997204e-05
Position 1490: 8.173014171908837e-05
Position 2066: 7.794936858908995e-05
Position 810: 7.425429637797376e-05
Position 3220: 7.016027139791446e-05
Position 145: 6.7594243519648e-05
Position 8793: 5.962486910260166e-05
Position 87: 4.902726102491596e-05
Position 12895: 4.6048957771356796e-05
Position 291: 4.505394511254168e-05
Position 701: 3.840207134933818e-05
Position 12881: 3.515389353796539e-05
Position 12998: 3.452157774413261e-05
Position 12932: 3.246165460849859e-05
Position 93: 2.6907752466534728e-05
Position 1717: 2.3883971297717998e-05
Position 692: 2.1041302524819415e-05
Position 2211: 2.086529746961023e-05
Position 979: 2.0563127625479225e-05
Position 1547: 1.7978702091571787e-05
Position 12874: 1.5418556722561328e-05
Position 1559: 1.5250159674894038e-05
Position 12811: 1.3044622645121496e-05
Position 950: 1.263126973844818e-05
Position 4169: 1.2582163960311967e-05
Position 563: 1.2417199328077063e-05
Position 1738: 1.1339038731896441e-05
Position 881: 1.0949206013401504e-05
Position 2355: 1.0593246124673668e-05
Position 1542: 1.0422729255223594e-05
Position 2870: 1.0116427127180014e-05
Position 1965: 9.322556993184905e-06
Position 7816: 8.507620051902494e-06
Position 681: 8.214539362935299e-06
Position 8057: 7.174841193431458e-06
Position 1590: 6.8590708936337436e-06
Position 12833: 6.626439617667389e-06
Position 1016: 5.51765178626955e-06
Position 661: 5.178261792607358e-06
Position 3516: 5.118090548453591e-06
Position 3083: 5.090395178176443e-06
Position 127: 5.089234518020063e-06
Position 460: 4.8593659345526e-06
Position 665: 4.023189402829399e-06
Position 259: 3.7538900892163497e-06
Position 1676: 3.2761957263047917e-06
Position 2540: 3.16016134906271e-06
Position 975: 3.0260670037614945e-06
Position 1478: 2.149706214397826e-06
Position 7668: 2.051659210389076e-06
Position 2786: 1.7484584049234617e-06
Position 2797: 1.3527055054987346e-06
Position 2905: 1.0258609661702615e-06
Position 2918: 9.068970235606326e-07
Position 2492: 8.317918239499062e-07
Position 2567: 7.878847890488891e-07
Position 2581: 7.404524993025118e-07
Position 2542: 7.259992407633981e-07
Position 1960: 6.609596577202968e-07
Position 2496: 5.147700495986431e-07
Position 2561: 5.014152506114017e-07
Position 12113: 1.7374276323218744e-07
Position 11867: 1.1131608266088925e-07
Position 34: 3.669043229497306e-08
Position 1415: 1.9389315140698406e-08
Position 397: 2.950691093345051e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11760: 0.9950063971239976
Position 7547: 0.9729002038071128
Position 12729: 0.821561164679385
Position 1402: 0.6598059297017134
Position 6048: 0.6474429445654208
Position 13934: 0.5774822884972735
Position 9379: 0.19213256130099318
Position 8779: 0.1904463585891177
Position 6684: 0.1563883587187086
Position 14947: 0.1386823190023461
Position 5924: 0.13186849252920754
Position 5741: 0.12725219076999553
Position 12277: 0.12389333015016811
Position 5703: 0.11717295675309554
Position 1826: 0.11460657597190389
Position 14672: 0.08678407249959788
Position 201: 0.07536312115934837
Position 12576: 0.0750288740773189
Position 3682: 0.07448644610672991
Position 8095: 0.06548024645433256
Position 6438: 0.06440327952059566
Position 7311: 0.05673598099761779
Position 9892: 0.05518304483796102
Position 2018: 0.04774074745779855
Position 5789: 0.04341789182271086
Position 6405: 0.04061674977921171
Position 12690: 0.03688183366402105
Position 5902: 0.035868129916582725
Position 15632: 0.03362449576890177
Position 15262: 0.03261373896761224
Position 1115: 0.025989217921742754
Position 12997: 0.023860185675609984
Position 6481: 0.023221657849110882
Position 16487: 0.023166543826541833
Position 7272: 0.020453086995781324
Position 15815: 0.018545458006763195
Position 4339: 0.017877193534035475
Position 1316: 0.017454786432265723
Position 6607: 0.017307527221002317
Position 3117: 0.017051349629200147
Position 16018: 0.015349521901558524
Position 14408: 0.014435084842488045
Position 9663: 0.013999753382746106
Position 11260: 0.013054690815349865
Position 6384: 0.012865415746781423
Position 10118: 0.012462953646470244
Position 14123: 0.011944874853838012
Position 12035: 0.011365284746265332
Position 15919: 0.011331622696149962
Position 12280: 0.010836994286724338
Position 13265: 0.010722472279556403
Position 3774: 0.010170224238360974
Position 12917: 0.010150579233484313
Position 12153: 0.010130513373954172
Position 11419: 0.01010276103550162
Position 10160: 0.009718157634676353
Position 1159: 0.009645365241167098
Position 15349: 0.009240577563945807
Position 5859: 0.0091767866601059
Position 8073: 0.008974123960052397
Position 16510: 0.008588911592565394
Position 12758: 0.008476195214367111
Position 16599: 0.008435514922400291
Position 412: 0.008186824076369713
Position 8021: 0.008095586097377452
Position 272: 0.007935642206387324
Position 6594: 0.007928464203588819
Position 2500: 0.007910825378725443
Position 8655: 0.007765520725408443
Position 15081: 0.007488661109492948
Position 12392: 0.007436498840029227
Position 15944: 0.007305556775143303
Position 13226: 0.007293348744603585
Position 10007: 0.00727680657273478
Position 12019: 0.007174785956993755
Position 15226: 0.007163632625614697
Position 12309: 0.0070869106508974385
Position 7044: 0.006442817698648426
Position 9920: 0.006433005739633033
Position 11285: 0.006385036048645431
Position 15375: 0.00637268553054959
Position 3499: 0.006368028555307674
Position 14211: 0.006297124803257668
Position 14372: 0.00588167178465125
Position 2021: 0.005519630335828387
Position 15014: 0.00481404442198543
Position 16568: 0.0044425905618613966
Position 15549: 0.004442110662099586
Position 16122: 0.004326333400163366
Position 13170: 0.0043063271465375455
Position 15992: 0.00414723290376922
Position 2395: 0.0041011750772636255
Position 1951: 0.003868618602209802
Position 12510: 0.0038236477253025163
Position 12665: 0.0037943107305336873
Position 12180: 0.0036554938567014647
Position 6639: 0.003634051886268877
Position 8467: 0.003614867174675264
Position 2576: 0.0035007825755362814
Position 7966: 0.003451469959572706
Position 1947: 0.0034079525537695434
Position 1221: 0.0033640806507457565
Position 14890: 0.0032034578096565656
Position 3686: 0.003041536847331358
Position 15268: 0.0027958714275145707
Position 8451: 0.0027950296315620233
Position 10404: 0.002719745919166538
Position 14636: 0.0025988764611206147
Position 13516: 0.0023836035195699086
Position 2561: 0.0023446498542183634
Position 14893: 0.0022861022440287832
Position 8926: 0.0022525789188396917
Position 14307: 0.0022386895187754014
Position 15156: 0.0022362099298816923
Position 12501: 0.002194254111982426
Position 14732: 0.0021617479603334
Position 4884: 0.0019821222629198007
Position 10598: 0.0016670784110645188
Position 872: 0.0015690784248630675
Position 3344: 0.0015503183771536607
Position 16518: 0.0015231031028089697
Position 6756: 0.001483065920517433
Position 13106: 0.001461716534712173
Position 15038: 0.0013209268930904575
Position 13965: 0.0013083591430637933
Position 15303: 0.001266895036781609
Position 2037: 0.0012581760787611076
Position 1324: 0.0012116346391677333
Position 12489: 0.0012094904505637117
Position 12196: 0.001197400008735786
Position 1130: 0.0011726341715926382
Position 1865: 0.0011359696700066575
Position 12642: 0.00107352350391048
Position 8114: 0.0009545103864111061
Position 2641: 0.0009300179435168958
Position 5482: 0.0009079137914452045
Position 3227: 0.0008944591299010444
Position 16191: 0.0008935465424896906
Position 5351: 0.0008915044083040765
Position 8471: 0.00088050939533076
Position 12043: 0.0008475484603967571
Position 14553: 0.000846416105406211
Position 1522: 0.0008452350773615648
Position 14674: 0.0008223918589947785
Position 5478: 0.0008216055574914134
Position 14615: 0.0008139179306881605
Position 6546: 0.000811323195212862
Position 16690: 0.0008071498322902227
Position 5708: 0.000793151105349925
Position 7597: 0.0007624599793784966
Position 12542: 0.0007551780364446016
Position 15427: 0.0007438145227114911
Position 12211: 0.0007093591761003101
Position 15739: 0.0006752960111001168
Position 1111: 0.0006668586237188909
Position 9333: 0.0006587643238256743
Position 9526: 0.0006539429832165719
Position 14239: 0.0006439130133414053
Position 12055: 0.0006423747075598026
Position 14380: 0.0006372334610163069
Position 12740: 0.0006172624329456932
Position 13020: 0.0006048951815912051
Position 1924: 0.0005982231608587786
Position 12106: 0.0005887715492231334
Position 15447: 0.0005375999148145621
Position 13661: 0.0005372720708525306
Position 12968: 0.0005156811488629464
Position 14070: 0.00048432193296451
Position 7922: 0.00046908250207942454
Position 14047: 0.000467638371320427
Position 230: 0.0004519676540765798
Position 1822: 0.000444150559858949
Position 2821: 0.00042005030070622174
Position 15120: 0.0004173668348427604
Position 8330: 0.0003864157342380835
Position 14923: 0.00035377506224016557
Position 13681: 0.0003513833772224669
Position 3156: 0.0003492635108516238
Position 1164: 0.00034824280809663607
Position 1484: 0.0003295155893381947
Position 12167: 0.0002971727783775394
Position 8049: 0.00029016725514776053
Position 2044: 0.00028504764547949713
Position 12704: 0.00027569911008954785
Position 14183: 0.00026235998519195264
Position 12771: 0.00025691833567988
Position 2904: 0.0002459504925891762
Position 2644: 0.0002357811509110047
Position 14350: 0.00023142561423034394
Position 1415: 0.00021569760456543595
Position 896: 0.00019617932646196103
Position 1181: 0.00017746286047536834
Position 12458: 0.00017310517855579336
Position 281: 0.00016758412313012166
Position 1207: 0.00015860937018151772
Position 1671: 0.00015477836949934516
Position 8634: 0.00013539948919041604
Position 8760: 0.00013539874369120406
Position 1891: 0.0001298667761782529
Position 13606: 0.00012720364654582726
Position 12317: 0.0001258837424660155
Position 13643: 0.00011902483143337843
Position 9500: 0.00011744938770844827
Position 1972: 9.166448564793327e-05
Position 1436: 9.104687892351827e-05
Position 1442: 9.011036520463654e-05
Position 11520: 8.607891374271494e-05
Position 1248: 7.689747326644665e-05
Position 3198: 7.312151790728362e-05
Position 2860: 6.768316518055171e-05
Position 4956: 6.172129267100616e-05
Position 316: 5.9241939847986245e-05
Position 12828: 5.868353518846157e-05
Position 8783: 5.7264457689913305e-05
Position 801: 5.7117925900831485e-05
Position 8806: 5.695491351931639e-05
Position 1904: 5.2939721300105564e-05
Position 740: 5.217959702402806e-05
Position 681: 4.970417604613988e-05
Position 430: 4.6798731411377666e-05
Position 12800: 4.593618459214898e-05
Position 364: 4.0778016011955896e-05
Position 4561: 3.823064076194631e-05
Position 4590: 3.399480137026752e-05
Position 7995: 3.378906990565212e-05
Position 700: 3.007139350956858e-05
Position 1255: 2.5482751813654237e-05
Position 4640: 2.510926736667257e-05
Position 820: 2.281968105859575e-05
Position 1433: 2.1057247584417142e-05
Position 1606: 1.5063181290840616e-05
Position 652: 1.391148247763106e-05
Position 7719: 1.3382508315749042e-05
Position 12075: 1.2247436917753008e-05
Position 632: 1.1546570284544839e-05
Position 4045: 1.0083615385788825e-05
Position 460: 9.567838978499763e-06
Position 945: 9.560751759423414e-06
Position 2343: 8.76403905482456e-06
Position 7554: 8.740386735355541e-06
Position 1574: 8.67727952839517e-06
Position 1617: 8.588807773915028e-06
Position 2040: 8.319718175871079e-06
Position 377: 8.24120004570339e-06
Position 7475: 7.938162798509737e-06
Position 1569: 7.903184131796128e-06
Position 964: 7.735906521126783e-06
Position 2663: 6.471019977857109e-06
Position 320: 6.396478638176436e-06
Position 569: 6.2956102206617705e-06
Position 7744: 6.232852647531087e-06
Position 2534: 5.856942359258194e-06
Position 2511: 5.768785750756308e-06
Position 1469: 5.7082479479126376e-06
Position 1029: 5.6606253492626e-06
Position 436: 5.318144047256363e-06
Position 244: 4.501250579659826e-06
Position 1613: 4.461478144954507e-06
Position 2210: 3.025251546280224e-06
Position 655: 2.855433550147605e-06
Position 3884: 2.4985485745231353e-06
Position 1590: 2.478402276899733e-06
Position 10021: 2.390376763981642e-06
Position 325: 2.111865392982415e-06
Position 2230: 2.0530011214888145e-06
Position 432: 1.940035450124295e-06
Position 1226: 1.7482876710890606e-06
Position 2980: 1.7412096177643327e-06
Position 513: 1.3063203530073435e-06
Position 1372: 1.3015008433569775e-06
Position 3474: 1.159151939102432e-06
Position 746: 1.0665690506733144e-06
Position 1640: 9.315540889520596e-07
Position 1537: 9.20345181948543e-07
Position 1750: 8.443258046483043e-07
Position 1681: 8.440741001672349e-07
Position 1334: 7.216986085979831e-07
Position 144: 7.006381309098964e-07
Position 984: 6.849164444690441e-07
Position 2676: 6.812949799774703e-07
Position 2289: 6.77813341139221e-07
Position 809: 6.151106168521768e-07
Position 361: 6.000683016503888e-07
Position 2098: 5.91157907006964e-07
Position 465: 5.305016722494951e-07
Position 12412: 4.6586211516538854e-07
Position 1648: 4.6206962112198647e-07
Position 3248: 4.1430044054734084e-07
Position 2930: 4.07604313923387e-07
Position 2059: 1.9475046047020874e-07
Position 2065: 1.7939127821761176e-07
Position 2279: 1.0277328405354813e-07
Position 7948: 7.667803108467738e-08
Position 389: 2.8215154555892987e-08
Position 579: 1.076923831376738e-08
Position 475: 9.866995047261418e-09
Position 2359: 5.201994407129497e-09
Position 3525: 2.692851027509107e-10
Position 106: 9.209385001827851e-11
Position 150: 2.1675881095429087e-11
Position 164: 1.2358643678895515e-11
Position 585: 8.23295754605297e-12
Position 2084: 5.65687834054885e-12
Position 1698: 1.8999401402811647e-12
Position 448: 1.3095209265690596e-12
Position 152: 4.995387003384531e-14
Position 111: 3.408625646975664e-14
Position 124: 7.67241847689357e-15
Position 127: 7.498559178330305e-15
