Gene = Dctpp1
Position 969: 2.7120916732666976e-05
Position 919: 2.6939412956158094e-05
Position 774: 2.692654219561748e-05
Position 646: 2.6763057422745627e-05
Position 1677: 2.638595181930113e-05
Position 2146: 2.5042887009520872e-05
Position 2539: 2.491796764146722e-05
Position 194: 2.4684342868715966e-05
Position 489: 2.2048663587489367e-05
Position 1149: 2.112321204622232e-05
Position 245: 2.0175501043437655e-05
Position 532: 1.9971022100058758e-05
Position 891: 1.8260175515504082e-05
Position 1314: 1.8192514928551887e-05
Position 3315: 1.7685754511512823e-05
Position 770: 1.4778063745477284e-05
Position 1959: 1.3827761024591345e-05
Position 1702: 1.353179460880971e-05
Position 477: 1.3286810799662239e-05
Position 1728: 1.31498314486715e-05
Position 469: 1.247363421989798e-05
Position 822: 1.2441120676528071e-05
Position 1965: 1.2286625263313338e-05
Position 2316: 1.1588744931194366e-05
Position 3580: 1.1401771207752998e-05
Position 181: 1.1123852251677845e-05
Position 1853: 1.0568204132978961e-05
Position 591: 1.0173158854887604e-05
Position 131: 9.383007396510668e-06
Position 2272: 9.10765391817801e-06
Position 2087: 8.625221040988747e-06
Position 1627: 7.252129639719746e-06
Position 754: 7.129658188122329e-06
Position 567: 6.751797469940456e-06
Position 422: 6.556421309109471e-06
Position 1040: 6.463668275133425e-06
Position 715: 6.234312586317883e-06
Position 191: 6.149422960643311e-06
Position 1731: 5.832491125102208e-06
Position 1070: 5.150752725600605e-06
Position 483: 4.7930629388353735e-06
Position 711: 4.730945358895456e-06
Position 357: 4.67569925125552e-06
Position 162: 4.0999948082915305e-06
Position 494: 3.987635617827351e-06
Position 431: 3.3378216137628205e-06
Position 525: 3.130963779656659e-06
Position 721: 2.9755045934492813e-06
Position 77: 2.5430472758233225e-06
Position 899: 2.318118424871119e-06
Position 729: 1.8543633810823685e-06
Position 169: 1.2453088833833037e-06
Position 1549: 9.081671021187362e-07
Position 1109: 5.0854286387508e-07
Position 841: 3.031789635251691e-07
Position 910: 2.3189354189849438e-07
Position 1128: 2.1277678969770864e-07
Position 1631: 2.0253275347986204e-07
Position 1543: 1.7381841168674177e-07
Position 1151: 1.3054706734979635e-07
Position 1585: 1.304501725637774e-07
Position 1118: 1.0619516377170806e-07
Position 539: 9.086807906280495e-08
Position 128: 2.7311456817810078e-08
Position 563: 1.5607919974135456e-08
Position 109: 6.483394304936503e-09
Position 1480: 5.644293975844719e-09
Position 1498: 1.6252159485042184e-09
Position 1487: 1.4480783921119843e-09
Position 571: 1.809340935404432e-10
