Gene = Thumpd1
Position 875: 8.77580973943057e-06
Position 405: 3.411764465559082e-06
Position 498: 3.12832656292349e-06
Position 420: 1.9407072545762142e-06
Position 346: 1.940517517104276e-06
Position 119: 1.7466136015624337e-06
Position 528: 1.7141039791051998e-06
Position 2978: 1.5186620483745848e-06
Position 2593: 1.186810112938298e-06
Position 2790: 1.0615060339096292e-06
Position 2716: 1.0338011884703945e-06
Position 368: 9.757303253104647e-07
Position 3297: 8.554316755972189e-07
Position 3317: 7.891325374005163e-07
Position 732: 7.096693065823333e-07
Position 3761: 5.06290544138649e-07
Position 3957: 5.027050647115792e-07
Position 4030: 4.788225853555685e-07
Position 3963: 4.646834615562931e-07
Position 3827: 4.2662080917221447e-07
Position 4080: 3.5011445041494635e-07
Position 3816: 3.1546809020095297e-07
Position 795: 2.3755126990542073e-07
Position 438: 2.1365196426302646e-07
Position 425: 2.0184628976503924e-07
Position 3882: 1.603080958755461e-07
Position 2682: 1.3499982517183758e-07
Position 228: 9.103039704482542e-08
Position 514: 8.254872332230982e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.8933830317845115
Position 3728: 0.8722162775375107
Position 2869: 0.4888944457965801
Position 1496: 0.3449427188951902
Position 3229: 0.18659209442490207
Position 3204: 0.12043196708907963
Position 4346: 0.06719414638374197
Position 2559: 0.048413508636850795
Position 840: 0.03871431855014963
Position 2897: 0.03670284866382242
Position 910: 0.025229567052885385
Position 462: 0.024229674225059575
Position 1736: 0.02421240154070424
Position 2909: 0.019515442251435956
Position 643: 0.017242176813866136
Position 3115: 0.017184286586917133
Position 1503: 0.016884908017204183
Position 5549: 0.01571870158663376
Position 2170: 0.01437188652778552
Position 4578: 0.01364574365425116
Position 3538: 0.012045919236114635
Position 2620: 0.011748894557990101
Position 1810: 0.01134808815778124
Position 4894: 0.009144795500958406
Position 3852: 0.008574603136022619
Position 3281: 0.008471042197149918
Position 1733: 0.006933177667253619
Position 845: 0.005625993541528298
Position 522: 0.005125674617814794
Position 4221: 0.004214819968953824
Position 5528: 0.004039617478655223
Position 1539: 0.004006083355803472
Position 2840: 0.0037737397078575464
Position 2689: 0.003728873835661277
Position 1532: 0.003610334768261227
Position 3461: 0.0035111647569358545
Position 1762: 0.0034254148269142427
Position 2893: 0.0032704160337910723
Position 405: 0.0031481929240174044
Position 3167: 0.003106665220263642
Position 1528: 0.0028025748891360417
Position 3272: 0.0026421051582271628
Position 689: 0.002388756622703297
Position 4932: 0.0023004765250663655
Position 2950: 0.0022254415749018417
Position 2282: 0.002012007557406284
Position 5385: 0.001882641793823653
Position 1992: 0.0018412415587392727
Position 2712: 0.001602621238300626
Position 1517: 0.0015120253189582296
Position 3688: 0.0014933064563481748
Position 3434: 0.0013574156794959882
Position 913: 0.0013543352671769363
Position 1586: 0.0012944943169819819
Position 2944: 0.0012599038098265376
Position 1565: 0.0012401168653242676
Position 2355: 0.0011165373346775761
Position 2662: 0.0011023303794587226
Position 5169: 0.0010849090258618502
Position 487: 0.0010470477977447261
Position 3267: 0.0010222875477270106
Position 5324: 0.0010012580749573046
Position 1572: 0.0009945334272449039
Position 1846: 0.000987912990857912
Position 5174: 0.0009588087518251808
Position 1551: 0.0008783505858781476
Position 2985: 0.0008133251465267391
Position 1508: 0.0007784452077818651
Position 2420: 0.0007494021983966404
Position 668: 0.0007007229723504502
Position 3470: 0.0006940890373928763
Position 4042: 0.0006691649735663022
Position 1514: 0.0006564535252545521
Position 5641: 0.0005344056053993366
Position 1060: 0.0005162865595956687
Position 795: 0.0005068265013847869
Position 1003: 0.0004852594527305116
Position 1596: 0.0004844436344170121
Position 2358: 0.0004734611946977111
Position 5474: 0.00042848714640841167
Position 5417: 0.00041107591162702057
Position 3910: 0.0003739032847338474
Position 1456: 0.00037253156311216335
Position 3209: 0.000372240373325363
Position 3149: 0.00036886482072509807
Position 4438: 0.00036232034011985677
Position 2384: 0.0003553066354637443
Position 4771: 0.00035236871936779383
Position 4234: 0.000332722064264651
Position 156: 0.0003109546304540029
Position 1768: 0.00030940787123264775
Position 4783: 0.0002885842083768106
Position 1927: 0.00028454460447427697
Position 188: 0.00028185153926441926
Position 2586: 0.0002674448579816311
Position 3779: 0.00026215609953006126
Position 2835: 0.0002611221359881951
Position 1214: 0.00025903339360375146
Position 2641: 0.0002484722389808578
Position 1442: 0.0002458074197820991
Position 3169: 0.0002455638362625362
Position 2876: 0.0002271148010603361
Position 1379: 0.00020503090026231696
Position 2994: 0.00019473320272891563
Position 932: 0.00018717066557194916
Position 1827: 0.00018640958678454796
Position 1192: 0.00018519048570660832
Position 3609: 0.0001842266620615835
Position 2152: 0.0001814247199550209
Position 3146: 0.0001740112384780386
Position 875: 0.00016486803675080868
Position 2644: 0.00016353490134364635
Position 2297: 0.00014534808108622037
Position 565: 0.00014324687945181308
Position 4293: 0.00014194621743098912
Position 1688: 0.00014074714599758123
Position 1866: 0.00013970136395084892
Position 3054: 0.00013692128212606063
Position 1087: 0.00013297088177781518
Position 621: 0.00012762846723606933
Position 134: 0.00012094490685583284
Position 1838: 0.00011432905032748763
Position 2033: 0.00011262133700711753
Position 1569: 0.00011071845120727532
Position 2535: 0.00011036202718176676
Position 244: 0.00010416573015319596
Position 2542: 0.00010242039914691852
Position 4523: 0.00010161729468308971
Position 1671: 0.00010079732746693386
Position 5593: 9.002974838707105e-05
Position 2738: 8.926447944733412e-05
Position 3347: 8.516636388077321e-05
Position 1818: 7.971939938618488e-05
Position 5367: 7.655469454062267e-05
Position 1657: 7.609950263007355e-05
Position 2583: 7.573770106642057e-05
Position 1536: 6.99161965569123e-05
Position 3836: 6.733507749948275e-05
Position 1553: 6.270558422187787e-05
Position 1172: 5.389867193287168e-05
Position 1201: 5.184899819696543e-05
Position 891: 4.8849953384027574e-05
Position 1401: 4.6547681260233664e-05
Position 4468: 4.5912855680970284e-05
Position 170: 4.457706653019566e-05
Position 1711: 4.225194536914842e-05
Position 1432: 3.9191549769571316e-05
Position 3329: 3.391360434366925e-05
Position 4126: 3.0057695449315493e-05
Position 785: 2.9553536871410894e-05
Position 1429: 2.9090214281722247e-05
Position 1601: 2.8402495580876568e-05
Position 363: 2.571700698523565e-05
Position 753: 2.333641015598333e-05
Position 1355: 2.215387664363529e-05
Position 768: 2.0467093053540814e-05
Position 717: 2.0028863527154742e-05
Position 224: 1.5839769368372595e-05
Position 3985: 1.3077775238031973e-05
Position 176: 1.1617215504666667e-05
Position 368: 9.919558906474156e-06
Position 357: 8.552454352595402e-06
Position 1182: 8.102927983888464e-06
Position 951: 3.080673242685322e-06
Position 1129: 2.938900322950553e-06
Position 773: 2.5991668754870815e-06
Position 218: 2.2738789970789954e-06
Position 119: 2.259676148047877e-06
Position 526: 2.228899012215156e-06
Position 1204: 1.7928020036916667e-06
Position 1026: 1.7889109743391695e-06
Position 233: 1.7544562360929008e-06
Position 1280: 1.3589555382102007e-06
Position 1109: 1.3312895508005148e-06
Position 236: 1.1250390498661055e-06
Position 1237: 8.179849759002392e-07
Position 760: 7.621493587752524e-07
Position 1603: 7.175535887668302e-07
Position 3154: 6.706600324521035e-07
Position 757: 4.97297572028571e-07
Position 101: 4.843517567065673e-07
Position 310: 4.745580334468893e-07
Position 1647: 4.6159281962941917e-07
Position 1619: 4.4066108882660485e-07
Position 346: 4.254754768837247e-07
Position 572: 4.1133765783233836e-07
Position 728: 3.8180469963898783e-07
Position 1319: 2.887957948527814e-07
Position 3321: 2.311095567184769e-07
Position 1747: 2.0288056460817364e-07
Position 287: 1.0682823530440716e-07
Position 86: 6.273792063532967e-08
Position 339: 5.767996906708188e-08
Position 77: 3.553783338361139e-08
Position 257: 2.978169232384591e-08
Position 108: 1.6959880796358158e-08
Position 587: 1.22266767644946e-08
Position 732: 4.846691534714337e-09
Position 755: 4.0575547439568296e-09
Position 724: 3.3814866508456344e-09
Position 3124: 2.3608254128649872e-09
Position 582: 2.262174920991736e-09
Position 294: 1.4877317000560958e-10
Position 943: 1.1343575903245646e-10
Position 306: 8.310073857880166e-11
Position 304: 1.541513750666857e-11
Position 598: 7.075025278165615e-12
Position 3513: 4.886813083875128e-12
Position 594: 2.904304032870814e-12
