Gene = Preb
Position 3424: 0.0001962836263005939
Position 3668: 0.00018482349331748276
Position 2058: 0.00017632884715662267
Position 3476: 0.00017407463162767673
Position 1579: 0.0001713625435281834
Position 82: 0.00015644455241312742
Position 2145: 0.00015119650848296071
Position 2233: 0.00011950745925425085
Position 2326: 0.00011211064643225589
Position 2131: 0.00010321870006265882
Position 680: 9.613618321468213e-05
Position 447: 8.80833554592787e-05
Position 1198: 8.473528330897755e-05
Position 139: 8.423958963729132e-05
Position 1253: 7.434646094643984e-05
Position 1954: 7.271647347013898e-05
Position 2910: 6.985926861657416e-05
Position 3420: 6.811029702043893e-05
Position 2830: 6.322985176487914e-05
Position 1209: 5.251436226625386e-05
Position 2858: 5.063543825965859e-05
Position 675: 4.9819443720425744e-05
Position 2886: 4.9251075011652834e-05
Position 1289: 4.8715193988998845e-05
Position 3094: 4.74783341375072e-05
Position 1940: 4.35295227190423e-05
Position 1206: 4.3163920880254775e-05
Position 1648: 4.274080536270908e-05
Position 2300: 3.711392295046184e-05
Position 2214: 3.4285740429185705e-05
Position 3090: 3.227219376917734e-05
Position 2990: 3.073183519400741e-05
Position 1080: 2.7823063218742715e-05
Position 127: 2.73156202956975e-05
Position 3118: 2.6706481623763076e-05
Position 300: 2.2976890359145222e-05
Position 158: 1.7547319885560694e-05
Position 1684: 1.6920853107289063e-05
Position 556: 1.4320965636272934e-05
Position 3066: 1.291472853971282e-05
Position 3014: 1.2797901836603238e-05
Position 3192: 1.2503562650691831e-05
Position 610: 1.2196074161537942e-05
Position 274: 1.0315140414377877e-05
Position 3272: 9.879113577859504e-06
Position 2310: 9.057563563758516e-06
Position 1678: 7.846386558391258e-06
Position 2896: 7.715012510402451e-06
Position 2948: 7.251915151634938e-06
Position 1877: 6.94636501570069e-06
Position 1247: 6.519567508384857e-06
Position 1964: 5.999809941400021e-06
Position 525: 5.9427197663266225e-06
Position 3344: 5.941465364598716e-06
Position 1810: 5.126060506430951e-06
Position 2638: 5.080954734972221e-06
Position 2371: 4.736403072355249e-06
Position 2634: 4.3842508748924525e-06
Position 2224: 3.820142049069517e-06
Position 3296: 3.583789319607499e-06
Position 901: 3.5484923256661452e-06
Position 3396: 2.671645467072233e-06
Position 3268: 2.4481497690709825e-06
Position 2662: 2.2041331420572255e-06
Position 1787: 2.1048486594800332e-06
Position 2690: 1.5851810445609003e-06
Position 2816: 1.348425573967366e-06
Position 1806: 1.2284550848769752e-06
Position 3244: 9.084230439407512e-07
Position 2764: 8.494722580563176e-07
Position 2407: 7.078257181129942e-07
Position 2844: 4.4443073396068516e-07
Position 2834: 4.217666452428692e-07
Position 2792: 4.105157467863475e-07
Position 2440: 3.4963867596944796e-07
Position 2686: 2.9072834011581865e-07
Position 2481: 2.721944090156869e-07
Position 16: 2.272899969704406e-07
Position 294: 2.2457703555945121e-07
Position 2648: 1.5409989765851386e-07
Position 586: 9.50490726717858e-08
Position 2469: 9.293018637680634e-08
Position 2558: 8.818980009057456e-08
Position 487: 8.785987225098532e-08
Position 2724: 6.591050890610996e-08
Position 2827: 4.915518261044886e-09
Position 2530: 1.180039537707717e-09
Position 2476: 9.061654558962739e-10
Position 537: 7.082534329140226e-10
Position 2013: 4.754386876214396e-10
Position 2467: 4.113727731525264e-10
Position 2604: 5.973614479449403e-11
Position 1942: 3.1593447556656244e-11
Position 2072: 2.759666611225418e-11
Position 553: 7.423471376650711e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1809: 0.983039974255002
Position 1424: 0.9783917198799709
Position 2003: 0.7038188046513646
Position 2299: 0.5916947139634631
Position 4271: 0.4693542048405849
Position 948: 0.4255939314913425
Position 6038: 0.3813388688783198
Position 4623: 0.3665827906793732
Position 8160: 0.31696563858465815
Position 9065: 0.22024610768305639
Position 4026: 0.2199231042778689
Position 7225: 0.19468885583561496
Position 8714: 0.139863170839273
Position 1071: 0.13592433455252875
Position 4996: 0.1206788203746466
Position 7521: 0.11711144330246842
Position 4099: 0.11613430506549594
Position 2346: 0.09782564466131094
Position 8347: 0.0969038122742787
Position 960: 0.09276290874793383
Position 3926: 0.08434519646314065
Position 2013: 0.08305914020650824
Position 1101: 0.07747199043650257
Position 8295: 0.07296808666238326
Position 4694: 0.0701062308998547
Position 3902: 0.06667585390515204
Position 3950: 0.06662713235842026
Position 4725: 0.06212675643249281
Position 2045: 0.05002719614091762
Position 3974: 0.049933801293309266
Position 4002: 0.04980805644518699
Position 6841: 0.049689451398845036
Position 319: 0.03771670494239817
Position 4314: 0.03144400751041121
Position 4954: 0.03041633884315181
Position 2351: 0.026817492384315102
Position 3878: 0.025091516789303856
Position 3854: 0.024168339716658507
Position 6005: 0.023927000121179747
Position 5047: 0.02007764168989752
Position 4337: 0.01750800598569982
Position 5073: 0.01686336717616243
Position 504: 0.01313248197575033
Position 4966: 0.012457943883953843
Position 4230: 0.012220656163744133
Position 8118: 0.009643697140166054
Position 2309: 0.009633407590124935
Position 964: 0.00936261619006105
Position 2397: 0.009083302576605721
Position 551: 0.008103406452808883
Position 3778: 0.007136585901055727
Position 3802: 0.007086132195192671
Position 9328: 0.006855203495675898
Position 4046: 0.00636524812408393
Position 663: 0.005701901065123825
Position 3510: 0.0047544564516123905
Position 3052: 0.004571036742644678
Position 361: 0.004477533698595595
Position 2048: 0.0035999701598070527
Position 2030: 0.003291059735278379
Position 695: 0.0032344045371878755
Position 5107: 0.0031279053791877036
Position 3230: 0.003075145437380325
Position 1771: 0.0027138242967267574
Position 1017: 0.002707720286294428
Position 2724: 0.002685511195050684
Position 3000: 0.0020973399454775753
Position 5356: 0.0020968227741464543
Position 1954: 0.0020633731655354593
Position 692: 0.0020420996494462974
Position 2128: 0.002031558583340437
Position 3382: 0.001969415788153626
Position 4999: 0.0018667969697660496
Position 2434: 0.0016892705504923233
Position 3178: 0.0016048854770694973
Position 2920: 0.0014912587068868924
Position 2896: 0.0014399199762211686
Position 767: 0.0014359592161182079
Position 3254: 0.0013902483322273617
Position 2746: 0.0012890248052784986
Position 1113: 0.001286677285301817
Position 1570: 0.0012081090434786837
Position 8077: 0.0012057904081171598
Position 327: 0.0011765225965211321
Position 3654: 0.0011727375372257963
Position 6288: 0.001095127187524662
Position 3606: 0.0010920951805700294
Position 2816: 0.001090355111903364
Position 3702: 0.0009714560395356171
Position 3330: 0.000954395052250248
Position 3830: 0.0009290231334940327
Position 1817: 0.000875977197486733
Position 4832: 0.0008650457563008944
Position 3582: 0.0008606878485820263
Position 3076: 0.0008428195430219373
Position 2617: 0.0008362675556892543
Position 2120: 0.0008087915725444214
Position 355: 0.0008066280991207065
Position 2672: 0.00079021863487315
Position 3306: 0.00077188527530674
Position 735: 0.0007709880600043647
Position 2792: 0.000741864831024437
Position 986: 0.000719231439598253
Position 966: 0.0007155725622621298
Position 3406: 0.000701051205334854
Position 3128: 0.0006840032694646598
Position 7437: 0.0006656334602649734
Position 3458: 0.0006622332518501673
Position 3558: 0.0006268829429648873
Position 3726: 0.0006132327288897785
Position 3678: 0.0005997816473374747
Position 3630: 0.0005993040043095261
Position 2066: 0.0005595099178516953
Position 358: 0.0004214171469173321
Position 2872: 0.0004144025509510525
Position 487: 0.0003849105447356623
Position 667: 0.0003669743361223861
Position 2976: 0.0003531513693115787
Position 2844: 0.0003332018416321062
Position 4974: 0.0002998317531281459
Position 3028: 0.00029658332779206037
Position 770: 0.00028559096923002145
Position 605: 0.0002755637047366413
Position 1472: 0.00026146022429883627
Position 802: 0.00024394541699474938
Position 1080: 0.0002288889987503825
Position 3104: 0.00021829657866030932
Position 2948: 0.0002032752536607247
Position 2072: 0.0001918156040991854
Position 2648: 0.0001881944554458071
Position 553: 0.00016034005708286852
Position 205: 0.00015387369831447507
Position 2316: 0.00014082104734755715
Position 1432: 0.00013769623706816228
Position 1538: 0.0001304280312379342
Position 1086: 0.00012858457789109964
Position 1505: 0.00012222511826154309
Position 1390: 0.00011825393579738225
Position 1961: 0.00011700936569959855
Position 3156: 0.00011501904467068025
Position 1843: 0.00011372628522573739
Position 1828: 9.884978213087535e-05
Position 548: 9.375576736980186e-05
Position 1616: 8.903062623580726e-05
Position 591: 8.380693001048475e-05
Position 3358: 7.780433321653333e-05
Position 1754: 7.486815068930003e-05
Position 3486: 7.233042396626815e-05
Position 3282: 6.824239574259127e-05
Position 3206: 6.610333431749434e-05
Position 3434: 6.281127607734997e-05
Position 3534: 5.817219105241681e-05
Position 2136: 5.751629387302323e-05
Position 639: 5.584041669115451e-05
Position 517: 5.1791729310280556e-05
Position 1657: 4.817169480520691e-05
Position 776: 4.748472215608015e-05
Position 789: 4.492239542114303e-05
Position 1469: 4.299079516226925e-05
Position 1645: 4.2034889179234384e-05
Position 1450: 4.0784922208914175e-05
Position 1738: 3.802061496979655e-05
Position 2230: 3.1509813755043885e-05
Position 1756: 3.142902672494542e-05
Position 565: 3.125807748325764e-05
Position 575: 2.7875596742777324e-05
Position 1574: 2.5579066167593977e-05
Position 2143: 2.5107645684012142e-05
Position 402: 2.4432126496463233e-05
Position 817: 2.3689259879444587e-05
Position 279: 2.1206729351345845e-05
Position 2155: 2.115037977174776e-05
Position 1116: 2.0999513253253876e-05
Position 176: 1.915637310945273e-05
Position 628: 1.7915202070596347e-05
Position 1824: 1.7524693560345267e-05
Position 1438: 1.7279264984150794e-05
Position 510: 1.289453778770801e-05
Position 381: 1.2814155154999452e-05
Position 417: 1.2309772641592575e-05
Position 701: 1.1861215472381029e-05
Position 1520: 1.1440157416297756e-05
Position 1525: 9.280407329429474e-06
Position 1852: 9.012779212729169e-06
Position 463: 8.150882282754424e-06
Position 2166: 8.129668677631766e-06
Position 630: 7.600005053000097e-06
Position 849: 7.3820806690139e-06
Position 434: 6.767038492055024e-06
Position 1456: 6.70174564147978e-06
Position 2091: 6.341615503614845e-06
Position 2220: 5.42277725266395e-06
Position 1864: 5.14873709610904e-06
Position 1890: 4.996099192587751e-06
Position 1543: 4.524487217795942e-06
Position 2270: 4.301090365469466e-06
Position 1708: 4.03493082291293e-06
Position 1923: 3.7226494383938247e-06
Position 583: 3.7187008611243687e-06
Position 1493: 3.3180339207565995e-06
Position 1435: 3.049405374820205e-06
Position 1262: 3.0238429254351377e-06
Position 2321: 2.999875758754361e-06
Position 2375: 2.9051993081792607e-06
Position 2193: 2.6049304795485364e-06
Position 2467: 1.9985123705823476e-06
Position 1239: 1.9084080110772686e-06
Position 796: 1.6862583023667566e-06
Position 2363: 1.6044804232503705e-06
Position 1857: 1.4421198488125773e-06
Position 445: 1.1182189939337133e-06
Position 2190: 7.965173585097295e-07
Position 780: 5.448118669887795e-07
Position 2473: 3.696600375079232e-07
Position 782: 3.2434347743040155e-07
Position 369: 2.7782510380198685e-07
Position 2240: 2.7182731406437606e-07
Position 438: 2.702918039635547e-07
Position 465: 1.9063571093192047e-07
Position 2209: 1.6779304216150562e-07
Position 200: 1.523718314719042e-07
Position 470: 1.4268237530872786e-07
Position 183: 1.2014562152976863e-07
Position 2407: 1.1718895076760605e-07
Position 2247: 3.584294651958114e-08
Position 158: 3.212853663448077e-09
Position 124: 1.7300245599394608e-09
Position 473: 5.41067416154987e-10
Position 139: 5.406912201879757e-10
Position 561: 4.933195741091793e-10
Position 134: 4.253593695967205e-10
Position 412: 3.300581188859716e-10
Position 395: 2.90565066549118e-10
Position 1359: 7.343958102866989e-11
Position 146: 4.4553610916046416e-11
Position 191: 3.2294863812318376e-11
Position 2079: 2.0226373724629097e-11
Position 148: 1.1724361396671194e-11
Position 892: 8.470485532676894e-12
Position 100: 2.5798007806541325e-12
Position 82: 3.9408195198725296e-16
