Gene = Snupn
Position 1023: 4.533645576251806e-07
Position 1077: 3.7049278954992945e-07
Position 12381: 3.101111401957032e-07
Position 336: 2.3161036553679167e-07
Position 5891: 1.8075901637363332e-07
Position 736: 1.3714931687269332e-07
Position 520: 1.1727991075643933e-07
Position 696: 9.204742195857654e-08
Position 1006: 7.420338499179776e-08
Position 1002: 7.244229012183546e-08
Position 1841: 6.643448865983979e-08
Position 95: 4.6988159624027686e-08
Position 118: 4.563970894936215e-08
Position 13368: 1.3968268631765113e-08
Position 723: 2.0486058273349215e-09
Position 3181: 1.6301140342499351e-09
Position 525: 6.337360089492311e-10
Position 890: 3.613718968452519e-10
Position 390: 3.511086739476191e-10
