Gene = Mgmt
Position 1981: 0.0010225465423303844
Position 9522: 0.000972096856987317
Position 8037: 0.000970198984325667
Position 3454: 0.0009320514292221263
Position 6824: 0.0008450969395629196
Position 3258: 0.000829104745315543
Position 1274: 0.0007721695898611367
Position 3495: 0.0007653464585630743
Position 7472: 0.0007418387854156377
Position 4970: 0.0007138042652104289
Position 1951: 0.0007023565500659941
Position 315: 0.0007018136954798758
Position 647: 0.0006723358841421004
Position 4860: 0.0006716686019741146
Position 5585: 0.0006343284354403261
Position 1149: 0.0006104615960463198
Position 3892: 0.0005647527701164217
Position 7574: 0.0005631361680519902
Position 3429: 0.0005417955131960578
Position 4797: 0.000526477669791631
Position 4230: 0.0005248865266433465
Position 7939: 0.00048177529007133207
Position 3956: 0.0004784276945225325
Position 1367: 0.00047290273764913793
Position 6571: 0.0004349623302199093
Position 8288: 0.0004245918642164198
Position 5168: 0.00040756111438845256
Position 7596: 0.00040045752781878624
Position 6659: 0.00039759751459751745
Position 5184: 0.0003717119258817019
Position 5755: 0.00037004812325526856
Position 5307: 0.00033701382320645075
Position 1222: 0.00032470081945697155
Position 2980: 0.000306775597444351
Position 931: 0.00030053451084261043
Position 746: 0.0002893795582518569
Position 1586: 0.0002800889682353888
Position 8490: 0.0002730549844982354
Position 2632: 0.0002701402590183512
Position 4338: 0.0002682863966723557
Position 7783: 0.00026572756655952244
Position 6384: 0.0002504848918646325
Position 1915: 0.00023258798435189278
Position 3519: 0.00022622261029945669
Position 615: 0.00021179226764551527
Position 5644: 0.0002012717137977717
Position 5546: 0.00020058427130550846
Position 4204: 0.00019617459825533876
Position 183: 0.00018116865773540807
Position 628: 0.00017818694445806082
Position 6699: 0.0001749798666534442
Position 5696: 0.0001742724755509385
Position 7089: 0.0001673679921349226
Position 4408: 0.00016682300637067428
Position 1448: 0.00016615306213863128
Position 451: 0.00014463784423522234
Position 6372: 0.000144456488846923
Position 3354: 0.000144096273142437
Position 848: 0.00013348942816601985
Position 6482: 0.00013322561813328804
Position 7362: 0.0001315610609638515
Position 2668: 0.0001300696574528225
Position 587: 0.00012737145108140542
Position 1176: 0.00011979911194290209
Position 3915: 0.00011864989562235198
Position 5117: 0.00011741919219782003
Position 2806: 0.00010774157016859579
Position 578: 0.00010245801802779693
Position 1704: 0.00010237455173981205
Position 4781: 9.886435324137965e-05
Position 6362: 9.645155629103749e-05
Position 6337: 9.220567376640073e-05
Position 5374: 9.188592760034787e-05
Position 4996: 8.970647860190125e-05
Position 236: 8.836128255386587e-05
Position 6107: 8.71498567242748e-05
Position 6550: 8.688265291900628e-05
Position 3748: 7.583327153406919e-05
Position 3667: 7.455031737353583e-05
Position 827: 7.309915111891438e-05
Position 1619: 7.095069280332776e-05
Position 2069: 6.28937570114853e-05
Position 1179: 6.208622359204218e-05
Position 1025: 5.9466720756264035e-05
Position 2878: 4.951681841137544e-05
Position 1984: 4.676956135203232e-05
Position 5668: 4.572448061223899e-05
Position 3073: 4.3723456120991896e-05
Position 295: 4.3650128100719625e-05
Position 353: 4.2443421529390013e-05
Position 3475: 4.0564165959227114e-05
Position 5036: 4.029056587642968e-05
Position 1961: 4.007691592668064e-05
Position 3193: 3.7330205807051526e-05
Position 543: 3.5218460858317085e-05
Position 4547: 3.441587281693346e-05
Position 1152: 3.305869344989637e-05
Position 1550: 3.0235131411279327e-05
Position 4040: 3.0039976330176876e-05
Position 3320: 2.962353718458823e-05
Position 472: 2.6261390183854073e-05
Position 4384: 2.6045244778321824e-05
Position 4117: 2.434607967284918e-05
Position 2448: 2.244633779687588e-05
Position 1452: 2.0316297345351784e-05
Position 1118: 2.0098797477240775e-05
Position 4065: 1.834482313744518e-05
Position 1097: 1.8131888927933663e-05
Position 521: 1.6526237046018862e-05
Position 2835: 1.6224128530806755e-05
Position 467: 1.5765524385707294e-05
Position 907: 1.1557514357866357e-05
Position 1657: 1.1194746398701692e-05
Position 1182: 1.0304470793593753e-05
Position 156: 1.0051097170975172e-05
Position 2022: 9.684077447259529e-06
Position 2435: 9.674855031073691e-06
Position 1203: 9.660967044109636e-06
Position 891: 8.432372663680375e-06
Position 709: 8.35899576031491e-06
Position 1596: 7.169673441512284e-06
Position 836: 6.8624973497556885e-06
Position 389: 6.649715053938686e-06
Position 1325: 5.83212420892334e-06
Position 1348: 5.599840337739029e-06
Position 938: 5.0121787524185106e-06
Position 902: 4.806801426856636e-06
Position 800: 3.967262483120294e-06
Position 1190: 3.592908309342476e-06
Position 434: 3.3190668580162825e-06
Position 1047: 2.095375749582363e-06
Position 1041: 1.773210358897182e-06
Position 649: 1.0898739042702644e-06
Position 2530: 7.809500090233277e-07
Position 713: 5.126953664617182e-07
Position 757: 5.078899796836856e-08
Position 987: 4.408253534316643e-08
Position 959: 4.3145488642165254e-08
Position 475: 3.646779673159689e-08
Position 1120: 2.544631293887718e-08
Position 642: 1.8710494054854077e-08
Position 656: 1.8619354567465842e-08
Position 469: 9.729760088844405e-09
Position 419: 8.747208427367582e-09
Position 431: 6.3188069163675815e-09
Position 486: 5.264875437304812e-09
Position 727: 4.195551441577018e-09
Position 558: 3.2834756362098335e-09
Position 146: 2.9629040143693236e-09
Position 761: 1.966772362901437e-09
Position 748: 1.8100944935270661e-09
Position 414: 1.7565326058255338e-09
Position 545: 1.5144959322225592e-09
Position 547: 4.781870774737813e-10
Position 407: 7.288204080001577e-11
Position 396: 4.7451535112574056e-11
Position 114: 4.5345497025052556e-11
Position 110: 2.637951366438664e-11
Position 120: 9.192222722444571e-12
Position 112: 2.1326657390360954e-12
Position 133: 1.521155613116636e-12
Position 716: 5.417187138294488e-13
Position 125: 2.6869306854189743e-13
Position 129: 3.3513727311786265e-14
Position 78: 8.312978499011996e-15
