Gene = Rita1
Position 680: 1.2657141105026731e-06
Position 1152: 1.26443132770392e-06
Position 443: 1.1661877476533257e-06
Position 1105: 1.1631079854175982e-06
Position 2151: 1.0953497276953886e-06
Position 453: 8.025057443502697e-07
Position 219: 5.925921456411001e-07
Position 410: 2.9206860712952507e-07
Position 451: 5.034321499643811e-08
Position 377: 3.337632918706463e-08
Position 2489: 2.9566821653659043e-08
Position 518: 3.956644419067719e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.5667605056016077
Position 2445: 0.4211071666231038
Position 1083: 0.20725628877804717
Position 3333: 0.2013611998679161
Position 2626: 0.15393830719013143
Position 514: 0.09871437983612415
Position 2935: 0.08736364164156794
Position 549: 0.070576624941494
Position 530: 0.0595413721094361
Position 3038: 0.04848030222140742
Position 1060: 0.0423510005901848
Position 3344: 0.029186178732099163
Position 1293: 0.028032428184743215
Position 3066: 0.023676441639607745
Position 1031: 0.022301878415555233
Position 963: 0.0165611774805378
Position 1568: 0.01575342363412995
Position 518: 0.015750309409939572
Position 1456: 0.014725069177946555
Position 1166: 0.01284451191788831
Position 1779: 0.012651882365870054
Position 3150: 0.012101481257841875
Position 1036: 0.011454522436646557
Position 3206: 0.011405292336747645
Position 1413: 0.01087322018027696
Position 2897: 0.010451127067914632
Position 3406: 0.009742309897131882
Position 1100: 0.009384391269373755
Position 2745: 0.007926324373123978
Position 2755: 0.007889300245998435
Position 1803: 0.007730241031724247
Position 410: 0.0073675477640535
Position 2779: 0.007053388322294225
Position 3197: 0.006802715657334179
Position 1699: 0.00676124468521627
Position 767: 0.0063900276084997674
Position 3098: 0.006015639377029269
Position 3003: 0.004692538579354842
Position 556: 0.0046052602630150125
Position 3104: 0.0037606096295884016
Position 938: 0.003672426692750694
Position 2448: 0.003465708594022816
Position 184: 0.0032496501136769804
Position 2821: 0.0027112452603622996
Position 986: 0.002602969881969812
Position 980: 0.0022668624435377197
Position 441: 0.002237527609570679
Position 1114: 0.0022372301324187906
Position 1296: 0.002184552523514212
Position 1924: 0.0021837072248873557
Position 3181: 0.002096632367891406
Position 1241: 0.0020832679053813326
Position 3048: 0.0020103136829608395
Position 3299: 0.0019689999610167782
Position 2966: 0.001908596995926856
Position 935: 0.0018767801685541379
Position 1341: 0.0018555742080763329
Position 302: 0.0018130235026102893
Position 2608: 0.0017859400348198523
Position 1105: 0.0016593209094616492
Position 808: 0.001634262995484137
Position 914: 0.001561302444931251
Position 971: 0.001395375056057909
Position 2956: 0.0013406233422995175
Position 2949: 0.0012902756605168717
Position 2001: 0.0012766023948177507
Position 3154: 0.0012476783832155993
Position 2332: 0.001200186314878241
Position 1859: 0.0010259912720243607
Position 2530: 0.000999202187923024
Position 2677: 0.0009409966775928176
Position 1502: 0.0009349592723086667
Position 568: 0.0008798747600682273
Position 263: 0.0008738091449047704
Position 1125: 0.0008210414418195405
Position 1102: 0.0007850024158318331
Position 2899: 0.0007821667829813752
Position 137: 0.0007745588991075435
Position 114: 0.0006865216324748688
Position 1313: 0.0006540240719312843
Position 1390: 0.0005357770694066966
Position 830: 0.0005356897645302632
Position 1040: 0.0005025944503710405
Position 1928: 0.00048806979820507934
Position 863: 0.0004706332123942495
Position 2808: 0.0004517011918332534
Position 2783: 0.0004470072011693862
Position 3389: 0.00043750305015210393
Position 1140: 0.00043162805621901976
Position 3367: 0.0004153358879379531
Position 1881: 0.0004121416151004619
Position 1344: 0.00038111022100475176
Position 130: 0.00032388282757374694
Position 1172: 0.00032331670386258733
Position 2208: 0.0003194001262542114
Position 3017: 0.0002780818931277237
Position 2227: 0.0002751048221829119
Position 1511: 0.0002715341994402318
Position 2072: 0.0002599333446442249
Position 1419: 0.00025758394718006396
Position 2451: 0.00024914209762213303
Position 373: 0.00021373408563446028
Position 2503: 0.0002074905854161967
Position 3318: 0.00020326113920248476
Position 653: 0.00019439585803749076
Position 2183: 0.00018138970505390825
Position 2864: 0.00017404337997523216
Position 2201: 0.00017209269506496998
Position 3377: 0.00015068051229073727
Position 1603: 0.0001406601315311961
Position 885: 0.00013940271826671027
Position 1466: 0.00013743239426334923
Position 3261: 0.00011868106341790218
Position 1017: 0.00011368949498014006
Position 1193: 0.00010908086613881767
Position 993: 0.00010685902830372487
Position 429: 0.00010548065292873636
Position 2511: 0.00010203764628188102
Position 2398: 0.00010177228797705637
Position 1142: 8.56194111818313e-05
Position 2584: 8.163271963464943e-05
Position 2563: 8.096497087823351e-05
Position 2534: 7.829085558093395e-05
Position 2761: 7.806259784621206e-05
Position 2403: 7.749151324559149e-05
Position 2574: 6.469298115036248e-05
Position 1904: 6.347176875642792e-05
Position 2338: 6.220172546237291e-05
Position 585: 6.178933211236895e-05
Position 2268: 6.149335959256261e-05
Position 643: 5.593345502450679e-05
Position 116: 5.109984639229369e-05
Position 877: 4.4729571484163626e-05
Position 588: 4.391607458979985e-05
Position 633: 4.0480947089698386e-05
Position 871: 3.419921909183283e-05
Position 1519: 3.233038873225466e-05
Position 276: 3.0329633362594265e-05
Position 232: 2.53883951599858e-05
Position 226: 2.125172651276196e-05
Position 771: 2.0723885816777654e-05
Position 949: 1.5379950859833013e-05
Position 110: 1.3077842791174567e-05
Position 1144: 1.2093924307143085e-05
Position 315: 1.1707413650967776e-05
Position 92: 1.1112555349822792e-05
Position 140: 1.009376030886752e-05
Position 193: 8.721876724139459e-06
Position 1365: 7.467748958885265e-06
Position 1046: 7.074677425657105e-06
Position 319: 3.106642840735991e-06
Position 582: 2.6473853665361506e-06
Position 152: 2.544737939938757e-06
Position 146: 2.0675508299123622e-06
Position 609: 1.9032540979199958e-06
Position 160: 1.7735448211319344e-06
Position 735: 1.7720333224471117e-06
Position 695: 1.7335844143857723e-06
Position 732: 1.4587082955475041e-06
Position 777: 1.1260059593410487e-06
Position 1309: 4.1014470546141893e-07
Position 1353: 3.9101262397718876e-07
Position 1491: 3.8349375954976777e-07
Position 753: 3.460591156282194e-07
Position 1350: 2.9362929427104996e-07
Position 714: 2.898262147516433e-07
Position 335: 2.0315754101186278e-07
Position 1321: 1.8565407654078973e-07
Position 1197: 1.3349877253605284e-07
Position 338: 1.242887639113172e-07
Position 594: 1.0929519795138112e-07
Position 647: 1.0745229656437921e-07
Position 998: 6.11338933009228e-08
Position 699: 3.690674351560348e-10
Position 346: 8.907164797341254e-11
