Gene = Opa3
Position 7709: 0.22949213804339935
Position 10848: 0.16247138641510805
Position 17593: 0.11101916864270973
Position 17538: 0.08869778837548661
Position 3246: 0.08357686265263777
Position 1156: 0.04983049010439936
Position 2678: 0.03696278634916861
Position 17780: 0.02927968293667588
Position 162: 0.02053753616700813
Position 4484: 0.01891368835766626
Position 4732: 0.017821777794561452
Position 7613: 0.014008020391378086
Position 836: 0.012487491892779291
Position 2362: 0.008325496596719143
Position 1099: 0.007757194348783446
Position 7665: 0.007418178823159691
Position 4333: 0.006540923303422978
Position 4362: 0.005380335466576406
Position 4184: 0.005268984231294765
Position 3092: 0.004983747344365136
Position 3204: 0.004237452863067104
Position 6291: 0.0041236678586379465
Position 5696: 0.004085085377834472
Position 7213: 0.0037818255431270827
Position 16983: 0.0032943623154069557
Position 1172: 0.003068014803264029
Position 11185: 0.0028294370313637755
Position 4806: 0.0027345228914070134
Position 4025: 0.0027260349988427676
Position 5745: 0.0024484171720579808
Position 3761: 0.002172062646501288
Position 1132: 0.002154335826060265
Position 10458: 0.0021003460196661913
Position 1192: 0.0020930022367499027
Position 4783: 0.0019573239202886625
Position 8424: 0.0018723262606649596
Position 10490: 0.0018281572340469946
Position 1459: 0.0017313918288786496
Position 2210: 0.001654048105453836
Position 2665: 0.0015887075797570793
Position 1412: 0.0015362128784577255
Position 13810: 0.0013994878680684824
Position 1839: 0.0012796138380058435
Position 3014: 0.000885219871544485
Position 7652: 0.0008630832087760961
Position 11566: 0.000798152007973022
Position 11434: 0.0007972169409250606
Position 1008: 0.0007816901872463907
Position 766: 0.0007169328763478957
Position 3242: 0.0006855127570619387
Position 905: 0.0006783029020131615
Position 405: 0.0006703686303119742
Position 4746: 0.0006590142557869946
Position 3988: 0.0006588005547970617
Position 3967: 0.0006006065163654824
Position 5200: 0.0005642128867733969
Position 1441: 0.0005189526595807165
Position 728: 0.0005037924210019916
Position 5220: 0.0004778899416103635
Position 805: 0.00045187415130745865
Position 4231: 0.0004492953202022878
Position 8277: 0.0004463012784533834
Position 1679: 0.0003951662830726675
Position 691: 0.0003908844679235717
Position 6149: 0.0003703296049037802
Position 849: 0.00036499146585620317
Position 914: 0.0003423917200965252
Position 2631: 0.00034170868303649545
Position 6562: 0.0003289133068627919
Position 1468: 0.00032434551173595453
Position 11273: 0.00030782529946236665
Position 299: 0.0002795168035398493
Position 12564: 0.0002745521520642073
Position 6442: 0.0002592033385356066
Position 5711: 0.0002583881822329647
Position 8673: 0.00025742993497605165
Position 10697: 0.00022838685712118508
Position 2386: 0.00021562617094497463
Position 1490: 0.00020918924998497096
Position 1899: 0.0002073706761567356
Position 4533: 0.00019539719056546116
Position 6575: 0.0001928941819934632
Position 1178: 0.0001849403538403408
Position 2104: 0.00018161223397896974
Position 4226: 0.00016925900732081802
Position 1618: 0.0001646615412697126
Position 1032: 0.00016393822774704353
Position 1213: 0.0001639121327019168
Position 645: 0.00015188041624556234
Position 3208: 0.0001490992696243882
Position 2135: 0.00013205792725193443
Position 209: 0.00012708012884102602
Position 3045: 0.00012616303918049624
Position 2707: 0.00012231006850045857
Position 4995: 0.0001222414999939464
Position 2716: 0.00011788045418805138
Position 3910: 0.0001171841100435788
Position 3972: 0.00011472516903716978
Position 6680: 0.00011400709984482842
Position 11231: 0.00011234139763558035
Position 777: 0.00011023759436806514
Position 2609: 0.00010951019374436682
Position 4888: 0.00010039908735503443
Position 2636: 9.784324456448656e-05
Position 1952: 9.601037144880338e-05
Position 4031: 9.389292037104991e-05
Position 192: 9.1158320026046e-05
Position 5380: 8.834486163403286e-05
Position 7960: 8.478267134092488e-05
Position 2601: 7.675578179101376e-05
Position 138: 7.397613370700582e-05
Position 6746: 6.995967774383986e-05
Position 5488: 6.955095125126863e-05
Position 5909: 6.905120281216278e-05
Position 994: 6.345423236516933e-05
Position 1029: 5.937174747185834e-05
Position 858: 5.7950082705346355e-05
Position 167: 5.6706927754422774e-05
Position 8548: 5.657654716060929e-05
Position 4659: 5.605083048101735e-05
Position 5557: 5.27897960964951e-05
Position 7416: 5.188054552962672e-05
Position 8608: 5.1694948685726923e-05
Position 2710: 5.112882866449802e-05
Position 6610: 5.047940274377523e-05
Position 2579: 4.858555837599195e-05
Position 1638: 4.758417958613781e-05
Position 739: 3.821561651594252e-05
Position 712: 3.598499605360941e-05
Position 1202: 3.5727624164016145e-05
Position 244: 3.496210363019869e-05
Position 5918: 3.2210831289088704e-05
Position 1742: 3.1584982501946155e-05
Position 2509: 3.008924043134994e-05
Position 6490: 2.9838051557339264e-05
Position 5560: 2.8286914106755903e-05
Position 358: 2.498775058967213e-05
Position 2909: 2.4390744919177725e-05
Position 8483: 2.3707656460538308e-05
Position 2396: 2.1485034354320897e-05
Position 5454: 2.1007423737373163e-05
Position 6850: 1.9997225857113094e-05
Position 1303: 1.889407372214751e-05
Position 381: 1.742772918485319e-05
Position 4935: 1.6330501673749696e-05
Position 1253: 1.3424189708365142e-05
Position 1013: 1.327407904626519e-05
Position 1064: 1.186124431472611e-05
Position 2963: 1.1604290732475921e-05
Position 4955: 1.1555959432285435e-05
Position 5278: 9.109363725669443e-06
Position 304: 8.308127842986891e-06
Position 2016: 7.178750937499512e-06
Position 498: 6.364296488291611e-06
Position 4561: 5.486168931987383e-06
Position 3019: 5.034757872915523e-06
Position 2177: 4.685708999206911e-06
Position 2643: 3.807793741614861e-06
Position 1999: 3.152816134452743e-06
Position 3680: 3.1045795159498664e-06
Position 5081: 3.0386320790551393e-06
Position 4640: 2.9245185349144485e-06
Position 2283: 2.8861123166602584e-06
Position 5497: 2.878603240691471e-06
Position 2290: 2.7523914053400805e-06
Position 2268: 2.703641054212681e-06
Position 4644: 2.6052543547899417e-06
Position 2084: 2.5643186507602526e-06
Position 2790: 2.423121308426266e-06
Position 3381: 2.201916179671952e-06
Position 3618: 2.114154372472375e-06
Position 505: 1.8874776140660104e-06
Position 580: 1.75953246751578e-06
Position 1853: 1.7229355259731552e-06
Position 2650: 1.4898834542719785e-06
Position 2573: 1.3658674628172092e-06
Position 95: 1.338785029560694e-06
Position 3420: 1.2148760498058085e-06
Position 3449: 1.1602601658720462e-06
Position 918: 1.1556360430929206e-06
Position 624: 1.1522496517623605e-06
Position 1776: 1.1140508495815743e-06
Position 456: 1.0847628830288727e-06
Position 1494: 1.0546941686163967e-06
Position 413: 9.96646209633275e-07
Position 1859: 9.407072507097987e-07
Position 2529: 9.340025322764701e-07
Position 545: 9.297990070315911e-07
Position 410: 8.727726097122811e-07
Position 1855: 8.502504261813554e-07
Position 1034: 8.151569024667071e-07
Position 4689: 8.084594583618093e-07
Position 1583: 8.001266306714556e-07
Position 249: 6.690643018562806e-07
Position 1225: 6.472223880013927e-07
Position 633: 5.810407499979188e-07
Position 698: 5.386488215410249e-07
Position 724: 4.3558969379587184e-07
Position 1277: 3.6736484850583594e-07
Position 443: 2.8203375243731755e-07
Position 606: 2.7549584384665925e-07
Position 874: 2.482634887956814e-07
Position 1537: 2.4693715097795465e-07
Position 213: 2.4222775407881665e-07
Position 1918: 2.3784726327184215e-07
Position 527: 2.3467483960233611e-07
Position 2315: 2.2617068065221516e-07
Position 693: 2.0583984586623089e-07
Position 1930: 1.986647925492222e-07
Position 1255: 1.9833928596245796e-07
Position 552: 1.7616745488701057e-07
Position 1351: 1.5745371553898432e-07
Position 1849: 1.4901369765632957e-07
Position 1693: 1.4815760971196992e-07
Position 1725: 1.392073806662609e-07
Position 548: 1.3763002334345563e-07
Position 463: 1.2056672604455654e-07
Position 568: 9.921168747600952e-08
Position 571: 5.321199421729796e-08
Position 171: 4.346967625739406e-08
Position 419: 4.329994211223087e-08
Position 2437: 3.856967645545225e-08
Position 275: 3.577418075121873e-08
Position 417: 3.286965733357959e-08
Position 935: 3.175220625092783e-08
Position 511: 3.021733618062772e-08
Position 422: 2.895506610761621e-08
Position 534: 2.6982542035309472e-08
Position 468: 2.434924999983779e-08
Position 967: 2.4330733634116726e-08
Position 925: 2.3588610726255302e-08
Position 700: 2.158204057405513e-08
Position 108: 2.156246577026547e-08
Position 1279: 1.855622288367679e-08
Position 595: 1.8120288153162845e-08
Position 930: 1.7733131803048038e-08
Position 1235: 1.4515430726381407e-08
Position 470: 1.408483849247718e-08
Position 1119: 1.3951995988771242e-08
Position 610: 1.3817347904131222e-08
Position 383: 1.3390020220397416e-08
Position 267: 1.2258670230275705e-08
Position 1296: 8.29637816215537e-09
Position 518: 8.22237654463664e-09
Position 222: 7.989299614348398e-09
Position 608: 7.915293027585217e-09
Position 1975: 5.086590478821206e-09
Position 1565: 3.040248079918389e-09
Position 1647: 2.970831997192893e-09
Position 1046: 2.8852052093007666e-09
Position 1039: 2.157215525866046e-09
Position 1699: 2.1150995554760148e-09
Position 1521: 1.7861635777126285e-09
Position 426: 1.320965517232966e-09
Position 366: 1.3155786319864705e-09
Position 565: 1.2003256533858897e-09
Position 1508: 6.008746281531875e-10
Position 1363: 4.272130239238536e-10
Position 1323: 4.0922515604589954e-10
Position 1754: 6.086946954429331e-11
Position 932: 5.39911210642851e-11
Position 465: 4.9392767738624115e-12
Position 255: 1.6919672475692846e-14
