Gene = Tipin
Position 8068: 0.06755751946074678
Position 14712: 0.0531238774296739
Position 9458: 0.05208919483010422
Position 15107: 0.03882731510269487
Position 7982: 0.03560574723866223
Position 2734: 0.03338700814136229
Position 6510: 0.022271408963981717
Position 961: 0.021197706797904458
Position 18854: 0.019014828451911474
Position 20917: 0.01592654507608168
Position 22126: 0.014869240764799757
Position 12641: 0.012307747813679184
Position 3930: 0.011891444021722469
Position 22240: 0.009990767802925286
Position 9216: 0.009942047529370735
Position 12664: 0.009623809388603004
Position 14803: 0.009523902395937275
Position 9402: 0.009318704988441501
Position 3938: 0.008327541158297007
Position 12610: 0.007339974534080827
Position 16260: 0.00710823835637133
Position 9367: 0.006843802688642085
Position 20229: 0.006689025433290948
Position 19741: 0.006382999635425134
Position 12645: 0.005839323924630965
Position 21164: 0.005623931964029676
Position 6712: 0.005338402341669105
Position 375: 0.00528991489197326
Position 19780: 0.0048946613730305125
Position 22378: 0.004779932392832598
Position 3901: 0.004763609844648746
Position 6448: 0.004528222145013775
Position 23585: 0.004029139647529266
Position 18291: 0.0039416194630415855
Position 6384: 0.0038779914989722684
Position 4010: 0.0038632906067308163
Position 1923: 0.0036302965591789417
Position 659: 0.0030897587385830274
Position 6607: 0.002957553840205558
Position 6726: 0.002798728176382006
Position 1452: 0.002648547371418427
Position 22609: 0.00254155660739836
Position 20534: 0.0025068390937255437
Position 347: 0.002502527681003745
Position 14756: 0.001979254644051657
Position 8541: 0.0017937927902614906
Position 931: 0.0017454103441515475
Position 2519: 0.00152428845749431
Position 2797: 0.0014759979701398367
Position 4236: 0.0014525855077138813
Position 138: 0.0012228299009925446
Position 4036: 0.0011994638638858173
Position 1963: 0.0008740067123035499
Position 852: 0.0008690749737914699
Position 6708: 0.0007824767370887736
Position 9325: 0.0007784699563943918
Position 238: 0.0007766917175103091
Position 1578: 0.0007097077573185739
Position 2500: 0.0007013731324316485
Position 6565: 0.0006533271173738442
Position 2462: 0.0006504971031567303
Position 18406: 0.0006372074571495423
Position 4920: 0.0006017997481292777
Position 18038: 0.0006001954328658896
Position 809: 0.0005666693288739175
Position 2838: 0.0005527610326009966
Position 4193: 0.0005275379022927047
Position 2631: 0.0004895433813447316
Position 3964: 0.0004599329128342545
Position 2474: 0.00045782192323633023
Position 145: 0.0003951812525445022
Position 779: 0.0003859611740742194
Position 14947: 0.00037983192746589945
Position 629: 0.00035467413393731466
Position 963: 0.0003535762511456819
Position 297: 0.00032949772206669115
Position 4868: 0.0003260188558177034
Position 11630: 0.0002877586477541597
Position 11527: 0.00026035692080552216
Position 1609: 0.0002552036950607176
Position 168: 0.0002521973137965867
Position 249: 0.0002517135288737011
Position 17460: 0.00025142300845559833
Position 220: 0.00022591720826643303
Position 2545: 0.00021311908839570805
Position 2858: 0.00020638235357769348
Position 1086: 0.00014282721383043377
Position 13804: 0.0001325628932784619
Position 1376: 0.000128937801190207
Position 1047: 0.00012869561136562852
Position 1042: 0.00012027003594839198
Position 141: 0.00011989176502748806
Position 938: 0.00011122013160532605
Position 10246: 0.00010995497472186552
Position 13260: 0.00010194922027504146
Position 10261: 9.872030348017779e-05
Position 896: 9.340133786851387e-05
Position 16142: 8.885754164750641e-05
Position 11211: 8.35734075575622e-05
Position 13750: 7.080924653133553e-05
Position 13062: 6.995029002166319e-05
Position 1773: 6.823397012008434e-05
Position 726: 6.264678943510081e-05
Position 15516: 6.089592169833561e-05
Position 10341: 5.125470172978591e-05
Position 10276: 4.6509951527200983e-05
Position 515: 4.359579188937121e-05
Position 8966: 3.8466213259919056e-05
Position 461: 3.218046688927931e-05
Position 3830: 2.818376925634488e-05
Position 398: 2.7404122731026473e-05
Position 683: 2.3683379272829235e-05
Position 2691: 2.1462044621500775e-05
Position 11970: 2.082435318908512e-05
Position 152: 1.6799050885710528e-05
Position 13535: 1.6343886302387868e-05
Position 494: 1.5842523536283375e-05
Position 327: 1.4393337623646594e-05
Position 177: 1.3412813933783985e-05
Position 14919: 1.293948809641047e-05
Position 1116: 1.2603562204393228e-05
Position 387: 1.1152413978402014e-05
Position 10805: 1.0912245863836695e-05
Position 13167: 1.0795196377264555e-05
Position 10233: 1.0197770024060957e-05
Position 278: 9.78050945854295e-06
Position 245: 9.431765581155102e-06
Position 1263: 9.360692194347598e-06
Position 523: 8.990653443499717e-06
Position 10888: 8.296936256706322e-06
Position 9762: 7.296509347020036e-06
Position 741: 7.104727964701167e-06
Position 199: 6.026584771253572e-06
Position 8879: 5.917098130136898e-06
Position 2593: 5.70316435933156e-06
Position 10489: 4.605275730222337e-06
Position 122: 3.810003166208927e-06
Position 10115: 3.672414632133326e-06
Position 273: 3.58884071795638e-06
Position 243: 3.43080184747072e-06
Position 636: 3.3951318509079922e-06
Position 1943: 3.291591960843455e-06
Position 2504: 3.0791541083560144e-06
Position 2525: 2.6773873864333088e-06
Position 1879: 2.3434470051982498e-06
Position 1242: 2.3185089418042472e-06
Position 693: 2.2641261310594427e-06
Position 11743: 2.2461616643109878e-06
Position 1544: 2.1220253769857146e-06
Position 162: 2.0523998433232125e-06
Position 353: 1.971171422457668e-06
Position 284: 1.9697781786020414e-06
Position 10196: 1.8849419787914455e-06
Position 9715: 1.8482252494752631e-06
Position 1179: 1.7784790498686095e-06
Position 187: 1.7487944149774046e-06
Position 1291: 1.7345260829009045e-06
Position 11162: 1.6530595388119131e-06
Position 323: 1.557085682143885e-06
Position 1221: 1.5517656470939911e-06
Position 408: 1.427209172808277e-06
Position 10737: 1.3574963513986564e-06
Position 9219: 1.338107230323375e-06
Position 10932: 1.2660400252548784e-06
Position 864: 1.2195049383130166e-06
Position 2749: 1.1099802115958337e-06
Position 356: 1.0568250895461605e-06
Position 5897: 9.840124688847618e-07
Position 8882: 9.075034805133129e-07
Position 1905: 8.019386925194167e-07
Position 1410: 7.847988535955392e-07
Position 165: 7.84148314445399e-07
Position 1494: 7.612577556568996e-07
Position 282: 7.457647388282223e-07
Position 569: 7.262116557040394e-07
Position 1503: 6.617228717766457e-07
Position 882: 6.359207175738338e-07
Position 535: 5.974426540279497e-07
Position 1623: 5.857694460895719e-07
Position 531: 5.510213827835544e-07
Position 732: 5.219564777196568e-07
Position 4472: 4.814884752527579e-07
Position 1228: 4.042576665012741e-07
Position 2988: 3.4366872349865595e-07
Position 3185: 3.3600536768834247e-07
Position 3020: 2.833460036498736e-07
Position 590: 2.586919116196122e-07
Position 258: 2.4030245120385314e-07
Position 745: 2.3855748253260824e-07
Position 6847: 1.7467050197515119e-07
Position 4662: 1.7189813360414755e-07
Position 7279: 1.7102748439663164e-07
Position 268: 1.6953280785543745e-07
Position 526: 1.6212740773127316e-07
Position 943: 1.2265755395167543e-07
Position 1532: 1.1911471899932234e-07
Position 1648: 1.1434979045867708e-07
Position 3379: 1.1378838061291761e-07
Position 4985: 1.1353996738811188e-07
Position 6021: 1.1325352371381046e-07
Position 578: 9.85681399848893e-08
Position 571: 9.495080920514378e-08
Position 455: 7.8428994412773e-08
Position 1665: 7.465847046452973e-08
Position 1186: 7.301665953902738e-08
Position 5819: 6.963837702692541e-08
Position 1249: 6.07896109332835e-08
Position 5369: 5.631562050340399e-08
Position 1625: 4.997222150350485e-08
Position 1400: 4.887971812119987e-08
Position 4834: 4.660201187757626e-08
Position 1418: 4.285061835646438e-08
Position 2177: 4.063251395533095e-08
Position 1121: 3.444352045422672e-08
Position 4387: 2.838069974419679e-08
Position 1269: 2.7122990837074286e-08
Position 1629: 2.6483402483865366e-08
Position 1427: 2.4079351243389424e-08
Position 1985: 2.118247054115183e-08
Position 3424: 1.504058913783743e-08
Position 873: 1.1922070412234114e-08
Position 2025: 1.113715220827579e-08
Position 2152: 7.514412664822845e-09
Position 868: 6.037494776818134e-09
Position 789: 5.604838208418544e-09
Position 1330: 4.836387005452428e-09
Position 816: 2.446084466392518e-10
Position 1096: 2.0388540618576528e-10
Position 1040: 1.9350962941537192e-10
Position 747: 1.3407874273836264e-10
Position 321: 6.510586045136709e-11
Position 812: 1.4625246834424046e-13
Position 795: 7.071651467201645e-14
Position 480: 9.124848237919716e-16
Position 671: 9.047313302915211e-16
Position 528: 6.16333031769134e-16
Position 74: 3.6126594100442e-17
