Gene = Selplg
Position 3399: 0.001151945816514958
Position 7114: 0.0010540025256606475
Position 3283: 0.001025625279427618
Position 871: 0.0009316364120867337
Position 6051: 0.0008605330451341286
Position 4672: 0.0007666943081294272
Position 3646: 0.0006459450874987607
Position 2678: 0.0006320382187743422
Position 5085: 0.0005924065026920446
Position 3421: 0.0005531399694577166
Position 10681: 0.0005327982059243816
Position 2265: 0.0004108436879285868
Position 1895: 0.000410474379763376
Position 3445: 0.00039425094246292976
Position 3945: 0.0003900081735392385
Position 2272: 0.00038129351374455736
Position 3722: 0.00035980846911752795
Position 264: 0.0003240669841246552
Position 3975: 0.0003030771482076651
Position 460: 0.0002599379832838279
Position 809: 0.00021386570525286385
Position 3954: 0.00020200304993415704
Position 3888: 0.00015306745137367886
Position 2121: 0.00015263953755712426
Position 982: 0.0001281395794527942
Position 3939: 0.00012412806418598014
Position 1890: 0.00012089283355402402
Position 2166: 0.00011671794604314194
Position 1539: 0.00011371171360831016
Position 452: 0.00011268362133857566
Position 2146: 0.00010854021681834574
Position 1177: 0.00010650836187304386
Position 3429: 9.003799689374898e-05
Position 4225: 6.94601614224136e-05
Position 2341: 6.686761076463605e-05
Position 372: 6.438347396283378e-05
Position 2620: 5.9965243259677754e-05
Position 2260: 5.6051738202235616e-05
Position 4301: 3.590133383401831e-05
Position 4169: 2.7886228062083298e-05
Position 243: 7.23408792484674e-06
Position 36: 6.115705730003149e-06
Position 61: 2.059354610388217e-06
Position 240: 1.1454933736143923e-06
Position 251: 1.1310748273312957e-06
Position 102: 5.605065791242629e-07
Position 181: 4.4177848102822147e-07
Position 157: 4.208763894501255e-07
Position 797: 3.356178749086254e-07
Position 1634: 2.20939368891968e-07
Position 105: 1.8230195045227794e-07
Position 73: 1.4236552777622e-07
Position 63: 1.4000609068498856e-07
Position 71: 1.3988908561200794e-07
Position 464: 1.3143179218548682e-07
Position 143: 1.1212179266999343e-07
Position 475: 9.213173956129517e-08
Position 29: 8.400447585776249e-08
Position 1211: 8.33644216321013e-08
Position 442: 5.782883546544204e-08
Position 88: 4.9370507745527865e-08
Position 411: 3.076542201276237e-08
Position 1508: 2.6782942899504696e-08
Position 1207: 1.4850683703994477e-08
Position 321: 1.375149994219867e-08
Position 847: 3.920356386342065e-09
Position 830: 2.7881331925616877e-09
Position 765: 1.7038134932287138e-09
Position 567: 1.5900210826451146e-09
Position 342: 1.3708966656150036e-09
Position 350: 5.529857648545309e-10
Position 642: 4.233926353994307e-10
Position 348: 1.1307874221620394e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10252: 0.928910413795347
Position 11654: 0.5785490851826588
Position 4065: 0.3994434939545079
Position 11821: 0.14962127921587087
Position 10510: 0.1072500825203307
Position 7427: 0.09884719519837883
Position 4550: 0.09620421892268942
Position 11206: 0.09082462411003825
Position 7821: 0.06671158007207742
Position 10485: 0.06035149666525264
Position 7615: 0.05820085574096665
Position 11797: 0.053287779520757875
Position 3185: 0.05001795794319021
Position 11293: 0.04405955657935408
Position 6113: 0.03736696112835805
Position 11322: 0.032833069757344076
Position 5979: 0.03184434776412963
Position 5497: 0.03050362783077347
Position 5585: 0.026445372287800476
Position 6153: 0.02504266425155935
Position 11685: 0.023884828497427072
Position 11041: 0.023817474432796807
Position 11884: 0.021380675660109906
Position 297: 0.020357248676609138
Position 7580: 0.019013827055204924
Position 10678: 0.016453988889883243
Position 2619: 0.014855126624374432
Position 11062: 0.01397243479057945
Position 329: 0.012605592596764997
Position 4979: 0.010710685032291686
Position 5672: 0.010578845866717727
Position 11147: 0.010201507641644071
Position 7176: 0.010033101554138812
Position 7529: 0.009107084084182386
Position 6622: 0.0077331715573510495
Position 3324: 0.006366459533110532
Position 11836: 0.005507131634048825
Position 4868: 0.005396433268330127
Position 5059: 0.004902833309072907
Position 9776: 0.004869845236123602
Position 4184: 0.004840814666872567
Position 4208: 0.00467603006022122
Position 11574: 0.004528308099890209
Position 2577: 0.004092095376195736
Position 5477: 0.003939403213048128
Position 11416: 0.003898901192139714
Position 6296: 0.0036921562168997428
Position 6907: 0.0035953931774063384
Position 4657: 0.00340375499880048
Position 7684: 0.0033301383725675344
Position 4038: 0.003277683016171484
Position 8909: 0.003265351522950334
Position 6005: 0.0031766352244243026
Position 10585: 0.0031300172252426983
Position 4956: 0.002947241943300248
Position 4347: 0.0029362784365699556
Position 4888: 0.0028552180772760966
Position 9477: 0.0025586948226293004
Position 5700: 0.002406921893109521
Position 342: 0.002333669168074211
Position 5523: 0.002305965858768481
Position 11803: 0.00213500264519362
Position 1700: 0.002019644011667415
Position 2365: 0.0019200617208571054
Position 3822: 0.001625538483990304
Position 11511: 0.0016042221201353459
Position 3344: 0.0015599614090793525
Position 11092: 0.0014209387190934882
Position 4865: 0.001417257165195538
Position 3318: 0.0013427402321349359
Position 3340: 0.001318723658261387
Position 2454: 0.0012931217763915714
Position 8786: 0.0012017666278704674
Position 11890: 0.0011681693261290315
Position 1736: 0.0011446136414111731
Position 3501: 0.0010101314989230635
Position 11232: 0.0010086746548164706
Position 263: 0.0009976508112707354
Position 10307: 0.0009962367562629056
Position 3888: 0.0009755199317717843
Position 2340: 0.0009578035935588627
Position 11436: 0.0009220164962444175
Position 3467: 0.0008467095612236373
Position 4136: 0.0008232233472611494
Position 4568: 0.0008169301372870218
Position 1435: 0.0008109252327666679
Position 7101: 0.0008101653835157316
Position 4528: 0.0008070935562412057
Position 221: 0.0008053578487688724
Position 1515: 0.0007556698285324295
Position 4976: 0.0007521722466935273
Position 3352: 0.0007373337738628243
Position 4744: 0.0006862077245583418
Position 4473: 0.0006412745190866893
Position 2503: 0.000638002070914298
Position 10669: 0.0006258349057755653
Position 3680: 0.0005898363734903435
Position 2633: 0.0005702846927818666
Position 4077: 0.0005315106303769833
Position 2006: 0.0005273611853685377
Position 361: 0.00047355550763792395
Position 847: 0.0004696512634347405
Position 3657: 0.0004676509726573244
Position 272: 0.0004389847781960227
Position 11498: 0.00041943769708780083
Position 11873: 0.000403865704650806
Position 11923: 0.0003862928222929208
Position 2040: 0.0003835797936230313
Position 1415: 0.00036645409028642477
Position 3108: 0.00035958463479850606
Position 11918: 0.0003590169448936402
Position 1613: 0.0003349878417759162
Position 1532: 0.0003329078457858407
Position 2598: 0.0002628932991001271
Position 1309: 0.00025441674671149503
Position 2832: 0.00023708944830328892
Position 1869: 0.00022804972325448305
Position 2585: 0.0002243933158324536
Position 5836: 0.00022016488340725486
Position 1040: 0.00020578753721935635
Position 355: 0.00020240925402678067
Position 2110: 0.00019473748366166104
Position 3511: 0.0001896225484727915
Position 7220: 0.0001736148448937008
Position 2181: 0.00016834862865348937
Position 3737: 0.00015871309570574194
Position 778: 0.00013537262629859247
Position 6854: 0.0001273154753611499
Position 4947: 0.0001218564299894983
Position 4932: 0.00012098768631015747
Position 1357: 0.00011788949613283503
Position 311: 0.00010241110759752786
Position 1799: 9.24275909188156e-05
Position 4781: 8.94126245779841e-05
Position 6396: 8.607583016273115e-05
Position 3558: 8.3947693598226e-05
Position 561: 8.263959635376272e-05
Position 746: 8.217315615492601e-05
Position 5384: 8.185113471280872e-05
Position 3166: 8.15045973112484e-05
Position 3863: 8.124103567812398e-05
Position 4836: 7.84269219481355e-05
Position 3226: 7.413689298807396e-05
Position 1745: 7.309122986182103e-05
Position 4488: 7.103053524781276e-05
Position 4239: 7.017080053503595e-05
Position 1459: 6.725375089617128e-05
Position 584: 6.496110273223512e-05
Position 3198: 6.340662941318842e-05
Position 5916: 6.3071170778584e-05
Position 2477: 6.145696539878715e-05
Position 1767: 6.006641832878405e-05
Position 2774: 5.998705876842123e-05
Position 3295: 5.990291212461368e-05
Position 1263: 5.1483883128350574e-05
Position 5610: 4.993283224161531e-05
Position 2413: 4.972724036547955e-05
Position 418: 4.904986043378638e-05
Position 4130: 4.889586420599236e-05
Position 3899: 4.82977050691285e-05
Position 6191: 4.468173750654899e-05
Position 3519: 4.1333297296879076e-05
Position 1280: 3.923606762311054e-05
Position 1437: 3.897346094334833e-05
Position 4574: 3.8786425134292554e-05
Position 1467: 3.7849395518250106e-05
Position 797: 3.7009770652433854e-05
Position 4295: 3.140077910628098e-05
Position 1449: 3.1265289754785344e-05
Position 775: 2.7805821936143552e-05
Position 4594: 2.6142971821191894e-05
Position 1465: 2.5291231519285435e-05
Position 424: 2.457308206619381e-05
Position 3395: 2.3260739491292265e-05
Position 3239: 2.1943740511937712e-05
Position 2661: 2.1611357528745867e-05
Position 4696: 2.1266176920912473e-05
Position 2380: 1.822828001101119e-05
Position 2733: 1.7437860894187182e-05
Position 3645: 1.6606208919061284e-05
Position 1526: 1.6123733474877715e-05
Position 640: 1.6061581385445728e-05
Position 2508: 1.571474481523446e-05
Position 1990: 1.4705626801827292e-05
Position 1164: 1.4635502522089365e-05
Position 2787: 1.3807081828523485e-05
Position 5853: 1.2916767194796481e-05
Position 4269: 1.2555962647413291e-05
Position 1397: 1.2340140757347307e-05
Position 3721: 1.1269432033611165e-05
Position 275: 1.1081471215864567e-05
Position 870: 1.1032158014626217e-05
Position 682: 1.0193536908223771e-05
Position 2374: 8.434965191214976e-06
Position 1190: 8.242822572529981e-06
Position 1314: 7.3965256415076815e-06
Position 1082: 6.288632490712721e-06
Position 2242: 6.0276074393563824e-06
Position 1363: 3.901432745149807e-06
Position 2012: 3.895371774087358e-06
Position 240: 3.104537621653025e-06
Position 363: 3.1009789578576304e-06
Position 124: 2.6875908846610252e-06
Position 1006: 1.8073126894799943e-06
Position 986: 1.583158741782096e-06
Position 1015: 1.238561791279276e-06
Position 2086: 1.1622220020345944e-06
Position 2410: 1.021526082628374e-06
Position 2384: 8.485255436695576e-07
Position 2794: 4.619868655457228e-07
Position 2834: 4.326119799772231e-07
Position 1207: 3.6891003993968016e-07
Position 1499: 3.1769279936589417e-07
Position 4011: 2.887952732220612e-07
Position 1471: 2.7241673621937107e-07
Position 813: 2.415644656597071e-07
Position 366: 2.2600447473348663e-07
Position 808: 2.0144065521973877e-07
Position 834: 1.9072403250017837e-07
Position 128: 1.600634240564977e-07
Position 3091: 1.3075309536778145e-07
Position 2250: 9.914375908543261e-08
Position 1666: 6.741847104376666e-08
Position 1561: 6.257134781762523e-08
Position 3390: 5.3621412549879826e-08
Position 815: 4.5599149519187814e-08
Position 3689: 2.8128523856544495e-08
Position 660: 7.273674422345963e-09
Position 650: 6.776552279850844e-09
Position 1028: 4.584159494448793e-09
Position 1461: 4.348169283863859e-09
Position 1371: 2.982628469269405e-09
Position 471: 2.598364327835331e-09
Position 606: 2.2339443683918158e-09
Position 100: 2.1691873464604044e-09
Position 2505: 1.6605219651750187e-09
Position 1553: 1.5695093620312534e-09
Position 1637: 1.497189062367286e-09
Position 1463: 1.4139770433167105e-09
Position 611: 1.4122759408008131e-09
Position 1481: 1.4039022768153492e-09
Position 1477: 1.3581749615293213e-09
Position 157: 1.2351521983235937e-09
Position 907: 1.088665913669696e-09
Position 1475: 1.0648178032365995e-09
Position 1594: 1.0467199296236539e-09
Position 429: 1.0349653246679843e-09
Position 996: 6.314461122019156e-10
Position 431: 5.714846723159286e-10
Position 1331: 5.0986914349605e-10
Position 102: 1.9469917706715638e-10
Position 442: 5.16905121021534e-11
Position 436: 1.6035573643238105e-11
Position 452: 2.6005483815947884e-12
Position 460: 4.273986176618121e-13
Position 197: 1.3378834121328943e-13
Position 204: 1.1234060992680067e-13
Position 207: 1.6031671603248628e-14
Position 181: 1.0428266216624432e-14
