Gene = Thyn1
Position 5667: 0.0005498116362837001
Position 660: 0.0005456867589855851
Position 6211: 0.0005426241228714639
Position 3060: 0.0005391087177951744
Position 6137: 0.000505993503125867
Position 43: 0.00045005556172669943
Position 3627: 0.00044199237440837685
Position 197: 0.0004307834834657936
Position 1382: 0.00040313963187253455
Position 2593: 0.0003899442583797907
Position 1473: 0.0003811943328907083
Position 6349: 0.0003718366284546579
Position 3925: 0.00035232417273531157
Position 5080: 0.00034279086739211044
Position 386: 0.0003097223651898464
Position 7213: 0.00029425309823475287
Position 4016: 0.0002742700474957435
Position 1204: 0.0002654023461160144
Position 3146: 0.00024704177352155734
Position 5589: 0.0002303269485284152
Position 6781: 0.00021492313829756592
Position 5915: 0.00020361673472328424
Position 4331: 0.00020301581213995044
Position 666: 0.00019558140800573205
Position 3470: 0.0001908506306164881
Position 2073: 0.00018873311685625895
Position 708: 0.00018767939541219767
Position 664: 0.000186946697052287
Position 6443: 0.00018615085426834614
Position 662: 0.0001788026692276688
Position 6042: 0.0001749918000581147
Position 1293: 0.0001732114945022076
Position 378: 0.00016621445107931776
Position 754: 0.000165629109246016
Position 6305: 0.00016159829467886195
Position 2092: 0.00015975168999902853
Position 668: 0.00015564712440772874
Position 6489: 0.0001552337458188551
Position 6355: 0.00014467345405361987
Position 670: 0.00013599757475648853
Position 6906: 0.00013236137247129903
Position 6472: 0.00011962685211795653
Position 3262: 0.00011925629471102095
Position 557: 0.00011619079913326025
Position 672: 0.00011419355641370824
Position 5111: 0.00010676177392433677
Position 5070: 0.00010352460798951204
Position 266: 9.463756645049274e-05
Position 4073: 9.381202948935566e-05
Position 674: 9.20322978492914e-05
Position 1856: 8.79862269481038e-05
Position 601: 8.754981418798969e-05
Position 554: 8.664444419272753e-05
Position 3901: 8.430463084318715e-05
Position 586: 8.371345261539974e-05
Position 821: 8.287886966830924e-05
Position 160: 7.703015730611198e-05
Position 5022: 7.227939040922192e-05
Position 1496: 7.102986893195524e-05
Position 676: 7.05005307407621e-05
Position 678: 6.0503588632885164e-05
Position 690: 5.67878482837027e-05
Position 5806: 4.382706682483469e-05
Position 6791: 3.9705745453844574e-05
Position 25: 3.346366676593696e-05
Position 6060: 3.088367192206931e-05
Position 7252: 2.9588921485480062e-05
Position 1197: 2.8904832286243826e-05
Position 37: 1.7555884178487998e-05
Position 6675: 1.6970611443799785e-05
Position 7320: 1.633240710195486e-05
Position 5975: 1.2667167568111692e-05
Position 50: 1.1374730470466036e-05
Position 5675: 9.955090934034505e-06
Position 5687: 9.47027102188768e-06
Position 4368: 7.80346944034555e-06
Position 6201: 6.176828390344911e-06
Position 1257: 5.124632221452265e-06
Position 680: 3.2001487213967524e-06
Position 682: 2.5328262118232097e-06
Position 1406: 1.8288274876438768e-06
Position 331: 1.7941652841061088e-06
Position 684: 1.7704220596202317e-06
Position 1350: 1.5115853528791745e-06
Position 381: 1.4061627014165965e-06
Position 686: 1.0103723449771503e-06
Position 421: 1.0025555934118809e-06
Position 185: 8.827933430747123e-07
Position 393: 4.6273608110964084e-07
Position 1175: 3.961559020633494e-07
Position 231: 3.197933203282796e-07
Position 341: 3.1225690941175974e-07
Position 1035: 2.630579715267954e-07
Position 1103: 2.427492550565912e-07
Position 505: 2.413422163892813e-07
Position 972: 2.364821946694255e-07
Position 261: 1.376955552605308e-07
Position 488: 1.3139742861648467e-07
Position 965: 1.1958796105854005e-07
Position 521: 1.0218768839974405e-07
Position 5810: 6.301949533772511e-08
Position 438: 6.99204342246284e-09
Position 6062: 5.903252533964788e-09
Position 6926: 3.7507245072583385e-09
Position 250: 2.6626505054258245e-09
Position 688: 1.7425276649516976e-09
Position 441: 3.2662066775957014e-10
Position 7081: 6.414801363855662e-11
Position 451: 3.410027644525658e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6631: 0.9766572298152256
Position 3876: 0.9571576885720473
Position 5836: 0.8723230077175033
Position 5425: 0.8454825036385815
Position 230: 0.815228651546518
Position 7080: 0.6259965531328139
Position 7437: 0.4671654679308314
Position 7320: 0.15099413216302265
Position 5365: 0.06255910217129325
Position 7346: 0.05723879519868506
Position 7034: 0.04867771845161558
Position 7203: 0.04699941781278123
Position 4965: 0.037426153372217406
Position 270: 0.032897940332462655
Position 5798: 0.03201864538922939
Position 5025: 0.03192700780921079
Position 1581: 0.031083903423234742
Position 7363: 0.029738315474640994
Position 473: 0.027497525786311695
Position 2124: 0.024670404686284935
Position 7440: 0.023058100369521276
Position 5430: 0.021820420190445285
Position 2936: 0.020808310214003735
Position 1372: 0.02024247353716289
Position 4256: 0.01918027070172698
Position 6392: 0.018123414621835584
Position 4877: 0.017995180811418817
Position 6289: 0.01488856194725019
Position 4480: 0.013866092925457207
Position 7110: 0.01318839870096175
Position 2982: 0.011436920663980608
Position 4154: 0.010740783718807174
Position 7128: 0.010484808755698953
Position 4948: 0.010306641765579683
Position 7131: 0.010290143325307557
Position 5368: 0.009189276373438662
Position 7459: 0.008432527405853053
Position 6853: 0.008065467598888747
Position 3649: 0.0062753922095429284
Position 185: 0.006040390119932295
Position 4127: 0.00567065583139511
Position 4215: 0.005589338493116965
Position 7335: 0.0052669747141619065
Position 3880: 0.005253909849646625
Position 3839: 0.004728255623931036
Position 3193: 0.00427889808742091
Position 4515: 0.004270797363529114
Position 276: 0.004104108182141941
Position 6211: 0.003641626846756278
Position 1697: 0.0034225863279194954
Position 7326: 0.0034167043767585675
Position 6915: 0.003279785647764177
Position 5319: 0.0031979389444960226
Position 7150: 0.003064631826980535
Position 6395: 0.0028830331009022
Position 7092: 0.0027516238962204376
Position 2953: 0.002712543374494478
Position 6795: 0.0025183608377315
Position 4924: 0.002370144926492478
Position 7442: 0.0022499830570551905
Position 4282: 0.002241392699162439
Position 7466: 0.0022133003262384
Position 754: 0.002143245228594551
Position 488: 0.002124360818081888
Position 7366: 0.002064730769196878
Position 7602: 0.0020618587973418694
Position 3599: 0.0019424388189607825
Position 6893: 0.001859791971497022
Position 4734: 0.001848227903432878
Position 4746: 0.0017975203737765216
Position 5853: 0.0016841551258978402
Position 7205: 0.0016170006583521085
Position 1102: 0.001608853085547006
Position 1203: 0.001606688662701462
Position 4680: 0.0015640307388679836
Position 7218: 0.001500988321858765
Position 5224: 0.0014954446166242073
Position 4160: 0.0013982891134823412
Position 6876: 0.0013608145417960172
Position 6440: 0.0012880391709032082
Position 4988: 0.0012612497180257472
Position 7181: 0.0012546240558356633
Position 7350: 0.001146622413049945
Position 237: 0.00112324920921965
Position 6262: 0.0011103912678492953
Position 5968: 0.001065016710922865
Position 6699: 0.0010607688894478746
Position 5395: 0.0010573796982560704
Position 7231: 0.0009730348168452202
Position 6751: 0.0009448398848785208
Position 4453: 0.0009234555345853736
Position 4158: 0.0009223371681986961
Position 4921: 0.0008906195679276824
Position 6640: 0.0008861897393865487
Position 5054: 0.0008744848511153957
Position 6664: 0.0008567604993619573
Position 5335: 0.0008349696301170558
Position 3771: 0.0008089574159025106
Position 3698: 0.0007960041655217275
Position 6028: 0.0007868737839112722
Position 5562: 0.0007851527438890953
Position 5892: 0.0007422671879542627
Position 286: 0.0007315163693611163
Position 2021: 0.0007069518918587267
Position 2817: 0.000669668897046913
Position 1705: 0.0006623926682837513
Position 3626: 0.0006617751751130303
Position 3748: 0.0006583034421611591
Position 2128: 0.0006205317296107817
Position 6232: 0.0006037808965829015
Position 3202: 0.0005977264916984574
Position 4849: 0.0005916451075334709
Position 4708: 0.0005862711459496867
Position 4399: 0.0005771546587376107
Position 5628: 0.0005595278976484648
Position 6825: 0.0005527209259430517
Position 4816: 0.0005510632535442288
Position 6918: 0.000516324790012677
Position 6653: 0.00048271923188816573
Position 3621: 0.0004816281897468009
Position 2163: 0.0004728854989016457
Position 4684: 0.00047101847554683186
Position 3921: 0.00046124195310630214
Position 2987: 0.0004403018164591962
Position 6974: 0.0004176565110090121
Position 1557: 0.00039857846093947606
Position 7473: 0.0003971779206723439
Position 4894: 0.0003854159050999137
Position 5272: 0.00037736170555808824
Position 6864: 0.0003693329190537006
Position 1779: 0.00036470573801301507
Position 6163: 0.0003639708819353423
Position 6303: 0.00034796743397712726
Position 6939: 0.0003376242970270429
Position 516: 0.0003344538059984159
Position 6800: 0.0002795171560288246
Position 3718: 0.00027627503565692086
Position 1846: 0.00027534547294515377
Position 6980: 0.0002626937835953347
Position 2482: 0.00025544112806412546
Position 7281: 0.0002468674624119334
Position 5724: 0.0002385547636675052
Position 2760: 0.00022695699072403523
Position 2504: 0.0002122482724850743
Position 5308: 0.0002068170947572927
Position 6989: 0.00020669555618298575
Position 2517: 0.0002052835088130324
Position 6809: 0.0002024523457824686
Position 4237: 0.00020031260684756362
Position 6593: 0.00020001870246992055
Position 1532: 0.00019339403803323422
Position 5806: 0.0001821158493816432
Position 2202: 0.0001694662633533978
Position 2932: 0.00016886668138107476
Position 7285: 0.0001678288165258172
Position 6416: 0.00016517882166326708
Position 2476: 0.00016224661550293132
Position 191: 0.0001571644886452226
Position 240: 0.00015532196584353583
Position 5249: 0.0001546822724946428
Position 6821: 0.00015273516867542785
Position 3503: 0.0001467357122513421
Position 2138: 0.00014495561589706932
Position 1230: 0.0001396329418914643
Position 6442: 0.00013682819508624978
Position 4610: 0.00013465424439874923
Position 3438: 0.0001284424984172771
Position 6097: 0.0001257157727345045
Position 4693: 0.0001253231930981752
Position 7409: 0.0001203139611948561
Position 2540: 0.00011594502833900741
Position 6922: 0.00011183343136694263
Position 2183: 0.0001092071790263601
Position 4829: 0.00010872376760632347
Position 4598: 0.00010822746997549265
Position 3302: 0.00010783761784550722
Position 6068: 0.0001064799961827065
Position 4837: 0.00010001806508160043
Position 4929: 9.922005062193007e-05
Position 2230: 9.750113247590652e-05
Position 1931: 9.687124525416293e-05
Position 4634: 9.681138266617027e-05
Position 5172: 9.67009881365342e-05
Position 1337: 9.258717985745608e-05
Position 3463: 8.797000866491545e-05
Position 6370: 8.292458349777514e-05
Position 1585: 8.081817050304224e-05
Position 3524: 7.884415507484239e-05
Position 1758: 7.879930470491615e-05
Position 4576: 7.732166073635643e-05
Position 1189: 7.68342521789944e-05
Position 1982: 7.379005140490932e-05
Position 5447: 7.09694100410346e-05
Position 2257: 7.093029037998171e-05
Position 2462: 7.061037809475494e-05
Position 5781: 7.04910608085531e-05
Position 3060: 6.898122373863918e-05
Position 7491: 6.897288935012884e-05
Position 5494: 6.700686614448873e-05
Position 5651: 6.609982132733385e-05
Position 7159: 6.603181907565369e-05
Position 5685: 6.120346842571132e-05
Position 4263: 5.953463910955284e-05
Position 5229: 5.946768827714352e-05
Position 3851: 5.4909801876329964e-05
Position 2867: 5.47149514194518e-05
Position 1266: 5.4620000007947374e-05
Position 336: 5.362329491974252e-05
Position 5569: 5.286757018514566e-05
Position 2410: 4.915261530342885e-05
Position 4437: 4.669141367456274e-05
Position 6413: 4.542655864909901e-05
Position 2374: 4.176704100221395e-05
Position 4567: 4.098267705267336e-05
Position 2173: 3.775651003770173e-05
Position 5876: 3.701389856317532e-05
Position 6643: 3.448612552865202e-05
Position 4173: 3.295112825462799e-05
Position 5699: 3.200622247277896e-05
Position 4463: 2.9765320984374087e-05
Position 702: 2.9175090833125527e-05
Position 1550: 2.7777033924574855e-05
Position 6428: 2.6994566143085035e-05
Position 521: 2.4116990565290306e-05
Position 6831: 2.301632685982006e-05
Position 6999: 2.1918213628538486e-05
Position 6526: 2.11564359595524e-05
Position 7480: 1.9318306991235157e-05
Position 290: 1.841826907518465e-05
Position 5162: 1.683147947246428e-05
Position 7533: 1.3148541505899196e-05
Position 7008: 1.2400279066201903e-05
Position 6125: 1.1085630512375991e-05
Position 7539: 1.0846932168965406e-05
Position 5704: 1.0682893924068862e-05
Position 5087: 6.151505344661923e-06
Position 6670: 4.510385510829106e-06
Position 6704: 3.2107677329326448e-06
Position 1602: 2.8490852460318836e-06
Position 1088: 2.773780529795864e-06
Position 1038: 1.6374127820425096e-06
Position 707: 1.6122602261499603e-06
Position 1737: 1.5451685325882756e-06
Position 4551: 1.5206757241200243e-06
Position 1118: 1.3111637767719904e-06
Position 1762: 9.095001531910832e-07
Position 313: 7.596476951189348e-07
Position 6706: 7.146451024880483e-07
Position 2254: 6.458293096349945e-07
Position 6956: 5.971656221369887e-07
Position 311: 5.915600944640295e-07
Position 288: 5.766784948861304e-07
Position 155: 5.695700102581008e-07
Position 2439: 5.584260503839872e-07
Position 6155: 5.440871615094155e-07
Position 245: 5.297755663046142e-07
Position 428: 4.799705177590392e-07
Position 6032: 4.475684651836816e-07
Position 317: 4.4738132098375343e-07
Position 2788: 3.596644024484628e-07
Position 1829: 3.4894322781529066e-07
Position 1311: 3.4344962995584534e-07
Position 4111: 3.238695378982792e-07
Position 980: 3.1022575507520107e-07
Position 833: 3.0985224158682084e-07
Position 5813: 2.704622472882034e-07
Position 247: 2.5370321564313975e-07
Position 361: 2.497860432559668e-07
Position 5718: 2.4009352294196135e-07
Position 5585: 2.077433739035043e-07
Position 5670: 2.07661680104688e-07
Position 6137: 1.9105733677573222e-07
Position 6140: 1.735253804875926e-07
Position 1416: 1.4541043442207283e-07
Position 5658: 8.935980761086678e-08
Position 658: 8.534794719397777e-08
Position 987: 3.6057223806884815e-08
Position 5989: 3.080776186952972e-08
Position 5998: 2.8647562526238994e-08
Position 582: 2.674254148577688e-08
Position 301: 2.2010728521811448e-08
Position 136: 1.955675749274118e-08
Position 531: 1.893150840360658e-08
Position 892: 1.4028950654209495e-08
Position 111: 9.973609093718324e-09
Position 129: 4.97943697064196e-09
Position 124: 4.6809477333199416e-09
Position 148: 3.833093265912654e-09
Position 607: 3.820311800905527e-09
Position 5905: 2.996255168872995e-09
Position 365: 2.9322613382096227e-09
Position 5747: 2.42557339210628e-09
Position 341: 2.1694392301993807e-09
Position 5929: 2.075073423977204e-09
Position 116: 1.6415235447738766e-09
Position 589: 4.778912589152668e-10
Position 612: 3.785012891786896e-10
Position 576: 3.2639815557767325e-10
Position 144: 1.9724026839203401e-10
Position 146: 1.556695097125293e-10
Position 389: 1.2423979824408567e-10
Position 642: 7.364146554134835e-11
Position 119: 4.757450812521535e-11
Position 121: 2.003324801596882e-11
Position 368: 1.5051436064038947e-11
Position 105: 7.251490390466502e-13
Position 95: 6.135932394884429e-13
Position 107: 5.180848952154697e-13
Position 374: 4.0370245180481837e-13
Position 784: 4.7319919646561646e-14
Position 98: 4.9596022582748276e-18
Position 100: 4.579803946469379e-18
Position 87: 3.1730638532287766e-18
