Gene = Alkal1
Position 1468: 0.0006555995746167872
Position 7702: 0.0006152531193549416
Position 4982: 0.0006148526034553332
Position 5088: 0.0006007006896392902
Position 3550: 0.0005594058549884918
Position 7038: 0.0005354661433425429
Position 7142: 0.0005206469267742845
Position 7656: 0.0004940865839760254
Position 2109: 0.00048168085371309084
Position 7278: 0.0004795200034109624
Position 1276: 0.0004743863583832928
Position 1496: 0.00043851364522661033
Position 4597: 0.0004078720694197634
Position 4396: 0.0004030653038416771
Position 541: 0.0003938729813596757
Position 3997: 0.00036670775738562283
Position 6996: 0.0003662692920735751
Position 4029: 0.00034693252792111437
Position 3598: 0.0003396626482077009
Position 576: 0.0003105844381559204
Position 1978: 0.0003101478534322091
Position 1617: 0.00029352193475180486
Position 6231: 0.0002895465424818609
Position 3458: 0.0002690807375302172
Position 2754: 0.0002596832896652895
Position 5792: 0.000249161200825215
Position 5661: 0.00021423871257631165
Position 2828: 0.00020927282442455763
Position 822: 0.00020847025371128607
Position 5827: 0.000181387089449698
Position 4374: 0.00017778632350338736
Position 698: 0.00017566533132116102
Position 1606: 0.00016416356590367775
Position 2114: 0.00016312919198563288
Position 3684: 0.00015626603050657867
Position 437: 0.00014838622720453993
Position 1546: 0.00013776986841884895
Position 3346: 0.00012749840966863105
Position 3150: 0.00011633509081712501
Position 1262: 0.00010918016558598018
Position 1583: 0.00010629724416558277
Position 410: 9.646232534747192e-05
Position 4583: 8.334329016451692e-05
Position 2393: 7.99469459466588e-05
Position 1183: 7.896809320094069e-05
Position 1249: 7.857744175668461e-05
Position 4007: 7.440691799451362e-05
Position 3200: 6.742292241016736e-05
Position 3462: 6.704771500340975e-05
Position 1847: 6.434849199429028e-05
Position 511: 6.423292540704119e-05
Position 2375: 5.665591209400165e-05
Position 728: 5.56260904563088e-05
Position 1855: 3.882794913942966e-05
Position 2449: 3.61382198441564e-05
Position 1657: 3.1079580588193114e-05
Position 1501: 2.7383286460260855e-05
Position 1473: 2.5861957621767164e-05
Position 1967: 1.3848195119006288e-05
Position 260: 1.1682482400972457e-05
Position 1136: 1.0852891394925967e-05
Position 645: 1.0111471267684982e-05
Position 447: 8.848689969740856e-06
Position 830: 8.755248073402628e-06
Position 714: 8.564608013780938e-06
Position 1289: 6.816390432272885e-06
Position 854: 5.722266113866036e-06
Position 837: 5.4759930962055115e-06
Position 3004: 5.22110271835461e-06
Position 2160: 4.554600079877865e-06
Position 2424: 3.4425124774845426e-06
Position 3492: 3.4108381055067253e-06
Position 1295: 2.5648363209637033e-06
Position 1014: 1.7106161230058031e-06
Position 1794: 1.6722318265470845e-06
Position 190: 1.584407566467725e-06
Position 647: 1.52113808848777e-06
Position 2120: 1.1725873883134128e-06
Position 890: 1.0719385291650416e-06
Position 1319: 9.930734843568559e-07
Position 374: 8.863539771279168e-07
Position 1877: 6.007491564116867e-07
Position 3564: 5.189252245653143e-07
Position 1341: 3.152024806688244e-07
Position 1021: 2.997691316865925e-07
Position 279: 2.703802687959603e-07
Position 234: 2.3754366253037208e-07
Position 3397: 2.1407078452423896e-07
Position 1624: 1.0286336837368297e-07
Position 81: 7.962649408718037e-08
Position 95: 7.351038804809071e-08
Position 334: 4.844054522761232e-08
Position 2831: 4.494664546080765e-08
Position 2904: 4.189774495998453e-08
Position 202: 3.896835740813948e-08
Position 207: 3.268935120397266e-08
Position 841: 2.986315011863568e-08
Position 967: 2.9126915257236206e-08
Position 876: 2.2949512352223464e-08
Position 1085: 2.2693272177827805e-08
Position 908: 2.2062178685801377e-08
Position 913: 2.199245743477616e-08
Position 921: 2.025971445039168e-08
Position 859: 1.927362161293196e-08
Position 951: 1.76119391867722e-08
Position 861: 1.7257443525248617e-08
Position 1322: 1.708690750902552e-08
Position 388: 1.6321940499491034e-08
Position 892: 1.5238628852274062e-08
Position 360: 1.4515396174243527e-08
Position 833: 1.1204614795573281e-08
Position 215: 1.0179075929770112e-08
Position 395: 1.000300992004026e-08
Position 351: 9.37838563041536e-09
Position 1083: 8.186204178430179e-09
Position 1025: 7.2987620642317135e-09
Position 1092: 7.1272243353331334e-09
Position 127: 6.474708006687384e-09
Position 2456: 5.104158961552201e-09
Position 204: 4.752659726211576e-09
Position 229: 4.249044875306207e-09
Position 385: 4.002695856767539e-09
Position 393: 3.347206579571258e-09
Position 281: 2.6781123974037223e-09
Position 390: 2.409332285088151e-09
Position 984: 2.3725581121588177e-09
Position 930: 2.280207317698902e-09
Position 936: 2.2535933396038788e-09
Position 296: 1.538221805983059e-09
Position 241: 1.1447701318073854e-09
Position 239: 1.0638227224163456e-09
Position 109: 8.294857856284986e-10
Position 132: 6.812106406639015e-10
Position 847: 4.0590014864587934e-10
Position 867: 2.9582020823497015e-10
Position 291: 1.5383254498228858e-10
Position 924: 2.621760340912191e-11
Position 301: 5.281584865777758e-12
