Gene = Zfp428
Position 2393: 2.541751906412282e-06
Position 2247: 2.396262576880832e-06
Position 740: 2.394424633116257e-06
Position 2447: 2.28882704726674e-06
Position 1048: 2.123873335120126e-06
Position 776: 2.106941905352344e-06
Position 1051: 2.0045794003509474e-06
Position 553: 1.8723153072478368e-06
Position 529: 1.4342054813278981e-06
Position 2745: 1.0353871392042788e-06
Position 1200: 8.594831856191804e-07
Position 2804: 6.427568769816887e-07
Position 1105: 6.011169061110374e-07
Position 342: 5.930133630426214e-07
Position 1093: 5.800453747209269e-07
Position 3760: 5.564848966279599e-07
Position 599: 4.5355468739142604e-07
Position 1429: 2.367994299684766e-07
Position 1886: 1.7287581666161083e-07
Position 1736: 8.68323084879924e-08
Position 1861: 8.596899233606794e-08
Position 1730: 4.961860594546925e-08
Position 1278: 2.140421291777031e-08
Position 1361: 1.8700212882035707e-08
Position 1110: 1.429821192889777e-08
Position 174: 4.510925142072717e-09
Position 192: 4.086439490699698e-09
Position 141: 1.788903420058178e-09
Position 541: 1.2373931819554849e-09
Position 166: 5.878130762833155e-10
Position 123: 1.4263921184670825e-10
Position 1150: 1.1519428998020015e-10
Position 135: 7.654138997079386e-11
Position 422: 4.123244464460481e-11
Position 2543: 2.2099258290666053e-11
Position 410: 2.1117841351581275e-11
Position 118: 1.6559657491804884e-11
Position 143: 6.109033960122274e-12
Position 379: 4.936356580191019e-13
Position 371: 1.9011646894361997e-13
