Gene = Mfsd13b
Position 2661: 0.0006723975430991598
Position 11: 0.0006154244204087731
Position 2393: 0.0005710494713557058
Position 3294: 0.00047398439760649774
Position 453: 0.00041717950330280243
Position 2677: 0.00040067459687571065
Position 3390: 0.0003327145818025158
Position 2861: 0.00024132492375690778
Position 3231: 0.00023057556753398764
Position 491: 0.0002101075484899857
Position 35: 0.0002058883366371952
Position 730: 0.0001897016416578159
Position 699: 0.0001731264877387396
Position 10584: 0.00015542579528803128
Position 367: 0.000141784364797184
Position 318: 0.00013343654354659504
Position 1024: 0.0001256067504657809
Position 461: 9.518815096119267e-05
Position 805: 9.514872027489225e-05
Position 831: 9.453813361948032e-05
Position 436: 8.892076839346338e-05
Position 7785: 8.301108048826988e-05
Position 635: 8.02203378535845e-05
Position 25: 7.735091098127908e-05
Position 45: 7.204878887213069e-05
Position 1905: 6.43687222558292e-05
Position 291: 5.376244230942574e-05
Position 610: 4.727478377958163e-05
Position 675: 4.650903686519292e-05
Position 482: 4.385542835026824e-05
Position 6: 3.7980973977223586e-05
Position 850: 2.2581188216455492e-05
Position 722: 2.2351321717281623e-05
Position 43: 2.2152680572849918e-05
Position 1135: 2.2053612446425497e-05
Position 3976: 2.005081892064352e-05
Position 719: 8.497825855244561e-06
Position 1142: 7.331770074498446e-06
Position 788: 6.37530611759031e-06
Position 798: 6.333440356970431e-06
Position 1084: 5.2908493604734174e-06
Position 834: 3.0303785215583727e-06
Position 570: 2.9102694076185284e-06
Position 1128: 2.5333166236792076e-06
Position 333: 1.9761518496121677e-07
Position 746: 3.702036257780668e-10
Position 561: 1.1763159851631349e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16391: 0.8572261298768614
Position 17585: 0.7917193574408045
Position 9278: 0.7291626195136792
Position 6450: 0.5221046298999141
Position 12473: 0.5171683160657977
Position 3884: 0.4263358686588293
Position 23083: 0.37451086199751193
Position 6531: 0.26325246268361757
Position 2494: 0.23452925633774932
Position 15661: 0.20939131467677902
Position 12870: 0.20807737986407496
Position 5671: 0.17203219161139838
Position 21083: 0.16068678816751464
Position 12665: 0.15299273281793963
Position 1251: 0.13601907355841056
Position 20398: 0.12007430016500815
Position 9364: 0.1139109693961652
Position 21877: 0.09896208274713678
Position 983: 0.07220100171747863
Position 1049: 0.0536520348930366
Position 24943: 0.051175743951585
Position 22819: 0.04282573955903045
Position 12886: 0.04165157591197505
Position 9301: 0.04029259692446084
Position 23495: 0.03872914313138575
Position 12946: 0.03750072918292513
Position 18167: 0.03141120351452841
Position 17291: 0.0305926182142013
Position 5999: 0.0294460779411662
Position 2507: 0.028101599312282212
Position 24064: 0.026978775624412202
Position 3950: 0.02682690677034514
Position 10694: 0.02547588380650768
Position 22610: 0.024983049895981956
Position 1205: 0.023095805291403773
Position 8210: 0.022134208004623915
Position 11513: 0.02178554891176969
Position 3772: 0.021672871433933774
Position 4546: 0.019293011384389165
Position 1000: 0.018210485827535303
Position 4443: 0.01755347866856361
Position 3676: 0.017543671356986965
Position 18585: 0.01618959007415884
Position 18500: 0.015819527615008447
Position 11618: 0.015318420357761993
Position 16432: 0.013929159045610734
Position 16696: 0.013265722185221767
Position 3693: 0.012732891428775248
Position 21113: 0.01149688413242652
Position 1035: 0.010613835322439804
Position 20870: 0.010290256789306649
Position 6559: 0.010024712444479479
Position 1140: 0.009297558570294068
Position 19679: 0.00819814796411409
Position 16776: 0.008050805088720237
Position 5689: 0.007766574144267953
Position 17633: 0.007074634174005737
Position 4602: 0.007066729844116293
Position 2194: 0.0067307628157225385
Position 2811: 0.006577382004113028
Position 3843: 0.006555173512077361
Position 9892: 0.006431847155472372
Position 21396: 0.00635607135971965
Position 9106: 0.006340027214626346
Position 16756: 0.006177900795611739
Position 763: 0.006146302625678628
Position 3289: 0.005792857946787489
Position 2161: 0.005775618968937829
Position 18812: 0.0053531119674067274
Position 19887: 0.004998610317265649
Position 2855: 0.0048182047558223105
Position 8491: 0.004790909263199957
Position 8530: 0.00437856379880742
Position 3752: 0.004274362350077686
Position 2807: 0.003995666110523034
Position 10402: 0.0039946076934465535
Position 6658: 0.003920077104784971
Position 877: 0.0037229226142661523
Position 17956: 0.0036080524711020147
Position 17618: 0.0036040583087845824
Position 12217: 0.0035745019089691104
Position 3811: 0.003498626173666147
Position 18143: 0.0032257616750231656
Position 11594: 0.0030034068857835374
Position 10495: 0.0028846751427959675
Position 6123: 0.002774605538333113
Position 18901: 0.002724423884291777
Position 11073: 0.0026704370177072305
Position 2301: 0.0024682662036394657
Position 18412: 0.0024043127095042982
Position 4483: 0.0020669814834349473
Position 3093: 0.001934389668158346
Position 4845: 0.0016381971970836045
Position 18978: 0.0016349290158668398
Position 4958: 0.001619851792688636
Position 11811: 0.0015516397029108884
Position 525: 0.001407897987148379
Position 2032: 0.001279759001166245
Position 13181: 0.001222338723047962
Position 3433: 0.001198860119353718
Position 2826: 0.0010704194599783527
Position 1054: 0.001047516290824027
Position 1183: 0.0010053516242635372
Position 3528: 0.0009860727294756571
Position 1188: 0.0009235811454070726
Position 5853: 0.0008370913323722202
Position 2563: 0.0008207668434760234
Position 2425: 0.0007066773741789982
Position 2447: 0.0006418728333299787
Position 2168: 0.0006384820341795446
Position 3399: 0.0006373298359386842
Position 1584: 0.0006054270450392134
Position 18012: 0.0005044874074318169
Position 3293: 0.0004657127892658456
Position 2594: 0.0003890812756559391
Position 1207: 0.00038374474669845436
Position 2860: 0.0003758038828794335
Position 1291: 0.0003666124297921232
Position 825: 0.00036201638124696385
Position 16934: 0.0002543405116298748
Position 1628: 0.0002304746783241296
Position 16546: 0.00021604348185443013
Position 2086: 0.00019204283037906435
Position 1155: 0.0001695343904099586
Position 2292: 0.00016628936354636667
Position 1161: 0.00016158752514132976
Position 1094: 0.00014596475662569493
Position 848: 0.00014348681919789657
Position 3149: 0.00012521299241278659
Position 932: 0.00011119153747271498
Position 857: 0.00010137915427369085
Position 13072: 9.909476098058388e-05
Position 7688: 9.812666744871412e-05
Position 537: 9.635598214767009e-05
Position 719: 8.872602626681681e-05
Position 583: 8.340324691824375e-05
Position 788: 7.792951411830645e-05
Position 1358: 7.373113867249848e-05
Position 9731: 6.552760425727239e-05
Position 261: 5.799416939416011e-05
Position 592: 5.4754543961295025e-05
Position 2211: 4.209421803085074e-05
Position 1802: 3.2041081171532644e-05
Position 2181: 2.57259229726938e-05
Position 11185: 2.561077654675126e-05
Position 316: 2.2604780906595968e-05
Position 831: 2.1035445610881617e-05
Position 733: 1.990642099269421e-05
Position 1421: 1.6772357642791845e-05
Position 8678: 1.518019658724315e-05
Position 389: 1.3435176243113444e-05
Position 8094: 1.3060172615202573e-05
Position 1142: 1.2125288383960272e-05
Position 1725: 1.108055357588499e-05
Position 710: 1.0412727543872756e-05
Position 954: 9.598101019513191e-06
Position 746: 9.041047849581075e-06
Position 1100: 8.682718377316878e-06
Position 1782: 8.667483845442954e-06
Position 1602: 8.479694744266963e-06
Position 10042: 8.22641757426353e-06
Position 911: 8.067298237460451e-06
Position 1842: 7.191621969673131e-06
Position 1505: 7.182250810768423e-06
Position 120: 6.69134273001002e-06
Position 9580: 6.321254782601073e-06
Position 286: 5.91347443114572e-06
Position 1221: 5.873696856722218e-06
Position 1171: 5.757676067622056e-06
Position 544: 5.077726226418929e-06
Position 7932: 4.847428808220399e-06
Position 1760: 4.5887716301627885e-06
Position 9401: 4.462881705482002e-06
Position 7258: 3.933630021602933e-06
Position 890: 3.5961887057566964e-06
Position 1295: 3.514154824798096e-06
Position 8893: 3.39131304019909e-06
Position 880: 3.2890152706474642e-06
Position 10790: 3.1805498318801412e-06
Position 5153: 2.2426880708542427e-06
Position 722: 1.996241798905692e-06
Position 6782: 1.6663794168789518e-06
Position 443: 1.610132487410164e-06
Position 177: 1.610046851481611e-06
Position 9548: 1.5936528081143965e-06
Position 558: 1.4975896388984783e-06
Position 657: 1.4316130630712959e-06
Position 397: 1.3304589261242355e-06
Position 470: 1.1555095511785406e-06
Position 950: 1.0557106204157239e-06
Position 648: 1.0113616033875126e-06
Position 1218: 9.717716401406778e-07
Position 7516: 8.993554669952257e-07
Position 377: 8.129571656345911e-07
Position 3097: 4.665329459638538e-07
Position 247: 4.6535213296208874e-07
Position 594: 4.3011611219142174e-07
Position 605: 3.867472767792399e-07
Position 539: 3.3592093926439606e-07
Position 5076: 2.406191836739283e-07
Position 798: 1.4952644625064233e-07
Position 173: 1.4571454206568403e-07
Position 318: 1.3501579050846094e-07
Position 795: 1.1527760814010212e-07
Position 291: 1.0176600656358507e-07
Position 1981: 9.802513331783044e-08
Position 1485: 8.237298536394174e-08
Position 367: 7.257357711703544e-08
Position 333: 6.726384033278114e-08
Position 548: 5.450766221434425e-08
Position 197: 5.450563500513858e-08
Position 457: 4.243368484627968e-08
Position 621: 3.9975924429174716e-08
Position 1608: 2.9603254998821687e-08
Position 418: 2.5097465365941962e-08
Position 602: 2.2938237690905544e-08
Position 358: 1.2423875425266191e-08
Position 1119: 1.1665210192339333e-08
Position 203: 9.604160556688596e-09
Position 629: 4.267936502326424e-09
Position 894: 4.022676109333338e-09
