Gene = Snorc
Position 3605: 0.30463179303501003
Position 2382: 0.2784963352328187
Position 4714: 0.24008113816493967
Position 1562: 0.19833983920092693
Position 1729: 0.10319559114107574
Position 3464: 0.08944441569529116
Position 1058: 0.04097875464510095
Position 1491: 0.040535180550973424
Position 1300: 0.03658543061337937
Position 2324: 0.03330748826533229
Position 4817: 0.032071253809375616
Position 3920: 0.031819299778108996
Position 4754: 0.025789404902418038
Position 1092: 0.019832878764426437
Position 4211: 0.019401508136766017
Position 4889: 0.01849207551820948
Position 3414: 0.017960487142008697
Position 209: 0.014147926825866528
Position 4457: 0.011325236826827461
Position 2665: 0.010506005764814547
Position 1025: 0.009872882843368942
Position 957: 0.009862617456788212
Position 4061: 0.009447377539084917
Position 2052: 0.008633444212280851
Position 1337: 0.00834660695883386
Position 3158: 0.006649062661715828
Position 2111: 0.006269094534228723
Position 908: 0.005933930935317844
Position 2278: 0.0055752206862837396
Position 1797: 0.005506958358921507
Position 3526: 0.00508349561473631
Position 2211: 0.004248590950262615
Position 4217: 0.004184742041448205
Position 4244: 0.004021924431360254
Position 2262: 0.0034079209119859738
Position 3805: 0.0031695720529701637
Position 3340: 0.0029732439561759544
Position 1678: 0.002603456242409392
Position 4330: 0.002588725924953108
Position 3382: 0.0025500593279122155
Position 2429: 0.002465589964166509
Position 1494: 0.002384189015645148
Position 218: 0.002375240360233286
Position 4091: 0.0019747600211433448
Position 2057: 0.001889067099509541
Position 3594: 0.001802588800262369
Position 1688: 0.0016477935719014607
Position 5084: 0.001481245352910685
Position 851: 0.0013995467240096077
Position 5072: 0.0013757969705422866
Position 1028: 0.0012453755727455827
Position 829: 0.0012429329278860954
Position 2347: 0.001227471884516659
Position 3830: 0.0012191040570687334
Position 1129: 0.0011526903926273398
Position 3197: 0.0011277533939591294
Position 1568: 0.0011061380075767617
Position 261: 0.0009396006914512904
Position 3547: 0.0008791091557176884
Position 3283: 0.0008421954406301692
Position 4917: 0.0007253322840799171
Position 4353: 0.000651700630944365
Position 4327: 0.0005716820459618666
Position 420: 0.0005492083472958293
Position 1080: 0.0005311672050882009
Position 1136: 0.0004895273367758476
Position 1892: 0.00048631395122932636
Position 3613: 0.00038564169490697055
Position 248: 0.0003590680311569433
Position 874: 0.0003066967396531772
Position 1101: 0.0003006215452555212
Position 1740: 0.000300013603192059
Position 1699: 0.00029801512301704387
Position 986: 0.0002938406184096061
Position 877: 0.0002560207776343997
Position 2671: 0.0002535327854014378
Position 2436: 0.00023769070699986648
Position 4571: 0.00021204375989658232
Position 1737: 0.00019618268557246237
Position 1118: 0.00019431377106588074
Position 4611: 0.00019105389890061264
Position 3352: 0.00017686488480275626
Position 1775: 0.00017039082037937438
Position 1467: 0.00015903650744299207
Position 2723: 0.00013010207737259197
Position 1356: 0.00012490433496528623
Position 1968: 0.00011367420118612966
Position 2750: 0.00010840342238669908
Position 1273: 0.00010352332027822995
Position 235: 0.00010193163224571852
Position 1243: 8.306309384080497e-05
Position 2469: 8.173480570684253e-05
Position 2641: 7.16960711800288e-05
Position 302: 6.777333772262266e-05
Position 2472: 5.961587208586604e-05
Position 5169: 5.521479961080278e-05
Position 1210: 4.976949399757198e-05
Position 279: 4.521627446672018e-05
Position 3654: 4.2988191563177283e-05
Position 368: 3.8731829973946665e-05
Position 964: 3.764493343987458e-05
Position 1070: 3.7091504735267905e-05
Position 704: 3.5574734494097876e-05
Position 1264: 3.2961891375963084e-05
Position 1341: 3.106540475208877e-05
Position 570: 2.589715682011468e-05
Position 2019: 2.440568945673823e-05
Position 1997: 2.0686701426312247e-05
Position 856: 1.9775846815730788e-05
Position 759: 1.9474883253117903e-05
Position 3176: 1.9371437036451104e-05
Position 4491: 1.9261605082705712e-05
Position 2865: 1.760692045969703e-05
Position 1647: 1.7088813342669212e-05
Position 1156: 1.289754744934198e-05
Position 1147: 1.1755529848952258e-05
Position 1309: 1.0725236076260674e-05
Position 5148: 1.0275550798119908e-05
Position 455: 1.0026047466120649e-05
Position 331: 9.94434742901867e-06
Position 1314: 9.642498666549651e-06
Position 334: 8.510561496908937e-06
Position 614: 8.470600698153786e-06
Position 2888: 8.267813024893663e-06
Position 882: 7.465099438810052e-06
Position 682: 6.5281791194045605e-06
Position 1583: 6.0596526050837196e-06
Position 448: 5.859919589439246e-06
Position 585: 5.5995909232940135e-06
Position 2768: 3.5516048026354876e-06
Position 355: 3.400457557507617e-06
Position 328: 3.2911500495913966e-06
Position 1138: 3.222758409051374e-06
Position 1366: 2.9316824384072605e-06
Position 1395: 2.543413800379789e-06
Position 859: 2.4821190831183955e-06
Position 1144: 1.7108212281533377e-06
Position 140: 1.3658853584195277e-06
Position 1406: 1.1336310360192543e-06
Position 1176: 1.1022361753030991e-06
Position 1810: 1.052020437253463e-06
Position 770: 7.641757871372549e-07
Position 431: 6.391323914497197e-07
Position 1580: 6.287605892550876e-07
Position 472: 6.256400242004142e-07
Position 465: 5.85763665572027e-07
Position 2495: 4.933074453848446e-07
Position 478: 4.791503521167357e-07
Position 184: 4.729913222774093e-07
Position 2595: 4.6893690909931353e-07
Position 2095: 3.656291113312801e-07
Position 643: 3.6359953990717257e-07
Position 709: 3.105975973214869e-07
Position 1250: 2.460592012260885e-07
Position 506: 1.9522767106955496e-07
Position 1506: 1.923453359537256e-07
Position 970: 1.744712403209244e-07
Position 767: 1.5437337745660809e-07
Position 602: 1.3966111953457256e-07
Position 777: 1.1121046884086232e-07
Position 1511: 7.946776416539279e-08
Position 741: 6.760562727505442e-08
Position 1225: 5.694260972955237e-08
Position 314: 4.9702979057136245e-08
Position 619: 3.6878246157337204e-08
Position 706: 2.5573061370549395e-08
Position 486: 1.4192653940020918e-08
Position 493: 1.2289612398707343e-08
Position 515: 9.999171509158434e-09
Position 310: 6.67848089543303e-09
Position 1423: 5.8777508422719135e-09
Position 717: 2.000285916191405e-09
Position 587: 2.2250773353310725e-11
Position 491: 1.536099355362309e-11
Position 604: 8.703999341573296e-12
Position 161: 6.484518906205507e-12
Position 145: 1.706452891436534e-12
Position 153: 1.6399062512495753e-12
