Gene = Supt7l
Position 19: 4.457642276947128e-09
Position 510: 3.571429909444321e-09
Position 1479: 3.628428699839064e-10
Position 1206: 9.994208684004545e-11
Position 702: 9.115643222707186e-11
Position 520: 6.7898965902464186e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8268: 0.8691758769869441
Position 10846: 0.8261408063444216
Position 6642: 0.4406815771342465
Position 3613: 0.38675958831142876
Position 6365: 0.2651433758320592
Position 4084: 0.2224416923061681
Position 4048: 0.21732623802867312
Position 6600: 0.18247414594554076
Position 1956: 0.1612433548339208
Position 9816: 0.12776831961733645
Position 9102: 0.0988141365118818
Position 2053: 0.09557861055754659
Position 2037: 0.07858128763802344
Position 228: 0.07755624857119102
Position 6052: 0.07608567330401457
Position 1713: 0.07211102336386223
Position 3933: 0.06521519930227343
Position 7867: 0.0635848746608104
Position 3947: 0.06044514513685565
Position 1504: 0.04467620321731515
Position 5953: 0.03962895760400311
Position 3904: 0.038071544210478564
Position 3872: 0.037280521784624536
Position 5998: 0.033658085770836864
Position 9598: 0.033233188721518904
Position 3823: 0.030811033275033862
Position 5011: 0.029314906651947293
Position 1989: 0.020810639747079796
Position 3511: 0.019720509406168325
Position 5843: 0.017985252453119473
Position 9548: 0.017687079886598633
Position 237: 0.017208650067534012
Position 11933: 0.014494996466151811
Position 10121: 0.014429107323907469
Position 11663: 0.013151050650062952
Position 11079: 0.011779948797330296
Position 5864: 0.011502884055069397
Position 8555: 0.010631042383121498
Position 10622: 0.010255075025359113
Position 4794: 0.00977045737755773
Position 2327: 0.009521297560444047
Position 9755: 0.009114089020801689
Position 578: 0.008149915634331076
Position 2380: 0.007604102436242331
Position 4798: 0.0071204870389227235
Position 8237: 0.00701033498377402
Position 2741: 0.005976891778388469
Position 6454: 0.005509609751064478
Position 5982: 0.005210774042627855
Position 11048: 0.005166399797291363
Position 8454: 0.005022265627554702
Position 11324: 0.00500418286347084
Position 4055: 0.004049483373494691
Position 8837: 0.003991464008233936
Position 3630: 0.0037097490679431013
Position 8424: 0.003553182565424774
Position 7745: 0.0035338886910621665
Position 6645: 0.0035178716965350706
Position 3784: 0.003376992189241144
Position 2294: 0.0029351629421408318
Position 3616: 0.0028874368035332857
Position 9848: 0.0028096871020630632
Position 2018: 0.002784109650085974
Position 8760: 0.0027497040205892625
Position 12011: 0.0026026055502161778
Position 1731: 0.0024908180715174748
Position 1426: 0.002211671060160872
Position 6764: 0.00218899268793926
Position 11472: 0.0021850890345408037
Position 6040: 0.002170272435043546
Position 8656: 0.002101704862984732
Position 9204: 0.0020807276349029667
Position 8387: 0.002034423736557838
Position 8319: 0.0019612177493493746
Position 3592: 0.0019447767508344535
Position 3565: 0.0017365825581054574
Position 9436: 0.0014550790917146385
Position 3123: 0.0014223141077304804
Position 7710: 0.001393520500681865
Position 6522: 0.0013580244177851608
Position 7832: 0.0011388246276457662
Position 7545: 0.0011071082067680008
Position 11387: 0.0010898982958716778
Position 4842: 0.0010690382224003573
Position 3882: 0.0010244223006630226
Position 4502: 0.0009760143993592443
Position 3830: 0.0009619831339873054
Position 1861: 0.0009190157249914189
Position 2132: 0.0009011874733637417
Position 6414: 0.0008403860625954512
Position 9820: 0.0008296992312451843
Position 9148: 0.0008008103173865546
Position 259: 0.000786064456854553
Position 8672: 0.0007494441917702517
Position 1479: 0.0007301625316993774
Position 8300: 0.0007093889083521238
Position 1654: 0.0006910432574190299
Position 4813: 0.0006811035854258014
Position 2020: 0.0006719074948952194
Position 10004: 0.0006617933222460955
Position 3094: 0.0006468255978309436
Position 3532: 0.0006450925537798087
Position 2332: 0.000562039271594471
Position 9733: 0.0005492724217909963
Position 2603: 0.000525034977455658
Position 3748: 0.00044194711663714595
Position 7899: 0.0004399289861992176
Position 7286: 0.00043756572291650975
Position 3743: 0.0004208852305972551
Position 2095: 0.0004067639653978633
Position 2092: 0.00038548868817517073
Position 3659: 0.0003295040644221194
Position 8690: 0.00032182600893964123
Position 11741: 0.0003153557756302757
Position 6337: 0.000310993504011749
Position 1880: 0.00030065545175852814
Position 8326: 0.0002934729106252624
Position 8499: 0.00029277459380734746
Position 7841: 0.0002870857503960869
Position 6299: 0.00026456903914642637
Position 3800: 0.00026446714453340776
Position 10084: 0.00024066135691590718
Position 8481: 0.00023916107411106244
Position 1404: 0.00023620093516970897
Position 9274: 0.00022771928719369938
Position 3556: 0.00022564590731252406
Position 4450: 0.00022554128806242428
Position 2079: 0.00020769976560310475
Position 11262: 0.00019852553748323084
Position 2857: 0.00019691543722592962
Position 2523: 0.0001948531301379892
Position 3454: 0.00017709971574742794
Position 2787: 0.00017045063538955783
Position 8586: 0.0001588753327128806
Position 2447: 0.0001177981115234929
Position 1021: 0.00011382203124158672
Position 2102: 0.00011237660430609235
Position 1453: 0.00010379626413736151
Position 5868: 0.00010273787491533285
Position 3424: 9.995962870413515e-05
Position 1560: 9.89914591772746e-05
Position 300: 8.697254017711591e-05
Position 580: 8.554440311391134e-05
Position 2075: 8.462571677173914e-05
Position 3128: 8.198215541771971e-05
Position 1408: 8.049163917096145e-05
Position 8290: 7.983963409006586e-05
Position 1450: 7.839970601958029e-05
Position 2073: 7.620401221612903e-05
Position 4538: 7.194850987044348e-05
Position 2113: 6.756577017105953e-05
Position 2194: 6.593243275468642e-05
Position 1511: 6.346260454115568e-05
Position 2361: 6.12324798596924e-05
Position 2222: 5.933703385862415e-05
Position 3637: 5.861960926319803e-05
Position 2588: 5.683861947615165e-05
Position 7439: 5.570189369875262e-05
Position 963: 5.070970078944233e-05
Position 7451: 5.069404387421546e-05
Position 2559: 4.917576237582198e-05
Position 2059: 4.4848096348870764e-05
Position 3245: 4.4617201454803756e-05
Position 272: 4.326113833477911e-05
Position 3075: 4.17305124958879e-05
Position 1660: 3.793678145527525e-05
Position 2241: 3.635225108857614e-05
Position 4542: 3.413070565500104e-05
Position 2440: 3.243454892539267e-05
Position 1068: 3.093975306605655e-05
Position 9107: 2.4551650749150058e-05
Position 2387: 2.4100636265337553e-05
Position 480: 2.408670142500758e-05
Position 1635: 2.3567424435842283e-05
Position 4192: 2.3422943513586474e-05
Position 2444: 2.1936175152990847e-05
Position 598: 2.1400729598922668e-05
Position 1688: 1.9096289670269452e-05
Position 7039: 1.87324211782348e-05
Position 4748: 1.8090844671195968e-05
Position 2831: 1.7591872007553288e-05
Position 8188: 1.3461379507741493e-05
Position 1738: 1.2631591250757771e-05
Position 895: 1.141346807800042e-05
Position 8273: 1.1275919144345694e-05
Position 1456: 1.035537831474348e-05
Position 1752: 1.023728816156817e-05
Position 2274: 1.0152204443937964e-05
Position 1143: 8.621246685853652e-06
Position 828: 7.681959166507809e-06
Position 1599: 7.0744905746007764e-06
Position 265: 6.500987826766041e-06
Position 1629: 5.84666492183734e-06
Position 1052: 5.80720441451292e-06
Position 555: 5.454771889914467e-06
Position 549: 5.036476926134185e-06
Position 6233: 4.4829815715528655e-06
Position 4392: 4.310604429093075e-06
Position 195: 4.24631300999256e-06
Position 1772: 3.6167535405730464e-06
Position 507: 3.5897787014309556e-06
Position 628: 3.2466546441475434e-06
Position 1675: 3.1569332357256486e-06
Position 1776: 3.142589614828414e-06
Position 1746: 2.7343118184522966e-06
Position 724: 2.4047709616798933e-06
Position 389: 2.108935220238168e-06
Position 907: 2.040848775715048e-06
Position 1571: 1.800889692890852e-06
Position 935: 1.7610456595626428e-06
Position 1462: 1.6351038071157665e-06
Position 1334: 1.5525877072675984e-06
Position 284: 1.388165131932551e-06
Position 1563: 1.3413056342080324e-06
Position 510: 1.2962070761373907e-06
Position 1754: 1.123570177842903e-06
Position 398: 9.638983134976197e-07
Position 287: 8.576908244500697e-07
Position 3756: 8.505710412207482e-07
Position 605: 7.411557269696836e-07
Position 1206: 7.199193004244413e-07
Position 825: 4.322119101242755e-07
Position 941: 4.1618378498885144e-07
Position 2154: 3.404265546902553e-07
Position 326: 3.1847151348175385e-07
Position 777: 3.1354060907479595e-07
Position 1379: 2.04964548799232e-07
Position 2396: 1.449801569839247e-07
Position 883: 1.0401151383501081e-07
Position 416: 9.18144054717056e-08
Position 2840: 8.4204848443629e-08
Position 120: 3.242815401711418e-08
Position 88: 2.780872671838763e-08
Position 1148: 2.353252380094806e-08
Position 385: 1.7004989858832565e-08
Position 1080: 1.6790062385348028e-08
Position 793: 1.671960438933689e-08
Position 694: 1.3247185020890675e-08
Position 80: 1.3169346739050313e-08
Position 99: 6.122804141109727e-09
Position 197: 9.841430352694126e-10
Position 1191: 9.098671651625362e-10
Position 154: 7.17479067488001e-10
Position 330: 5.644828249634666e-10
Position 1000: 5.094674145591805e-10
Position 1070: 4.965746150740262e-10
Position 944: 4.5641299829244683e-10
Position 280: 2.3443111345984583e-10
Position 122: 1.735129308607196e-10
Position 126: 8.201258941511612e-11
Position 690: 1.8484337091464805e-11
Position 652: 1.7598830696003283e-11
Position 697: 1.6461711804952188e-11
Position 335: 1.5797926964473758e-11
Position 747: 1.0091261600574145e-11
Position 735: 7.52127783186859e-12
Position 847: 7.351497378931074e-12
Position 763: 6.983606239543608e-12
Position 338: 6.953516547980227e-12
Position 833: 6.360213852726169e-12
Position 658: 5.24611490594195e-12
Position 757: 4.773870695013867e-12
Position 615: 1.8046497508876529e-12
Position 130: 1.5826202617480007e-12
Position 779: 6.542131616190983e-13
Position 163: 5.324981523058424e-13
Position 647: 3.3050569316760347e-13
