Gene = Aspdh
Position 922: 0.0003320899821858305
Position 1382: 0.0003293629561457818
Position 1226: 0.00029974852621474584
Position 948: 0.00029900212536163577
Position 1825: 0.0002977401283746149
Position 1422: 0.0002955772275570708
Position 1326: 0.00021297254989321627
Position 364: 0.00015193897831428663
Position 838: 0.00014851085007191997
Position 2345: 0.0001423441823928013
Position 2262: 0.00012929696413136924
Position 1850: 0.00012265687289722825
Position 1311: 0.00012083947185087479
Position 1445: 0.00011232663822841315
Position 864: 9.527780905001823e-05
Position 1934: 8.77977155917928e-05
Position 858: 8.511308894139565e-05
Position 749: 8.171232974133353e-05
Position 821: 7.385670254524498e-05
Position 238: 7.287190011002302e-05
Position 1818: 7.162476495248432e-05
Position 1951: 7.043289795433837e-05
Position 1567: 5.608337830076831e-05
Position 1387: 3.893758676776636e-05
Position 875: 3.583530285375183e-05
Position 1592: 3.2587518002979715e-05
Position 1414: 2.893989853558174e-05
Position 990: 2.524316863862347e-05
Position 1408: 2.491995497343481e-05
Position 2147: 2.4685596312080764e-05
Position 1032: 2.4314774152090904e-05
Position 1719: 2.051599399799164e-05
Position 861: 2.0296468670089435e-05
Position 1394: 1.8914979377179062e-05
Position 243: 1.6583442380794794e-05
Position 1731: 1.60097356995369e-05
Position 795: 1.565963940153279e-05
Position 1724: 1.4629293058234642e-05
Position 1503: 1.412840577423554e-05
Position 993: 1.3175106064581412e-05
Position 1189: 1.169287285114567e-05
Position 1873: 1.0392531317708281e-05
Position 301: 1.0023936456797524e-05
Position 648: 9.298557870881982e-06
Position 305: 6.467062945840562e-06
Position 941: 5.458843341738535e-06
Position 1397: 5.376541520742636e-06
Position 1025: 5.315008886074968e-06
Position 939: 4.856127287401584e-06
Position 653: 4.644545217624362e-06
Position 2355: 3.158437399904592e-06
Position 105: 3.0558592307415735e-06
Position 848: 2.8922285666244103e-06
Position 116: 1.5710359321356597e-06
Position 1169: 9.807700053732583e-07
Position 303: 8.158190321056621e-07
Position 91: 6.370763996035657e-07
Position 1427: 5.54802988705301e-07
Position 1459: 3.5340480181922785e-07
Position 1461: 2.2725269151578853e-07
Position 77: 3.671880665053999e-08
Position 153: 2.5731692427840858e-08
Position 149: 2.589946702152212e-11
