Gene = Nosip
Position 12671: 8.62818895915492e-05
Position 3975: 7.687491464598766e-05
Position 15014: 6.695116348277344e-05
Position 6120: 6.679115688557677e-05
Position 250: 6.612458874461679e-05
Position 14277: 6.580764487530359e-05
Position 1693: 6.360657850616241e-05
Position 14318: 6.271899539194182e-05
Position 11668: 6.263453847410062e-05
Position 11865: 6.20033400791395e-05
Position 11852: 5.888217758863173e-05
Position 13857: 5.8588903131099916e-05
Position 1943: 5.614845877212236e-05
Position 344: 5.553694560705922e-05
Position 11595: 5.325421093736083e-05
Position 14478: 4.870274161662139e-05
Position 12041: 4.733251944187105e-05
Position 97: 4.617773279218411e-05
Position 3376: 4.238652905247064e-05
Position 14903: 4.209621112514811e-05
Position 4678: 3.694016030767648e-05
Position 11624: 3.6802420917284145e-05
Position 14270: 3.601589742461527e-05
Position 14244: 3.524037616803217e-05
Position 13368: 3.161862799848064e-05
Position 13886: 3.1132494399707554e-05
Position 11964: 3.054534524568653e-05
Position 13222: 2.6715369552305235e-05
Position 12764: 2.6069208017709917e-05
Position 14462: 2.4138771484967478e-05
Position 15139: 2.278431717159692e-05
Position 15206: 2.2532597445545944e-05
Position 15387: 1.7467921157760872e-05
Position 12885: 1.7427251342862838e-05
Position 13076: 1.6750752500276308e-05
Position 12673: 1.6713237903172952e-05
Position 14183: 1.6351232790007065e-05
Position 159: 1.5776911891617524e-05
Position 11664: 1.4889046473152852e-05
Position 121: 1.3418314699701129e-05
Position 3181: 1.3081360650377303e-05
Position 15267: 1.2212295290675276e-05
Position 12004: 1.1994351583959551e-05
Position 14913: 1.139768953570393e-05
Position 11996: 1.1064966989076443e-05
Position 12022: 1.0819522946595128e-05
Position 11799: 1.0666931749737402e-05
Position 14931: 1.0525258347047573e-05
Position 14543: 9.254273071385296e-06
Position 28: 7.376601965034701e-06
Position 11573: 7.121283090558043e-06
Position 340: 6.795446666324633e-06
Position 11754: 6.01340347543639e-06
Position 1697: 5.965332585129836e-06
Position 211: 4.795596016261989e-06
Position 14140: 4.615816199936221e-06
Position 269: 4.569704444032735e-06
Position 1792: 3.1930479992503477e-06
Position 12189: 2.452271089000353e-06
Position 13512: 1.9924035040131144e-06
Position 245: 1.7906631839645327e-06
Position 2132: 1.4433250410748253e-06
Position 137: 1.1195714345974926e-06
Position 1725: 1.11037421247927e-06
Position 281: 1.1091232552680917e-06
Position 350: 1.0884203128518399e-06
Position 1034: 9.926926988312957e-07
Position 300: 8.841591780794996e-07
Position 1682: 7.7948278431011e-07
Position 560: 5.949055709179589e-07
Position 1526: 5.199030970578845e-07
Position 893: 5.192131611469556e-07
Position 284: 5.129385533712557e-07
Position 292: 4.936551669957884e-07
Position 400: 4.7228601296373295e-07
Position 1877: 4.1243816581316255e-07
Position 1262: 3.888448129589714e-07
Position 13877: 3.272110090965661e-07
Position 12122: 2.651553821692347e-07
Position 331: 2.4440142877584945e-07
Position 1077: 2.439033840180118e-07
Position 12350: 2.3072448994976727e-07
Position 37: 2.0319511896824828e-07
Position 14: 1.8216084479316496e-07
Position 14426: 1.3979934826263388e-07
Position 1596: 1.367819832658731e-07
Position 547: 8.911095887338228e-08
Position 1591: 7.781170166019424e-08
Position 993: 7.584186179626948e-08
Position 1275: 7.470419724049378e-08
Position 1251: 7.110812339642361e-08
Position 469: 6.712637955812499e-08
Position 1464: 6.190047356131138e-08
Position 775: 5.837118555506564e-08
Position 750: 5.737275608483797e-08
Position 40: 5.332094373172226e-08
Position 179: 4.998055522964703e-08
Position 1405: 4.992589292356448e-08
Position 545: 4.828020142629181e-08
Position 14551: 4.075018105333771e-08
Position 1491: 3.972534608780486e-08
Position 1619: 3.423124272563554e-08
Position 394: 2.45710981246842e-08
Position 3: 2.4234918422116075e-08
Position 14709: 2.267001533337227e-08
Position 14386: 2.229545566675382e-08
Position 14417: 2.1721376428237105e-08
Position 15144: 2.0692113949955246e-08
Position 14725: 2.061597198658965e-08
Position 272: 2.006686131494411e-08
Position 459: 1.9109951319004398e-08
Position 14566: 1.3860441965839315e-08
Position 562: 1.3282200483721544e-08
Position 14601: 8.484718791416548e-09
Position 14390: 6.3288004357701964e-09
Position 13812: 6.050141778073421e-09
Position 14883: 4.984907889156775e-09
Position 338: 4.923576867571954e-09
Position 481: 3.8894351331360545e-09
Position 397: 3.8343168132224886e-09
Position 12281: 3.1492068428828362e-09
Position 14553: 2.2360339463282087e-09
Position 14817: 1.908669721563002e-09
Position 14361: 1.627377213370488e-09
Position 15071: 7.783870987154606e-10
Position 15042: 2.106576488296873e-10
Position 14297: 1.2462244666349274e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11525: 0.9909437415476636
Position 14855: 0.9798117203721852
Position 12149: 0.9759394476855147
Position 14364: 0.9730344415618588
Position 14095: 0.9004406777299224
Position 11033: 0.8986583268586155
Position 13612: 0.826513144942977
Position 13853: 0.6834833514810713
Position 11735: 0.20331080576807528
Position 13889: 0.1770044815224282
Position 210: 0.1490716722010002
Position 13596: 0.14368275735211664
Position 2981: 0.09793637838153584
Position 3544: 0.09648613075109626
Position 11833: 0.09479331407663674
Position 11037: 0.07027127374555021
Position 13126: 0.060242760930073774
Position 193: 0.048690973729481356
Position 4565: 0.047293571639987125
Position 2890: 0.04592088125821843
Position 14170: 0.044965263797709314
Position 11874: 0.04192003019058563
Position 6559: 0.0307311281906728
Position 9506: 0.027414081310956143
Position 11813: 0.026308993557152754
Position 14128: 0.024571311926960108
Position 13194: 0.023283546416670468
Position 4552: 0.02236534771750423
Position 7377: 0.021723058616686
Position 9090: 0.020459486553979958
Position 15093: 0.01803289076419511
Position 3254: 0.01627371874079731
Position 9196: 0.016136855141470934
Position 12451: 0.014896876243728931
Position 10916: 0.014645088719535024
Position 14787: 0.012393216984391177
Position 14156: 0.011699868067624374
Position 641: 0.008823288555205032
Position 4581: 0.00787272897912434
Position 6651: 0.007820329037507337
Position 14386: 0.007665084345961509
Position 14410: 0.007662287282830188
Position 2444: 0.007537846601897835
Position 3273: 0.007406248482114535
Position 236: 0.007296316557490002
Position 3331: 0.006796894508308231
Position 11881: 0.006446115466744798
Position 3459: 0.005745729345970149
Position 4445: 0.005604856183651883
Position 4571: 0.005576514947358301
Position 1942: 0.005473072066640882
Position 2914: 0.005394999650231761
Position 4328: 0.005292195850260857
Position 11841: 0.005095399544424475
Position 13837: 0.00484847059036591
Position 6439: 0.004295245715009552
Position 13154: 0.003941438079234755
Position 9131: 0.0037517414619995496
Position 2848: 0.003735707246526883
Position 9199: 0.003408612081537854
Position 13309: 0.0033835306760416316
Position 14231: 0.0033757237649913816
Position 13027: 0.003195962747988015
Position 275: 0.0031913649360738256
Position 2833: 0.0030561636917127897
Position 4543: 0.003000461471626662
Position 12837: 0.0024490577480273286
Position 15099: 0.002395561756737471
Position 12154: 0.0023802704754197013
Position 13624: 0.002141642607485693
Position 14211: 0.002039645282382464
Position 13945: 0.0020044493529957075
Position 11741: 0.0019438214375391703
Position 13894: 0.0019309722016026666
Position 11548: 0.0018532679482947778
Position 11795: 0.0018364977622042083
Position 15220: 0.0017949091495725656
Position 2491: 0.0017535088899230584
Position 15334: 0.0015793541107487034
Position 11975: 0.001575070002201669
Position 2534: 0.0014631168423579553
Position 13772: 0.0014620475945935959
Position 13322: 0.001397126212381135
Position 15232: 0.0013872449129214229
Position 14395: 0.0012184947190173312
Position 14470: 0.0012131587221457904
Position 13808: 0.0011652709978790894
Position 2953: 0.001156773359680307
Position 2932: 0.001121659311743309
Position 15657: 0.0010852599552739126
Position 6690: 0.0010158323068604504
Position 13296: 0.0010150775033969653
Position 13353: 0.0009788460708698168
Position 1970: 0.0009540717180906684
Position 12859: 0.0009297205845408657
Position 656: 0.0009222301539240388
Position 11436: 0.0009132985191505849
Position 3396: 0.0008680268928827525
Position 15184: 0.0008656339299976228
Position 13900: 0.000852539795860157
Position 14983: 0.0008378646735617514
Position 11608: 0.0008165855022134415
Position 13283: 0.0007894154655224707
Position 12112: 0.0007731589575772908
Position 3833: 0.0007597424113765212
Position 11845: 0.0006722677803949733
Position 13082: 0.0006606613974288683
Position 14697: 0.0005594526061157429
Position 2368: 0.0005350814472313674
Position 1509: 0.0005336894993857048
Position 2853: 0.0005209434310701502
Position 11890: 0.0005025834227919898
Position 2353: 0.0005016529836576792
Position 14270: 0.000499688998412818
Position 13855: 0.0004926103405015653
Position 13627: 0.0004853515987704949
Position 3315: 0.000476152464346571
Position 2986: 0.00046199286454412996
Position 12122: 0.000459142157775808
Position 12946: 0.00045256063287866556
Position 1576: 0.0003946914141760836
Position 13199: 0.00039353640851788466
Position 15541: 0.00038825029911506136
Position 15466: 0.00038678369708402513
Position 11917: 0.00037536551725984564
Position 15159: 0.00037274089043442784
Position 13214: 0.00036909748590742165
Position 14447: 0.0003655566316712208
Position 677: 0.0003272350671815531
Position 15598: 0.00031342705220683745
Position 11311: 0.00028710101421204636
Position 15503: 0.00027135583594631714
Position 12583: 0.0002675865295324339
Position 13290: 0.0002558193354667657
Position 13386: 0.00024664612328291355
Position 11715: 0.0002289676250551449
Position 11770: 0.00022829014040057753
Position 13641: 0.00022674026765682497
Position 11923: 0.00022132686940111253
Position 11979: 0.00021939441445946293
Position 2273: 0.0001947294147001834
Position 13621: 0.000193981151901345
Position 12089: 0.00018461136673097206
Position 13443: 0.0001844488304480108
Position 344: 0.00017897735101117908
Position 13951: 0.0001676561272162508
Position 733: 0.00016697841003497375
Position 15150: 0.00016641320440458445
Position 13648: 0.0001657554017951249
Position 11894: 0.00016081669362473844
Position 14244: 0.0001591520208563187
Position 15603: 0.0001491284537066969
Position 13875: 0.00013000029168993757
Position 13130: 0.0001261984521760776
Position 11765: 0.00012341181658836678
Position 14921: 0.00012138728966501374
Position 14831: 0.00011938474492081296
Position 15206: 0.00011737203444360442
Position 13003: 0.00010820040376577166
Position 13040: 0.00010652408324433208
Position 11912: 0.00010648464823586514
Position 15314: 0.00010307597444528001
Position 2018: 9.737052066783931e-05
Position 487: 9.559316323297197e-05
Position 11709: 9.302461894425235e-05
Position 13864: 9.120920471659425e-05
Position 15103: 8.797961823713583e-05
Position 15579: 8.679339180240554e-05
Position 13917: 8.45134144412731e-05
Position 13229: 8.204931776824436e-05
Position 1619: 8.020777799854334e-05
Position 11697: 7.812908699729595e-05
Position 1855: 7.485678749212525e-05
Position 13868: 7.286327030835507e-05
Position 11408: 7.264095046474839e-05
Position 14240: 7.166660901630016e-05
Position 14714: 7.052809295801273e-05
Position 13825: 6.843972103532152e-05
Position 14813: 6.507156200667671e-05
Position 1392: 6.363013164383496e-05
Position 6071: 6.280095360855892e-05
Position 2829: 6.0708198817947974e-05
Position 15042: 5.6901321843748466e-05
Position 1533: 5.67728965405952e-05
Position 2620: 5.470235721899115e-05
Position 13638: 5.232424209564393e-05
Position 14894: 5.1135431731088634e-05
Position 3766: 4.6898574831725436e-05
Position 12987: 4.326284745004849e-05
Position 14215: 4.2378255101084266e-05
Position 13631: 4.085845023816731e-05
Position 3709: 4.0372084370113095e-05
Position 11945: 3.6818496069535065e-05
Position 11719: 3.62973072880559e-05
Position 14008: 3.488203295079324e-05
Position 15355: 3.271977069386791e-05
Position 15301: 3.248714487701731e-05
Position 2937: 3.201507202912665e-05
Position 13415: 3.0776843298932006e-05
Position 158: 2.8097324176893204e-05
Position 11368: 2.741141163515729e-05
Position 15600: 2.6971094146773097e-05
Position 11323: 2.565060176908731e-05
Position 12329: 2.503708861305749e-05
Position 3161: 2.486801920080444e-05
Position 14913: 2.4249851445486247e-05
Position 15521: 2.3906297891365314e-05
Position 11202: 2.3593578855467875e-05
Position 15133: 2.3238015184041094e-05
Position 685: 2.2350524939940828e-05
Position 11711: 2.231410739143469e-05
Position 2397: 2.0552939157382853e-05
Position 12494: 2.0508216752570422e-05
Position 13750: 1.90371642818583e-05
Position 2641: 1.853937181599921e-05
Position 15164: 1.8367429400576164e-05
Position 1652: 1.7750864715902734e-05
Position 3340: 1.6138038165148e-05
Position 11977: 1.601377319778524e-05
Position 1839: 1.5109019116309978e-05
Position 152: 1.470150302238836e-05
Position 218: 1.4439285067731832e-05
Position 11245: 1.424391058110854e-05
Position 14883: 1.3728653516041626e-05
Position 14888: 1.3521059877056223e-05
Position 284: 1.21073382397358e-05
Position 3250: 1.2106586747682896e-05
Position 14449: 1.1806296346758256e-05
Position 1544: 1.1670191571328242e-05
Position 415: 1.0913805095355472e-05
Position 1463: 1.040888751377634e-05
Position 11677: 1.0351498543696575e-05
Position 14808: 1.0347959599037168e-05
Position 368: 1.0220815631635379e-05
Position 15050: 9.996938574120927e-06
Position 637: 9.310958564734767e-06
Position 15660: 8.758948092493024e-06
Position 3771: 8.200587745289335e-06
Position 707: 7.810284115196335e-06
Position 690: 6.9713014162077125e-06
Position 747: 6.823541038315326e-06
Position 12923: 5.872594967322361e-06
Position 13991: 5.5179963005021364e-06
Position 15545: 5.127499990007487e-06
Position 2554: 4.983461436899688e-06
Position 15607: 4.933432989107757e-06
Position 12014: 4.191331687944777e-06
Position 13512: 4.070646852513802e-06
Position 5784: 3.990203277017859e-06
Position 13086: 3.912102379044994e-06
Position 14995: 3.531470924114758e-06
Position 15700: 3.25697748822031e-06
Position 12605: 2.933107272016661e-06
Position 15176: 2.9220442243290046e-06
Position 12037: 2.8517750687660237e-06
Position 15130: 2.8478799078597905e-06
Position 15056: 2.7682290689566145e-06
Position 1511: 2.625772902114666e-06
Position 1523: 2.2859240279534483e-06
Position 545: 2.26859172437228e-06
Position 14498: 2.062576456820135e-06
Position 297: 2.0434944116829645e-06
Position 12458: 1.8244537037296591e-06
Position 12178: 1.7773215347197115e-06
Position 12204: 1.0083598574015458e-06
Position 2669: 8.745209562455924e-07
Position 11249: 6.243205262175855e-07
Position 12225: 6.033919165689157e-07
Position 12710: 6.003945543135542e-07
Position 1019: 4.471716607209588e-07
Position 1696: 3.6114465429154494e-07
Position 1201: 3.438782838725985e-07
Position 1718: 3.2653375842644326e-07
Position 12287: 2.5963256676087534e-07
Position 953: 2.1921481445299153e-07
Position 12627: 1.8992204888535535e-07
Position 12032: 1.8276558581143124e-07
Position 1735: 1.7716532242888138e-07
Position 12207: 1.2506373585984303e-07
Position 946: 1.1539668068336677e-07
Position 148: 1.0998257531404724e-07
Position 1419: 7.78326117447389e-08
Position 990: 7.726395673676499e-08
Position 12173: 6.843988048379533e-08
Position 12379: 6.243187352201619e-08
Position 1657: 5.744160206858281e-08
Position 295: 4.823245932267792e-08
Position 972: 4.289591174981485e-08
Position 792: 4.1507959039795256e-08
Position 355: 3.840218666983915e-08
Position 787: 3.645328357925362e-08
Position 1261: 3.293372119321787e-08
Position 2033: 3.2371777174835063e-08
Position 12041: 2.4026749069289396e-08
Position 978: 2.3760546192289162e-08
Position 12171: 2.150801976809835e-08
Position 292: 2.0693194377991567e-08
Position 1578: 2.0533092733397752e-08
Position 12001: 1.814246755517771e-08
Position 1693: 1.612384452410061e-08
Position 501: 1.4810613169866586e-08
Position 1660: 1.4790957460638501e-08
Position 350: 1.4301163037079156e-08
Position 975: 1.3365200692509395e-08
Position 314: 1.2665436730562355e-08
Position 12478: 1.2009978873132546e-08
Position 1324: 1.1364026256643734e-08
Position 579: 1.004537609832014e-08
Position 965: 8.841554828138138e-09
Position 921: 8.224240913634954e-09
Position 453: 7.413664774927373e-09
Position 459: 7.063484857853688e-09
Position 348: 6.545884732246123e-09
Position 144: 5.827152941912605e-09
Position 12211: 5.292732235371027e-09
Position 3442: 2.921762524803257e-09
Position 1865: 2.213027874313342e-09
Position 426: 1.9200969782850476e-09
Position 1001: 1.5587040516428254e-09
Position 839: 1.1292140237952508e-09
Position 893: 9.91826228277533e-10
Position 11754: 9.917222487886762e-10
Position 1058: 6.743620832952539e-10
Position 1031: 6.651986681294966e-10
Position 472: 6.649937127008225e-10
Position 318: 5.496734689771643e-10
Position 505: 5.206815204440004e-10
Position 300: 4.751806484998652e-10
Position 391: 4.657693003910242e-10
Position 521: 3.7225286984714793e-10
Position 465: 2.3848612274960285e-10
Position 394: 1.6022771907303688e-10
Position 379: 1.5449958208145603e-10
Position 1228: 6.369806565847606e-11
Position 397: 5.684385113768555e-11
Position 1102: 5.5491582666011413e-11
Position 382: 3.0167582245376425e-11
Position 12213: 1.1428741848185505e-11
Position 1724: 4.5543644673992794e-12
Position 137: 3.2882066491580707e-13
Position 127: 1.3563922076775795e-14
