Gene = Amtn
Position 2809: 2.9976436532467894e-05
Position 26: 2.9238238686853784e-05
Position 4360: 2.2080729601230413e-05
Position 4337: 2.1418607159047442e-05
Position 150: 8.971233763098044e-06
Position 3626: 7.953997610347904e-06
Position 158: 6.211022996680682e-06
Position 321: 3.728655302452458e-06
Position 181: 3.7246803284754204e-06
Position 122: 3.7145075186500823e-06
Position 5736: 3.424165875965892e-06
Position 5721: 2.7758960685369686e-06
Position 240: 2.7041278461454937e-06
Position 5900: 2.220509642481498e-06
Position 6199: 2.0630590362159183e-06
Position 4428: 1.8556922731298752e-06
Position 602: 1.5542276896612427e-06
Position 4358: 1.5155369306258604e-06
Position 5755: 1.1024026439318976e-06
Position 5688: 9.685026309893842e-07
Position 5267: 7.058226983775024e-07
Position 5006: 7.028679995772533e-07
Position 5033: 6.083386253260599e-07
Position 661: 5.953961558870176e-07
Position 568: 5.894655468392003e-07
Position 6322: 5.854861325743372e-07
Position 349: 5.502583073541855e-07
Position 3229: 4.328182769703998e-07
Position 412: 3.8784566843730647e-07
Position 221: 3.2815059555747497e-07
Position 2132: 2.609850893297861e-07
Position 2082: 2.0093134082571895e-07
Position 1620: 9.621955484538111e-08
Position 1349: 9.175201716099138e-08
Position 484: 7.928433152713118e-08
Position 534: 6.442328857040989e-08
Position 663: 5.208334896572354e-08
Position 745: 4.197292006617884e-08
Position 768: 3.14241296586414e-08
Position 747: 8.30025200828496e-09
Position 771: 1.6241411540631597e-09
Position 171: 8.989905934206715e-10
Position 1014: 2.953547115151402e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4168: 0.9568740189827347
Position 180: 0.7088018304160318
Position 1924: 0.5810572170907772
Position 5976: 0.3492289555104796
Position 1862: 0.3074031016487428
Position 5492: 0.2920396421694571
Position 6891: 0.28498953601102106
Position 138: 0.19897969684862446
Position 2746: 0.15862823726812492
Position 9508: 0.12306825000047075
Position 6967: 0.12289342624143067
Position 3717: 0.10479385540621607
Position 2860: 0.0974991952257906
Position 229: 0.04910775144685529
Position 8776: 0.044561438915187504
Position 3379: 0.03971496486943689
Position 8851: 0.03695116621061308
Position 838: 0.033040878487708036
Position 5568: 0.027941467235790256
Position 8801: 0.027398460716108124
Position 362: 0.020930074484221402
Position 1973: 0.02009818449326409
Position 1927: 0.019865638296965745
Position 4110: 0.019838470699095882
Position 1334: 0.018962700171379368
Position 5280: 0.01746072300424877
Position 6985: 0.01593008122420021
Position 3169: 0.015245470080144263
Position 2730: 0.015098831164031606
Position 5466: 0.01498397840947459
Position 8564: 0.013444551826955439
Position 9175: 0.013415724573650752
Position 5364: 0.012823877955935765
Position 1348: 0.012054893179446543
Position 5605: 0.01009659376350853
Position 1774: 0.009775883226613779
Position 8647: 0.009114141762082388
Position 8963: 0.008149461511305824
Position 1999: 0.007082256827455173
Position 5149: 0.0068312675251632074
Position 7423: 0.006666772602557813
Position 4861: 0.0065142986564128615
Position 8436: 0.006504743380537073
Position 3099: 0.006489826658652308
Position 6611: 0.005617109938572326
Position 9751: 0.005579442684646403
Position 490: 0.005422699151315147
Position 7697: 0.005092405095899742
Position 2309: 0.005037721583613782
Position 5406: 0.004720652688790995
Position 8895: 0.00466467337456473
Position 5676: 0.004297991736961187
Position 3207: 0.004270528408322122
Position 8000: 0.003991509850744647
Position 4745: 0.0038162895251444597
Position 4118: 0.003654806932114519
Position 1930: 0.003598632782867287
Position 2763: 0.0034431688906811776
Position 392: 0.0033973815169582072
Position 5746: 0.0032987066146712707
Position 2801: 0.0032756369213990397
Position 184: 0.003192570875531261
Position 6182: 0.003122041444642402
Position 1285: 0.002871284598580854
Position 4944: 0.0027874255088862843
Position 7615: 0.0025573376841560936
Position 2782: 0.0024947087630688082
Position 9139: 0.0022405406406522397
Position 2917: 0.0021122065494425264
Position 9529: 0.0018505464693413048
Position 6542: 0.001814381710934778
Position 1132: 0.001802747277397818
Position 5386: 0.0017869144098008344
Position 1750: 0.0016705542617461006
Position 6669: 0.0016649937239851718
Position 1092: 0.0014919896081730755
Position 854: 0.0014466760259408404
Position 1831: 0.0014090716798982345
Position 7589: 0.0012581251874899146
Position 9090: 0.0012568163357672372
Position 6120: 0.0012238913854362478
Position 8285: 0.0011201813894754272
Position 7043: 0.0011039068979819616
Position 5925: 0.0010160402499734525
Position 1312: 0.0010092369329148265
Position 8855: 0.0010088335747812326
Position 2566: 0.0009954174792608103
Position 306: 0.0009666320039934408
Position 1163: 0.0009659725572179746
Position 7241: 0.0008934011610432713
Position 6188: 0.0008814288287030555
Position 1379: 0.0008486380763773127
Position 1629: 0.0008239236760550715
Position 9676: 0.0008107533787102873
Position 5328: 0.0007899058873246427
Position 1135: 0.0007687756087169158
Position 5721: 0.0007491830638087089
Position 1978: 0.0007357491838818486
Position 6448: 0.0007028890062785152
Position 4100: 0.0006710829725069465
Position 1790: 0.0006698050596234919
Position 4350: 0.0005694460317014406
Position 5528: 0.0005529501972598703
Position 7278: 0.0005040906208484688
Position 2588: 0.0004948611766268304
Position 2374: 0.0004936104260376039
Position 768: 0.0004908891970445792
Position 941: 0.00046425796246273346
Position 332: 0.0004519504366257911
Position 2679: 0.00043328525181559317
Position 4551: 0.000406009696825656
Position 5548: 0.0004049905489644388
Position 1303: 0.0004041345696812589
Position 9723: 0.0004012512976368451
Position 2701: 0.0003978694473912077
Position 4438: 0.0003845910668592746
Position 7333: 0.00036568896053253055
Position 4676: 0.00036518775801891966
Position 5337: 0.0003555684921345417
Position 495: 0.00035413168872416563
Position 8040: 0.0003536981803880694
Position 473: 0.0003474480983744359
Position 1142: 0.0003468781961065271
Position 2431: 0.0003281048500736737
Position 7888: 0.0003166320474354352
Position 2882: 0.0003136002978981616
Position 1169: 0.000308758540220152
Position 1387: 0.00030652835763193153
Position 4624: 0.00029990952827961906
Position 6578: 0.0002814953440296427
Position 5173: 0.0002767183657704321
Position 3305: 0.0002759979945608848
Position 1949: 0.00026905459891638227
Position 919: 0.00025322822397109973
Position 6140: 0.0002498252188861455
Position 1194: 0.00024801620862510487
Position 6229: 0.0002475418679922886
Position 405: 0.00024116104555490803
Position 3619: 0.00023866131027674945
Position 2200: 0.00023109483473110587
Position 9764: 0.00023012564627940062
Position 7200: 0.00022655543337343482
Position 1233: 0.00021907552891809143
Position 4062: 0.00021336986172299993
Position 5812: 0.0002102205162359668
Position 5108: 0.00020580990149471443
Position 5800: 0.00020350034501564955
Position 5612: 0.00020064931799768017
Position 3751: 0.00018176106837650485
Position 3779: 0.00017940797061065774
Position 2609: 0.0001768544966313235
Position 2656: 0.00017493653965299245
Position 2817: 0.0001706060877560046
Position 5352: 0.00016933024982756183
Position 2548: 0.00016644464541228307
Position 1810: 0.00015500575241828983
Position 6905: 0.00015476243673084465
Position 5574: 0.00015198482796783665
Position 8043: 0.00014371890753645463
Position 8158: 0.00013080397991344428
Position 3275: 0.00012693553570664227
Position 3268: 0.00011691107685129789
Position 5189: 0.00011238442725272857
Position 3055: 0.0001097228732640281
Position 7958: 9.629749533690266e-05
Position 2556: 9.126616489698787e-05
Position 2707: 8.87940227698596e-05
Position 1579: 8.195508011205842e-05
Position 5640: 8.054360853628689e-05
Position 1664: 7.674402814195064e-05
Position 4911: 7.558307317497633e-05
Position 6023: 7.435877694320814e-05
Position 6249: 7.375648452679633e-05
Position 859: 6.501270786489743e-05
Position 5318: 5.826579528741081e-05
Position 412: 5.584278216397354e-05
Position 2522: 5.274730206367421e-05
Position 885: 4.9801740593468834e-05
Position 2703: 4.979700467467621e-05
Position 3450: 4.925885546764445e-05
Position 8486: 4.92097367034942e-05
Position 974: 4.230228020484748e-05
Position 2887: 4.198103890513974e-05
Position 3417: 4.176800727320883e-05
Position 5308: 3.770663419567893e-05
Position 2574: 3.643684948680702e-05
Position 3310: 3.437578654595244e-05
Position 4892: 3.4222270733946524e-05
Position 201: 3.340853453855648e-05
Position 4645: 3.137512674996593e-05
Position 4134: 3.051519724165835e-05
Position 156: 2.6733427555350905e-05
Position 789: 2.6417084389511825e-05
Position 4895: 2.5697306644708823e-05
Position 1408: 2.5659656508602608e-05
Position 4678: 2.542968871772806e-05
Position 1391: 2.5070715059495985e-05
Position 1257: 1.8628524887340892e-05
Position 1181: 1.83414908406218e-05
Position 284: 1.75597656082996e-05
Position 150: 1.590314670964121e-05
Position 1110: 1.5204154177896609e-05
Position 4685: 1.442084697905892e-05
Position 2239: 1.3545042803134712e-05
Position 1175: 1.3492765780638283e-05
Position 2442: 1.3357858737638432e-05
Position 4975: 1.2867780099828326e-05
Position 4337: 1.0630268612818749e-05
Position 235: 1.0188411953002169e-05
Position 519: 9.810785870569272e-06
Position 1197: 9.34172809774986e-06
Position 2158: 8.957128612172315e-06
Position 4442: 6.9229706918097475e-06
Position 1655: 6.416875579023574e-06
Position 1649: 5.983661362956047e-06
Position 891: 5.93468277239577e-06
Position 948: 5.108012244279852e-06
Position 2472: 5.08097733788507e-06
Position 1048: 4.9020735987117484e-06
Position 1610: 4.73725712985169e-06
Position 1054: 4.444743964996424e-06
Position 1603: 4.36989148891027e-06
Position 2398: 4.304741969622511e-06
Position 158: 4.073279510432802e-06
Position 2340: 4.064420274779467e-06
Position 4754: 3.435088259782729e-06
Position 2324: 3.1741900253827324e-06
Position 2282: 3.151182264978577e-06
Position 2885: 3.024670313348569e-06
Position 4243: 2.9320005596013384e-06
Position 1463: 2.7806876597815282e-06
Position 2346: 1.763757083519102e-06
Position 1679: 1.568319079411248e-06
Position 1640: 1.292790919743737e-06
Position 2096: 1.2926468431838188e-06
Position 1644: 1.2570337847475357e-06
Position 778: 1.2393349521159195e-06
Position 1547: 1.1715259384510313e-06
Position 2577: 1.0042414919966902e-06
Position 2892: 9.985687694475362e-07
Position 5153: 9.469086360475634e-07
Position 1509: 9.189890422751712e-07
Position 2098: 5.784600670038268e-07
Position 4237: 5.56967844080065e-07
Position 4683: 2.835874059952706e-07
Position 2072: 2.1689255383410315e-07
Position 503: 2.0501203356818054e-07
Position 2113: 2.0428961415924128e-07
Position 1199: 1.4089010526835698e-07
Position 1020: 1.4041176266712242e-07
Position 548: 1.0532988832236305e-07
Position 506: 8.621630855532007e-08
Position 4586: 7.536773327143961e-08
Position 1096: 7.375896812309943e-08
Position 1014: 7.281020107341683e-08
Position 4760: 6.10493367508612e-08
Position 795: 5.737486370275822e-08
Position 254: 5.709609290994926e-08
Position 250: 3.837527793250266e-08
Position 4302: 3.8045488744646785e-08
Position 2603: 2.7713490565747403e-08
Position 737: 1.9194736218125644e-08
Position 2011: 1.6628206576571077e-08
Position 521: 1.3964908934826706e-08
Position 2115: 1.2475105688045112e-08
Position 290: 1.1163679883377076e-08
Position 2109: 8.87175555555337e-09
Position 2082: 8.78407911211204e-09
Position 513: 6.415815236008416e-09
Position 630: 6.163317504767644e-09
Position 590: 5.7226199975200015e-09
Position 240: 5.228406995712662e-09
Position 797: 2.802544452784558e-09
Position 740: 1.8373665827276524e-09
Position 104: 9.105049325258214e-10
Position 101: 6.9663072796341e-11
Position 1590: 1.0001886881916492e-11
Position 1618: 9.759860227157172e-12
Position 592: 2.950903587307854e-12
