Gene = Cox5a
Position 3152: 0.009960316941211527
Position 5591: 0.009930620719435065
Position 230: 0.008823898690681519
Position 245: 0.008566822300414645
Position 2932: 0.008010630078980301
Position 8411: 0.007542007850448737
Position 9827: 0.007230792387354423
Position 8790: 0.006280362152003615
Position 3134: 0.0062523465155314125
Position 10665: 0.00600116954027036
Position 9651: 0.005324147715256567
Position 8306: 0.005279645624277427
Position 3215: 0.005173353795345199
Position 355: 0.005082973747168602
Position 8490: 0.005058277957116439
Position 3233: 0.004880802124796108
Position 10952: 0.0048609442000168285
Position 3167: 0.004701104080366918
Position 10353: 0.004608223346873784
Position 1476: 0.0043439517675354184
Position 6291: 0.004247608241389
Position 8651: 0.00409850583426684
Position 5542: 0.004065167569209126
Position 3239: 0.003761810309923616
Position 3242: 0.0032485749918132376
Position 8132: 0.0031104560602696614
Position 10623: 0.002805826336777768
Position 4525: 0.002513679486113808
Position 9596: 0.0024334736767633986
Position 8457: 0.0023700609082244117
Position 3219: 0.0023105092996869984
Position 3172: 0.0023082400937355424
Position 8824: 0.002300297991376292
Position 8436: 0.0022429367425813606
Position 4896: 0.002175826287050763
Position 10682: 0.002122682621528657
Position 5435: 0.002064646823576134
Position 359: 0.002036795000540859
Position 3230: 0.001969645001523366
Position 7234: 0.0018598332791636583
Position 4355: 0.0017950594357140066
Position 8849: 0.0017044592714772848
Position 542: 0.0016923259447063207
Position 10477: 0.0016240328795989463
Position 4641: 0.0015458535923595755
Position 4480: 0.0015158933260564567
Position 10310: 0.0015139072502032042
Position 2615: 0.001489128629733843
Position 5182: 0.001478198358380579
Position 8812: 0.0014099106975887245
Position 9249: 0.0014061666940282122
Position 386: 0.0013215203617024409
Position 1257: 0.0012988805607519105
Position 208: 0.001273474418573602
Position 9398: 0.0010355239620299054
Position 5290: 0.0010122771751649507
Position 2996: 0.0009709492535184294
Position 2948: 0.0009460307414960787
Position 4492: 0.000922914036718866
Position 11127: 0.0008894812024988982
Position 10703: 0.0007278836931463608
Position 4763: 0.0006991246529515968
Position 10796: 0.0006978474850460963
Position 10606: 0.0006729835568612301
Position 5411: 0.0006723445523108848
Position 3270: 0.0006441051888603986
Position 9224: 0.0005933130366286847
Position 7903: 0.0005888295723562765
Position 10284: 0.0005844251182656607
Position 11049: 0.0005581802796586657
Position 9861: 0.000478901942308263
Position 5281: 0.000476272831196854
Position 10627: 0.0004213046938787732
Position 10345: 0.0003897871689379906
Position 8088: 0.0003769981392871862
Position 10017: 0.00036949131007212434
Position 1018: 0.0003552817719297471
Position 9711: 0.00035477288613677734
Position 496: 0.00033265044334052074
Position 300: 0.00029871804408384753
Position 392: 0.0002562122088333376
Position 7607: 0.00024839201070897467
Position 9180: 0.00024098189011648568
Position 2591: 0.00023825164406684072
Position 987: 0.0002153946500323357
Position 397: 0.00021289074244723802
Position 562: 0.00021259322581060368
Position 8084: 0.00020299788393556082
Position 257: 0.00018400703772528186
Position 3103: 0.00016728248634117682
Position 10686: 0.0001619136019194014
Position 4410: 0.00015981759105667523
Position 3067: 0.00015903145981723134
Position 10259: 0.00015093813442597728
Position 292: 0.00014221479435019545
Position 3955: 0.00014122757797590881
Position 1574: 0.0001364289215589599
Position 859: 0.00013350379072017102
Position 10609: 0.00012518350033995505
Position 1262: 0.00012480204329399055
Position 10221: 0.00011981677995823642
Position 9688: 0.0001179663746294542
Position 3049: 0.00011261903499368562
Position 7949: 8.00347226817247e-05
Position 8185: 7.711247154016167e-05
Position 8243: 7.405906595536686e-05
Position 583: 7.3928477269172e-05
Position 2731: 6.417959762650931e-05
Position 2840: 6.185542887914874e-05
Position 9447: 6.027412359952085e-05
Position 1164: 6.0248322330654684e-05
Position 1296: 5.9250544973223406e-05
Position 8692: 5.888777063767784e-05
Position 2121: 5.57038883446722e-05
Position 2803: 5.478540373156672e-05
Position 9055: 5.3201702699394184e-05
Position 4110: 4.9560104979110684e-05
Position 10716: 4.858558384057209e-05
Position 689: 4.6885302300474e-05
Position 2492: 4.357971032770039e-05
Position 10236: 3.9863142851454455e-05
Position 1740: 3.7487647061479764e-05
Position 2763: 3.030561207052791e-05
Position 923: 2.8441499812324904e-05
Position 672: 2.5273939360645333e-05
Position 1033: 2.462705329648372e-05
Position 1785: 2.386271054898291e-05
Position 8165: 2.2122206529271396e-05
Position 960: 2.0017454529669628e-05
Position 10914: 1.84375512121618e-05
Position 2042: 1.7498317707472568e-05
Position 1481: 1.5999392720247297e-05
Position 4136: 1.581325287412417e-05
Position 6296: 1.4880093364069117e-05
Position 11016: 1.4704270994500708e-05
Position 303: 1.4658260587742173e-05
Position 2647: 1.4204393969392696e-05
Position 2774: 1.2568058755457e-05
Position 1170: 1.2172017200505954e-05
Position 11107: 1.0395365703156666e-05
Position 9301: 1.0104759995205752e-05
Position 463: 9.564621273714413e-06
Position 2523: 9.375561073405687e-06
Position 1428: 9.33374210210042e-06
Position 1768: 8.488002387538595e-06
Position 1631: 7.913606408480087e-06
Position 3911: 7.785748769004127e-06
Position 3931: 7.775173460248063e-06
Position 7966: 7.53168831004086e-06
Position 2489: 7.452225921101878e-06
Position 2557: 6.677391327982697e-06
Position 1589: 5.547601530515862e-06
Position 2444: 5.376851213197787e-06
Position 4942: 5.058950429890946e-06
Position 1123: 4.9152808799767365e-06
Position 1316: 4.7155116119122484e-06
Position 3489: 4.374855190880706e-06
Position 1655: 4.0021612875842785e-06
Position 3876: 3.934934339591099e-06
Position 971: 3.909732285286641e-06
Position 1084: 3.553548961356752e-06
Position 1974: 3.4389448171205485e-06
Position 856: 3.437326662534924e-06
Position 774: 3.1341856198756424e-06
Position 865: 2.7539668778986344e-06
Position 1383: 2.6922848991192106e-06
Position 756: 2.686574116752509e-06
Position 1148: 2.6220245756161084e-06
Position 3670: 2.2118931680721737e-06
Position 7910: 2.1282080633977742e-06
Position 651: 4.926723683742104e-07
Position 9161: 2.5923902212443913e-07
Position 723: 1.4791822148418685e-07
Position 2088: 1.4651036984287075e-07
Position 9198: 1.0417067903022887e-07
Position 1319: 9.372409811210564e-08
Position 880: 7.014058187006082e-08
Position 700: 6.828674533349227e-08
Position 593: 6.21850525748213e-08
Position 727: 4.653441245222161e-08
Position 125: 3.8112375521551724e-08
Position 82: 2.116491267725903e-08
Position 1217: 1.787555355697591e-08
Position 158: 1.4360951099093598e-08
Position 507: 1.2557016476568034e-08
Position 725: 1.0309851823274892e-08
Position 1186: 8.90651066824867e-09
Position 141: 7.84946592434914e-09
Position 1400: 7.344720807876267e-09
Position 822: 6.43153681464536e-09
Position 794: 5.001132299983383e-09
Position 1181: 4.481940219030905e-09
Position 9074: 2.0448063831102364e-09
Position 97: 1.042226013801242e-09
Position 661: 8.35056839880372e-12
Position 1838: 2.3380432311005893e-12
Position 1858: 2.2766656841434503e-12
Position 1892: 1.9669462694618498e-12
Position 1449: 7.148535066389842e-13
Position 1845: 6.04199077557951e-13
Position 1622: 5.026869842953628e-13
Position 1455: 2.529460875933531e-13
Position 1650: 9.186184454696049e-14
