Gene = Vgf
Position 6736: 0.006887060015308919
Position 474: 0.006318506948021964
Position 691: 0.005768042923909044
Position 2028: 0.005552206025466482
Position 1798: 0.00553359677367322
Position 3871: 0.004752356799009161
Position 3873: 0.00463632971728049
Position 5604: 0.004235499661462263
Position 191: 0.003949081152786687
Position 4650: 0.0035050490132049507
Position 5436: 0.0034540450595106124
Position 2512: 0.0032341874581264603
Position 4722: 0.0031827554441790796
Position 4177: 0.003114337784536305
Position 3455: 0.0030544557053174782
Position 409: 0.0029852478559279252
Position 6145: 0.002795062407005721
Position 4987: 0.002782371699795799
Position 1489: 0.002467801151152662
Position 3623: 0.0024087156873136644
Position 676: 0.002168372103861889
Position 3243: 0.0021558853464424973
Position 444: 0.002008226858654793
Position 3096: 0.0020014269635607795
Position 1878: 0.0019493944636635608
Position 5826: 0.0019057838461027329
Position 5550: 0.001736995017835421
Position 5377: 0.0016160770484304353
Position 6532: 0.0013759648354866058
Position 4583: 0.001340099080878477
Position 1827: 0.0013113516783643602
Position 2630: 0.0011182977366435553
Position 5823: 0.0010827858598273313
Position 3706: 0.0010337820896857196
Position 3488: 0.0009969313032588468
Position 2209: 0.000990826643849284
Position 2458: 0.0009745737987553243
Position 2909: 0.0009519303266906663
Position 6755: 0.0009129229902649289
Position 2592: 0.0008833834151350802
Position 3993: 0.0008418102702769906
Position 2079: 0.0007383095671990492
Position 3082: 0.0006994412519066497
Position 393: 0.0006633712182820434
Position 1624: 0.0006185138215672285
Position 1441: 0.0005610878131739743
Position 4961: 0.0005547471242094657
Position 3327: 0.0005509966059116449
Position 3782: 0.0005375712607837503
Position 3732: 0.0005068078488108961
Position 3176: 0.00040223623962514513
Position 826: 0.00038183067073473793
Position 1850: 0.000377143255594717
Position 3105: 0.000348945653088521
Position 3909: 0.00034181979195721464
Position 5403: 0.0003173933026097002
Position 2828: 0.0003133442358177645
Position 3263: 0.00027878240598116615
Position 4911: 0.00023137652495705796
Position 848: 0.00022710377181563875
Position 3711: 0.0002056992569717669
Position 4452: 0.00019406673273524895
Position 3102: 0.0001868794903645247
Position 819: 0.00017655146691608308
Position 6828: 0.00017167174176200333
Position 5244: 0.00014920756028363475
Position 2743: 0.00013688980424971122
Position 5031: 0.0001287598050674045
Position 225: 0.00011940262342015554
Position 4492: 0.00011500723577240001
Position 365: 0.00010867112135264106
Position 636: 0.00010218465948811124
Position 852: 8.752703483313073e-05
Position 562: 8.028111781841244e-05
Position 856: 7.606779117997638e-05
Position 787: 7.459531931818358e-05
Position 2923: 5.709016031422398e-05
Position 551: 5.489579363642447e-05
Position 3359: 5.375788735821472e-05
Position 479: 5.05548981297001e-05
Position 810: 4.847528873609054e-05
Position 793: 3.7948098200948854e-05
Position 751: 3.231957445947491e-05
Position 1193: 3.07669940977753e-05
Position 1555: 3.064758116941357e-05
Position 1460: 2.6978365170651494e-05
Position 2602: 2.6256770057358795e-05
Position 537: 2.609299316505737e-05
Position 1752: 2.243549819219676e-05
Position 830: 1.9190306556820572e-05
Position 843: 1.6527590872911e-05
Position 656: 1.2533589787554747e-05
Position 1629: 1.2380426584046738e-05
Position 643: 1.2320607174728992e-05
Position 573: 1.100880769913291e-05
Position 516: 1.0575832231390921e-05
Position 832: 1.0569340029636565e-05
Position 542: 1.0335169455226352e-05
Position 1891: 9.080014349953081e-06
Position 834: 8.82069038081585e-06
Position 979: 3.982364993213387e-06
Position 758: 3.831343258896174e-06
Position 1626: 3.2754277212642036e-06
Position 859: 3.0427795954488086e-06
Position 3122: 2.7167552687046542e-06
Position 2358: 2.524007863350343e-06
Position 378: 1.5531659468516062e-06
Position 952: 1.2074555341096992e-06
Position 149: 1.1914372478672972e-06
Position 712: 1.1443176919718957e-06
Position 530: 1.0891837229108026e-06
Position 1124: 9.687865602909752e-07
Position 627: 8.506148931845738e-07
Position 619: 5.15370655238362e-07
Position 1000: 4.100403532838326e-07
Position 707: 3.855168491674667e-07
Position 845: 3.586798652793797e-07
Position 580: 3.408643864990837e-07
Position 293: 2.7444748470855746e-07
Position 485: 2.6812488300429136e-07
Position 1407: 1.934836606339923e-07
Position 2378: 1.5005845944319353e-07
Position 291: 9.794253184614522e-08
Position 652: 7.691903240898466e-08
Position 1498: 7.214609790428893e-08
Position 1462: 7.185256088626809e-08
Position 1467: 5.801943577370258e-08
Position 697: 3.9973921303373806e-08
Position 321: 3.8460044797538836e-08
Position 134: 3.530495511643406e-08
Position 2233: 3.4657889524876684e-08
Position 353: 2.2744336558910415e-08
Position 340: 2.0901769182190844e-08
Position 317: 2.0822662362930853e-08
Position 299: 1.7794343029816642e-08
Position 488: 8.210075594920768e-09
Position 482: 8.11468228529573e-09
Position 1057: 3.2466211152880634e-09
Position 342: 4.573705366555813e-10
Position 646: 2.2766052871980806e-10
Position 2431: 1.0470709634231968e-10
Position 1051: 1.8020955717941178e-11
Position 1004: 1.1242891653138012e-11
Position 766: 4.91176559529614e-12
Position 127: 1.1637606008698836e-12
Position 100: 9.512037680544513e-13
Position 97: 2.779662871928631e-13
Position 106: 1.890999534681921e-14
Position 91: 9.892024746092176e-15
Position 121: 8.680115631281327e-15
Position 75: 5.902515510761475e-15
