Gene = Rfxap
Position 3129: 6.134223159727304e-05
Position 2639: 5.3493438251261525e-05
Position 2687: 4.942556411041146e-05
Position 2275: 4.773506496861963e-05
Position 1983: 4.74522169954836e-05
Position 2861: 4.5748865176806184e-05
Position 2024: 4.190097501115605e-05
Position 2506: 3.993286398954861e-05
Position 629: 3.908491808042611e-05
Position 1546: 3.500044165426313e-05
Position 2926: 3.288873944694972e-05
Position 323: 3.179773579117411e-05
Position 1527: 3.13192984520881e-05
Position 3186: 3.101059872392294e-05
Position 459: 3.078557149040509e-05
Position 1958: 3.0348435704270136e-05
Position 743: 2.955948770827991e-05
Position 3006: 2.473767853918464e-05
Position 2917: 2.3316697034329627e-05
Position 413: 2.267212197544408e-05
Position 1057: 2.259587635776282e-05
Position 344: 2.208124209365334e-05
Position 988: 2.1683834801712724e-05
Position 3179: 2.1400840202100343e-05
Position 3205: 2.0824979696284336e-05
Position 3199: 2.070928550249315e-05
Position 410: 2.0644258717757542e-05
Position 2821: 1.9139079370213826e-05
Position 3118: 1.8856427765999272e-05
Position 311: 1.8164072412376196e-05
Position 1194: 1.631359557549363e-05
Position 404: 1.4012090776595615e-05
Position 2548: 1.3546492589674519e-05
Position 2536: 1.2716735310026807e-05
Position 353: 1.1962165838092099e-05
Position 1507: 1.1673855269242616e-05
Position 422: 1.1593863260629981e-05
Position 2006: 1.116254381758235e-05
Position 928: 1.0512028249180983e-05
Position 288: 1.006625088121347e-05
Position 1050: 9.818064816374798e-06
Position 642: 9.201687592569535e-06
Position 800: 9.187368430705088e-06
Position 239: 8.52082402076193e-06
Position 3166: 7.110511547151698e-06
Position 158: 6.2578345774693935e-06
Position 254: 6.2193544773342935e-06
Position 731: 5.183723014203374e-06
Position 751: 4.811892419088014e-06
Position 242: 1.9282124758967945e-06
Position 407: 1.812578878540123e-06
Position 1355: 1.6488558728679075e-06
Position 1272: 1.2426594269177104e-06
Position 1228: 1.0867965070290639e-06
Position 221: 9.839850173135794e-07
Position 232: 6.888519834151123e-07
Position 1549: 6.673447849163637e-07
Position 296: 5.426835091253608e-07
Position 507: 2.1262363514297396e-07
Position 415: 2.0173623368456927e-07
Position 1217: 1.1014295613105819e-07
Position 223: 1.0571271058481216e-07
Position 136: 9.940749156011664e-08
Position 726: 2.0015006306098245e-08
Position 263: 1.8835493714420067e-08
Position 512: 3.861087085415862e-09
Position 89: 3.941529255973706e-10
Position 476: 1.1629445161124293e-10
Position 118: 5.009131628364027e-11
Position 101: 3.057069126196916e-11
Position 95: 3.850534476265473e-12
