Gene = Rpe
Position 889: 1.0537604720387913e-06
Position 560: 1.032824858526005e-06
Position 265: 6.529740904796265e-07
Position 725: 6.172560337087688e-07
Position 862: 5.894554380006188e-07
Position 23: 5.706338709373131e-07
Position 1007: 4.075041665021832e-07
Position 1140: 3.762451925631368e-07
Position 505: 1.8184962626058066e-07
Position 580: 9.800157375839396e-08
Position 6076: 9.473299348190343e-08
Position 1121: 9.232458774309032e-08
Position 667: 8.466413521090179e-08
Position 413: 7.544747831739027e-08
Position 7575: 5.110703996199904e-08
Position 706: 2.440198461724931e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5614: 0.906142240287478
Position 13745: 0.8939546849663023
Position 14281: 0.7686424604240418
Position 15127: 0.3466224114309029
Position 5929: 0.30229226873834203
Position 18731: 0.2175224736083509
Position 16455: 0.19847237983488264
Position 12706: 0.1755361858546049
Position 18073: 0.15876451089672833
Position 18219: 0.14147872577411963
Position 3814: 0.13388473109814114
Position 5849: 0.09642520195458903
Position 5543: 0.09118144962128535
Position 6725: 0.08172647405548793
Position 12501: 0.08133599029323589
Position 16922: 0.08022346318874314
Position 15100: 0.07367520944370086
Position 4841: 0.06445241168022614
Position 2819: 0.054955460433776665
Position 16951: 0.054745319877888526
Position 16021: 0.04836496852172514
Position 6728: 0.04805311675460572
Position 3047: 0.04081766351146922
Position 14229: 0.03712111157357196
Position 2855: 0.03646089115160702
Position 586: 0.036344250327097136
Position 3867: 0.028224844848539512
Position 1825: 0.025809176228245214
Position 2241: 0.025807813668655057
Position 3639: 0.018497834727579623
Position 14303: 0.018052758289576237
Position 12663: 0.016653249783422707
Position 14760: 0.016382522757212106
Position 4567: 0.015475139173045025
Position 6681: 0.015212425685522028
Position 1304: 0.013358238345164121
Position 6473: 0.012923478680081557
Position 3084: 0.012003988600673832
Position 2321: 0.01175955840205633
Position 18895: 0.011279850148319332
Position 15167: 0.010589390320857619
Position 3067: 0.009667174486432294
Position 6300: 0.00950851005512563
Position 17433: 0.009430947521954136
Position 17655: 0.009007411145302723
Position 16978: 0.009006849530269726
Position 14520: 0.00898129172554983
Position 14918: 0.008689399439334883
Position 17408: 0.008207597966886972
Position 785: 0.00809752555064111
Position 6384: 0.007729234384971254
Position 15340: 0.0069293391056528065
Position 16129: 0.0066227573857232215
Position 6664: 0.006606004008737678
Position 14369: 0.005909102671245385
Position 14580: 0.005799638936922279
Position 1870: 0.005768656684941442
Position 15451: 0.005065631436433233
Position 14640: 0.005064870183785557
Position 5813: 0.004955275836658189
Position 714: 0.004901011557261598
Position 14700: 0.004609953603320862
Position 623: 0.004492241075565969
Position 4570: 0.003986120518810878
Position 11555: 0.003979584469309066
Position 16799: 0.003911073933097894
Position 3905: 0.0038018100029687594
Position 6598: 0.003801252776939155
Position 2636: 0.003722781936919588
Position 2837: 0.0036844894738413242
Position 725: 0.0034857691224704514
Position 3720: 0.003239608783976108
Position 6098: 0.0031748686677233687
Position 2964: 0.003015878402378172
Position 15553: 0.002993650476113549
Position 2741: 0.0029881737477616063
Position 3050: 0.0027988317873120115
Position 4531: 0.0024759349902858984
Position 9564: 0.002390487521048462
Position 4749: 0.0023271977617568018
Position 3119: 0.002209512051013664
Position 2570: 0.0020126266971624224
Position 2273: 0.0019478565460355239
Position 15665: 0.0018833396072931077
Position 16218: 0.0017055401196677767
Position 5909: 0.001682758983780176
Position 15592: 0.001576463536121602
Position 3355: 0.0015636635012169888
Position 6008: 0.0014655835628015297
Position 493: 0.0014404148144481588
Position 3276: 0.00120361132321951
Position 5986: 0.0011880650294347444
Position 6774: 0.0011201529507671002
Position 1792: 0.0011120387718995856
Position 1307: 0.0011118260962610196
Position 6146: 0.0010980278553872971
Position 3787: 0.0010695435929138413
Position 1900: 0.0010156445621296497
Position 444: 0.0010111360279024832
Position 2967: 0.0010103011592170776
Position 6638: 0.0009886829831183355
Position 5903: 0.0009064620312172963
Position 4919: 0.0008425373737337942
Position 8694: 0.000829857691507121
Position 9292: 0.0007914789503352472
Position 5824: 0.0007889798809340604
Position 10231: 0.000773371268977284
Position 8516: 0.0007399364131140543
Position 5982: 0.0006998003565749509
Position 17294: 0.0006935151798617084
Position 3452: 0.0006102116359137283
Position 2662: 0.0005765203159242895
Position 2275: 0.0005402918551291299
Position 3693: 0.0005350225616424638
Position 3071: 0.0005284790833931534
Position 7370: 0.0005259211275460019
Position 2443: 0.0005214696604606574
Position 2702: 0.0005169859632321097
Position 12969: 0.0005164350815538545
Position 3555: 0.0005049532763962233
Position 10730: 0.000504818359726405
Position 591: 0.0004998707500074324
Position 12998: 0.0004880392790932429
Position 655: 0.0004452779406997938
Position 15148: 0.0004364550039858329
Position 8690: 0.0003848186510207918
Position 1089: 0.00036800954736115204
Position 11218: 0.0003667685927332008
Position 3674: 0.0003593984781514675
Position 3372: 0.00035073929070642343
Position 2550: 0.0003477755530101453
Position 3770: 0.0003174427869941942
Position 2247: 0.0003126044208147371
Position 2861: 0.0003020447192627228
Position 2116: 0.00029527784125492
Position 3328: 0.000288882870506653
Position 8786: 0.0002849096610248627
Position 2991: 0.0002772318918081557
Position 9636: 0.00027003315531318417
Position 3537: 0.0002686731581871692
Position 13146: 0.00026579417276736175
Position 2578: 0.0002623544454073485
Position 1366: 0.00024259784148137134
Position 2283: 0.00021596465802905217
Position 3032: 0.00020413884528921097
Position 12320: 0.00020382722330576346
Position 7490: 0.00019873919187180726
Position 8738: 0.0001922187097019114
Position 2996: 0.0001814219485451727
Position 7944: 0.000169156311436447
Position 2374: 0.00016900449217810518
Position 524: 0.00016574135657560998
Position 10330: 0.00015610069407434403
Position 393: 0.00015418979907156843
Position 413: 0.0001523140044235528
Position 732: 0.00012564656355421315
Position 7420: 0.00011495782376660084
Position 5564: 0.00011273717993764606
Position 692: 0.00011119947572380688
Position 10779: 0.00010978463241791656
Position 991: 9.504923856610616e-05
Position 468: 9.307812377788385e-05
Position 5860: 9.055888681025016e-05
Position 6698: 8.91218874349107e-05
Position 801: 8.654200108707631e-05
Position 6021: 8.153314375159585e-05
Position 6754: 7.748539565846937e-05
Position 10585: 7.34412983106297e-05
Position 5827: 7.026278135086307e-05
Position 6977: 6.408122918764645e-05
Position 5594: 6.015139098427998e-05
Position 13045: 5.858372724194122e-05
Position 8059: 5.0873796485672256e-05
Position 5931: 4.6754986161685115e-05
Position 6328: 3.689801109306361e-05
Position 2545: 3.613620246347259e-05
Position 2517: 3.5625216892766244e-05
Position 2785: 3.557318071809441e-05
Position 2711: 3.411159153697136e-05
Position 6187: 3.20985220385773e-05
Position 3791: 3.1002536826478383e-05
Position 5943: 3.0351281311951162e-05
Position 10658: 2.9880834756417403e-05
Position 9090: 2.973657915087392e-05
Position 9008: 2.96135902792241e-05
Position 2346: 2.9323268379778213e-05
Position 6730: 2.4913981612745854e-05
Position 1827: 2.4450059756840706e-05
Position 7600: 2.420784795901454e-05
Position 3563: 2.379318629326809e-05
Position 9367: 2.1756695829367842e-05
Position 6039: 2.1699904903987286e-05
Position 517: 2.0657267518654055e-05
Position 11235: 1.979608886759154e-05
Position 2763: 1.9763996919573667e-05
Position 640: 1.9475684481697015e-05
Position 1608: 1.9165691368677156e-05
Position 3026: 1.9143056169817156e-05
Position 3659: 1.8805724715149932e-05
Position 2512: 1.7461705901605403e-05
Position 3434: 1.7326439359080876e-05
Position 3623: 1.586296991801472e-05
Position 5950: 1.4797826328770946e-05
Position 1219: 1.4666477472268666e-05
Position 3191: 1.3745211949751274e-05
Position 697: 1.3583632701218777e-05
Position 3019: 1.3065293608076516e-05
Position 2507: 1.1178592194297298e-05
Position 2979: 1.043420485003221e-05
Position 6957: 1.034730321606661e-05
Position 1925: 1.020165329644694e-05
Position 3204: 8.929988613647442e-06
Position 1139: 7.454349688938794e-06
Position 2473: 7.3683159696954454e-06
Position 1168: 7.1945598166972526e-06
Position 600: 7.012003374674979e-06
Position 6258: 6.677168505573158e-06
Position 7070: 6.556725278251127e-06
Position 5392: 6.3530757719936456e-06
Position 1880: 6.3407911873420775e-06
Position 1121: 5.263486561834555e-06
Position 2138: 4.184585833447081e-06
Position 1069: 4.130912387136835e-06
Position 1395: 3.431824553720623e-06
Position 8253: 3.332756629025099e-06
Position 906: 3.2842094059714455e-06
Position 1677: 3.2388845524514053e-06
Position 528: 3.0824242713344717e-06
Position 2767: 3.023787232732814e-06
Position 8020: 2.9441370521068948e-06
Position 2015: 2.821304179527436e-06
Position 1751: 2.3292449714320193e-06
Position 420: 2.0195464002477928e-06
Position 889: 1.8032161897633246e-06
Position 629: 1.7707326415765713e-06
Position 688: 1.7025522912872548e-06
Position 1906: 1.5312670707315093e-06
Position 2870: 1.446779653251584e-06
Position 924: 1.425172924941442e-06
Position 2888: 1.3812008774781862e-06
Position 2298: 1.2510098730560883e-06
Position 505: 1.1063198751347203e-06
Position 2326: 8.612818316676218e-07
Position 2010: 7.528067016862422e-07
Position 2036: 7.522749469697055e-07
Position 914: 6.041921145071717e-07
Position 9665: 5.55553286442378e-07
Position 854: 5.426529446657919e-07
Position 1007: 3.7699525711607e-07
Position 1262: 3.493790164691024e-07
Position 1173: 3.2605567746263593e-07
Position 860: 3.232887135590356e-07
Position 6549: 3.1246101703996917e-07
Position 936: 3.0022252923818597e-07
Position 1397: 2.4088961078567864e-07
Position 1937: 1.896569745416891e-07
Position 255: 1.798470423668733e-07
Position 943: 1.6005482701763787e-07
Position 116: 1.4638707491920344e-07
Position 534: 1.4344828897152798e-07
Position 446: 1.316081298505205e-07
Position 1957: 1.2128548968651495e-07
Position 1534: 1.0408196755000114e-07
Position 893: 9.462983238300391e-08
Position 956: 5.3234849956157514e-08
Position 560: 3.429859091044062e-08
Position 1430: 2.8460759059742413e-08
Position 310: 2.4666352811746816e-08
Position 917: 1.4771722897232835e-08
Position 841: 1.2415395874574181e-08
Position 1027: 1.2371721796015493e-08
Position 259: 1.011575595457748e-08
Position 1041: 6.8843988015964705e-09
Position 805: 6.736078255533183e-09
Position 6419: 4.568069715274731e-09
Position 6411: 4.375316441459049e-09
Position 810: 4.173972625210234e-09
Position 454: 3.5544265398347947e-09
Position 331: 4.907884879985812e-13
Position 322: 2.1062404810883882e-13
Position 93: 8.473084960244655e-14
Position 403: 6.249137939694094e-14
Position 141: 1.9136868513529876e-14
Position 877: 1.87723395847343e-14
