Gene = Polr3gl
Position 13841: 2.142594975929846e-05
Position 114: 2.0309946833847547e-05
Position 2691: 1.8469458150689833e-05
Position 765: 1.4265333599738335e-05
Position 199: 1.0125484548202643e-05
Position 2033: 8.851773123129819e-06
Position 1564: 7.762828105271875e-06
Position 283: 7.695874882242026e-06
Position 724: 6.7437110402422495e-06
Position 557: 6.652983934639386e-06
Position 80: 6.597370572418679e-06
Position 1813: 5.637043599681757e-06
Position 14201: 5.346003592708097e-06
Position 555: 4.562551049708924e-06
Position 871: 4.403176817851214e-06
Position 2215: 4.194542362986397e-06
Position 559: 4.0463668935322425e-06
Position 5684: 3.2966087585481554e-06
Position 428: 2.956150476047432e-06
Position 3714: 2.5581081555550236e-06
Position 3186: 2.4333985256481377e-06
Position 5430: 2.1599018585631156e-06
Position 5437: 2.0896436954757107e-06
Position 2787: 2.063682218723268e-06
Position 2073: 1.8738700350949632e-06
Position 5474: 1.8465408301854302e-06
Position 774: 1.492927119195892e-06
Position 14434: 1.2502614935823052e-06
Position 153: 9.977839307861935e-07
Position 1085: 9.891795785602585e-07
Position 623: 9.791677475324558e-07
Position 631: 6.944172442060618e-07
Position 2266: 4.036486291278788e-07
Position 2220: 3.2001244550624856e-07
Position 1683: 2.185144614966982e-07
Position 1099: 2.1098682386695924e-07
Position 2384: 2.0310415413854975e-07
Position 576: 1.876851336265413e-07
Position 1146: 1.8751390494272357e-07
Position 1467: 1.7135927054137242e-07
Position 993: 1.6651487508612846e-07
Position 4440: 3.8708627317141956e-08
Position 253: 1.835862103359824e-08
Position 394: 1.341101813725934e-08
Position 563: 4.1632474863590265e-12
Position 561: 2.5154619002637044e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13277: 0.9930431472083785
Position 5259: 0.8702111036300008
Position 15592: 0.865401275174975
Position 14091: 0.7517524640834362
Position 15311: 0.7138619738409842
Position 13674: 0.6150476846468134
Position 11925: 0.4210849177728855
Position 13047: 0.4139512551562071
Position 14269: 0.4022440417227008
Position 13604: 0.2544637554820305
Position 11589: 0.24179543906407505
Position 12407: 0.21776593570143338
Position 12441: 0.1837412900636978
Position 14276: 0.14504763553382377
Position 11264: 0.12160156437114955
Position 14516: 0.11323018835462496
Position 1250: 0.10008260442212259
Position 14287: 0.0668733426601409
Position 14290: 0.060328790887732325
Position 9227: 0.05346672045786632
Position 3101: 0.05171775163385687
Position 14473: 0.04949353639374178
Position 7192: 0.04944707703867686
Position 6351: 0.04460582292930062
Position 11955: 0.04407137685243896
Position 6565: 0.03017101056762005
Position 14114: 0.026957947409359875
Position 11397: 0.02487564290939373
Position 12206: 0.024764671065657863
Position 3935: 0.02397827032438744
Position 12378: 0.020007002916460487
Position 3179: 0.017969575485783016
Position 14315: 0.016851527107252955
Position 9140: 0.01585295296903427
Position 9646: 0.014924604432790872
Position 2982: 0.014922818911904303
Position 5322: 0.014548283253844987
Position 14237: 0.014406882941606549
Position 14294: 0.013312871412951089
Position 13502: 0.012025553504679464
Position 7136: 0.011098726575283319
Position 6239: 0.010495362657066763
Position 10513: 0.009649912139358926
Position 9515: 0.008990776324607227
Position 14241: 0.008785920292583004
Position 466: 0.008289057057740051
Position 14278: 0.00801007156289702
Position 9688: 0.0068921757804035816
Position 1309: 0.0067471479277941195
Position 9700: 0.006031559660589671
Position 14612: 0.00599435732153755
Position 13440: 0.00577232205103164
Position 7208: 0.005712826489124482
Position 13610: 0.005709459791894228
Position 4436: 0.005404237520972658
Position 7169: 0.005316952327200692
Position 765: 0.0050935657579883895
Position 5234: 0.004954496756002784
Position 15850: 0.004887300487817087
Position 7074: 0.004789766586061098
Position 1236: 0.00469668571350359
Position 14905: 0.004632366868400789
Position 15331: 0.004574290050377583
Position 14512: 0.004545174135349753
Position 14284: 0.004408711223817539
Position 5594: 0.004338518803243666
Position 13693: 0.004266171761226711
Position 712: 0.004157472720813964
Position 2607: 0.004053928443363276
Position 11975: 0.003839581083262904
Position 1355: 0.0035006381284159644
Position 7214: 0.003491764839434988
Position 5237: 0.0033658500555703358
Position 13626: 0.00329080273372871
Position 14217: 0.003283211643520783
Position 8898: 0.0032534241196137776
Position 3074: 0.003136944525320562
Position 428: 0.0031280869794259856
Position 11211: 0.002850983558456305
Position 6395: 0.002768837871222389
Position 1891: 0.0027596910865791357
Position 7262: 0.0027352699406258973
Position 1984: 0.00249799472222358
Position 14116: 0.0024960625958876026
Position 14281: 0.002479249700921245
Position 7265: 0.002178976986410781
Position 6698: 0.002176324381687621
Position 2036: 0.002142044770664754
Position 14042: 0.0021291163103997293
Position 5077: 0.0021223953469920467
Position 15854: 0.0020871879413119215
Position 13934: 0.0020083770078637587
Position 12282: 0.001963860301819382
Position 14308: 0.001910521977216093
Position 3145: 0.0017818406268545848
Position 1850: 0.0017668763617456065
Position 6739: 0.0017650334295341795
Position 4069: 0.0017639459279515982
Position 9248: 0.0017425820974941578
Position 1209: 0.001713021883342105
Position 12119: 0.0017038800669022115
Position 7277: 0.0016918348018081161
Position 6803: 0.0015981976963417971
Position 13623: 0.0015727243065493306
Position 13517: 0.0014669597740285803
Position 1416: 0.0013957200472886457
Position 10522: 0.0012913048494619947
Position 15289: 0.0012590780501017427
Position 9669: 0.0011795270608487706
Position 6577: 0.0011463743056840344
Position 6773: 0.0010460971368716565
Position 3125: 0.0010354571588673971
Position 1259: 0.0009883886360480916
Position 9577: 0.0009504400883745515
Position 16114: 0.0009362011098292832
Position 4390: 0.0009331942508306225
Position 4318: 0.0009095147368282485
Position 8316: 0.0008966639630313534
Position 1335: 0.0008664738040663726
Position 3002: 0.0008332014615986782
Position 14324: 0.0008300455678087954
Position 14649: 0.0008207012835818519
Position 4037: 0.00080639961147243
Position 1019: 0.0008010877849446118
Position 3154: 0.0007911723445553297
Position 15368: 0.0007751239749349328
Position 15957: 0.0007499503810491418
Position 14126: 0.000690312209580902
Position 2652: 0.0006819806489904691
Position 3939: 0.0006457972194972346
Position 14667: 0.0005997572993742963
Position 15268: 0.0005832395148319932
Position 744: 0.0005611918261076745
Position 15025: 0.0005547063854783918
Position 3265: 0.0005538666381192712
Position 14982: 0.0005420012521048294
Position 14699: 0.0005338940137645031
Position 2963: 0.0005300376633127314
Position 9498: 0.0005111320971223978
Position 6544: 0.000489279444662237
Position 14133: 0.00045307142992375245
Position 14211: 0.0004434671534592742
Position 10324: 0.0004353825567784455
Position 4202: 0.00042756362785465683
Position 3260: 0.000417161201491091
Position 14338: 0.00039773692930014106
Position 13633: 0.00038798205327682055
Position 14927: 0.0003851562142737344
Position 13821: 0.00037919390787101605
Position 1436: 0.0003525682162223195
Position 3167: 0.00034953331751865093
Position 15412: 0.00034360019685954413
Position 3912: 0.0003367422756140775
Position 1523: 0.00032351140350834226
Position 4286: 0.0003175820544063131
Position 4802: 0.0003048053419017254
Position 7115: 0.0003016219841013876
Position 727: 0.00029992701259496643
Position 4223: 0.00029341982826805175
Position 14670: 0.00028973169782195104
Position 14305: 0.0002797365426656963
Position 14537: 0.0002779135928685877
Position 15897: 0.000275498815580845
Position 3135: 0.0002677277868646002
Position 16100: 0.00026689381294269925
Position 4340: 0.00026534495914175933
Position 1083: 0.00025161398146022557
Position 780: 0.0002484304173935206
Position 14046: 0.000244552864959061
Position 823: 0.00022881430029818078
Position 387: 0.00022001228715257782
Position 4112: 0.00021741728272796164
Position 3016: 0.0002138607901888328
Position 4191: 0.0002097970553746547
Position 14992: 0.0001929552387103243
Position 4283: 0.00018150806208244345
Position 1385: 0.00017698559647312057
Position 598: 0.00017470962153637152
Position 5544: 0.00017017285698398617
Position 3814: 0.00016420101411680996
Position 409: 0.00015784051103053174
Position 276: 0.00015597582505509234
Position 14156: 0.00015286748634232316
Position 13520: 0.00015056157121538178
Position 1427: 0.00014205615258860708
Position 14618: 0.00012572571237631279
Position 13442: 0.00011067849530276148
Position 1568: 0.00010935559299342353
Position 13787: 0.00010429941149983173
Position 13641: 9.563704159020194e-05
Position 357: 8.943034983878158e-05
Position 1952: 8.318602619661535e-05
Position 5547: 7.850372688778152e-05
Position 15194: 6.830302862007707e-05
Position 1623: 6.7449556638877e-05
Position 6651: 6.521333222461364e-05
Position 601: 6.083933487622218e-05
Position 13859: 5.8104722363460746e-05
Position 1563: 5.314003114231292e-05
Position 14533: 5.008916646295676e-05
Position 299: 4.9770717729475665e-05
Position 334: 4.903961681779064e-05
Position 399: 4.526990288772638e-05
Position 339: 3.972032337355529e-05
Position 15002: 3.806835843465182e-05
Position 14147: 3.170267755251387e-05
Position 13954: 3.02231917883507e-05
Position 13703: 2.796523199927714e-05
Position 15483: 2.779655913636127e-05
Position 13839: 2.5750460691038607e-05
Position 14008: 2.455359955051945e-05
Position 608: 2.394881633148505e-05
Position 5745: 1.8379524018014386e-05
Position 7092: 1.601744450478593e-05
Position 6373: 1.2877394318134923e-05
Position 9658: 1.2812682826128427e-05
Position 170: 1.2373397828588147e-05
Position 13697: 1.2221130619937588e-05
Position 5015: 1.0809575975658675e-05
Position 14716: 7.5475391453267e-06
Position 272: 5.5621304088073645e-06
Position 208: 5.17123814971346e-06
Position 195: 4.849298748250497e-06
Position 1029: 4.604118167017289e-06
Position 1853: 3.7013591229055383e-06
Position 5613: 3.30430014200954e-06
Position 2011: 2.618831455134341e-06
Position 8337: 2.2535739107508332e-06
Position 1936: 1.9741343116216277e-06
Position 1740: 1.7625022104686803e-06
Position 3310: 1.5403974798694354e-06
Position 2101: 1.4314043696964744e-06
Position 837: 1.3484773794450297e-06
Position 1817: 1.3089246895784896e-06
Position 3506: 1.2874945038441933e-06
Position 401: 1.2710413295019186e-06
Position 3609: 1.2706136517108347e-06
Position 2672: 9.77863485754595e-07
Position 1462: 8.31427998260089e-07
Position 674: 7.79111925054102e-07
Position 478: 5.654472064356058e-07
Position 623: 5.53091106025052e-07
Position 178: 5.484005955716667e-07
Position 2242: 4.162663559874053e-07
Position 320: 4.0444071537997955e-07
Position 978: 3.189486150094196e-07
Position 7070: 3.034516880470791e-07
Position 582: 2.5638985761183905e-07
Position 606: 2.3603603130764058e-07
Position 14601: 2.1793772831043836e-07
Position 1598: 1.9169167693198708e-07
Position 1761: 1.8680719670514679e-07
Position 505: 1.8129303989965812e-07
Position 1111: 1.6039562887875235e-07
Position 1140: 1.1884509564747056e-07
Position 1137: 1.1361568367225619e-07
Position 1085: 1.0861411089055153e-07
Position 1107: 9.4037582253832e-08
Position 865: 8.422025431650964e-08
Position 311: 7.811554468480489e-08
Position 1034: 5.67494138380251e-08
Position 903: 3.71339604028064e-08
Position 1036: 3.663943711049037e-08
Position 1092: 3.187403966391098e-08
Position 153: 2.8459581583579492e-08
Position 1895: 2.7813902221314312e-08
Position 916: 2.463286208603288e-08
Position 2197: 2.3934717803612485e-08
Position 4886: 2.193029767487444e-08
Position 1364: 2.1485028696521518e-08
Position 1718: 1.8005399162184075e-08
Position 947: 1.4764808663108544e-08
Position 13448: 1.1117354271191862e-08
Position 656: 4.4735779306997644e-10
