Gene = Glce
Position 473: 1.0807194566822145e-06
Position 882: 9.620271822048858e-07
Position 1190: 8.935958701956561e-07
Position 1340: 7.440623173196913e-07
Position 468: 6.460807970601538e-07
Position 1228: 6.129545981339013e-07
Position 1559: 5.921577653921246e-07
Position 624: 5.080261931426502e-07
Position 1022: 4.007363062715925e-07
Position 1384: 3.16157797709731e-07
Position 1403: 3.159655017105035e-07
Position 1020: 2.6560446166173637e-07
Position 216: 2.539514999425318e-07
Position 1409: 2.390327973913534e-07
Position 1718: 2.3730948993183518e-07
Position 1134: 1.5405312789431376e-07
Position 1509: 1.1500704164852954e-07
Position 1017: 1.0420298643483533e-07
Position 1027: 9.735253009173149e-08
Position 921: 7.505695639602354e-08
Position 933: 3.571435436860586e-08
Position 927: 3.6342568831828917e-10
Position 527: 3.611411414276199e-10
Position 1025: 3.425367724895753e-10
Position 1393: 9.718798739696311e-12
Position 125: 5.0104434180937525e-12
Position 154: 3.317513750413501e-14
