Gene = Lmntd2
Position 1144: 1.4258695012762228e-05
Position 1329: 1.3302361469116504e-05
Position 1540: 1.148444782511914e-05
Position 1307: 1.076673232693733e-05
Position 3036: 1.0222620641132266e-05
Position 360: 8.438120184081108e-06
Position 1061: 7.573765750488125e-06
Position 427: 7.382645923548296e-06
Position 2168: 4.89878893259121e-06
Position 420: 4.804515465201203e-06
Position 162: 4.430212979748797e-06
Position 528: 4.095926124264881e-06
Position 441: 4.033983713901075e-06
Position 1464: 3.5787719880230257e-06
Position 1624: 3.546405955402902e-06
Position 852: 3.099715780428101e-06
Position 833: 3.065272159277744e-06
Position 2205: 2.5691551428992453e-06
Position 1451: 2.4211646701292227e-06
Position 418: 2.16424492591112e-06
Position 448: 2.117850949419881e-06
Position 354: 1.921850483609122e-06
Position 208: 1.8913860820283556e-06
Position 1151: 1.8709911803576575e-06
Position 1793: 1.5757512438421562e-06
Position 215: 1.2210709401036737e-06
Position 1351: 9.69299947989107e-07
Position 1511: 5.572121751466752e-07
Position 845: 5.501749814134792e-07
Position 923: 4.066991183823114e-07
Position 112: 3.9038773081865217e-07
Position 1444: 2.756781733965912e-07
Position 211: 1.8110001251734657e-07
Position 1634: 1.9319131078303433e-08
Position 1565: 1.7002891027563853e-08
Position 103: 1.1866542086448324e-08
Position 1496: 5.201268424493748e-09
Position 1491: 1.308745244959137e-09
Position 1514: 4.4413821854314775e-10
Position 95: 2.586303264741286e-10
Position 92: 9.058448272244691e-11
Position 1500: 5.399327635036234e-12
