Gene = Bcl2l10
Position 2904: 0.00011053929464653606
Position 1733: 0.00010860624580869914
Position 85: 7.873169346264553e-05
Position 3376: 7.20907056127257e-05
Position 1508: 6.949815473805625e-05
Position 2049: 6.173973430427732e-05
Position 469: 6.148413697865945e-05
Position 2453: 5.414552706395698e-05
Position 2782: 4.6586238219877314e-05
Position 540: 4.622213444805292e-05
Position 1064: 4.567010066023244e-05
Position 2820: 4.472941205029539e-05
Position 1050: 4.34709161749897e-05
Position 2828: 4.1827778201332074e-05
Position 3563: 4.1169317915525365e-05
Position 192: 3.929107658615256e-05
Position 2573: 3.902317231989772e-05
Position 662: 3.862840949602237e-05
Position 529: 3.621793383079394e-05
Position 655: 3.6169090278459166e-05
Position 497: 2.7224319502970656e-05
Position 678: 2.7038795576143146e-05
Position 2031: 2.4840879974155693e-05
Position 521: 2.264066874015139e-05
Position 1783: 1.9151519738633106e-05
Position 803: 2.1032873341295785e-07
Position 1225: 9.998737795315613e-08
Position 3461: 9.422266344051963e-08
Position 794: 5.506864299243355e-08
Position 499: 2.638870141614018e-08
Position 560: 1.84297632010803e-08
Position 781: 1.5812351676633088e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3252: 0.8953272244499044
Position 2639: 0.049414547465878186
Position 284: 0.03674874604002617
Position 332: 0.014594757876448499
Position 3589: 0.010136302670002678
Position 2232: 0.009434744627340452
Position 1717: 0.008563700926239393
Position 529: 0.008348922601189478
Position 3276: 0.007025263647077926
Position 2132: 0.006234717390096746
Position 913: 0.005731329937734888
Position 1623: 0.00571863922786318
Position 2163: 0.004871762076196484
Position 159: 0.0045230034277405125
Position 1461: 0.004522486266863429
Position 3650: 0.004473140406039691
Position 1233: 0.0037984999108395512
Position 1837: 0.003790026278470619
Position 3201: 0.003373711346882682
Position 1159: 0.0030820518226442805
Position 2938: 0.002928143294635345
Position 676: 0.0022590753928263415
Position 288: 0.0021106675145010152
Position 3004: 0.0019854029040127243
Position 2199: 0.001969282231044211
Position 222: 0.0019590242234734066
Position 3425: 0.0019262405074142786
Position 718: 0.0019249218503582077
Position 182: 0.001663231038043029
Position 3548: 0.0014715383916394926
Position 3392: 0.0012582445070992083
Position 2259: 0.0012580694341216589
Position 3880: 0.0012431899898886433
Position 258: 0.0012295702448306492
Position 575: 0.0011850127605475703
Position 2148: 0.00106535768980272
Position 363: 0.0008571489958205915
Position 3221: 0.0008314811927903112
Position 1193: 0.0008289032094009353
Position 688: 0.0008119650355866141
Position 1362: 0.0007287190064641497
Position 1849: 0.0007032149714578788
Position 1880: 0.0006535065184077316
Position 1882: 0.0005681884873205308
Position 3791: 0.0004542857988715387
Position 394: 0.0004542639990431757
Position 2593: 0.0003963321274099069
Position 1264: 0.00038861506115304116
Position 143: 0.0003869392606074176
Position 235: 0.00037934944976213944
Position 3526: 0.0003370412022931748
Position 3563: 0.0003327755862833704
Position 1003: 0.00033012795837690165
Position 1092: 0.00031197557264142287
Position 966: 0.0003011613585617998
Position 1638: 0.00029946486503221214
Position 454: 0.0002949290762208225
Position 370: 0.00029459463896057387
Position 582: 0.0002760505054351208
Position 3173: 0.00022386534680763782
Position 692: 0.000218608416265929
Position 505: 0.00021508247580978606
Position 134: 0.00020704274540085354
Position 388: 0.00020589225812670108
Position 1656: 0.00019370286008773912
Position 3135: 0.00018709393758475063
Position 3085: 0.00016121201205616248
Position 3346: 0.00016089794320413167
Position 1859: 0.00015787586572207514
Position 1626: 0.00014676462594341225
Position 927: 0.00014118253142205142
Position 2494: 0.0001380642094503629
Position 3331: 0.000132749209373857
Position 477: 0.00012981860302680777
Position 767: 0.00012387881046233636
Position 3140: 0.00012328094372052775
Position 945: 0.00011634926084093938
Position 3067: 0.00011559134714620302
Position 3305: 0.00011026013623061974
Position 2840: 0.00011014728927811256
Position 3591: 0.00010492879157428063
Position 2315: 9.937869961658661e-05
Position 3704: 9.422320407292365e-05
Position 2217: 9.098791720618512e-05
Position 3137: 8.643180649569476e-05
Position 1976: 8.4772413079788e-05
Position 1298: 7.541672156499087e-05
Position 2816: 7.232705015782261e-05
Position 1878: 6.647702130958881e-05
Position 2359: 6.455519480356422e-05
Position 2335: 6.379517454298618e-05
Position 1507: 6.009305653339161e-05
Position 2766: 5.87377556276248e-05
Position 2787: 5.792465008839117e-05
Position 697: 5.6190236148332736e-05
Position 3058: 5.61473355517503e-05
Position 2497: 5.4256357095957564e-05
Position 1466: 5.3560655299917074e-05
Position 2776: 5.218143740947245e-05
Position 2570: 5.034624703648841e-05
Position 3041: 5.001728482966202e-05
Position 2171: 4.900389898395318e-05
Position 3015: 4.1727892645323735e-05
Position 3630: 3.877164404429044e-05
Position 2410: 3.7923367076220897e-05
Position 1651: 3.431372226810843e-05
Position 1476: 3.346561072756041e-05
Position 297: 3.209961334068522e-05
Position 809: 3.067929145773227e-05
Position 514: 3.0132688929078938e-05
Position 2201: 2.635276929845986e-05
Position 3696: 2.6222235892171506e-05
Position 2957: 2.4256735735676087e-05
Position 3302: 2.30622971195868e-05
Position 2713: 2.3020378976346642e-05
Position 2438: 2.1749956531737973e-05
Position 775: 2.1107971256158626e-05
Position 1008: 2.0633702814806512e-05
Position 3599: 1.9857935851547268e-05
Position 294: 1.9199852900662565e-05
Position 2967: 1.8618973386052517e-05
Position 2691: 1.861844921915417e-05
Position 3689: 1.8001304284616837e-05
Position 1728: 1.7466032576696198e-05
Position 2940: 1.580501683688556e-05
Position 1286: 1.5278298751767945e-05
Position 2641: 1.473627950599445e-05
Position 474: 1.4707073551080636e-05
Position 480: 1.4446507381596141e-05
Position 2645: 1.431993347884177e-05
Position 2820: 1.4154588823824304e-05
Position 648: 1.3963880120075647e-05
Position 2887: 1.3135112468669301e-05
Position 1324: 1.1493252998714177e-05
Position 3092: 9.945789883184231e-06
Position 1133: 9.673687620876986e-06
Position 2061: 9.181858931136618e-06
Position 3884: 8.351783847033251e-06
Position 761: 8.284440940446125e-06
Position 1764: 8.07540156283233e-06
Position 401: 8.001806623240954e-06
Position 137: 7.931652570410173e-06
Position 1343: 7.647678655473185e-06
Position 1371: 6.978497467292298e-06
Position 3048: 6.840655898059167e-06
Position 351: 6.664131530558009e-06
Position 1017: 6.429407833903518e-06
Position 1332: 6.2913526691643944e-06
Position 1253: 6.071960816484663e-06
Position 3046: 5.847493689041911e-06
Position 375: 4.955253617046479e-06
Position 407: 4.28226706834362e-06
Position 3011: 2.633298476079683e-06
Position 1894: 1.5701416554148429e-06
Position 1915: 1.5127645565612575e-06
Position 1903: 1.5037191020268649e-06
Position 307: 1.3316272786680483e-06
Position 1663: 4.769879661369065e-07
Position 1673: 4.550302881383712e-07
Position 300: 1.1271615832160359e-07
Position 1660: 9.317065944439574e-08
Position 1077: 7.799865369002095e-08
Position 237: 4.950294413968863e-08
Position 602: 4.8402580035864273e-08
Position 612: 4.521586235448763e-08
Position 1493: 2.142041611066764e-08
Position 651: 1.0574031031351312e-08
Position 118: 1.006141148091676e-08
Position 1098: 8.300281545078083e-09
Position 637: 7.885898422358858e-09
Position 482: 4.0096108687818555e-09
Position 1105: 6.989040522266736e-10
Position 109: 4.15117140593296e-12
Position 105: 1.5980991163242794e-12
