Gene = Ost4
Position 1416: 2.3303676857741673e-05
Position 1642: 2.127705188450012e-05
Position 1600: 2.051473130181149e-05
Position 1812: 1.854820393416268e-05
Position 226: 1.8361834194798107e-05
Position 494: 1.6597152784767087e-05
Position 514: 1.6232248222341586e-05
Position 1315: 1.5648856783314397e-05
Position 152: 1.562647697274802e-05
Position 1494: 1.418839102896976e-05
Position 1784: 1.3823877087012212e-05
Position 934: 1.3814115894167085e-05
Position 1700: 1.3490867552486467e-05
Position 974: 1.2090844888620222e-05
Position 1615: 1.2050682057644675e-05
Position 507: 1.124900538332163e-05
Position 1763: 1.0228793477621406e-05
Position 1686: 9.000796125341462e-06
Position 360: 8.97383653033995e-06
Position 1770: 8.379603835378008e-06
Position 1322: 8.13432838462614e-06
Position 1869: 7.858295134382213e-06
Position 1251: 6.454741592492395e-06
Position 1504: 6.087514030261119e-06
Position 1319: 4.941413384990057e-06
Position 1816: 4.460053673547613e-06
Position 1514: 4.420105563055087e-06
Position 502: 4.262122840954704e-06
Position 858: 4.240044326125791e-06
Position 1177: 4.191460532030213e-06
Position 1782: 3.9228284983784465e-06
Position 984: 3.555566281022843e-06
Position 1173: 3.259738427268594e-06
Position 1683: 3.076469145223363e-06
Position 676: 2.9290184864178847e-06
Position 204: 2.8876415402229357e-06
Position 1109: 2.539500903109106e-06
Position 687: 2.5303167882478525e-06
Position 737: 2.4532969380538573e-06
Position 357: 2.4134091084144097e-06
Position 640: 2.3441531749957843e-06
Position 210: 2.1092490205219875e-06
Position 1778: 2.0649294710988566e-06
Position 793: 2.0541488838411862e-06
Position 902: 1.8465026195791729e-06
Position 978: 1.7482522257710629e-06
Position 202: 1.6956160173295436e-06
Position 799: 1.650676122274477e-06
Position 354: 1.6435990913309966e-06
Position 448: 1.537735603361092e-06
Position 97: 1.5166916964795083e-06
Position 659: 1.4994685308122559e-06
Position 1393: 1.406133460147832e-06
Position 1180: 1.3441018271493524e-06
Position 805: 1.3163399172582564e-06
Position 1053: 1.2569172198666738e-06
Position 1194: 1.1159627890444373e-06
Position 698: 9.388047699189607e-07
Position 1625: 9.297104757578884e-07
Position 206: 8.216910420124616e-07
Position 489: 8.091615680121357e-07
Position 482: 7.742661306493394e-07
Position 213: 7.594585448513006e-07
Position 646: 7.054074562181802e-07
Position 727: 6.402825439810576e-07
Position 1824: 4.823089126453447e-07
Position 606: 3.555374519109088e-07
Position 644: 2.9336010076886506e-07
Position 82: 3.3381036681522456e-08
Position 186: 2.1284648385025773e-08
Position 408: 1.9195989857267774e-08
Position 769: 1.74927937891053e-08
Position 138: 1.5499295609776732e-08
Position 782: 1.3044622235235405e-08
Position 426: 1.1898318314185905e-08
Position 157: 1.1446111017748308e-08
Position 115: 9.352486521494948e-09
Position 1265: 7.150585749900047e-09
Position 1426: 5.396972394234309e-09
Position 105: 3.671608505967764e-09
Position 369: 1.4042459773129415e-09
Position 405: 5.479901331846483e-10
Position 438: 3.643227002769783e-10
Position 431: 1.981191263295502e-10
Position 167: 1.9561215977569932e-10
Position 415: 1.4916652756807467e-10
Position 123: 1.503897586734514e-11
Position 653: 1.4443344373684172e-12
Position 128: 7.189045459470657e-13
