Gene = Dmac2
Position 1356: 0.0007536553081519409
Position 617: 0.0007326791888206974
Position 3046: 0.000669280385151352
Position 2670: 0.0006631511612003204
Position 3857: 0.0006563624921683025
Position 4671: 0.0006281361045783175
Position 375: 0.0006196567074681653
Position 68: 0.0005475886554486386
Position 3040: 0.0005221363619826213
Position 3006: 0.0005169516566168147
Position 153: 0.0005079325777696594
Position 2481: 0.0004985433798318748
Position 4529: 0.00042155892157639467
Position 1544: 0.00041891973315012537
Position 62: 0.00040993187197169834
Position 136: 0.0004050819514620829
Position 5692: 0.0003956191824770706
Position 1145: 0.000391472487910498
Position 3708: 0.0003736684766734321
Position 643: 0.0003664789719666561
Position 1592: 0.00036532003662107556
Position 2256: 0.0003570334548807675
Position 1718: 0.00032663446449590476
Position 3240: 0.0003199878374718453
Position 436: 0.0002901282674502106
Position 322: 0.0002831396176752023
Position 2192: 0.00028103422642554026
Position 3022: 0.0002749092591285303
Position 2216: 0.0002727523896790085
Position 2460: 0.0002688119330198996
Position 3938: 0.00024079917148623015
Position 3317: 0.00023445022848053279
Position 3210: 0.0002256334563909159
Position 531: 0.00019847390580658128
Position 2280: 0.000188086889317255
Position 1108: 0.00018791950648987894
Position 1662: 0.00018753122591645363
Position 624: 0.0001835933451287259
Position 2661: 0.0001832313136344742
Position 443: 0.0001797107591918138
Position 655: 0.0001545367110911888
Position 1055: 0.00015120553500738205
Position 1321: 0.00014609423646428897
Position 1935: 0.00014456841353412884
Position 4461: 0.00013283672951084428
Position 5379: 0.00011898378100523829
Position 5506: 0.00011422078065390196
Position 4423: 0.00011118872418380856
Position 774: 0.00010901907525483839
Position 5482: 0.00010749369835601315
Position 4486: 0.00010744716986525952
Position 5501: 0.00010586624852163622
Position 602: 0.00010199170407621258
Position 2128: 9.891051160256881e-05
Position 4451: 9.639210556659188e-05
Position 921: 9.119685414466597e-05
Position 2036: 8.235103475362112e-05
Position 384: 7.850845312432195e-05
Position 632: 7.370362098838374e-05
Position 1962: 7.21671694769118e-05
Position 1586: 6.495521702673423e-05
Position 820: 6.07949709396068e-05
Position 553: 5.65997701092726e-05
Position 1209: 4.9070273375813824e-05
Position 184: 4.749169740295161e-05
Position 680: 4.685483182494927e-05
Position 1974: 4.054459624842975e-05
Position 4476: 3.954288962427761e-05
Position 639: 3.9100695848934505e-05
Position 2048: 3.676705035917561e-05
Position 876: 3.0811352854628586e-05
Position 1564: 2.3839777003121515e-05
Position 1266: 2.0917761987522396e-05
Position 416: 2.047590665141759e-05
Position 793: 1.9338461644987625e-05
Position 816: 1.774381965052626e-05
Position 4467: 1.3710401754269185e-05
Position 1234: 1.3354410380235104e-05
Position 627: 1.188522371893234e-05
Position 1087: 8.988501833211746e-06
Position 5146: 7.067342901716525e-06
Position 5088: 5.570020025464537e-06
Position 5159: 3.7168052098959524e-06
Position 697: 3.477995896723562e-06
Position 5155: 3.1086459312939535e-06
Position 10: 1.0271143823623698e-06
Position 5118: 1.5106108994992591e-07
Position 533: 9.105176105001397e-08
Position 434: 7.692128113911288e-08
Position 16: 1.879150755983475e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2929: 0.9732389876324434
Position 4384: 0.8779283815616289
Position 1481: 0.8034270051761243
Position 4647: 0.5438499866568993
Position 5300: 0.442159424280476
Position 1249: 0.30767481967116317
Position 4612: 0.2507497522418044
Position 5868: 0.21058695194947602
Position 2558: 0.1997423707731484
Position 5350: 0.14918571983756862
Position 2009: 0.07274375209562996
Position 671: 0.059521149980002554
Position 2380: 0.05426296107666867
Position 1084: 0.04454024754305159
Position 929: 0.03688623084037744
Position 963: 0.030703274828229214
Position 3924: 0.021550805139636024
Position 2098: 0.021120319966606908
Position 5478: 0.019053829027390203
Position 5557: 0.015735065002271596
Position 3091: 0.013846175797906424
Position 4391: 0.01368643303751498
Position 2450: 0.013589217227376249
Position 3109: 0.010699696614954186
Position 856: 0.010483738879605015
Position 5017: 0.010226612125304508
Position 4227: 0.00895752377777917
Position 4860: 0.0060349703207843355
Position 5652: 0.0059248826902706135
Position 1312: 0.005012736512743255
Position 5674: 0.004618718775720512
Position 3727: 0.004603697145092155
Position 4426: 0.004362773569827649
Position 1613: 0.004270883376681367
Position 5267: 0.003952847726297656
Position 1255: 0.003873690904465799
Position 504: 0.002955170618674967
Position 2973: 0.002932820154343715
Position 1929: 0.002868709896188607
Position 5312: 0.0028336214909105923
Position 3495: 0.002562654914073846
Position 4204: 0.0024281333512180814
Position 1602: 0.0022005375395473883
Position 967: 0.0020422482953540394
Position 149: 0.0020408504377827153
Position 4623: 0.0020292829348363267
Position 740: 0.001993344762990467
Position 1220: 0.0018571176235549608
Position 4928: 0.001791257789381077
Position 5725: 0.0017345000890095525
Position 4710: 0.001728364520684005
Position 5566: 0.0015146678924338854
Position 1345: 0.0013993270676891307
Position 5722: 0.0013888222494017842
Position 1792: 0.0013876997590505878
Position 685: 0.0013567605741077308
Position 5361: 0.0012803613912515323
Position 5874: 0.0012631058213324856
Position 2562: 0.0011936776910203952
Position 787: 0.0011722679240656394
Position 1018: 0.0010918465293055584
Position 691: 0.0010868715040192611
Position 889: 0.0010738174688838618
Position 2743: 0.0010529463966637924
Position 5540: 0.0010276981024052536
Position 4575: 0.0009879454180759856
Position 3128: 0.0008487532054622818
Position 1592: 0.0006921289101619342
Position 118: 0.0006650136822992558
Position 1457: 0.0006641757022940452
Position 2948: 0.0006541092647204371
Position 809: 0.000639590129346981
Position 3131: 0.000597489979852228
Position 1564: 0.0005927523845359092
Position 3235: 0.0005612360858479618
Position 2332: 0.0004981523686703856
Position 1138: 0.0004705441566752419
Position 1821: 0.00044682580342993356
Position 4166: 0.0004464188796183831
Position 595: 0.0004294833886902002
Position 384: 0.00042871673872748136
Position 5394: 0.00040646393419257527
Position 136: 0.0004031846886254538
Position 529: 0.0004012823665452123
Position 3185: 0.0003790069578228432
Position 1156: 0.00037517948169028386
Position 3655: 0.00037157565171765214
Position 1897: 0.0003655704455861919
Position 1747: 0.0003605601489693989
Position 1192: 0.0003378365351162255
Position 4679: 0.000331084939289064
Position 4448: 0.0003192239818997151
Position 2560: 0.0003181904692370797
Position 5189: 0.0003160673711479559
Position 3502: 0.0003089593047210665
Position 1516: 0.0003017065022849447
Position 3116: 0.00028245273384143135
Position 5576: 0.00027741916235875805
Position 2023: 0.00026739311250093564
Position 4368: 0.0002646696838681917
Position 4776: 0.00022715212518958835
Position 4626: 0.0002168829594591493
Position 1973: 0.0001990764356691246
Position 4250: 0.0001895148103045791
Position 4442: 0.0001863568123376978
Position 1561: 0.00018548705722148514
Position 5619: 0.0001773573592450441
Position 704: 0.0001721675498048057
Position 1159: 0.0001694294275809396
Position 1652: 0.0001627915680947799
Position 4882: 0.0001548755620794902
Position 1622: 0.0001520328339449212
Position 1176: 0.00014613304917006768
Position 5499: 0.00014354859419682173
Position 1646: 0.00013863281237541246
Position 443: 0.00013713493308062879
Position 2390: 0.00013556995293270843
Position 4298: 0.00012888981221583753
Position 5656: 0.00012871333002216785
Position 1119: 0.00012534855325150551
Position 801: 0.000123629800071039
Position 2466: 0.00011938036302284495
Position 2192: 0.00011842198200410494
Position 3536: 0.0001163106817851348
Position 538: 0.00011455896450694939
Position 368: 0.00011386271882645592
Position 872: 0.00010838436343280955
Position 1503: 0.00010670016286083398
Position 2034: 0.00010639854267099306
Position 1805: 0.00010490942092282257
Position 3553: 9.592265352988789e-05
Position 4350: 9.512085739381179e-05
Position 3883: 9.019764061149567e-05
Position 2871: 8.965451890277815e-05
Position 1087: 7.638554128118195e-05
Position 5956: 7.608646281788471e-05
Position 986: 6.997278191350713e-05
Position 178: 6.826832361338638e-05
Position 6012: 6.662222532151518e-05
Position 915: 5.89246077610572e-05
Position 816: 4.856955154864321e-05
Position 1669: 4.784953093798441e-05
Position 207: 4.7056333289099876e-05
Position 624: 4.657673023569965e-05
Position 2574: 4.575034682813064e-05
Position 876: 3.577521625177898e-05
Position 229: 3.5265547713571825e-05
Position 1321: 3.211879351147301e-05
Position 823: 3.2082157502638246e-05
Position 4988: 3.11353413743192e-05
Position 524: 3.0716631086236866e-05
Position 199: 2.9946294091072578e-05
Position 1839: 2.8481808066562747e-05
Position 814: 2.843053026954948e-05
Position 627: 2.76113694893467e-05
Position 571: 2.5335390440439396e-05
Position 1314: 2.4679883700772503e-05
Position 982: 2.3802540878920723e-05
Position 400: 2.3744816548332867e-05
Position 296: 2.077898426401002e-05
Position 4736: 1.9351833688934333e-05
Position 978: 1.6253697711676637e-05
Position 545: 1.552251884667808e-05
Position 4508: 1.3882069956329863e-05
Position 936: 1.3680125294785185e-05
Position 575: 1.168211566033262e-05
Position 1952: 8.483291341130826e-06
Position 630: 8.320581981803525e-06
Position 151: 8.087487850029981e-06
Position 2699: 4.643168027360819e-06
Position 866: 4.385208321274872e-06
Position 1851: 3.3408732079770237e-06
Position 826: 2.6678290887610677e-06
Position 613: 2.1723634885400066e-06
Position 3509: 2.0211658586945893e-06
Position 549: 1.9516623858912944e-06
Position 2047: 1.7789765917511263e-06
Position 3463: 1.7090254520813576e-06
Position 404: 1.6227397710065316e-06
Position 257: 1.2439828190181224e-06
Position 2818: 1.1939494868878011e-06
Position 273: 1.0227003260997831e-06
Position 744: 9.86744022845825e-07
Position 325: 8.356969922628534e-07
Position 1439: 7.147854091172321e-07
Position 1634: 6.199398684834753e-07
Position 564: 4.812507690148137e-07
Position 721: 3.3800557000373776e-07
Position 2993: 2.4692060523397074e-07
Position 211: 2.437386608685015e-07
Position 449: 2.2448104194371458e-07
Position 597: 2.1472830003367437e-07
Position 3357: 2.1381365705330464e-07
Position 278: 1.6427351255206218e-07
Position 454: 1.588415354269787e-07
Position 3134: 1.470070408892458e-07
Position 2996: 1.4579579391296812e-07
Position 231: 1.422791456613711e-07
Position 394: 1.241905253659285e-07
Position 413: 7.744046054612188e-08
Position 265: 6.670802661104972e-08
Position 407: 5.346097220373224e-08
Position 3062: 5.12344633182886e-08
Position 94: 4.6151369936025004e-08
Position 316: 4.311539255712568e-08
Position 422: 4.0643785214148085e-08
Position 307: 2.0562936493305755e-08
Position 714: 1.8586390811911286e-08
Position 218: 1.3380300437544272e-08
Position 583: 8.575065428203678e-09
Position 209: 7.96965536049523e-09
Position 247: 1.5661827677132848e-09
Position 270: 2.8623428809676448e-11
Position 107: 1.0746213820397144e-12
Position 416: 6.202466657932791e-13
Position 632: 2.0988039209628022e-13
