Gene = Bri3bp
Position 971: 2.1031579962635295e-06
Position 5347: 2.07870394037278e-06
Position 1677: 1.8079603296398676e-06
Position 1649: 1.736511469658901e-06
Position 632: 1.5951407328159114e-06
Position 1070: 1.1027661695746134e-06
Position 806: 1.01211441441722e-06
Position 117: 1.0046513235695945e-06
Position 1633: 9.484938026222685e-07
Position 11692: 1.634789922533848e-07
Position 1588: 1.5075468648669415e-07
Position 814: 1.1928265692232676e-07
Position 1006: 1.0806642526281782e-07
Position 976: 6.820231191967924e-08
Position 263: 1.0668322826001172e-08
Position 708: 8.700321671673006e-09
Position 606: 2.462021150957136e-09
Position 278: 2.211991494333934e-09
Position 363: 2.066713875364862e-09
Position 964: 1.7164515257967191e-09
Position 392: 1.6317536899464005e-09
Position 287: 7.407532948893551e-10
Position 284: 6.104939184428742e-10
Position 500: 5.500886266905479e-10
Position 979: 4.3563206449971886e-10
Position 321: 1.896491363834582e-10
Position 496: 6.069416523433124e-11
Position 324: 4.626135529736406e-11
Position 300: 4.496986420333786e-11
Position 1938: 3.487983489278424e-11
Position 298: 1.609551021643851e-11
Position 589: 6.143583627687317e-14
Position 620: 2.965020416136331e-14
