Gene = Glmp
Position 1883: 2.808598098214547e-06
Position 167: 2.219297290670928e-06
Position 267: 2.20020718632004e-06
Position 1046: 1.5954668506725046e-06
Position 205: 1.2774612389057495e-06
Position 1033: 1.2325846726130976e-06
Position 1054: 1.1679986609207963e-06
Position 1011: 1.1160701256116198e-06
Position 991: 1.1005260479859265e-06
Position 1260: 7.378976549656595e-07
Position 974: 7.046044810537722e-07
Position 317: 5.552841191485377e-07
Position 986: 5.062832347848981e-07
Position 298: 4.923685858597169e-07
Position 1481: 4.913639394536105e-07
Position 169: 3.409579717106396e-07
Position 1892: 3.0645487457975386e-07
Position 2575: 2.897301520947385e-07
Position 199: 2.6702531119332014e-07
Position 178: 2.6068644056457535e-07
Position 1466: 1.718702415818041e-07
Position 1965: 7.267353633184897e-08
Position 280: 4.4459214759838406e-08
Position 296: 2.5255979842324352e-08
Position 1889: 2.4420067404177598e-08
Position 337: 2.3197641287022744e-08
Position 278: 2.1518726071915593e-08
Position 1350: 1.3917429121709363e-08
Position 183: 7.823782004313455e-09
Position 282: 6.63391089878437e-09
Position 310: 6.434984028379799e-09
Position 456: 5.270006445251615e-09
Position 415: 4.434956516092712e-09
