Gene = Cd3eap
Position 678: 2.3464103972719217e-08
Position 213: 7.272262550203977e-09
Position 550: 1.110319876736417e-09
Position 555: 1.05212216961826e-09
Position 538: 7.844061161577772e-10
Position 524: 2.73330580470998e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9938071597888521
Position 1696: 0.5869673390810598
Position 1464: 0.5862391984771628
Position 1963: 0.08927416188876802
Position 2935: 0.036759291489755944
Position 1925: 0.03028952138937422
Position 1635: 0.01739960512429211
Position 2025: 0.01582617564611291
Position 1501: 0.015516076338037577
Position 1767: 0.013996256312638662
Position 2028: 0.012671481700485139
Position 1723: 0.012519329127108377
Position 2257: 0.012246538468670872
Position 1787: 0.011969313149919041
Position 2383: 0.011951104401904724
Position 1046: 0.011384794806489268
Position 2254: 0.011006957243523066
Position 2997: 0.010956451472852492
Position 2206: 0.010157623862517673
Position 514: 0.004688362003836211
Position 2380: 0.004667413490887808
Position 850: 0.004659223311490357
Position 2812: 0.004553799468494214
Position 1969: 0.0040321863815611725
Position 2137: 0.003920723910666713
Position 689: 0.0038130016810641754
Position 3154: 0.00375097846234227
Position 3261: 0.0028495638506257615
Position 1598: 0.0023428770152061794
Position 790: 0.002261232193741121
Position 529: 0.002199273432646676
Position 326: 0.00198962668120075
Position 2099: 0.00148040757357465
Position 889: 0.001471037299431561
Position 2000: 0.0013575550168495594
Position 1059: 0.0013136150744163415
Position 1966: 0.0010577628546153976
Position 1710: 0.0010321591842020765
Position 1820: 0.0010005361754844588
Position 1557: 0.0009893257943912098
Position 336: 0.0009883821768338528
Position 3098: 0.0008993060220013625
Position 1406: 0.0008988365421703725
Position 2200: 0.0008659686451227575
Position 2506: 0.0007980512748181441
Position 1069: 0.0007953250362517737
Position 1371: 0.000772539250907811
Position 544: 0.0006851650069418569
Position 3393: 0.0006801010037923673
Position 1003: 0.0006267501248989323
Position 2139: 0.000615191072611732
Position 924: 0.0006060280942789096
Position 1554: 0.0005994083194314799
Position 580: 0.0005774935745670426
Position 3183: 0.0005159835138166361
Position 2435: 0.0005079594682889713
Position 2946: 0.0004993527669887312
Position 2339: 0.0004890328707765714
Position 1349: 0.00039551773406651695
Position 1862: 0.0003483851134965822
Position 2633: 0.00034328203951561445
Position 297: 0.0003399694078566385
Position 702: 0.00033680156631064293
Position 1870: 0.0003073031724517503
Position 467: 0.0002562015322517143
Position 638: 0.00024648206210353354
Position 1510: 0.0002409017013204379
Position 2681: 0.0002234268514047575
Position 1950: 0.00021843085488597094
Position 1088: 0.00020258645743070005
Position 1104: 0.00018427413147350692
Position 816: 0.00017246779168563045
Position 2145: 0.00016802245529047284
Position 819: 0.00016314719029533698
Position 2259: 0.00015686687806341874
Position 2353: 0.00015388167196219685
Position 1948: 0.0001493056495097253
Position 558: 0.000138525573459475
Position 1281: 0.00012726368352517143
Position 1424: 0.00012548973225115108
Position 2657: 0.00012135266757194064
Position 2815: 0.00011318994384469458
Position 287: 0.00010913380837773019
Position 2266: 0.0001019775634201948
Position 220: 0.00010069740400918918
Position 3157: 9.72264412452313e-05
Position 1600: 8.99061060991439e-05
Position 487: 8.965796084969087e-05
Position 1166: 8.602026033332442e-05
Position 2759: 8.373078123964965e-05
Position 615: 8.187271040721486e-05
Position 3030: 8.116401024958476e-05
Position 2695: 7.447572345498496e-05
Position 1604: 7.418143262267647e-05
Position 2143: 7.175642048455184e-05
Position 860: 6.74388124468101e-05
Position 3222: 6.261765746234494e-05
Position 3195: 6.206260676043713e-05
Position 582: 6.159022446397143e-05
Position 2818: 5.9257148698411276e-05
Position 1564: 5.903261249479146e-05
Position 1129: 5.254535825746061e-05
Position 792: 4.8907916855985066e-05
Position 1976: 4.803978517701667e-05
Position 2452: 4.638763000531344e-05
Position 3319: 4.624095750280403e-05
Position 2224: 4.1443512333697625e-05
Position 2032: 4.1080924585401194e-05
Position 510: 3.9625680525799464e-05
Position 1932: 3.917636025183207e-05
Position 2009: 3.78312937557446e-05
Position 2152: 3.767032280337847e-05
Position 1793: 3.626666486188385e-05
Position 3353: 3.5801376044852814e-05
Position 877: 3.490095099814704e-05
Position 479: 3.220989539534923e-05
Position 1295: 3.212461039383256e-05
Position 932: 3.1001826234457225e-05
Position 564: 2.9951268385227486e-05
Position 938: 2.8087892003358642e-05
Position 449: 2.8029343727346694e-05
Position 984: 2.276900879795684e-05
Position 720: 2.085061191494747e-05
Position 867: 1.655486439819963e-05
Position 775: 1.4988121263811642e-05
Position 1531: 1.2877969302672986e-05
Position 1434: 1.1001419311875637e-05
Position 584: 1.012664076682554e-05
Position 1214: 9.9020495924331e-06
Position 1324: 9.784180581730253e-06
Position 1528: 8.713252139345426e-06
Position 1194: 7.772866680810944e-06
Position 1210: 7.739023096904279e-06
Position 375: 5.200951913364771e-06
Position 1378: 4.82931953179151e-06
Position 203: 4.61739199211797e-06
Position 1238: 4.493063632901041e-06
Position 1667: 3.908009929715048e-06
Position 1571: 3.894337844170495e-06
Position 546: 3.7205565857831874e-06
Position 516: 3.574527075881751e-06
Position 1827: 2.4327426887849644e-06
Position 342: 2.2548241979694847e-06
Position 1305: 1.920264537417094e-06
Position 1574: 1.8609274789924558e-06
Position 1259: 1.776066010422432e-06
Position 1233: 1.7659763129197935e-06
Position 560: 1.7547526441110253e-06
Position 1244: 1.7537554630697707e-06
Position 1413: 1.692326036426262e-06
Position 201: 1.6650156848127765e-06
Position 348: 1.6270359103004717e-06
Position 736: 1.6042175673869995e-06
Position 366: 1.4435223052768328e-06
Position 490: 1.4267888846215165e-06
Position 1385: 1.3395318574351144e-06
Position 726: 1.2763416140889236e-06
Position 1928: 1.1303026659945023e-06
Position 1225: 1.045134140446509e-06
Position 1222: 7.90314313856121e-07
Position 1283: 6.717372354109741e-07
Position 1330: 6.5397315268448e-07
Position 1090: 6.458005070575502e-07
Position 1806: 6.008351123443008e-07
Position 1910: 5.87572291973853e-07
Position 149: 3.8387479171369823e-07
Position 620: 2.1296492944490764e-07
Position 181: 1.766972120534753e-07
Position 652: 1.610611449650723e-07
Position 864: 1.447520758504752e-07
Position 1884: 1.3507133115842398e-07
Position 749: 1.152491353322071e-07
Position 86: 8.358859463272571e-08
Position 1641: 7.549074850294332e-08
Position 1647: 7.375109893433144e-08
Position 94: 2.983435268158678e-08
Position 124: 2.1800511519621074e-08
Position 152: 7.016792590061305e-09
Position 118: 4.8859717472986895e-09
Position 163: 3.45670965463866e-09
Position 408: 3.1576298397864436e-09
Position 451: 2.433042670029265e-09
Position 764: 2.2874634261740407e-09
Position 103: 4.3735628855956887e-10
Position 136: 3.0970255312055164e-10
Position 98: 2.0951450554372414e-10
Position 941: 1.0340883522634214e-10
Position 396: 1.4891714940202097e-14
Position 423: 1.2459019139855878e-15
