Gene = Smr3a
Position 1017: 2.66979616875965e-05
Position 3560: 2.524653059455857e-05
Position 2840: 2.120695285480767e-05
Position 1773: 2.1039117431012796e-05
Position 866: 2.090583482739643e-05
Position 1560: 2.06200925915747e-05
Position 1287: 1.9807253326318275e-05
Position 2525: 1.917208748339077e-05
Position 241: 1.657823723303387e-05
Position 1608: 1.6532348172561478e-05
Position 2364: 1.62858573461644e-05
Position 1618: 1.5978298750874257e-05
Position 779: 1.5038444971213915e-05
Position 479: 1.2352723721874857e-05
Position 708: 1.2271830956552133e-05
Position 2782: 1.1004727594557635e-05
Position 2772: 1.0456286964265728e-05
Position 1396: 9.094626191051473e-06
Position 1991: 7.63226613314858e-06
Position 1274: 5.047533881194743e-06
Position 2179: 4.749728200047754e-06
Position 1099: 4.117290239355383e-06
Position 1653: 4.074094332855751e-06
Position 1779: 3.620120229172315e-06
Position 916: 3.3440289500795714e-06
Position 1342: 2.9866599632722426e-06
Position 2185: 2.5796660974520816e-06
Position 2006: 2.0920349816734265e-06
Position 487: 1.961100051078238e-06
Position 2454: 1.781374685769236e-06
Position 1694: 9.574564986865775e-07
Position 2633: 8.20668760960411e-07
Position 3525: 6.32825145272721e-07
Position 829: 1.1299402248285793e-07
Position 277: 9.156205618744176e-08
Position 493: 6.328128777509008e-08
Position 578: 2.5526091486786892e-08
Position 1135: 2.1208225183236503e-08
Position 924: 1.4161310700891615e-08
Position 205: 1.379744218301367e-08
Position 550: 1.3417185826021244e-08
Position 552: 1.1215920922362903e-08
Position 720: 8.959431049109118e-09
Position 781: 7.596249677622631e-09
Position 291: 3.843561770381467e-09
Position 620: 3.5931491518567565e-09
Position 1021: 2.5062810876180506e-09
Position 735: 2.4615993749828477e-09
Position 731: 1.5968613050680608e-09
Position 729: 1.4391792579328889e-09
Position 252: 6.251038235612444e-10
Position 559: 1.2766540845507588e-11
Position 127: 5.171233637538261e-12
Position 124: 9.049793216342412e-13
