Gene = Iqcd
Position 280: 2.3481069614112583e-10
Position 413: 2.2579645357923904e-10
Position 600: 6.705754669972103e-11
Position 451: 1.2312623703768476e-11
Position 510: 8.942984069608752e-12
Position 387: 8.837468518468041e-12
Position 474: 8.632845520370508e-12
Position 477: 8.027248841367787e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16105: 0.9723720557969293
Position 13302: 0.883563278941979
Position 9191: 0.43325516837026967
Position 11004: 0.37202716196208757
Position 16813: 0.23789803314996086
Position 17611: 0.2139628685830358
Position 8948: 0.20213263033503523
Position 5187: 0.1648326569431256
Position 13329: 0.11032235791977016
Position 2097: 0.1088608000292342
Position 17594: 0.10859493191025318
Position 16401: 0.09458744423832222
Position 17838: 0.07061097009757278
Position 7026: 0.06533585094159368
Position 3538: 0.0487871935707924
Position 16271: 0.04589808704690476
Position 7474: 0.045224015075105053
Position 16445: 0.03785977195003787
Position 9391: 0.03782874650730272
Position 5630: 0.035590809004216
Position 5582: 0.031124613385655992
Position 3137: 0.030761985355778714
Position 3851: 0.030648570803715806
Position 9016: 0.02909091947344206
Position 16249: 0.028808562489748484
Position 4709: 0.02477567558369617
Position 7224: 0.024494680942185494
Position 151: 0.0227587247111354
Position 16367: 0.02155022226001808
Position 7263: 0.020495369752016334
Position 16310: 0.019600656247075493
Position 5252: 0.01810690211352219
Position 4379: 0.017410986836453084
Position 16699: 0.01715187172450058
Position 5212: 0.017001669571362444
Position 3298: 0.016910984046750687
Position 16702: 0.016872669306521336
Position 7485: 0.015400047360227877
Position 16705: 0.013300098728591472
Position 14193: 0.012116657201358457
Position 16708: 0.011381310573588634
Position 3810: 0.011206509573569447
Position 5607: 0.01077801500573112
Position 7315: 0.01034468127239006
Position 16507: 0.009381092473107158
Position 16869: 0.00880606969812445
Position 2044: 0.008382099301286982
Position 16696: 0.007675764543203813
Position 2102: 0.00677346264407909
Position 16968: 0.006490636178701144
Position 4847: 0.006324339697524688
Position 230: 0.006237755502610617
Position 17994: 0.00577200574777835
Position 14869: 0.005600672817099392
Position 16693: 0.005422616385981627
Position 16678: 0.004810736393222147
Position 4839: 0.004723210137317654
Position 16290: 0.004481882232063268
Position 17034: 0.0041715505123126285
Position 16953: 0.004042701732478423
Position 16687: 0.003987657701464354
Position 16681: 0.003903986268825832
Position 1783: 0.00379659124687483
Position 16283: 0.003742307095355214
Position 5661: 0.0036102297634316074
Position 6055: 0.003404563587944915
Position 5260: 0.0032887709954622668
Position 16451: 0.0030750181269494593
Position 16343: 0.0027048212176920368
Position 3687: 0.002666748686207623
Position 6702: 0.0026112456258248974
Position 5305: 0.0025152066771990268
Position 18043: 0.002476386319776299
Position 17163: 0.0024310963643643267
Position 14893: 0.0022986427378337924
Position 8257: 0.002091613981190909
Position 5491: 0.0016050242017160794
Position 6777: 0.0014862485447960183
Position 3123: 0.0014862173450448204
Position 16883: 0.0013160512311043446
Position 16684: 0.0011404855530756724
Position 3187: 0.001135045051742285
Position 6529: 0.001025430416959541
Position 7365: 0.0010213063118651787
Position 4194: 0.0010198202214538048
Position 182: 0.0009857260690402322
Position 1166: 0.000962732111162518
Position 5889: 0.0009023968454566881
Position 16690: 0.0009002264122209188
Position 4826: 0.0008647535084161076
Position 4385: 0.0008605151638685139
Position 1728: 0.00081008442146579
Position 16675: 0.0007817573390650255
Position 3310: 0.0007096850774180871
Position 6390: 0.0006337549716047745
Position 3194: 0.0005287345253306842
Position 304: 0.00046775796056546383
Position 3342: 0.00045947666112209745
Position 1341: 0.000440247852859468
Position 3963: 0.00043166480141665
Position 6436: 0.00038335893751095953
Position 9511: 0.00037190921999214713
Position 6329: 0.0003397309430756018
Position 5981: 0.0003199382140666293
Position 1501: 0.0003006582643621188
Position 4243: 0.0002687569360075434
Position 10732: 0.0002592688962318772
Position 3823: 0.0002589428819083812
Position 1385: 0.00025337314250148754
Position 4272: 0.0002432969078996287
Position 188: 0.00023898455689935476
Position 4659: 0.00022265697288315073
Position 4730: 0.00020874387571608453
Position 4213: 0.00020081939066117437
Position 1195: 0.00019869102142142903
Position 1985: 0.00019183133644981929
Position 1538: 0.00017185324734308844
Position 3773: 0.00012749854315552458
Position 1431: 0.00011510886368621221
Position 10761: 0.00010947184205898331
Position 268: 0.00010913868922150963
Position 2225: 9.827963273118092e-05
Position 4745: 9.81593693142466e-05
Position 10408: 8.183603092183988e-05
Position 2650: 7.801632412353765e-05
Position 1467: 5.846742836501338e-05
Position 2071: 4.6929936224363894e-05
Position 1884: 4.1820645748817194e-05
Position 1973: 3.594913586724006e-05
Position 4017: 3.4589007462384555e-05
Position 2625: 3.0610161105429426e-05
Position 1739: 2.716771988619106e-05
Position 1578: 2.596431100565365e-05
Position 341: 2.3364853857721434e-05
Position 717: 2.2802484189878156e-05
Position 5933: 2.2442150002484537e-05
Position 786: 1.944212525881127e-05
Position 624: 1.9137422775575263e-05
Position 1792: 1.2627781151083447e-05
Position 3006: 1.2580954322457372e-05
Position 3540: 1.1327297389899463e-05
Position 945: 1.1265646361141257e-05
Position 649: 1.074545304650932e-05
Position 1091: 1.0710039226108258e-05
Position 1265: 1.0602629181091184e-05
Position 1472: 9.676078452661461e-06
Position 532: 8.910458396891076e-06
Position 1813: 8.78197424472327e-06
Position 850: 7.393927251623892e-06
Position 1137: 7.036019370777862e-06
Position 4060: 6.799695438398628e-06
Position 1891: 6.3264023974030964e-06
Position 8588: 6.246901674877206e-06
Position 2151: 6.1487480872086095e-06
Position 1519: 5.482331169876449e-06
Position 1337: 4.725480739730751e-06
Position 1123: 4.278316214789562e-06
Position 2231: 4.168917063924297e-06
Position 1730: 3.883110485576155e-06
Position 3097: 3.560458924089335e-06
Position 1555: 3.0620567816191456e-06
Position 7280: 2.904700958966792e-06
Position 418: 2.888099141299692e-06
Position 820: 2.566441116166852e-06
Position 2118: 2.48224351775764e-06
Position 1210: 2.451828939647512e-06
Position 5032: 2.3927978165863364e-06
Position 3887: 2.317004305842453e-06
Position 3158: 2.1840463254701964e-06
Position 1390: 1.8582528854613474e-06
Position 1746: 1.676799274413527e-06
Position 1087: 1.512178218809204e-06
Position 766: 1.481406274371197e-06
Position 3543: 1.480055993491022e-06
Position 792: 1.4664295915929956e-06
Position 4586: 1.2050081131537068e-06
Position 1479: 9.249597074999857e-07
Position 956: 8.07984000606614e-07
Position 1221: 7.9792212265706e-07
Position 499: 6.890022646057896e-07
Position 1407: 3.9035058902233913e-07
Position 361: 3.7092110365627024e-07
Position 513: 3.6922113120426464e-07
Position 2882: 3.5891631127305e-07
Position 3460: 3.3662578288238065e-07
Position 1217: 2.77911729869137e-07
Position 1439: 2.5913939758461066e-07
Position 1202: 2.4557336348094003e-07
Position 1001: 2.3287077421253337e-07
Position 134: 1.8143929541118095e-07
Position 723: 1.7360570783546462e-07
Position 537: 1.3159801999809397e-07
Position 1232: 1.6287983027144823e-08
Position 1488: 5.810638705206928e-09
Position 1433: 5.120027928016275e-09
Position 1172: 2.794734859126604e-09
Position 1011: 2.5114692894903014e-09
Position 742: 1.8372760780045295e-09
Position 1180: 2.962529350300011e-10
Position 807: 2.1704361250376488e-10
Position 242: 1.9110407100802566e-10
Position 1950: 6.508571824312896e-11
Position 352: 6.838777342291432e-12
Position 2283: 1.7977940887086222e-12
Position 420: 1.3198130032813343e-12
Position 1075: 6.101487763372244e-13
Position 902: 4.549258304686068e-13
Position 451: 4.5121325429779344e-13
Position 910: 2.924947521662084e-13
Position 367: 2.4359829108166657e-13
Position 252: 2.1667491525944899e-13
