Gene = Inpp5a
Position 1039: 1.4476960682553302e-07
Position 1291: 1.431194594064276e-07
Position 1606: 1.382118522517607e-07
Position 1352: 1.132474626081228e-07
Position 1459: 9.7171738916108e-08
Position 1589: 8.959429840038482e-08
Position 1491: 7.802325826944765e-08
Position 1153: 7.719745843404307e-08
Position 825: 5.573736362380931e-08
Position 1464: 3.2948622219683836e-08
Position 1287: 3.2347005892432904e-08
Position 1275: 3.1578375055007144e-08
Position 624: 2.1656065726844957e-08
Position 736: 1.8768949093831138e-08
Position 567: 1.3872162955201322e-08
Position 2125: 1.3352392981827984e-08
Position 555: 8.283902092894309e-09
Position 685: 3.2012295805770357e-09
Position 613: 3.0312769949882832e-09
Position 577: 2.1458557823591874e-09
Position 151: 1.0237757067529975e-09
Position 731: 8.199953886512116e-10
Position 131: 1.276149462250099e-10
Position 1946: 9.641732801435492e-11
Position 121: 7.558337054147777e-11
Position 399: 4.766823983482719e-12
Position 114: 4.100435967112967e-12
Position 94: 3.418138655444884e-12
Position 378: 2.6273923046200003e-12
Position 410: 2.1382306739702727e-12
Position 360: 2.0625722834640197e-12
Position 101: 2.6286483825453626e-13
Position 99: 9.934543041394334e-14
Position 402: 3.8022283080767155e-14
Position 382: 1.8423884786089602e-14
