Gene = Ctu1
Sorted 3' Splice Sites (High to Low Probability):
Position 4410: 0.7845611394685429
Position 3087: 0.7264132939233856
Position 3520: 0.27058247171672345
Position 3860: 0.17209497976046806
Position 6012: 0.1672726525964159
Position 5622: 0.14305277093279842
Position 3480: 0.08148364150408213
Position 3931: 0.07681161035574685
Position 5556: 0.06468787954709102
Position 293: 0.042316913489414014
Position 1010: 0.03857326047771319
Position 4174: 0.03188072371573646
Position 2093: 0.028017335442329663
Position 3967: 0.022713587351100746
Position 4938: 0.019841793875168302
Position 477: 0.016014863401258204
Position 851: 0.015917623077308374
Position 4556: 0.01581851161047005
Position 5813: 0.01332702142573111
Position 336: 0.012342917978975191
Position 3541: 0.011638355463329924
Position 3047: 0.01131802097571441
Position 3528: 0.010429573769884211
Position 1036: 0.010282740122070652
Position 5270: 0.00931073039869787
Position 3893: 0.009251250114043427
Position 1038: 0.008746573644585327
Position 2507: 0.00853996220016792
Position 2842: 0.00851916433101852
Position 1043: 0.008055462298654979
Position 3122: 0.007379830682480056
Position 2258: 0.006863297940328484
Position 2958: 0.006360337338942884
Position 3426: 0.006337503189315791
Position 4528: 0.005612000103014907
Position 3819: 0.004660211918083824
Position 5560: 0.00432588412669488
Position 5881: 0.003670980182206192
Position 4544: 0.003581809306590791
Position 3422: 0.0035466871567871637
Position 1965: 0.003517613734034559
Position 1145: 0.003416329432862477
Position 1873: 0.0034149108537330688
Position 4336: 0.0030977447530656623
Position 3092: 0.0029432612655847495
Position 5757: 0.0029034673171145697
Position 2571: 0.002833242084775088
Position 5081: 0.0026472030723061297
Position 4607: 0.0024391690436898175
Position 5138: 0.002078492663271639
Position 4935: 0.0020465007386878124
Position 6212: 0.0017434445829316392
Position 2908: 0.0016155176940176085
Position 2366: 0.0016135867413132636
Position 6232: 0.001606802757409044
Position 4755: 0.0016030112339114686
Position 3389: 0.0015211013841034944
Position 865: 0.0015164647151930854
Position 4713: 0.0014788907145621498
Position 1644: 0.001407746105544657
Position 6056: 0.0013079527372290049
Position 4297: 0.0013026596774784272
Position 5024: 0.001302438415321388
Position 1017: 0.0012695925859298775
Position 3308: 0.0011838846305424172
Position 4661: 0.0011280425434761587
Position 1544: 0.0010798179083894852
Position 1917: 0.0010678478922438515
Position 3318: 0.0010611585700432738
Position 3155: 0.001018120032458737
Position 5852: 0.0009672421201098146
Position 2179: 0.0009121107646462843
Position 5324: 0.0008533688092201326
Position 2240: 0.0008073556339552115
Position 648: 0.0007490140305209167
Position 3986: 0.000728214258453045
Position 1687: 0.0007157603259360456
Position 517: 0.0007133087610861575
Position 1627: 0.000701514108805976
Position 4610: 0.0006801565313647129
Position 2879: 0.0006538782226602355
Position 1654: 0.0006535723587100552
Position 6044: 0.0005696074843199426
Position 4129: 0.0005404846203153387
Position 2219: 0.00050916889966267
Position 1672: 0.0005026383858548241
Position 1663: 0.00045324480342086304
Position 2395: 0.0004485390359365528
Position 205: 0.00044464941989578105
Position 4076: 0.00042113551066794933
Position 5343: 0.0004052164577345605
Position 1239: 0.00040062224751319104
Position 1065: 0.00036950273570736906
Position 341: 0.00035876407600203715
Position 445: 0.000356272636288403
Position 2924: 0.0003556377740712832
Position 2169: 0.0003539775981535595
Position 566: 0.0003493281078335603
Position 2604: 0.00034375952595585955
Position 4737: 0.00032811648709095225
Position 5308: 0.00030933247982175725
Position 1099: 0.0002505125873106735
Position 2419: 0.000241353837756543
Position 547: 0.00023274952313557574
Position 1888: 0.00023014034353459675
Position 2549: 0.0002259366428906542
Position 4562: 0.0002202088864460154
Position 3341: 0.00021795613907601893
Position 5942: 0.00021437162101112692
Position 3282: 0.00020427930063469937
Position 1267: 0.00020201745249417258
Position 493: 0.000196247423461094
Position 1730: 0.00019349641597045562
Position 1486: 0.00017941970455312916
Position 3227: 0.00017683302354281165
Position 1869: 0.0001755489194069101
Position 232: 0.00015465984669821208
Position 2276: 0.00014717818010550452
Position 1979: 0.00014039278393694404
Position 3191: 0.00012508809692268885
Position 1371: 0.00012455928645573532
Position 2283: 0.00011203728654587753
Position 2659: 0.00010673119716468252
Position 179: 0.00010317422966162523
Position 634: 9.866238862027268e-05
Position 1609: 8.718117106949739e-05
Position 1079: 7.923056121036475e-05
Position 1343: 7.424910935333382e-05
Position 1124: 6.841679252017472e-05
Position 3101: 6.604811208106261e-05
Position 1082: 6.527694172694243e-05
Position 400: 6.14268793233914e-05
Position 2348: 5.1049055302963806e-05
Position 1922: 4.7575899269231696e-05
Position 1171: 4.661456383218604e-05
Position 873: 4.4361834748564146e-05
Position 810: 4.315183696084262e-05
Position 729: 3.688957779360817e-05
Position 1067: 3.312028291590025e-05
Position 654: 3.282784681788229e-05
Position 3233: 3.192818363821835e-05
Position 778: 2.595618705562065e-05
Position 523: 4.778293432319551e-06
Position 360: 4.434348529031911e-06
Position 618: 3.935078387852437e-06
Position 2023: 2.0591155970201654e-06
Position 2010: 1.975639137033193e-06
Position 916: 1.6923203366206127e-06
Position 790: 1.5909660994333453e-06
Position 2235: 1.5793099377731943e-06
Position 2203: 1.4108559317013878e-06
Position 1694: 1.3323510412514357e-06
Position 979: 1.2699517260684967e-06
Position 499: 1.1577348697311331e-06
Position 133: 6.831465353283407e-07
Position 1286: 6.477087879260304e-07
Position 920: 5.736352129611116e-07
Position 386: 5.453501057344147e-07
Position 758: 5.382310127824464e-07
Position 1376: 5.367079293771472e-07
Position 2338: 5.172242019130271e-07
Position 933: 5.029264016739239e-07
Position 298: 5.01828375398179e-07
Position 1021: 4.840532506311977e-07
Position 883: 4.682669320041654e-07
Position 1355: 4.4775817703249365e-07
Position 709: 4.048984383903549e-07
Position 296: 3.9078103741303784e-07
Position 953: 3.0587054990374615e-07
Position 2070: 2.9150116655016514e-07
Position 736: 2.909647217300355e-07
Position 712: 2.8380281509863035e-07
Position 668: 2.4454824410496505e-07
Position 135: 2.1702413730367388e-07
Position 732: 1.8534889404797556e-07
Position 123: 1.5282437038777257e-07
Position 189: 1.507329722976567e-07
Position 2126: 7.374999340473639e-08
Position 799: 6.962787139574553e-08
Position 813: 6.424567392354661e-08
Position 879: 4.275157463845483e-08
Position 914: 4.2028674476462386e-08
Position 1324: 4.055211181364377e-08
Position 1179: 3.932218590768274e-08
Position 1212: 2.0890889885812517e-08
Position 837: 1.3101126702007549e-08
Position 670: 1.2374042507664092e-08
Position 1222: 1.2311989669822653e-08
Position 819: 5.663870027867675e-09
Position 312: 9.368908140190904e-11
Position 346: 5.1951579452801904e-11
Position 1185: 6.597263997268952e-12
