Gene = Smcp
Position 470: 2.004127277656563e-07
Position 479: 1.4814023087614075e-07
Position 3682: 1.1908152215120762e-07
Position 2185: 1.0467473971887943e-07
Position 400: 9.614384054164669e-08
Position 417: 8.794801766466691e-08
Position 477: 8.407129660029626e-08
Position 622: 8.217947133855995e-08
Position 493: 7.939606871547468e-08
Position 3890: 6.754431894684665e-08
Position 441: 4.8264387120050955e-08
Position 484: 3.481708745093787e-08
Position 620: 2.7168949411013212e-08
Position 491: 1.4511971972979471e-08
Position 1286: 1.423503584274467e-08
Position 1548: 1.225574899986318e-08
Position 552: 1.0947944709234875e-08
Position 795: 1.0195628259473732e-08
Position 427: 9.162564261225145e-09
Position 1497: 3.662395271025742e-09
Position 609: 6.18001661565989e-10
Position 791: 5.463253464422154e-10
Position 1557: 3.61530283805279e-10
Position 798: 3.4850159411595295e-10
Position 336: 1.6644039645573954e-10
Position 489: 1.2743879511059332e-11
Position 182: 7.293283581884296e-12
